時間,臺灣港口,貨物別,地區別,重量(公噸)
098年03月,基隆港,車輛航空器船舶運輸設備,德國,9
098年05月,基隆港,卑金屬及其製品,日本,99
098年05月,基隆港,車輛航空器船舶運輸設備,德國,144
098年07月,基隆港,"木漿紙漿,紙及紙板及其製品",日本,0
098年07月,基隆港,"機械用具電機設備,電視影像錄音機",日本,0
098年10月,基隆港,車輛航空器船舶運輸設備,日本,0
098年11月,基隆港,"機械用具電機設備,電視影像錄音機",澳洲,0
098年11月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,0
098年12月,基隆港,"機械用具電機設備,電視影像錄音機",澳洲,0
098年12月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
099年01月,基隆港,"機械用具電機設備,電視影像錄音機",澳洲,0
099年01月,基隆港,車輛航空器船舶運輸設備,日本,0
099年02月,基隆港,"機械用具電機設備,電視影像錄音機",澳洲,0
099年03月,基隆港,"機械用具電機設備,電視影像錄音機",馬來西亞,0
099年03月,基隆港,車輛航空器船舶運輸設備,德國,2
099年03月,基隆港,車輛航空器船舶運輸設備,日本,0
099年04月,基隆港,"機械用具電機設備,電視影像錄音機",澳洲,0
099年04月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
099年04月,基隆港,"機械用具電機設備,電視影像錄音機",日本,2
099年05月,基隆港,"機械用具電機設備,電視影像錄音機",澳洲,0
099年07月,基隆港,"木漿紙漿,紙及紙板及其製品",日本,0
099年07月,基隆港,"機械用具電機設備,電視影像錄音機",澳洲,0
099年07月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
099年07月,基隆港,車輛航空器船舶運輸設備,德國,1
099年08月,基隆港,"機械用具電機設備,電視影像錄音機",澳洲,0
099年08月,基隆港,"家具玩具運動用品,雜項製品",香港,0
099年09月,基隆港,"機械用具電機設備,電視影像錄音機",美國,4
099年09月,基隆港,車輛航空器船舶運輸設備,中國大陸,0
099年11月,基隆港,塑膠橡膠及其製品,澳洲,0
099年11月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,0
099年11月,基隆港,"機械用具電機設備,電視影像錄音機",日本,0
099年11月,基隆港,"機械用具電機設備,電視影像錄音機",美國,4
099年11月,基隆港,車輛航空器船舶運輸設備,中國大陸,0
099年11月,基隆港,車輛航空器船舶運輸設備,日本,0
100年04月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,0
100年07月,基隆港,塑膠橡膠及其製品,日本,1
100年08月,基隆港,"機械用具電機設備,電視影像錄音機",日本,0
100年10月,基隆港,塑膠橡膠及其製品,日本,2
100年12月,基隆港,車輛航空器船舶運輸設備,日本,0
101年01月,基隆港,塑膠橡膠及其製品,日本,1
101年03月,基隆港,塑膠橡膠及其製品,日本,0
101年05月,基隆港,化學或有關工業產品,日本,0
101年05月,基隆港,塑膠橡膠及其製品,日本,0
101年05月,基隆港,卑金屬及其製品,日本,0
101年06月,基隆港,塑膠橡膠及其製品,日本,1
101年06月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",義大利,1
101年07月,基隆港,塑膠橡膠及其製品,日本,0
101年08月,基隆港,塑膠橡膠及其製品,日本,0
101年08月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
101年09月,基隆港,塑膠橡膠及其製品,日本,1
101年10月,基隆港,塑膠橡膠及其製品,日本,0
101年10月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",香港,2
101年10月,基隆港,卑金屬及其製品,中國大陸,21
101年10月,基隆港,"機械用具電機設備,電視影像錄音機",香港,4
101年11月,基隆港,"調製食品,飲料,煙酒類",美國,0
101年11月,基隆港,化學或有關工業產品,美國,0
101年11月,基隆港,塑膠橡膠及其製品,日本,0
101年11月,基隆港,塑膠橡膠及其製品,美國,0
101年11月,基隆港,"皮革毛衣及其製品,旅行用物品",美國,0
101年11月,基隆港,紡織品及其製品,美國,0
101年11月,基隆港,"鞋帽傘,羽毛及其製品,人造花",美國,0
101年11月,基隆港,卑金屬及其製品,香港,0
101年11月,基隆港,卑金屬及其製品,美國,0
101年11月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,0
101年11月,基隆港,"機械用具電機設備,電視影像錄音機",香港,17
101年11月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
101年11月,基隆港,車輛航空器船舶運輸設備,香港,0
101年11月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",香港,0
101年11月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",韓國,0
101年11月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",美國,0
101年11月,基隆港,"家具玩具運動用品,雜項製品",香港,0
101年11月,基隆港,"家具玩具運動用品,雜項製品",美國,0
101年12月,基隆港,"調製食品,飲料,煙酒類",美國,0
101年12月,基隆港,化學或有關工業產品,美國,0
101年12月,基隆港,塑膠橡膠及其製品,日本,0
101年12月,基隆港,塑膠橡膠及其製品,美國,0
101年12月,基隆港,"皮革毛衣及其製品,旅行用物品",美國,0
101年12月,基隆港,"木漿紙漿,紙及紙板及其製品",美國,0
101年12月,基隆港,紡織品及其製品,美國,0
101年12月,基隆港,"鞋帽傘,羽毛及其製品,人造花",美國,0
101年12月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",香港,0
101年12月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",美國,0
101年12月,基隆港,卑金屬及其製品,美國,0
101年12月,基隆港,"機械用具電機設備,電視影像錄音機",香港,4
101年12月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
101年12月,基隆港,車輛航空器船舶運輸設備,美國,0
101年12月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",香港,0
101年12月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",美國,0
101年12月,基隆港,"家具玩具運動用品,雜項製品",美國,0
102年01月,基隆港,塑膠橡膠及其製品,日本,2
102年01月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",香港,3
102年01月,基隆港,"機械用具電機設備,電視影像錄音機",香港,8
102年01月,基隆港,"機械用具電機設備,電視影像錄音機",美國,1
102年01月,基隆港,車輛航空器船舶運輸設備,美國,1
102年01月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",韓國,0
102年01月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",美國,0
102年02月,基隆港,塑膠橡膠及其製品,日本,0
102年03月,基隆港,"調製食品,飲料,煙酒類",澳洲,1
102年03月,基隆港,"調製食品,飲料,煙酒類",紐西蘭,3
102年03月,基隆港,塑膠橡膠及其製品,日本,3
102年03月,基隆港,卑金屬及其製品,墨西哥,0
102年03月,基隆港,"機械用具電機設備,電視影像錄音機",墨西哥,1
102年03月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",墨西哥,3
102年04月,基隆港,植物產品,澳洲,0
102年04月,基隆港,動植物油脂及其分解物,澳洲,0
102年04月,基隆港,"調製食品,飲料,煙酒類",澳洲,1
102年04月,基隆港,化學或有關工業產品,澳洲,0
102年04月,基隆港,塑膠橡膠及其製品,澳洲,0
102年04月,基隆港,塑膠橡膠及其製品,日本,1
102年04月,基隆港,"皮革毛衣及其製品,旅行用物品",澳洲,0
102年04月,基隆港,"木漿紙漿,紙及紙板及其製品",澳洲,0
102年04月,基隆港,紡織品及其製品,澳洲,0
102年04月,基隆港,"鞋帽傘,羽毛及其製品,人造花",澳洲,0
102年04月,基隆港,"機械用具電機設備,電視影像錄音機",澳洲,0
102年04月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
102年04月,基隆港,車輛航空器船舶運輸設備,香港,1
102年05月,基隆港,動物產品,澳洲,0
102年05月,基隆港,"調製食品,飲料,煙酒類",澳洲,0
102年05月,基隆港,化學或有關工業產品,澳洲,0
102年05月,基隆港,化學或有關工業產品,香港,1
102年05月,基隆港,塑膠橡膠及其製品,澳洲,0
102年05月,基隆港,塑膠橡膠及其製品,日本,1
102年05月,基隆港,"皮革毛衣及其製品,旅行用物品",澳洲,0
102年05月,基隆港,"皮革毛衣及其製品,旅行用物品",香港,0
102年05月,基隆港,"木及木製品,軟木及軟木製品",澳洲,0
102年05月,基隆港,"木漿紙漿,紙及紙板及其製品",澳洲,0
102年05月,基隆港,紡織品及其製品,澳洲,0
102年05月,基隆港,"鞋帽傘,羽毛及其製品,人造花",澳洲,0
102年05月,基隆港,卑金屬及其製品,澳洲,0
102年05月,基隆港,卑金屬及其製品,中國大陸,1006
102年05月,基隆港,卑金屬及其製品,香港,0
102年05月,基隆港,"機械用具電機設備,電視影像錄音機",澳洲,0
102年05月,基隆港,"機械用具電機設備,電視影像錄音機",香港,8
102年05月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",香港,0
102年06月,基隆港,"調製食品,飲料,煙酒類",紐西蘭,7
102年06月,基隆港,塑膠橡膠及其製品,紐西蘭,0
102年06月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
102年06月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",香港,0
102年07月,基隆港,植物產品,美國,0
102年07月,基隆港,"調製食品,飲料,煙酒類",紐西蘭,5
102年07月,基隆港,"調製食品,飲料,煙酒類",美國,0
102年07月,基隆港,化學或有關工業產品,韓國,0
102年07月,基隆港,化學或有關工業產品,美國,0
102年07月,基隆港,塑膠橡膠及其製品,美國,1
102年07月,基隆港,"皮革毛衣及其製品,旅行用物品",香港,0
102年07月,基隆港,"木漿紙漿,紙及紙板及其製品",美國,0
102年07月,基隆港,紡織品及其製品,美國,0
102年07月,基隆港,"鞋帽傘,羽毛及其製品,人造花",美國,0
102年07月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",香港,0
102年07月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",美國,0
102年07月,基隆港,卑金屬及其製品,美國,0
102年07月,基隆港,"機械用具電機設備,電視影像錄音機",香港,6
102年07月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",美國,0
102年07月,基隆港,"家具玩具運動用品,雜項製品",香港,0
102年07月,基隆港,"家具玩具運動用品,雜項製品",美國,0
102年08月,基隆港,"調製食品,飲料,煙酒類",美國,0
102年08月,基隆港,化學或有關工業產品,美國,0
102年08月,基隆港,塑膠橡膠及其製品,美國,1
102年08月,基隆港,"木及木製品,軟木及軟木製品",美國,0
102年08月,基隆港,"木漿紙漿,紙及紙板及其製品",美國,0
102年08月,基隆港,紡織品及其製品,美國,0
102年08月,基隆港,"鞋帽傘,羽毛及其製品,人造花",美國,0
102年08月,基隆港,卑金屬及其製品,美國,0
102年08月,基隆港,"機械用具電機設備,電視影像錄音機",英國,0
102年08月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
102年08月,基隆港,"家具玩具運動用品,雜項製品",英國,4
102年08月,基隆港,"家具玩具運動用品,雜項製品",美國,1
102年09月,基隆港,化學或有關工業產品,德國,0
102年09月,基隆港,化學或有關工業產品,日本,1
102年09月,基隆港,塑膠橡膠及其製品,日本,3
102年09月,基隆港,紡織品及其製品,德國,0
102年09月,基隆港,"鞋帽傘,羽毛及其製品,人造花",多明尼加,1
102年09月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,11
102年09月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",德國,0
102年10月,基隆港,化學或有關工業產品,日本,1
102年10月,基隆港,化學或有關工業產品,美國,0
102年10月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,28
102年10月,基隆港,"機械用具電機設備,電視影像錄音機",法國,3
102年10月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
102年10月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",美國,0
102年11月,基隆港,"調製食品,飲料,煙酒類",美國,0
102年11月,基隆港,化學或有關工業產品,法國,0
102年11月,基隆港,化學或有關工業產品,美國,0
102年11月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,63
102年11月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
102年12月,基隆港,化學或有關工業產品,法國,0
102年12月,基隆港,化學或有關工業產品,新加坡,1
102年12月,基隆港,化學或有關工業產品,美國,0
102年12月,基隆港,塑膠橡膠及其製品,香港,0
102年12月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,62
102年12月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",美國,0
102年12月,基隆港,卑金屬及其製品,香港,0
102年12月,基隆港,"機械用具電機設備,電視影像錄音機",香港,1
102年12月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
103年01月,基隆港,"調製食品,飲料,煙酒類",澳洲,5
103年01月,基隆港,化學或有關工業產品,法國,0
103年01月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,88
103年01月,基隆港,卑金屬及其製品,新加坡,6
103年01月,基隆港,"機械用具電機設備,電視影像錄音機",德國,0
103年01月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",德國,1
103年01月,基隆港,"家具玩具運動用品,雜項製品",德國,0
103年02月,基隆港,化學或有關工業產品,日本,1
103年02月,基隆港,化學或有關工業產品,荷蘭,2
103年02月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,73
103年02月,基隆港,"機械用具電機設備,電視影像錄音機",新加坡,0
103年02月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",韓國,1
103年03月,基隆港,化學或有關工業產品,美國,0
103年03月,基隆港,"皮革毛衣及其製品,旅行用物品",美國,0
103年03月,基隆港,紡織品及其製品,美國,0
103年03月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,55
103年03月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
103年03月,基隆港,車輛航空器船舶運輸設備,英國,1
103年03月,基隆港,車輛航空器船舶運輸設備,美國,1
103年04月,基隆港,"調製食品,飲料,煙酒類",美國,0
103年04月,基隆港,化學或有關工業產品,法國,0
103年04月,基隆港,化學或有關工業產品,日本,5
103年04月,基隆港,化學或有關工業產品,美國,0
103年04月,基隆港,"皮革毛衣及其製品,旅行用物品",美國,0
103年04月,基隆港,"木漿紙漿,紙及紙板及其製品",美國,0
103年04月,基隆港,紡織品及其製品,美國,0
103年04月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,47
103年04月,基隆港,"機械用具電機設備,電視影像錄音機",韓國,0
103年04月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
103年04月,基隆港,車輛航空器船舶運輸設備,法國,0
103年04月,基隆港,車輛航空器船舶運輸設備,英國,1
103年04月,基隆港,車輛航空器船舶運輸設備,香港,0
103年04月,基隆港,車輛航空器船舶運輸設備,美國,11
103年04月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",美國,0
103年04月,基隆港,"家具玩具運動用品,雜項製品",美國,0
103年05月,基隆港,"調製食品,飲料,煙酒類",法國,0
103年05月,基隆港,化學或有關工業產品,法國,1
103年05月,基隆港,化學或有關工業產品,美國,0
103年05月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,29
103年05月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
103年05月,基隆港,車輛航空器船舶運輸設備,美國,9
103年06月,基隆港,動物產品,美國,0
103年06月,基隆港,"調製食品,飲料,煙酒類",美國,0
103年06月,基隆港,化學或有關工業產品,日本,1
103年06月,基隆港,化學或有關工業產品,美國,0
103年06月,基隆港,塑膠橡膠及其製品,美國,0
103年06月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,23
103年06月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,10
103年06月,基隆港,"機械用具電機設備,電視影像錄音機",韓國,0
103年06月,基隆港,車輛航空器船舶運輸設備,中國大陸,12
103年06月,基隆港,車輛航空器船舶運輸設備,美國,1
103年06月,基隆港,"家具玩具運動用品,雜項製品",美國,0
103年07月,基隆港,植物產品,美國,0
103年07月,基隆港,"調製食品,飲料,煙酒類",美國,0
103年07月,基隆港,化學或有關工業產品,美國,0
103年07月,基隆港,紡織品及其製品,美國,0
103年07月,基隆港,"機械用具電機設備,電視影像錄音機",韓國,0
103年07月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
103年07月,基隆港,車輛航空器船舶運輸設備,美國,0
103年07月,基隆港,"家具玩具運動用品,雜項製品",美國,0
103年08月,基隆港,"調製食品,飲料,煙酒類",法國,0
103年08月,基隆港,化學或有關工業產品,法國,0
103年08月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,8
103年09月,基隆港,"珍珠寶石貴金屬,仿首飾",中國大陸,0
103年09月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,0
103年10月,基隆港,化學或有關工業產品,法國,0
103年10月,基隆港,塑膠橡膠及其製品,義大利,0
103年10月,基隆港,塑膠橡膠及其製品,日本,0
103年10月,基隆港,紡織品及其製品,日本,1
103年10月,基隆港,"珍珠寶石貴金屬,仿首飾",中國大陸,0
103年10月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,0
103年11月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,3
103年11月,基隆港,"珍珠寶石貴金屬,仿首飾",中國大陸,0
103年11月,基隆港,"珍珠寶石貴金屬,仿首飾",香港,0
103年11月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
103年11月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,0
103年12月,基隆港,化學或有關工業產品,法國,0
103年12月,基隆港,化學或有關工業產品,新加坡,0
103年12月,基隆港,塑膠橡膠及其製品,加拿大,0
103年12月,基隆港,"珍珠寶石貴金屬,仿首飾",美國,0
104年01月,基隆港,化學或有關工業產品,德國,2
104年01月,基隆港,化學或有關工業產品,新加坡,2
104年01月,基隆港,化學或有關工業產品,美國,0
104年01月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,3
104年01月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",美國,2
104年02月,基隆港,化學或有關工業產品,德國,1
104年02月,基隆港,塑膠橡膠及其製品,香港,0
104年02月,基隆港,塑膠橡膠及其製品,美國,2
104年02月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,3
104年03月,基隆港,"調製食品,飲料,煙酒類",中國大陸,0
104年03月,基隆港,化學或有關工業產品,德國,3
104年03月,基隆港,化學或有關工業產品,新加坡,2
104年03月,基隆港,塑膠橡膠及其製品,義大利,5
104年03月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,8
104年03月,基隆港,"珍珠寶石貴金屬,仿首飾",美國,0
104年04月,基隆港,化學或有關工業產品,中國大陸,7
104年04月,基隆港,化學或有關工業產品,美國,5
104年04月,基隆港,塑膠橡膠及其製品,義大利,29
104年04月,基隆港,塑膠橡膠及其製品,日本,1
104年04月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,7
104年04月,基隆港,"家具玩具運動用品,雜項製品",新加坡,0
104年05月,基隆港,塑膠橡膠及其製品,中國大陸,0
104年06月,基隆港,化學或有關工業產品,新加坡,0
104年06月,基隆港,塑膠橡膠及其製品,義大利,8
104年06月,基隆港,塑膠橡膠及其製品,日本,3
104年08月,基隆港,化學或有關工業產品,其他國家,0
104年08月,基隆港,塑膠橡膠及其製品,其他國家,13
104年08月,基隆港,卑金屬及其製品,中國大陸,881
104年08月,基隆港,卑金屬及其製品,其他國家,0
104年08月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
104年08月,基隆港,"機械用具電機設備,電視影像錄音機",其他國家,4
104年08月,基隆港,"家具玩具運動用品,雜項製品",其他國家,1
104年09月,基隆港,植物產品,中國大陸,0
104年09月,基隆港,"調製食品,飲料,煙酒類",其他國家,2
104年09月,基隆港,化學或有關工業產品,其他國家,4
104年09月,基隆港,塑膠橡膠及其製品,其他國家,70
104年09月,基隆港,"木漿紙漿,紙及紙板及其製品",其他國家,0
104年09月,基隆港,紡織品及其製品,其他國家,0
104年09月,基隆港,"鞋帽傘,羽毛及其製品,人造花",其他國家,0
104年09月,基隆港,卑金屬及其製品,其他國家,0
104年09月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
104年09月,基隆港,"機械用具電機設備,電視影像錄音機",其他國家,0
104年09月,基隆港,"家具玩具運動用品,雜項製品",香港,1
104年09月,基隆港,"家具玩具運動用品,雜項製品",其他國家,0
104年10月,基隆港,植物產品,中國大陸,0
104年10月,基隆港,"調製食品,飲料,煙酒類",中國大陸,1
104年10月,基隆港,化學或有關工業產品,中國大陸,0
104年10月,基隆港,化學或有關工業產品,美國,5
104年10月,基隆港,化學或有關工業產品,其他國家,36
104年10月,基隆港,塑膠橡膠及其製品,美國,16
104年10月,基隆港,塑膠橡膠及其製品,其他國家,67
104年10月,基隆港,卑金屬及其製品,其他國家,1
104年10月,基隆港,"機械用具電機設備,電視影像錄音機",韓國,2
104年10月,基隆港,"機械用具電機設備,電視影像錄音機",其他國家,21
104年11月,基隆港,塑膠橡膠及其製品,泰國,28
104年11月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,6
104年11月,基隆港,"珍珠寶石貴金屬,仿首飾",美國,0
104年11月,基隆港,"機械用具電機設備,電視影像錄音機",美國,13
104年12月,基隆港,"調製食品,飲料,煙酒類",澳洲,17
105年01月,基隆港,"調製食品,飲料,煙酒類",菲律賓,0
105年01月,基隆港,化學或有關工業產品,菲律賓,0
105年01月,基隆港,塑膠橡膠及其製品,菲律賓,1
105年01月,基隆港,"皮革毛衣及其製品,旅行用物品",菲律賓,0
105年01月,基隆港,"木及木製品,軟木及軟木製品",菲律賓,0
105年01月,基隆港,"木漿紙漿,紙及紙板及其製品",菲律賓,0
105年01月,基隆港,紡織品及其製品,菲律賓,0
105年01月,基隆港,"鞋帽傘,羽毛及其製品,人造花",菲律賓,0
105年01月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",菲律賓,0
105年01月,基隆港,"家具玩具運動用品,雜項製品",菲律賓,0
105年02月,基隆港,"家具玩具運動用品,雜項製品",新加坡,0
105年03月,基隆港,"珍珠寶石貴金屬,仿首飾",美國,0
105年03月,基隆港,卑金屬及其製品,中國大陸,0
105年04月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
105年04月,基隆港,"家具玩具運動用品,雜項製品",香港,1
105年05月,基隆港,"調製食品,飲料,煙酒類",澳洲,11
105年05月,基隆港,"調製食品,飲料,煙酒類",香港,0
105年05月,基隆港,"家具玩具運動用品,雜項製品",新加坡,0
105年06月,基隆港,"珍珠寶石貴金屬,仿首飾",美國,0
105年07月,基隆港,"珍珠寶石貴金屬,仿首飾",美國,0
105年07月,基隆港,"機械用具電機設備,電視影像錄音機",新加坡,0
105年08月,基隆港,紡織品及其製品,西班牙,0
105年08月,基隆港,"鞋帽傘,羽毛及其製品,人造花",西班牙,0
105年09月,基隆港,"調製食品,飲料,煙酒類",澳洲,0
105年09月,基隆港,紡織品及其製品,西班牙,0
105年09月,基隆港,"鞋帽傘,羽毛及其製品,人造花",西班牙,0
105年10月,基隆港,化學或有關工業產品,香港,1
105年10月,基隆港,塑膠橡膠及其製品,香港,0
105年10月,基隆港,紡織品及其製品,西班牙,0
105年10月,基隆港,"鞋帽傘,羽毛及其製品,人造花",西班牙,0
105年11月,基隆港,"調製食品,飲料,煙酒類",中國大陸,5
105年12月,基隆港,"珍珠寶石貴金屬,仿首飾",美國,0
105年12月,基隆港,"機械用具電機設備,電視影像錄音機",德國,1
106年01月,基隆港,化學或有關工業產品,英國,12
106年01月,基隆港,"機械用具電機設備,電視影像錄音機",荷蘭,0
106年02月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
106年03月,基隆港,化學或有關工業產品,法國,0
106年03月,基隆港,化學或有關工業產品,英國,12
106年03月,基隆港,紡織品及其製品,西班牙,0
106年03月,基隆港,"鞋帽傘,羽毛及其製品,人造花",西班牙,0
106年03月,基隆港,"機械用具電機設備,電視影像錄音機",法國,11
106年03月,基隆港,"家具玩具運動用品,雜項製品",西班牙,0
106年03月,基隆港,"家具玩具運動用品,雜項製品",新加坡,0
106年04月,基隆港,化學或有關工業產品,英國,11
106年04月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,0
106年04月,基隆港,"機械用具電機設備,電視影像錄音機",日本,0
106年04月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",澳洲,1
106年05月,基隆港,動植物油脂及其分解物,瑞典,1
106年05月,基隆港,"機械用具電機設備,電視影像錄音機",馬來西亞,0
106年06月,基隆港,化學或有關工業產品,英國,3
106年06月,基隆港,塑膠橡膠及其製品,英國,11
106年06月,基隆港,塑膠橡膠及其製品,義大利,0
106年06月,基隆港,"木漿紙漿,紙及紙板及其製品",義大利,0
106年06月,基隆港,紡織品及其製品,義大利,0
106年06月,基隆港,卑金屬及其製品,義大利,0
106年06月,基隆港,"機械用具電機設備,電視影像錄音機",義大利,0
106年06月,基隆港,"機械用具電機設備,電視影像錄音機",日本,0
106年06月,基隆港,"機械用具電機設備,電視影像錄音機",荷蘭,0
106年06月,基隆港,"家具玩具運動用品,雜項製品",義大利,0
106年07月,基隆港,塑膠橡膠及其製品,日本,0
106年07月,基隆港,紡織品及其製品,日本,0
106年07月,基隆港,"珍珠寶石貴金屬,仿首飾",美國,1
106年07月,基隆港,卑金屬及其製品,日本,0
106年07月,基隆港,"機械用具電機設備,電視影像錄音機",日本,1
106年07月,基隆港,"家具玩具運動用品,雜項製品",日本,0
106年08月,基隆港,化學或有關工業產品,日本,3
106年08月,基隆港,化學或有關工業產品,美國,24
106年08月,基隆港,塑膠橡膠及其製品,日本,0
106年08月,基隆港,"機械用具電機設備,電視影像錄音機",日本,0
106年08月,基隆港,"機械用具電機設備,電視影像錄音機",土耳其,1
106年09月,基隆港,化學或有關工業產品,印度,0
106年09月,基隆港,化學或有關工業產品,美國,72
106年09月,基隆港,"機械用具電機設備,電視影像錄音機",日本,0
106年10月,基隆港,"調製食品,飲料,煙酒類",泰國,1000
106年10月,基隆港,化學或有關工業產品,法國,1
106年11月,基隆港,化學或有關工業產品,德國,0
106年11月,基隆港,"珍珠寶石貴金屬,仿首飾",美國,0
106年11月,基隆港,"機械用具電機設備,電視影像錄音機",日本,0
106年12月,基隆港,"調製食品,飲料,煙酒類",日本,0
106年12月,基隆港,化學或有關工業產品,法國,1
106年12月,基隆港,化學或有關工業產品,日本,0
106年12月,基隆港,化學或有關工業產品,美國,0
106年12月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,0
106年12月,基隆港,"家具玩具運動用品,雜項製品",新加坡,0
107年01月,基隆港,"調製食品,飲料,煙酒類",澳洲,4
107年01月,基隆港,"機械用具電機設備,電視影像錄音機",德國,0
107年01月,基隆港,"機械用具電機設備,電視影像錄音機",日本,0
107年02月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
107年03月,基隆港,植物產品,中國大陸,0
107年03月,基隆港,紡織品及其製品,加拿大,1
107年05月,基隆港,化學或有關工業產品,法國,0
107年06月,基隆港,化學或有關工業產品,泰國,0
107年07月,基隆港,化學或有關工業產品,法國,0
107年07月,基隆港,化學或有關工業產品,香港,0
107年07月,基隆港,化學或有關工業產品,泰國,0
107年07月,基隆港,"珍珠寶石貴金屬,仿首飾",美國,0
107年08月,基隆港,化學或有關工業產品,香港,0
107年09月,基隆港,化學或有關工業產品,香港,0
107年09月,基隆港,"機械用具電機設備,電視影像錄音機",日本,0
107年10月,基隆港,"調製食品,飲料,煙酒類",日本,8
107年11月,基隆港,化學或有關工業產品,香港,3
107年11月,基隆港,"珍珠寶石貴金屬,仿首飾",美國,0
107年12月,基隆港,化學或有關工業產品,香港,0
108年01月,基隆港,化學或有關工業產品,香港,0
108年01月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
