時間,國內/國外,進港/出港,臺灣港口,國籍,重量(公噸)
099年07月,國外,出港,基隆港,安地卡及巴布達,19575
099年07月,國外,出港,基隆港,荷屬安地列斯,95
099年07月,國外,出港,基隆港,巴哈馬,1951
099年07月,國外,出港,基隆港,貝里斯,0
099年07月,國外,出港,基隆港,中國大陸,20404
099年07月,國外,出港,基隆港,賽普勒斯,20938
099年07月,國外,出港,基隆港,德國,8449
099年07月,國外,出港,基隆港,英國,12120
099年07月,國外,出港,基隆港,直布羅陀,0
099年07月,國外,出港,基隆港,希臘,0
099年07月,國外,出港,基隆港,香港,65016
099年07月,國外,出港,基隆港,高棉,0
099年07月,國外,出港,基隆港,吉里巴斯,0
099年07月,國外,出港,基隆港,北韓,0
099年07月,國外,出港,基隆港,韓國,284
099年07月,國外,出港,基隆港,賴比瑞亞,94062
099年07月,國外,出港,基隆港,馬紹爾群島,15121
099年07月,國外,出港,基隆港,挪威,0
099年07月,國外,出港,基隆港,巴拿馬,78722
099年07月,國外,出港,基隆港,菲律賓,3043
099年07月,國外,出港,基隆港,沙烏地阿拉伯,0
099年07月,國外,出港,基隆港,新加坡,79751
099年07月,國外,出港,基隆港,泰國,2164
099年07月,國外,出港,基隆港,吐瓦魯,0
099年07月,國內,出港,基隆港,台灣，中華民國,81769
099年07月,國外,出港,基隆港,聖文森,2425
099年07月,國外,出港,基隆港,越南,0
099年08月,國外,進港,基隆港,安地卡及巴布達,31219
099年08月,國外,進港,基隆港,荷屬安地列斯,160
099年08月,國外,進港,基隆港,巴哈馬,2233
099年08月,國外,進港,基隆港,貝里斯,660
099年08月,國外,進港,基隆港,中國大陸,32111
099年08月,國外,進港,基隆港,賽普勒斯,27153
099年08月,國外,進港,基隆港,德國,5309
099年08月,國外,進港,基隆港,英國,6650
099年08月,國外,進港,基隆港,直布羅陀,4
099年08月,國外,進港,基隆港,香港,164940
099年08月,國外,進港,基隆港,高棉,11114
099年08月,國外,進港,基隆港,韓國,13203
099年08月,國外,進港,基隆港,賴比瑞亞,150344
099年08月,國外,進港,基隆港,馬紹爾群島,18413
099年08月,國外,進港,基隆港,馬來西亞,17415
099年08月,國外,進港,基隆港,挪威,6029
099年08月,國外,進港,基隆港,巴拿馬,559699
099年08月,國外,進港,基隆港,菲律賓,237
099年08月,國外,進港,基隆港,沙烏地阿拉伯,15383
099年08月,國外,進港,基隆港,新加坡,96577
099年08月,國外,進港,基隆港,泰國,2997
099年08月,國外,進港,基隆港,吐瓦魯,923
099年08月,國內,進港,基隆港,台灣，中華民國,508040
099年08月,國外,進港,基隆港,聖文森,8228
099年08月,國外,進港,基隆港,越南,713
099年08月,國外,出港,基隆港,安地卡及巴布達,20289
099年08月,國外,出港,基隆港,荷屬安地列斯,412
099年08月,國外,出港,基隆港,巴哈馬,1008
099年08月,國外,出港,基隆港,貝里斯,0
099年08月,國外,出港,基隆港,中國大陸,22307
099年08月,國外,出港,基隆港,賽普勒斯,18708
099年08月,國外,出港,基隆港,德國,4247
099年08月,國外,出港,基隆港,英國,11224
099年08月,國外,出港,基隆港,直布羅陀,0
099年08月,國外,出港,基隆港,香港,61715
099年08月,國外,出港,基隆港,高棉,0
099年08月,國外,出港,基隆港,韓國,5134
099年08月,國外,出港,基隆港,賴比瑞亞,77945
099年08月,國外,出港,基隆港,馬紹爾群島,16758
099年08月,國外,出港,基隆港,馬來西亞,0
099年08月,國外,出港,基隆港,挪威,0
099年08月,國外,出港,基隆港,巴拿馬,103589
099年08月,國外,出港,基隆港,菲律賓,1048
099年08月,國外,出港,基隆港,沙烏地阿拉伯,0
099年08月,國外,出港,基隆港,新加坡,86450
099年08月,國外,出港,基隆港,泰國,2203
099年08月,國外,出港,基隆港,吐瓦魯,0
099年08月,國內,出港,基隆港,台灣，中華民國,64715
099年08月,國外,出港,基隆港,聖文森,1856
099年08月,國外,出港,基隆港,越南,484
099年09月,國外,進港,基隆港,安地卡及巴布達,16935
099年09月,國外,進港,基隆港,荷屬安地列斯,454
099年09月,國外,進港,基隆港,巴哈馬,1831
099年09月,國外,進港,基隆港,中國大陸,37469
099年09月,國外,進港,基隆港,賽普勒斯,21286
099年09月,國外,進港,基隆港,德國,9398
099年09月,國外,進港,基隆港,英國,7719
099年09月,國外,進港,基隆港,香港,165693
099年09月,國外,進港,基隆港,高棉,282
099年09月,國外,進港,基隆港,吉里巴斯,3024
099年09月,國外,進港,基隆港,韓國,13837
099年09月,國外,進港,基隆港,賴比瑞亞,126242
099年09月,國外,進港,基隆港,馬紹爾群島,19006
099年09月,國外,進港,基隆港,馬爾他,0
099年09月,國外,進港,基隆港,馬來西亞,27796
099年09月,國外,進港,基隆港,荷蘭,16001
099年09月,國外,進港,基隆港,挪威,6288
099年09月,國外,進港,基隆港,巴拿馬,461582
099年09月,國外,進港,基隆港,菲律賓,3002
099年09月,國外,進港,基隆港,沙烏地阿拉伯,10998
099年09月,國外,進港,基隆港,瑞典,7018
099年09月,國外,進港,基隆港,新加坡,127213
099年09月,國外,進港,基隆港,泰國,1161
099年09月,國內,進港,基隆港,台灣，中華民國,362259
099年09月,國外,進港,基隆港,聖文森,6848
099年09月,國外,進港,基隆港,越南,5707
099年09月,國外,出港,基隆港,安地卡及巴布達,11133
099年09月,國外,出港,基隆港,荷屬安地列斯,256
099年09月,國外,出港,基隆港,巴哈馬,1075
099年09月,國外,出港,基隆港,中國大陸,23739
099年09月,國外,出港,基隆港,賽普勒斯,11922
099年09月,國外,出港,基隆港,德國,3365
099年09月,國外,出港,基隆港,英國,10099
099年09月,國外,出港,基隆港,香港,46002
099年09月,國外,出港,基隆港,高棉,0
099年09月,國外,出港,基隆港,吉里巴斯,0
099年09月,國外,出港,基隆港,韓國,3992
099年09月,國外,出港,基隆港,賴比瑞亞,86931
099年09月,國外,出港,基隆港,馬紹爾群島,14194
099年09月,國外,出港,基隆港,馬爾他,4896
099年09月,國外,出港,基隆港,馬來西亞,0
099年09月,國外,出港,基隆港,荷蘭,0
099年09月,國外,出港,基隆港,挪威,0
099年09月,國外,出港,基隆港,巴拿馬,103945
099年09月,國外,出港,基隆港,菲律賓,2313
099年09月,國外,出港,基隆港,沙烏地阿拉伯,0
099年09月,國外,出港,基隆港,瑞典,0
099年09月,國外,出港,基隆港,新加坡,78178
099年09月,國外,出港,基隆港,泰國,1248
099年09月,國內,出港,基隆港,台灣，中華民國,67206
099年09月,國外,出港,基隆港,聖文森,1951
099年09月,國外,出港,基隆港,越南,0
099年10月,國外,進港,基隆港,安地卡及巴布達,11722
099年10月,國外,進港,基隆港,荷屬安地列斯,572
099年10月,國外,進港,基隆港,巴哈馬,1783
099年10月,國外,進港,基隆港,中國大陸,31492
099年10月,國外,進港,基隆港,賽普勒斯,24593
099年10月,國外,進港,基隆港,德國,7988
099年10月,國外,進港,基隆港,英國,10211
099年10月,國外,進港,基隆港,直布羅陀,84
099年10月,國外,進港,基隆港,香港,155484
099年10月,國外,進港,基隆港,韓國,10632
099年10月,國外,進港,基隆港,賴比瑞亞,100965
099年10月,國外,進港,基隆港,盧森堡,0
099年10月,國外,進港,基隆港,馬紹爾群島,20452
099年10月,國外,進港,基隆港,馬來西亞,10484
099年10月,國外,進港,基隆港,挪威,394
099年10月,國外,進港,基隆港,巴拿馬,494453
099年10月,國外,進港,基隆港,菲律賓,5323
099年10月,國外,進港,基隆港,新加坡,128010
099年10月,國外,進港,基隆港,泰國,2760
099年10月,國外,進港,基隆港,吐瓦魯,3840
099年10月,國內,進港,基隆港,台灣，中華民國,472976
099年10月,國外,進港,基隆港,聖文森,6917
099年10月,國外,進港,基隆港,越南,1095
099年10月,國外,進港,基隆港,薩摩亞群島,5005
099年10月,國外,出港,基隆港,安地卡及巴布達,16559
099年10月,國外,出港,基隆港,荷屬安地列斯,46
099年10月,國外,出港,基隆港,巴哈馬,726
099年10月,國外,出港,基隆港,中國大陸,16794
099年10月,國外,出港,基隆港,賽普勒斯,19082
099年10月,國外,出港,基隆港,德國,12013
099年10月,國外,出港,基隆港,英國,13093
099年10月,國外,出港,基隆港,直布羅陀,0
099年10月,國外,出港,基隆港,香港,60132
099年10月,國外,出港,基隆港,韓國,4158
099年10月,國外,出港,基隆港,賴比瑞亞,92399
099年10月,國外,出港,基隆港,盧森堡,442
099年10月,國外,出港,基隆港,馬紹爾群島,27319
099年10月,國外,出港,基隆港,馬來西亞,0
099年10月,國外,出港,基隆港,挪威,0
099年10月,國外,出港,基隆港,巴拿馬,76975
099年10月,國外,出港,基隆港,菲律賓,4065
099年10月,國外,出港,基隆港,新加坡,83705
099年10月,國外,出港,基隆港,泰國,2248
099年10月,國外,出港,基隆港,吐瓦魯,0
099年10月,國內,出港,基隆港,台灣，中華民國,74147
099年10月,國外,出港,基隆港,聖文森,2468
099年10月,國外,出港,基隆港,越南,0
099年10月,國外,出港,基隆港,薩摩亞群島,0
099年11月,國外,進港,基隆港,安地卡及巴布達,12204
099年11月,國外,進港,基隆港,荷屬安地列斯,48
099年11月,國外,進港,基隆港,巴哈馬,2861
099年11月,國外,進港,基隆港,中國大陸,40373
099年11月,國外,進港,基隆港,賽普勒斯,21882
099年11月,國外,進港,基隆港,德國,4960
099年11月,國外,進港,基隆港,英國,9136
099年11月,國外,進港,基隆港,香港,233253
099年11月,國外,進港,基隆港,高棉,2270
099年11月,國外,進港,基隆港,韓國,18222
099年11月,國外,進港,基隆港,賴比瑞亞,174842
099年11月,國外,進港,基隆港,馬紹爾群島,25027
099年11月,國外,進港,基隆港,馬來西亞,16204
099年11月,國外,進港,基隆港,挪威,6308
099年11月,國外,進港,基隆港,巴拿馬,465607
099年11月,國外,進港,基隆港,菲律賓,718
099年11月,國外,進港,基隆港,沙烏地阿拉伯,5700
099年11月,國外,進港,基隆港,新加坡,116819
099年11月,國外,進港,基隆港,泰國,4676
099年11月,國內,進港,基隆港,台灣，中華民國,430877
099年11月,國外,進港,基隆港,聖文森,8787
099年11月,國外,出港,基隆港,安地卡及巴布達,8517
099年11月,國外,出港,基隆港,荷屬安地列斯,0
099年11月,國外,出港,基隆港,巴哈馬,683
099年11月,國外,出港,基隆港,中國大陸,21634
099年11月,國外,出港,基隆港,賽普勒斯,15234
099年11月,國外,出港,基隆港,德國,5339
099年11月,國外,出港,基隆港,英國,16950
099年11月,國外,出港,基隆港,香港,64382
099年11月,國外,出港,基隆港,高棉,0
099年11月,國外,出港,基隆港,韓國,2596
099年11月,國外,出港,基隆港,賴比瑞亞,101567
099年11月,國外,出港,基隆港,馬紹爾群島,17511
099年11月,國外,出港,基隆港,馬來西亞,0
099年11月,國外,出港,基隆港,挪威,0
099年11月,國外,出港,基隆港,巴拿馬,77162
099年11月,國外,出港,基隆港,菲律賓,407
099年11月,國外,出港,基隆港,沙烏地阿拉伯,0
099年11月,國外,出港,基隆港,新加坡,76489
099年11月,國外,出港,基隆港,泰國,1872
099年11月,國內,出港,基隆港,台灣，中華民國,66899
099年11月,國外,出港,基隆港,聖文森,4060
099年12月,國外,進港,基隆港,安地卡及巴布達,10792
099年12月,國外,進港,基隆港,巴哈馬,2698
099年12月,國外,進港,基隆港,中國大陸,33612
099年12月,國外,進港,基隆港,賽普勒斯,33740
099年12月,國外,進港,基隆港,德國,4404
099年12月,國外,進港,基隆港,英國,10248
099年12月,國外,進港,基隆港,香港,193942
099年12月,國外,進港,基隆港,高棉,4119
099年12月,國外,進港,基隆港,韓國,25025
099年12月,國外,進港,基隆港,賴比瑞亞,96629
099年12月,國外,進港,基隆港,馬紹爾群島,22264
099年12月,國外,進港,基隆港,馬爾他,34291
099年12月,國外,進港,基隆港,荷蘭,15999
099年12月,國外,進港,基隆港,挪威,6000
099年12月,國外,進港,基隆港,巴拿馬,478553
099年12月,國外,進港,基隆港,菲律賓,4933
099年12月,國外,進港,基隆港,沙烏地阿拉伯,11828
099年12月,國外,進港,基隆港,新加坡,82327
099年12月,國外,進港,基隆港,泰國,2397
099年12月,國內,進港,基隆港,台灣，中華民國,501499
099年12月,國外,進港,基隆港,聖文森,7430
099年12月,國外,進港,基隆港,越南,1960
099年12月,國外,出港,基隆港,安地卡及巴布達,15745
099年12月,國外,出港,基隆港,巴哈馬,749
099年12月,國外,出港,基隆港,中國大陸,18197
099年12月,國外,出港,基隆港,賽普勒斯,21301
099年12月,國外,出港,基隆港,德國,6090
099年12月,國外,出港,基隆港,英國,16217
099年12月,國外,出港,基隆港,香港,57089
099年12月,國外,出港,基隆港,高棉,0
099年12月,國外,出港,基隆港,韓國,3930
099年12月,國外,出港,基隆港,賴比瑞亞,96675
099年12月,國外,出港,基隆港,馬紹爾群島,16968
099年12月,國外,出港,基隆港,馬爾他,0
099年12月,國外,出港,基隆港,荷蘭,0
099年12月,國外,出港,基隆港,挪威,0
099年12月,國外,出港,基隆港,巴拿馬,61883
099年12月,國外,出港,基隆港,菲律賓,363
099年12月,國外,出港,基隆港,沙烏地阿拉伯,0
099年12月,國外,出港,基隆港,新加坡,82753
099年12月,國外,出港,基隆港,泰國,1035
099年12月,國內,出港,基隆港,台灣，中華民國,54665
099年12月,國外,出港,基隆港,聖文森,2015
099年12月,國外,出港,基隆港,越南,0
100年01月,國外,進港,基隆港,安地卡及巴布達,25432
100年01月,國外,進港,基隆港,巴哈馬,1719
100年01月,國外,進港,基隆港,中國大陸,38282
100年01月,國外,進港,基隆港,賽普勒斯,36870
100年01月,國外,進港,基隆港,德國,4837
100年01月,國外,進港,基隆港,英國,9965
100年01月,國外,進港,基隆港,香港,207370
100年01月,國外,進港,基隆港,韓國,26192
100年01月,國外,進港,基隆港,賴比瑞亞,108120
100年01月,國外,進港,基隆港,馬紹爾群島,36191
100年01月,國外,進港,基隆港,馬來西亞,10495
100年01月,國外,進港,基隆港,挪威,5987
100年01月,國外,進港,基隆港,巴拿馬,550214
100年01月,國外,進港,基隆港,菲律賓,7
100年01月,國外,進港,基隆港,沙烏地阿拉伯,21022
100年01月,國外,進港,基隆港,新加坡,77891
100年01月,國外,進港,基隆港,泰國,3666
100年01月,國內,進港,基隆港,台灣，中華民國,460380
100年01月,國外,進港,基隆港,聖文森,7918
100年01月,國外,出港,基隆港,安地卡及巴布達,9479
100年01月,國外,出港,基隆港,巴哈馬,486
100年01月,國外,出港,基隆港,中國大陸,18001
100年01月,國外,出港,基隆港,賽普勒斯,21382
100年01月,國外,出港,基隆港,德國,7409
100年01月,國外,出港,基隆港,英國,13021
100年01月,國外,出港,基隆港,香港,55829
100年01月,國外,出港,基隆港,韓國,6227
100年01月,國外,出港,基隆港,賴比瑞亞,89025
100年01月,國外,出港,基隆港,馬紹爾群島,23164
100年01月,國外,出港,基隆港,馬來西亞,0
100年01月,國外,出港,基隆港,挪威,0
100年01月,國外,出港,基隆港,巴拿馬,73118
100年01月,國外,出港,基隆港,菲律賓,0
100年01月,國外,出港,基隆港,沙烏地阿拉伯,0
100年01月,國外,出港,基隆港,新加坡,75005
100年01月,國外,出港,基隆港,泰國,1598
100年01月,國內,出港,基隆港,台灣，中華民國,57731
100年01月,國外,出港,基隆港,聖文森,3010
100年02月,國外,進港,基隆港,安地卡及巴布達,13635
