時間,地區別,臺灣港口,空實櫃別,貨櫃尺寸,貨櫃量
096年05月,瑞士,基隆港,實櫃,20呎,4
096年05月,瑞士,基隆港,實櫃,40呎,1
096年05月,象牙海岸,基隆港,實櫃,40呎,12
096年05月,智利,基隆港,實櫃,20呎,607
096年05月,智利,基隆港,實櫃,40呎,889
096年05月,中國大陸,基隆港,實櫃,20呎,5088
096年05月,中國大陸,基隆港,實櫃,40呎,3797
096年05月,德國,基隆港,實櫃,20呎,24
096年05月,德國,基隆港,實櫃,40呎,6
096年05月,埃及,基隆港,實櫃,20呎,6
096年05月,埃及,基隆港,實櫃,40呎,1
096年05月,西班牙,基隆港,實櫃,20呎,32
096年05月,非洲其他,基隆港,實櫃,20呎,2
096年05月,非洲其他,基隆港,實櫃,40呎,3
096年05月,法國,基隆港,實櫃,20呎,13
096年05月,法國,基隆港,實櫃,40呎,21
096年05月,英國,基隆港,實櫃,20呎,4
096年05月,英國,基隆港,實櫃,40呎,1
096年05月,香港,基隆港,實櫃,20呎,4156
096年05月,香港,基隆港,實櫃,40呎,5247
096年05月,印尼,基隆港,實櫃,20呎,389
096年05月,印尼,基隆港,實櫃,40呎,359
096年05月,印度,基隆港,實櫃,20呎,187
096年05月,印度,基隆港,實櫃,40呎,34
096年05月,伊朗,基隆港,實櫃,20呎,19
096年05月,伊朗,基隆港,實櫃,40呎,3
096年05月,義大利,基隆港,實櫃,20呎,10
096年05月,義大利,基隆港,實櫃,40呎,7
096年05月,日本,基隆港,實櫃,20呎,6098
096年05月,日本,基隆港,實櫃,40呎,5313
096年05月,韓國,基隆港,實櫃,20呎,1689
096年05月,韓國,基隆港,實櫃,40呎,1791
096年05月,斯里蘭卡,基隆港,實櫃,20呎,7
096年05月,墨西哥,基隆港,實櫃,20呎,9
096年05月,墨西哥,基隆港,實櫃,40呎,21
096年05月,馬來西亞,基隆港,實櫃,20呎,993
096年05月,馬來西亞,基隆港,實櫃,40呎,556
096年05月,荷蘭,基隆港,實櫃,20呎,24
096年05月,荷蘭,基隆港,實櫃,40呎,9
096年05月,紐西蘭,基隆港,實櫃,20呎,295
096年05月,紐西蘭,基隆港,實櫃,40呎,213
096年05月,大洋洲其他,基隆港,實櫃,20呎,2
096年05月,秘魯,基隆港,實櫃,20呎,69
096年05月,秘魯,基隆港,實櫃,40呎,87
096年05月,菲律賓,基隆港,實櫃,20呎,229
096年05月,菲律賓,基隆港,實櫃,40呎,168
096年05月,巴基斯坦,基隆港,實櫃,20呎,5
096年05月,巴基斯坦,基隆港,實櫃,40呎,9
096年05月,波多黎各,基隆港,實櫃,20呎,1
096年05月,波多黎各,基隆港,實櫃,40呎,6
096年05月,卡達,基隆港,實櫃,40呎,1
096年05月,俄羅斯,基隆港,實櫃,20呎,3
096年05月,俄羅斯,基隆港,實櫃,40呎,7
096年05月,南美洲其他,基隆港,實櫃,20呎,39
096年05月,南美洲其他,基隆港,實櫃,40呎,83
096年05月,沙烏地阿拉伯,基隆港,實櫃,20呎,17
096年05月,沙烏地阿拉伯,基隆港,實櫃,40呎,17
096年05月,瑞典,基隆港,實櫃,40呎,2
096年05月,新加坡,基隆港,實櫃,20呎,988
096年05月,新加坡,基隆港,實櫃,40呎,587
096年05月,泰國,基隆港,實櫃,20呎,999
096年05月,泰國,基隆港,實櫃,40呎,874
096年05月,土耳其,基隆港,實櫃,20呎,43
096年05月,土耳其,基隆港,實櫃,40呎,20
096年05月,歐洲其他,基隆港,實櫃,20呎,10
096年05月,歐洲其他,基隆港,實櫃,40呎,5
096年05月,烏克蘭,基隆港,實櫃,20呎,4
096年05月,烏克蘭,基隆港,實櫃,40呎,1
096年05月,美國,基隆港,實櫃,20呎,531
096年05月,美國,基隆港,實櫃,40呎,1717
096年05月,美國,基隆港,實櫃,45呎,21
096年05月,委內瑞拉,基隆港,實櫃,20呎,1
096年05月,委內瑞拉,基隆港,實櫃,40呎,2
096年05月,越南,基隆港,實櫃,20呎,840
096年05月,越南,基隆港,實櫃,40呎,556
096年05月,南非,基隆港,實櫃,20呎,47
096年05月,南非,基隆港,實櫃,40呎,54
096年05月,亞洲其他,基隆港,空櫃,20呎,102
096年05月,亞洲其他,基隆港,空櫃,40呎,618
096年05月,澳洲,基隆港,空櫃,40呎,8
096年05月,中美洲其他,基隆港,空櫃,20呎,295
096年05月,中美洲其他,基隆港,空櫃,40呎,363
096年05月,中美洲其他,基隆港,空櫃,45呎,16
096年05月,智利,基隆港,空櫃,40呎,71
096年05月,中國大陸,基隆港,空櫃,20呎,19
096年05月,中國大陸,基隆港,空櫃,40呎,116
096年05月,香港,基隆港,空櫃,20呎,180
096年05月,香港,基隆港,空櫃,40呎,200
096年05月,印尼,基隆港,空櫃,20呎,190
096年05月,印度,基隆港,空櫃,20呎,26
096年05月,日本,基隆港,空櫃,20呎,1801
096年05月,日本,基隆港,空櫃,40呎,788
096年05月,韓國,基隆港,空櫃,20呎,46
096年05月,韓國,基隆港,空櫃,40呎,240
096年05月,韓國,基隆港,空櫃,45呎,26
096年05月,斯里蘭卡,基隆港,空櫃,20呎,9
096年05月,墨西哥,基隆港,空櫃,20呎,94
096年05月,墨西哥,基隆港,空櫃,40呎,77
096年05月,紐西蘭,基隆港,空櫃,20呎,52
096年05月,秘魯,基隆港,空櫃,20呎,117
096年05月,秘魯,基隆港,空櫃,40呎,20
096年05月,菲律賓,基隆港,空櫃,20呎,114
096年05月,菲律賓,基隆港,空櫃,40呎,912
096年05月,南美洲其他,基隆港,空櫃,20呎,187
096年05月,南美洲其他,基隆港,空櫃,40呎,69
096年05月,新加坡,基隆港,空櫃,20呎,260
096年05月,新加坡,基隆港,空櫃,40呎,193
096年05月,泰國,基隆港,空櫃,20呎,1
096年05月,泰國,基隆港,空櫃,40呎,43
096年05月,美國,基隆港,空櫃,20呎,239
096年05月,美國,基隆港,空櫃,40呎,1073
096年05月,美國,基隆港,空櫃,45呎,85
096年05月,越南,基隆港,空櫃,20呎,79
096年05月,越南,基隆港,空櫃,40呎,303
096年06月,亞洲其他,基隆港,實櫃,20呎,118
096年06月,亞洲其他,基隆港,實櫃,40呎,10
096年06月,阿拉伯聯合大公國,基隆港,實櫃,20呎,29
096年06月,阿拉伯聯合大公國,基隆港,實櫃,40呎,3
096年06月,阿根廷,基隆港,實櫃,20呎,6
096年06月,阿根廷,基隆港,實櫃,40呎,5
096年06月,澳洲,基隆港,實櫃,20呎,163
096年06月,澳洲,基隆港,實櫃,40呎,21
096年06月,比利時,基隆港,實櫃,20呎,23
096年06月,比利時,基隆港,實櫃,40呎,47
096年06月,巴林,基隆港,實櫃,40呎,2
096年06月,巴西,基隆港,實櫃,20呎,51
096年06月,巴西,基隆港,實櫃,40呎,10
096年06月,中美洲其他,基隆港,實櫃,20呎,266
096年06月,中美洲其他,基隆港,實櫃,40呎,193
096年06月,加拿大,基隆港,實櫃,20呎,53
096年06月,加拿大,基隆港,實櫃,40呎,8
096年06月,象牙海岸,基隆港,實櫃,20呎,1
096年06月,智利,基隆港,實櫃,20呎,424
096年06月,智利,基隆港,實櫃,40呎,522
096年06月,中國大陸,基隆港,實櫃,20呎,4970
096年06月,中國大陸,基隆港,實櫃,40呎,3450
096年06月,德國,基隆港,實櫃,20呎,10
096年06月,德國,基隆港,實櫃,40呎,7
096年06月,埃及,基隆港,實櫃,20呎,4
096年06月,埃及,基隆港,實櫃,40呎,2
096年06月,西班牙,基隆港,實櫃,20呎,5
096年06月,西班牙,基隆港,實櫃,40呎,4
096年06月,非洲其他,基隆港,實櫃,20呎,3
096年06月,非洲其他,基隆港,實櫃,40呎,6
096年06月,法國,基隆港,實櫃,20呎,6
096年06月,法國,基隆港,實櫃,40呎,18
096年06月,英國,基隆港,實櫃,20呎,4
096年06月,英國,基隆港,實櫃,40呎,1
096年06月,香港,基隆港,實櫃,20呎,3448
096年06月,香港,基隆港,實櫃,40呎,4272
096年06月,印尼,基隆港,實櫃,20呎,350
096年06月,印尼,基隆港,實櫃,40呎,356
096年06月,印度,基隆港,實櫃,20呎,247
096年06月,印度,基隆港,實櫃,40呎,42
096年06月,伊朗,基隆港,實櫃,20呎,16
096年06月,義大利,基隆港,實櫃,20呎,6
096年06月,義大利,基隆港,實櫃,40呎,17
096年06月,日本,基隆港,實櫃,20呎,6404
096年06月,日本,基隆港,實櫃,40呎,5725
096年06月,韓國,基隆港,實櫃,20呎,1557
096年06月,韓國,基隆港,實櫃,40呎,1385
096年06月,科威特,基隆港,實櫃,20呎,1
096年06月,斯里蘭卡,基隆港,實櫃,20呎,9
096年06月,斯里蘭卡,基隆港,實櫃,40呎,1
096年06月,墨西哥,基隆港,實櫃,20呎,25
096年06月,墨西哥,基隆港,實櫃,40呎,15
096年06月,馬來西亞,基隆港,實櫃,20呎,848
096年06月,馬來西亞,基隆港,實櫃,40呎,366
096年06月,荷蘭,基隆港,實櫃,20呎,39
096年06月,荷蘭,基隆港,實櫃,40呎,5
096年06月,紐西蘭,基隆港,實櫃,20呎,198
096年06月,紐西蘭,基隆港,實櫃,40呎,226
096年06月,大洋洲其他,基隆港,實櫃,20呎,12
096年06月,巴拿馬,基隆港,實櫃,20呎,1
096年06月,巴拿馬,基隆港,實櫃,40呎,2
096年06月,秘魯,基隆港,實櫃,20呎,89
096年06月,秘魯,基隆港,實櫃,40呎,10
096年06月,菲律賓,基隆港,實櫃,20呎,137
096年06月,菲律賓,基隆港,實櫃,40呎,133
096年06月,巴基斯坦,基隆港,實櫃,20呎,13
096年06月,巴基斯坦,基隆港,實櫃,40呎,4
096年06月,波多黎各,基隆港,實櫃,20呎,1
096年06月,波多黎各,基隆港,實櫃,40呎,4
096年06月,卡達,基隆港,實櫃,40呎,7
096年06月,俄羅斯,基隆港,實櫃,40呎,25
096年06月,南美洲其他,基隆港,實櫃,20呎,18
096年06月,南美洲其他,基隆港,實櫃,40呎,139
096年06月,沙烏地阿拉伯,基隆港,實櫃,20呎,59
096年06月,沙烏地阿拉伯,基隆港,實櫃,40呎,9
096年06月,瑞典,基隆港,實櫃,20呎,1
096年06月,瑞典,基隆港,實櫃,40呎,2
096年06月,新加坡,基隆港,實櫃,20呎,813
096年06月,新加坡,基隆港,實櫃,40呎,576
096年06月,泰國,基隆港,實櫃,20呎,1052
096年06月,泰國,基隆港,實櫃,40呎,704
096年06月,土耳其,基隆港,實櫃,20呎,26
096年06月,土耳其,基隆港,實櫃,40呎,1
096年06月,歐洲其他,基隆港,實櫃,20呎,10
096年06月,歐洲其他,基隆港,實櫃,40呎,5
096年06月,烏克蘭,基隆港,實櫃,40呎,4
096年06月,美國,基隆港,實櫃,20呎,578
096年06月,美國,基隆港,實櫃,40呎,2115
096年06月,美國,基隆港,實櫃,45呎,22
096年06月,委內瑞拉,基隆港,實櫃,20呎,1
096年06月,越南,基隆港,實櫃,20呎,919
096年06月,越南,基隆港,實櫃,40呎,492
096年06月,南非,基隆港,實櫃,20呎,125
096年06月,南非,基隆港,實櫃,40呎,23
096年06月,亞洲其他,基隆港,空櫃,20呎,51
096年06月,亞洲其他,基隆港,空櫃,40呎,492
096年06月,阿拉伯聯合大公國,基隆港,空櫃,20呎,1
096年06月,中美洲其他,基隆港,空櫃,20呎,205
096年06月,中美洲其他,基隆港,空櫃,40呎,70
096年06月,中美洲其他,基隆港,空櫃,45呎,10
096年06月,智利,基隆港,空櫃,40呎,40
096年06月,中國大陸,基隆港,空櫃,20呎,17
096年06月,中國大陸,基隆港,空櫃,40呎,24
096年06月,香港,基隆港,空櫃,20呎,135
096年06月,香港,基隆港,空櫃,40呎,79
096年06月,香港,基隆港,空櫃,45呎,10
096年06月,印尼,基隆港,空櫃,20呎,660
096年06月,日本,基隆港,空櫃,20呎,2291
096年06月,日本,基隆港,空櫃,40呎,769
096年06月,韓國,基隆港,空櫃,20呎,20
096年06月,韓國,基隆港,空櫃,40呎,221
096年06月,墨西哥,基隆港,空櫃,20呎,120
096年06月,墨西哥,基隆港,空櫃,40呎,67
096年06月,紐西蘭,基隆港,空櫃,20呎,100
096年06月,菲律賓,基隆港,空櫃,20呎,26
096年06月,菲律賓,基隆港,空櫃,40呎,278
096年06月,南美洲其他,基隆港,空櫃,20呎,281
096年06月,南美洲其他,基隆港,空櫃,40呎,194
096年06月,新加坡,基隆港,空櫃,20呎,167
096年06月,新加坡,基隆港,空櫃,40呎,15
096年06月,泰國,基隆港,空櫃,20呎,3
096年06月,泰國,基隆港,空櫃,40呎,7
096年06月,美國,基隆港,空櫃,20呎,728
096年06月,美國,基隆港,空櫃,40呎,851
096年06月,美國,基隆港,空櫃,45呎,116
096年06月,越南,基隆港,空櫃,20呎,41
096年06月,越南,基隆港,空櫃,40呎,378
096年07月,亞洲其他,基隆港,實櫃,20呎,130
096年07月,亞洲其他,基隆港,實櫃,40呎,17
096年07月,阿拉伯聯合大公國,基隆港,實櫃,20呎,25
096年07月,阿拉伯聯合大公國,基隆港,實櫃,40呎,4
096年07月,阿根廷,基隆港,實櫃,20呎,10
096年07月,阿根廷,基隆港,實櫃,40呎,10
096年07月,澳洲,基隆港,實櫃,20呎,203
096年07月,澳洲,基隆港,實櫃,40呎,20
096年07月,比利時,基隆港,實櫃,20呎,17
096年07月,比利時,基隆港,實櫃,40呎,38
096年07月,巴林,基隆港,實櫃,20呎,10
096年07月,巴林,基隆港,實櫃,40呎,3
096年07月,巴西,基隆港,實櫃,20呎,136
096年07月,巴西,基隆港,實櫃,40呎,29
096年07月,中美洲其他,基隆港,實櫃,20呎,201
096年07月,中美洲其他,基隆港,實櫃,40呎,177
096年07月,加拿大,基隆港,實櫃,20呎,46
096年07月,加拿大,基隆港,實櫃,40呎,63
096年07月,瑞士,基隆港,實櫃,20呎,5
096年07月,瑞士,基隆港,實櫃,40呎,1
096年07月,智利,基隆港,實櫃,20呎,591
096年07月,智利,基隆港,實櫃,40呎,681
096年07月,中國大陸,基隆港,實櫃,20呎,5276
096年07月,中國大陸,基隆港,實櫃,40呎,3537
096年07月,德國,基隆港,實櫃,20呎,17
096年07月,德國,基隆港,實櫃,40呎,29
096年07月,埃及,基隆港,實櫃,20呎,15
096年07月,西班牙,基隆港,實櫃,20呎,4
096年07月,西班牙,基隆港,實櫃,40呎,2
096年07月,非洲其他,基隆港,實櫃,20呎,1
096年07月,非洲其他,基隆港,實櫃,40呎,9
096年07月,法國,基隆港,實櫃,20呎,18
096年07月,法國,基隆港,實櫃,40呎,34
096年07月,英國,基隆港,實櫃,20呎,10
096年07月,香港,基隆港,實櫃,20呎,4508
096年07月,香港,基隆港,實櫃,40呎,4897
096年07月,印尼,基隆港,實櫃,20呎,257
096年07月,印尼,基隆港,實櫃,40呎,369
096年07月,印度,基隆港,實櫃,20呎,238
096年07月,印度,基隆港,實櫃,40呎,21
096年07月,伊朗,基隆港,實櫃,20呎,14
096年07月,義大利,基隆港,實櫃,20呎,30
096年07月,義大利,基隆港,實櫃,40呎,5
096年07月,日本,基隆港,實櫃,20呎,7056
096年07月,日本,基隆港,實櫃,40呎,5963
096年07月,韓國,基隆港,實櫃,20呎,1574
096年07月,韓國,基隆港,實櫃,40呎,1257
096年07月,斯里蘭卡,基隆港,實櫃,20呎,7
096年07月,斯里蘭卡,基隆港,實櫃,40呎,1
096年07月,墨西哥,基隆港,實櫃,20呎,9
096年07月,墨西哥,基隆港,實櫃,40呎,20
096年07月,馬來西亞,基隆港,實櫃,20呎,947
096年07月,馬來西亞,基隆港,實櫃,40呎,503
096年07月,荷蘭,基隆港,實櫃,20呎,27
096年07月,荷蘭,基隆港,實櫃,40呎,41
096年07月,紐西蘭,基隆港,實櫃,20呎,284
096年07月,紐西蘭,基隆港,實櫃,40呎,284
096年07月,大洋洲其他,基隆港,實櫃,20呎,5
096年07月,大洋洲其他,基隆港,實櫃,40呎,3
096年07月,巴拿馬,基隆港,實櫃,20呎,1
096年07月,巴拿馬,基隆港,實櫃,40呎,6
096年07月,秘魯,基隆港,實櫃,20呎,76
096年07月,秘魯,基隆港,實櫃,40呎,217
096年07月,菲律賓,基隆港,實櫃,20呎,233
096年07月,菲律賓,基隆港,實櫃,40呎,187
096年07月,巴基斯坦,基隆港,實櫃,20呎,11
096年07月,巴基斯坦,基隆港,實櫃,40呎,2
096年07月,俄羅斯,基隆港,實櫃,40呎,1
096年07月,南美洲其他,基隆港,實櫃,20呎,22
096年07月,南美洲其他,基隆港,實櫃,40呎,93
096年07月,沙烏地阿拉伯,基隆港,實櫃,20呎,30
096年07月,沙烏地阿拉伯,基隆港,實櫃,40呎,14
096年07月,新加坡,基隆港,實櫃,20呎,886
096年07月,新加坡,基隆港,實櫃,40呎,618
096年07月,泰國,基隆港,實櫃,20呎,1244
096年07月,泰國,基隆港,實櫃,40呎,785
096年07月,土耳其,基隆港,實櫃,20呎,33
096年07月,土耳其,基隆港,實櫃,40呎,4
096年07月,歐洲其他,基隆港,實櫃,20呎,19
096年07月,歐洲其他,基隆港,實櫃,40呎,4
096年07月,烏克蘭,基隆港,實櫃,20呎,4
096年07月,烏克蘭,基隆港,實櫃,40呎,1
096年07月,美國,基隆港,實櫃,20呎,657
096年07月,美國,基隆港,實櫃,40呎,1956
096年07月,美國,基隆港,實櫃,45呎,30
096年07月,委內瑞拉,基隆港,實櫃,40呎,4
096年07月,越南,基隆港,實櫃,20呎,973
096年07月,越南,基隆港,實櫃,40呎,507
096年07月,南非,基隆港,實櫃,20呎,19
096年07月,南非,基隆港,實櫃,40呎,32
096年07月,亞洲其他,基隆港,空櫃,20呎,38
096年07月,亞洲其他,基隆港,空櫃,40呎,680
096年07月,亞洲其他,基隆港,空櫃,45呎,5
096年07月,阿拉伯聯合大公國,基隆港,空櫃,40呎,30
096年07月,中美洲其他,基隆港,空櫃,20呎,7
096年07月,智利,基隆港,空櫃,20呎,130
096年07月,智利,基隆港,空櫃,40呎,184
096年07月,中國大陸,基隆港,空櫃,20呎,246
096年07月,中國大陸,基隆港,空櫃,40呎,49
096年07月,香港,基隆港,空櫃,20呎,546
096年07月,香港,基隆港,空櫃,40呎,338
096年07月,香港,基隆港,空櫃,45呎,43
096年07月,印尼,基隆港,空櫃,20呎,30
096年07月,印尼,基隆港,空櫃,40呎,50
096年07月,日本,基隆港,空櫃,20呎,1124
096年07月,日本,基隆港,空櫃,40呎,783
096年07月,韓國,基隆港,空櫃,20呎,52
096年07月,韓國,基隆港,空櫃,40呎,325
096年07月,韓國,基隆港,空櫃,45呎,15
096年07月,墨西哥,基隆港,空櫃,20呎,2
096年07月,墨西哥,基隆港,空櫃,40呎,1
096年07月,馬來西亞,基隆港,空櫃,40呎,80
096年07月,紐西蘭,基隆港,空櫃,20呎,65
096年07月,秘魯,基隆港,空櫃,20呎,39
096年07月,秘魯,基隆港,空櫃,40呎,102
096年07月,菲律賓,基隆港,空櫃,20呎,9
096年07月,菲律賓,基隆港,空櫃,40呎,994
096年07月,南美洲其他,基隆港,空櫃,20呎,196
096年07月,南美洲其他,基隆港,空櫃,40呎,206
096年07月,新加坡,基隆港,空櫃,20呎,246
096年07月,新加坡,基隆港,空櫃,40呎,30
096年07月,泰國,基隆港,空櫃,40呎,9
096年07月,美國,基隆港,空櫃,20呎,586
096年07月,美國,基隆港,空櫃,40呎,1206
096年07月,美國,基隆港,空櫃,45呎,123
096年07月,越南,基隆港,空櫃,40呎,320
096年08月,亞洲其他,基隆港,實櫃,20呎,88
096年08月,亞洲其他,基隆港,實櫃,40呎,5
096年08月,阿拉伯聯合大公國,基隆港,實櫃,20呎,17
096年08月,阿拉伯聯合大公國,基隆港,實櫃,40呎,13
096年08月,阿根廷,基隆港,實櫃,20呎,4
096年08月,阿根廷,基隆港,實櫃,40呎,14
096年08月,澳洲,基隆港,實櫃,20呎,84
096年08月,澳洲,基隆港,實櫃,40呎,19
096年08月,比利時,基隆港,實櫃,20呎,20
096年08月,比利時,基隆港,實櫃,40呎,34
096年08月,巴西,基隆港,實櫃,20呎,202
096年08月,巴西,基隆港,實櫃,40呎,26
096年08月,中美洲其他,基隆港,實櫃,20呎,268
096年08月,中美洲其他,基隆港,實櫃,40呎,261
096年08月,加拿大,基隆港,實櫃,20呎,28
096年08月,加拿大,基隆港,實櫃,40呎,236
096年08月,智利,基隆港,實櫃,20呎,394
096年08月,智利,基隆港,實櫃,40呎,1247
096年08月,中國大陸,基隆港,實櫃,20呎,4173
096年08月,中國大陸,基隆港,實櫃,40呎,3154
096年08月,德國,基隆港,實櫃,20呎,14
096年08月,德國,基隆港,實櫃,40呎,29
096年08月,多明尼加,基隆港,實櫃,40呎,7
096年08月,埃及,基隆港,實櫃,20呎,40
096年08月,埃及,基隆港,實櫃,40呎,1
096年08月,西班牙,基隆港,實櫃,20呎,8
096年08月,西班牙,基隆港,實櫃,40呎,10
096年08月,非洲其他,基隆港,實櫃,20呎,3
096年08月,非洲其他,基隆港,實櫃,40呎,3
096年08月,法國,基隆港,實櫃,20呎,10
096年08月,法國,基隆港,實櫃,40呎,14
096年08月,英國,基隆港,實櫃,20呎,2
096年08月,英國,基隆港,實櫃,40呎,2
096年08月,香港,基隆港,實櫃,20呎,3400
096年08月,香港,基隆港,實櫃,40呎,4275
096年08月,印尼,基隆港,實櫃,20呎,286
096年08月,印尼,基隆港,實櫃,40呎,265
