時間,進港/出港,臺灣港口,貨物別,地區別,重量(公噸)
104年09月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,8662
104年09月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,1456
104年09月,出港,臺北港,"家具玩具運動用品,雜項製品",七美港,945
104年09月,出港,臺北港,"家具玩具運動用品,雜項製品",環島其他,662
104年10月,進港,臺北港,"調製食品,飲料,煙酒類",基隆港,4
104年10月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1395
104年10月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,166
104年10月,進港,臺北港,"調製食品,飲料,煙酒類",環島其他,28
104年10月,進港,臺北港,礦產品,臺中港,38903
104年10月,進港,臺北港,礦產品,高雄港,16000
104年10月,出港,臺北港,礦產品,高雄港,22112
104年10月,進港,臺北港,礦產品,花蓮港,51981
104年10月,出港,臺北港,礦產品,金門港,1904
104年10月,出港,臺北港,礦產品,馬祖港,1701
104年10月,進港,臺北港,礦產品,麥寮港,35949
104年10月,進港,臺北港,礦產品,環島其他,6499
104年10月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,9041
104年10月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,1286
104年10月,出港,臺北港,"家具玩具運動用品,雜項製品",環島其他,35
104年11月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1685
104年11月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,64
104年11月,進港,臺北港,礦產品,臺中港,4040
104年11月,出港,臺北港,礦產品,臺中港,8128
104年11月,進港,臺北港,礦產品,高雄港,40091
104年11月,出港,臺北港,礦產品,高雄港,19758
104年11月,進港,臺北港,礦產品,花蓮港,11383
104年11月,出港,臺北港,礦產品,金門港,1799
104年11月,出港,臺北港,"家具玩具運動用品,雜項製品",基隆港,10
104年11月,出港,臺北港,"家具玩具運動用品,雜項製品",臺中港,10
104年11月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,9115
104年11月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,835
104年11月,出港,臺北港,"家具玩具運動用品,雜項製品",布袋港,10
104年12月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2039
104年12月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,57
104年12月,進港,臺北港,礦產品,臺中港,12256
104年12月,進港,臺北港,礦產品,高雄港,12000
104年12月,出港,臺北港,礦產品,高雄港,26321
104年12月,進港,臺北港,礦產品,花蓮港,17080
104年12月,出港,臺北港,礦產品,馬祖港,1602
104年12月,進港,臺北港,礦產品,桃園(觀音),51131
104年12月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,9978
104年12月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,844
105年01月,進港,臺北港,"調製食品,飲料,煙酒類",臺中港,5
105年01月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2732
105年01月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,108
105年01月,進港,臺北港,礦產品,高雄港,41203
105年01月,出港,臺北港,礦產品,高雄港,14472
105年01月,進港,臺北港,礦產品,花蓮港,16651
105年01月,進港,臺北港,礦產品,蘇澳港,7005
105年01月,出港,臺北港,礦產品,金門港,1795
105年01月,出港,臺北港,礦產品,馬祖港,1499
105年01月,進港,臺北港,礦產品,桃園(觀音),91031
105年01月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,10235
105年01月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,739
105年02月,進港,臺北港,"調製食品,飲料,煙酒類",高雄港,281
105年02月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,871
105年02月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,86
105年02月,出港,臺北港,礦產品,基隆港,4463
105年02月,進港,臺北港,礦產品,臺中港,3709
105年02月,進港,臺北港,礦產品,高雄港,14500
105年02月,進港,臺北港,礦產品,花蓮港,5441
105年02月,出港,臺北港,礦產品,馬公港,4724
105年02月,進港,臺北港,礦產品,桃園(觀音),49658
105年02月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,4593
105年02月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,365
105年03月,進港,臺北港,"調製食品,飲料,煙酒類",臺中港,7
105年03月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1944
105年03月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,239
105年03月,進港,臺北港,礦產品,臺中港,11854
105年03月,進港,臺北港,礦產品,高雄港,26103
105年03月,進港,臺北港,礦產品,花蓮港,25817
105年03月,出港,臺北港,礦產品,花蓮港,11860
105年03月,出港,臺北港,礦產品,蘇澳港,10004
105年03月,出港,臺北港,礦產品,金門港,1786
105年03月,出港,臺北港,礦產品,馬祖港,1697
105年03月,進港,臺北港,礦產品,桃園(觀音),136876
105年03月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,9276
105年03月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,981
105年04月,進港,臺北港,"調製食品,飲料,煙酒類",臺中港,20
105年04月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1712
105年04月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,297
105年04月,進港,臺北港,礦產品,臺中港,37506
105年04月,進港,臺北港,礦產品,高雄港,55179
105年04月,進港,臺北港,礦產品,花蓮港,30756
105年04月,出港,臺北港,礦產品,金門港,1803
105年04月,進港,臺北港,礦產品,麥寮港,27915
105年04月,進港,臺北港,礦產品,桃園(觀音),116578
105年04月,進港,臺北港,"機械用具電機設備,電視影像錄音機",基隆港,420
105年04月,進港,臺北港,"機械用具電機設備,電視影像錄音機",高雄港,554
105年04月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,11451
105年04月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,1101
105年05月,進港,臺北港,"調製食品,飲料,煙酒類",臺中港,53
105年05月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2050
105年05月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,183
105年05月,進港,臺北港,礦產品,臺中港,3982
105年05月,進港,臺北港,礦產品,高雄港,85232
105年05月,進港,臺北港,礦產品,花蓮港,22331
105年05月,進港,臺北港,礦產品,蘇澳港,11882
105年05月,出港,臺北港,礦產品,馬祖港,1604
105年05月,進港,臺北港,礦產品,桃園(觀音),130949
105年05月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,9695
105年05月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,978
105年06月,進港,臺北港,"調製食品,飲料,煙酒類",臺中港,269
105年06月,進港,臺北港,"調製食品,飲料,煙酒類",高雄港,201
105年06月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1658
105年06月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,79
105年06月,進港,臺北港,礦產品,高雄港,44515
105年06月,進港,臺北港,礦產品,花蓮港,33498
105年06月,進港,臺北港,礦產品,桃園(觀音),7354
105年06月,出港,臺北港,"家具玩具運動用品,雜項製品",基隆港,32
105年06月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,9142
105年06月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,886
105年07月,進港,臺北港,"調製食品,飲料,煙酒類",基隆港,27
105年07月,進港,臺北港,"調製食品,飲料,煙酒類",臺中港,17
105年07月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1999
105年07月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,161
105年07月,進港,臺北港,礦產品,臺中港,3442
105年07月,進港,臺北港,礦產品,高雄港,15500
105年07月,進港,臺北港,礦產品,花蓮港,11191
105年07月,出港,臺北港,礦產品,金門港,3597
105年07月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,10411
105年07月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,912
105年08月,進港,臺北港,"調製食品,飲料,煙酒類",臺中港,28
105年08月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2390
105年08月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,152
105年08月,出港,臺北港,礦產品,臺中港,12483
105年08月,進港,臺北港,礦產品,高雄港,15500
105年08月,出港,臺北港,礦產品,高雄港,32313
105年08月,進港,臺北港,礦產品,花蓮港,33056
105年08月,出港,臺北港,礦產品,金門港,1799
105年08月,出港,臺北港,礦產品,馬祖港,1600
105年08月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,9968
105年08月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,855
105年09月,進港,臺北港,"調製食品,飲料,煙酒類",基隆港,51
105年09月,進港,臺北港,"調製食品,飲料,煙酒類",臺中港,23
105年09月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1672
105年09月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,145
105年09月,進港,臺北港,礦產品,高雄港,15500
105年09月,出港,臺北港,礦產品,高雄港,9796
105年09月,進港,臺北港,礦產品,花蓮港,16811
105年09月,出港,臺北港,礦產品,金門港,3592
105年09月,出港,臺北港,礦產品,馬祖港,1604
105年09月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,8461
105年09月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,1177
105年09月,出港,臺北港,"家具玩具運動用品,雜項製品",東引港,122
105年10月,進港,臺北港,"調製食品,飲料,煙酒類",基隆港,43
105年10月,進港,臺北港,"調製食品,飲料,煙酒類",臺中港,42
105年10月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1634
105年10月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,128
105年10月,進港,臺北港,礦產品,高雄港,55366
105年10月,出港,臺北港,礦產品,高雄港,27193
105年10月,進港,臺北港,礦產品,花蓮港,27835
105年10月,出港,臺北港,礦產品,金門港,1502
105年10月,出港,臺北港,礦產品,馬祖港,1503
105年10月,出港,臺北港,礦產品,深澳港,5319
105年10月,出港,臺北港,"家具玩具運動用品,雜項製品",基隆港,64
105年10月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,10316
105年10月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,845
105年11月,進港,臺北港,"調製食品,飲料,煙酒類",臺中港,11
105年11月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2238
105年11月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,202
105年11月,進港,臺北港,礦產品,高雄港,41564
105年11月,出港,臺北港,礦產品,高雄港,4844
105年11月,進港,臺北港,礦產品,花蓮港,5529
105年11月,出港,臺北港,"機械用具電機設備,電視影像錄音機",環島其他,585
105年11月,出港,臺北港,"家具玩具運動用品,雜項製品",基隆港,33
105年11月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,10590
105年11月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,845
105年11月,出港,臺北港,"家具玩具運動用品,雜項製品",東引港,27
105年12月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2801
105年12月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,383
105年12月,出港,臺北港,礦產品,臺中港,4991
105年12月,進港,臺北港,礦產品,高雄港,28171
105年12月,出港,臺北港,礦產品,高雄港,13024
105年12月,進港,臺北港,礦產品,花蓮港,14031
105年12月,進港,臺北港,礦產品,蘇澳港,12967
105年12月,出港,臺北港,礦產品,金門港,1799
105年12月,出港,臺北港,礦產品,馬祖港,1800
105年12月,進港,臺北港,礦產品,麥寮港,35333
105年12月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,13583
105年12月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,1201
106年01月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2141
106年01月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,255
106年01月,進港,臺北港,礦產品,高雄港,26956
106年01月,進港,臺北港,礦產品,花蓮港,5300
106年01月,出港,臺北港,礦產品,金門港,1801
106年01月,出港,臺北港,礦產品,馬祖港,1405
106年01月,出港,臺北港,"家具玩具運動用品,雜項製品",基隆港,50
106年01月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,7564
106年01月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,393
106年02月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2361
106年02月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,69
106年02月,進港,臺北港,礦產品,高雄港,34683
106年02月,進港,臺北港,礦產品,花蓮港,14516
106年02月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,8445
106年02月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,402
106年03月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2110
106年03月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,124
106年03月,進港,臺北港,礦產品,臺中港,2876
106年03月,出港,臺北港,礦產品,臺中港,7978
106年03月,進港,臺北港,礦產品,高雄港,40916
106年03月,出港,臺北港,礦產品,高雄港,13891
106年03月,出港,臺北港,礦產品,馬祖港,1501
106年03月,出港,臺北港,"家具玩具運動用品,雜項製品",臺中港,312
106年03月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,9246
106年03月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,889
106年04月,進港,臺北港,"調製食品,飲料,煙酒類",臺北港,119
106年04月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1868
106年04月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,106
106年04月,出港,臺北港,礦產品,臺中港,13744
106年04月,進港,臺北港,礦產品,高雄港,34556
106年04月,出港,臺北港,礦產品,高雄港,12672
106年04月,出港,臺北港,礦產品,臺北港,4676
106年04月,出港,臺北港,礦產品,金門港,1808
106年04月,進港,臺北港,礦產品,深澳港,9860
106年04月,進港,臺北港,礦產品,麥寮港,16794
106年04月,出港,臺北港,"機械用具電機設備,電視影像錄音機",臺北港,570
106年04月,出港,臺北港,"家具玩具運動用品,雜項製品",基隆港,22
106年04月,出港,臺北港,"家具玩具運動用品,雜項製品",臺北港,27
106年04月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,9834
106年04月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,773
106年05月,進港,臺北港,"調製食品,飲料,煙酒類",臺中港,263
106年05月,進港,臺北港,"調製食品,飲料,煙酒類",臺北港,62
106年05月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1757
106年05月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,13
106年05月,進港,臺北港,礦產品,臺中港,22033
