時間,近/遠洋,進/出港,裝/卸貨,航線名稱,其他國家港口國,其他國家港口,臺灣港口,船舶種類,船舶國籍,艘次
2015/8/11 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,南通,高雄港,化學液體船,香港,1
2015/7/20 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,泰州,高雄港,化學液體船,巴拿馬,1
2015/9/5 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,高雄港,化學液體船,新加坡,1
2015/1/20 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,化學液體船,新加坡,1
2015/4/7 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,化學液體船,新加坡,1
2015/4/18 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,化學液體船,新加坡,1
2015/7/22 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,化學液體船,新加坡,1
2015/6/6 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,鎮江,高雄港,化學液體船,新加坡,1
2015/9/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,鎮江,高雄港,化學液體船,新加坡,1
2015/10/1 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,高雄港,化學液體船,吐瓦魯,1
2015/4/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,舟山,高雄港,化學液體船,中華民國,1
2015/9/18 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,南通,高雄港,化學液體船,中華民國,1
2015/5/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,大韓民國（南韓）,平澤,高雄港,化學液體船,新加坡,1
2015/1/3 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,馬來西亞,山打根,高雄港,化學液體船,印度尼西亞,1
2015/7/10 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,馬來西亞,平多羅,高雄港,化學液體船,新加坡,1
2015/11/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,馬來西亞,關丹,高雄港,化學液體船,新加坡,1
2015/6/10 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,馬來西亞,丹絨柏樂巴斯,高雄港,化學液體船,新加坡,1
2015/6/21 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,菲律賓,巴丹港 PHBTN,高雄港,化學液體船,巴拿馬,1
2015/10/4 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,菲律賓,納卯,高雄港,化學液體船,新加坡,1
2015/12/18 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,上海,高雄港,半貨櫃船,新加坡,1
2015/3/20 上午 12:00:00,近洋航線,進港,裝貨,E204紐西蘭航線(含大陸),中國大陸,上海,高雄港,半貨櫃船,新加坡,1
2015/6/10 上午 12:00:00,近洋航線,進港,裝貨,E204紐西蘭航線(含大陸),中國大陸,上海,高雄港,半貨櫃船,新加坡,1
2015/9/11 上午 12:00:00,近洋航線,進港,裝貨,E204紐西蘭航線(含大陸),中國大陸,上海,高雄港,半貨櫃船,新加坡,1
2015/2/21 上午 12:00:00,近洋航線,進港,裝貨,E204紐西蘭航線(含大陸),新克里多尼亞,諾美亞,高雄港,半貨櫃船,新加坡,1
2015/5/18 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,蛇口,高雄港,多用途船,中國大陸,1
2015/4/14 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,營口,高雄港,多用途船,中國大陸,1
2015/12/14 上午 12:00:00,近洋航線,進港,裝貨,E204紐西蘭航線(含大陸),中國大陸,廈門,高雄港,多用途船,賴比瑞亞,1
2015/4/27 上午 12:00:00,近洋航線,進港,裝貨,E204紐西蘭航線(含大陸),中國大陸,上海,高雄港,多用途船,賴比瑞亞,1
2015/10/12 上午 12:00:00,近洋航線,進港,裝貨,E204紐西蘭航線(含大陸),中國大陸,上海,高雄港,多用途船,賴比瑞亞,1
2015/11/27 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,上海,高雄港,多用途船,馬紹爾群島共和國,1
2015/1/27 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,多用途船,馬紹爾群島共和國,1
2015/2/21 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,多用途船,馬紹爾群島共和國,1
2015/4/7 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,多用途船,馬紹爾群島共和國,1
2015/5/2 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,多用途船,馬紹爾群島共和國,1
2015/6/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,多用途船,馬紹爾群島共和國,1
2015/7/16 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,多用途船,馬紹爾群島共和國,1
2015/8/12 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,多用途船,馬紹爾群島共和國,1
2015/9/18 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,多用途船,馬紹爾群島共和國,1
2015/1/19 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,舟山,高雄港,多用途船,巴拿馬,1
2015/2/7 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,鎮江,高雄港,多用途船,巴拿馬,1
2015/2/13 上午 12:00:00,近洋航線,進港,裝貨,A203臺灣-越南-香港航線,香港,香港,高雄港,多用途船,貝里斯,1
2015/3/5 上午 12:00:00,近洋航線,進港,裝貨,臺灣-香港-大陸華南航線,香港,香港,高雄港,多用途船,貝里斯,1
2015/3/10 上午 12:00:00,近洋航線,進港,裝貨,臺灣-香港-大陸華南航線,香港,香港,高雄港,多用途船,貝里斯,1
2015/3/17 上午 12:00:00,近洋航線,進港,裝貨,臺灣-香港-大陸華南航線,香港,香港,高雄港,多用途船,貝里斯,1
2015/4/1 上午 12:00:00,近洋航線,進港,裝貨,臺灣-香港-大陸華南航線,香港,香港,高雄港,多用途船,貝里斯,1
2015/1/6 上午 12:00:00,近洋航線,進港,裝貨,E204紐西蘭航線(含大陸),印度尼西亞,巴里巴板,高雄港,多用途船,賴比瑞亞,1
2015/3/31 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,大韓民國（南韓）,蔚山,高雄港,多用途船,中國大陸,1
2015/4/29 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,大韓民國（南韓）,蔚山,高雄港,多用途船,大韓民國（南韓）,1
2015/5/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,馬來西亞,巴生港,高雄港,多用途船,中國大陸,1
2015/4/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,高雄港,客船,馬爾他,1
2015/5/5 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,高雄港,客船,馬爾他,1
2015/7/2 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,舟山,高雄港,拖船兼救難,新加坡,1
2015/7/10 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,舟山,高雄港,拖船兼救難,新加坡,1
2015/11/15 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,澳大利亞,黑德蘭港,高雄港,散裝船,義大利,1
2015/10/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,澳大利亞,奎納納,高雄港,散裝船,巴拿馬,1
2015/10/11 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,澳大利亞,黑德蘭港,高雄港,散裝船,巴拿馬,1
2015/11/13 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,高雄港,散裝船,巴哈馬,1
2015/9/10 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,高雄港,散裝船,中國大陸,1
2015/8/14 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,高雄港,散裝船,中國大陸,1
2015/3/12 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,舟山,高雄港,散裝船,中國大陸,1
2015/12/1 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,散裝船,中國大陸,1
2015/4/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,張家港,高雄港,散裝船,中國大陸,1
2015/8/4 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,張家港,高雄港,散裝船,中國大陸,1
2015/4/24 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,高雄港,散裝船,中國大陸,1
2015/8/4 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,高雄港,散裝船,中國大陸,1
2015/3/15 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,湛江,高雄港,散裝船,香港,1
2015/4/1 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,散裝船,香港,1
2015/4/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,散裝船,香港,1
2015/12/21 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,散裝船,香港,1
2015/11/21 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,散裝船,香港,1
2015/9/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,散裝船,香港,1
2015/7/28 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,張家港,高雄港,散裝船,香港,1
2015/7/24 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,張家港,高雄港,散裝船,香港,1
2015/1/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,南通,高雄港,散裝船,香港,1
2015/11/28 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,高雄港,散裝船,香港,1
2015/9/23 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,高雄港,散裝船,香港,1
2015/9/11 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,高雄港,散裝船,香港,1
2015/12/6 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,高雄港,散裝船,賴比瑞亞,1
2015/7/26 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,張家港,高雄港,散裝船,賴比瑞亞,1
2015/10/19 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,營口,高雄港,散裝船,賴比瑞亞,1
2015/7/10 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,浙江寧波,高雄港,散裝船,馬紹爾群島共和國,1
2015/2/3 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,舟山,高雄港,散裝船,馬紹爾群島共和國,1
2015/8/6 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,散裝船,馬紹爾群島共和國,1
2015/5/28 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,張家港,高雄港,散裝船,馬紹爾群島共和國,1
2015/7/10 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,散裝船,馬爾他,1
2015/1/29 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,張家港,高雄港,散裝船,馬爾他,1
2015/9/4 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,高雄港,散裝船,馬來西亞,1
2015/12/6 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,蛇口,高雄港,散裝船,巴拿馬,1
2015/10/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,漳州,高雄港,散裝船,巴拿馬,1
2015/8/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,太倉,高雄港,散裝船,巴拿馬,1
2015/4/27 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,散裝船,巴拿馬,1
2015/7/20 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,散裝船,巴拿馬,1
2015/11/12 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,散裝船,巴拿馬,1
2015/10/15 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,散裝船,巴拿馬,1
2015/6/14 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,南通,高雄港,散裝船,巴拿馬,1
2015/1/28 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,鎮江,高雄港,散裝船,巴拿馬,1
2015/5/15 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,鎮江,高雄港,散裝船,巴拿馬,1
2015/11/23 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,鎮江,高雄港,散裝船,巴拿馬,1
2017/10/12 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2016/4/22 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2017/11/9 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2016/1/14 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2017/7/27 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2016/1/21 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2017/8/24 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2016/2/25 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2017/8/31 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2017/6/8 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2017/6/15 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2017/6/1 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2017/5/11 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2017/3/16 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2017/3/23 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2017/3/30 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2017/4/6 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2017/2/23 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2018/5/20 上午 12:00:00,遠洋航線,進港,裝貨,D624南美西岸航線(含大陸),日本,東京,基隆港,全貨櫃船,巴拿馬,1
2018/3/29 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,新加坡,1
2016/6/9 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,新加坡,1
2018/1/12 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,新加坡,1
2018/2/14 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,新加坡,1
2017/10/28 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,新加坡,1
2016/5/19 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,新加坡,1
2016/3/3 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,新加坡,1
2017/9/15 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,新加坡,1
2016/3/24 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,新加坡,1
2017/6/29 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,新加坡,1
2016/1/7 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,新加坡,1
2017/8/10 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,新加坡,1
2016/2/18 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,新加坡,1
2017/5/25 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,新加坡,1
2017/4/13 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,新加坡,1
2017/3/9 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),日本,東京,基隆港,全貨櫃船,新加坡,1
2016/7/27 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),大韓民國（南韓）,Gwangyang,基隆港,全貨櫃船,香港,1
2017/4/19 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),大韓民國（南韓）,釜山,基隆港,全貨櫃船,香港,1
2017/2/26 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),大韓民國（南韓）,釜山,基隆港,全貨櫃船,香港,1
2017/3/2 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),大韓民國（南韓）,釜山,基隆港,全貨櫃船,香港,1
2016/1/7 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),大韓民國（南韓）,Kwangyang,基隆港,全貨櫃船,賴比瑞亞,1
2016/1/15 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),大韓民國（南韓）,Kwangyang,基隆港,全貨櫃船,賴比瑞亞,1
2016/2/17 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),大韓民國（南韓）,Kwangyang,基隆港,全貨櫃船,賴比瑞亞,1
2016/4/7 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),大韓民國（南韓）,Gwangyang,基隆港,全貨櫃船,賴比瑞亞,1
2017/3/19 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),大韓民國（南韓）,釜山,基隆港,全貨櫃船,賴比瑞亞,1
2017/4/18 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),大韓民國（南韓）,釜山,基隆港,全貨櫃船,賴比瑞亞,1
2017/3/9 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),大韓民國（南韓）,釜山,基隆港,全貨櫃船,賴比瑞亞,1
