時間,近/遠洋,進/出港,裝/卸貨,航線名稱,其他國家港口國,其他國家港口,臺灣港口,船舶種類,船舶國籍,船舶運能,艘次
2016/12/16 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,上海,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2017/2/15 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2016/12/31 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2016/12/25 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2017/1/16 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2017/2/15 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2017/1/30 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,上海,高雄港,全貨櫃船,賴比瑞亞,3000~6000TEU,1
2017/3/1 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2017/1/23 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,6000~10000TEU,1
2017/1/26 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,3000TEU以下,1
2017/1/9 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,6000~10000TEU,1
2017/1/25 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,3000TEU以下,1
2016/12/31 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,3000~6000TEU,1
2017/3/14 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,6000~10000TEU,1
2017/1/18 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,3000TEU以下,1
2017/3/16 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,3000TEU以下,1
2017/3/8 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,3000TEU以下,1
2017/2/17 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,3000~6000TEU,1
2017/2/11 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/9/4 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,散裝船,巴拿馬,14000TEU以上,1
2015/2/21 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,多用途船,香港,6000~10000TEU,1
2015/5/2 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,多用途船,香港,6000~10000TEU,1
2015/9/12 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,全貨櫃船,香港,6000~10000TEU,1
2021/6/13 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,Xiamen,高雄港,全貨櫃船,香港,3000TEU以下,1
2021/5/22 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,香港,10000~14000TEU,1
2020/3/17 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,日本,10000~14000TEU,1
2020/5/5 上午 12:00:00,遠洋航線,進港,裝貨,D104北美洲航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,葡萄牙,3000~6000TEU,1
2020/6/3 上午 12:00:00,遠洋航線,進港,裝貨,D104北美洲航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,葡萄牙,3000~6000TEU,1
2020/8/19 上午 12:00:00,遠洋航線,進港,裝貨,D104北美洲航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,葡萄牙,3000~6000TEU,1
2020/9/3 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,葡萄牙,3000TEU以下,1
2020/7/21 上午 12:00:00,遠洋航線,進港,裝貨,D104北美洲航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,葡萄牙,3000~6000TEU,1
2020/10/27 上午 12:00:00,遠洋航線,進港,裝貨,D104北美洲航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,葡萄牙,3000~6000TEU,1
2020/11/10 上午 12:00:00,遠洋航線,進港,裝貨,D104北美洲航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,葡萄牙,3000~6000TEU,1
2020/10/22 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,葡萄牙,3000TEU以下,1
2020/11/13 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,葡萄牙,3000~6000TEU,1
2021/6/24 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,Xiamen,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2021/5/20 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,賴比瑞亞,10000~14000TEU,1
2021/4/7 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2021/7/17 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,德意志（德國）,10000~14000TEU,1
2021/5/21 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,Xiamen,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2021/5/22 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,德意志（德國）,6000~10000TEU,1
2021/6/15 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,Xiamen,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2021/6/2 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,巴拿馬,6000~10000TEU,1
2021/7/9 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,賴比瑞亞,10000~14000TEU,1
2021/7/9 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,巴拿馬,6000~10000TEU,1
2021/6/2 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,Xiamen,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2021/5/24 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,Xiamen,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2021/6/19 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,Xiamen,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2016/6/16 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,賴比瑞亞,3000~6000TEU,1
2016/8/25 上午 12:00:00,遠洋航線,進港,裝貨,A834紅海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,賽普勒斯,6000~10000TEU,1
2016/7/18 上午 12:00:00,遠洋航線,進港,裝貨,A834紅海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2016/8/8 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,賴比瑞亞,3000~6000TEU,1
2016/7/28 上午 12:00:00,遠洋航線,進港,裝貨,B504中歐航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,賴比瑞亞,3000~6000TEU,1
2016/7/3 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2016/7/20 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2016/7/21 上午 12:00:00,遠洋航線,進港,裝貨,B504中歐航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,賴比瑞亞,3000~6000TEU,1
2016/7/20 上午 12:00:00,遠洋航線,進港,裝貨,B410黑海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2016/8/12 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2016/8/27 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,德意志（德國）,6000~10000TEU,1
2016/8/29 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,賴比瑞亞,3000~6000TEU,1
2016/9/11 上午 12:00:00,遠洋航線,進港,裝貨,A834紅海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2016/8/13 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,賴比瑞亞,6000~10000TEU,1
2016/9/28 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,巴拿馬,6000~10000TEU,1
2016/10/21 上午 12:00:00,遠洋航線,進港,裝貨,A834紅海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,賽普勒斯,6000~10000TEU,1
2016/7/1 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,馬紹爾群島共和國,3000~6000TEU,1
2016/7/11 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,馬紹爾群島共和國,6000~10000TEU,1
2016/8/3 上午 12:00:00,遠洋航線,進港,裝貨,B504中歐航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,馬紹爾群島共和國,3000TEU以下,1
2016/6/23 上午 12:00:00,遠洋航線,進港,裝貨,A834紅海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,馬紹爾群島共和國,3000~6000TEU,1
2016/8/18 上午 12:00:00,遠洋航線,進港,裝貨,A834紅海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,馬紹爾群島共和國,3000~6000TEU,1
2017/1/4 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,希臘,6000~10000TEU,1
2017/1/4 上午 12:00:00,遠洋航線,進港,裝貨,B504中歐航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,3000TEU以下,1
2016/11/11 上午 12:00:00,遠洋航線,進港,裝貨,A834紅海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,3000~6000TEU,1
2016/4/28 上午 12:00:00,遠洋航線,進港,裝貨,A834紅海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,馬紹爾群島共和國,3000~6000TEU,1
2016/11/24 上午 12:00:00,遠洋航線,進港,裝貨,A834紅海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,6000~10000TEU,1
2018/3/14 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,葡萄牙,3000~6000TEU,1
2018/5/27 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,新加坡,3000TEU以下,1
2018/6/17 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,新加坡,3000TEU以下,1
2018/4/30 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,新加坡,3000TEU以下,1
2018/4/17 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2018/7/18 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,馬爾他,6000~10000TEU,1
2018/5/20 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,英國,3000TEU以下,1
2018/7/1 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,英國,3000TEU以下,1
2018/7/13 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,馬爾他,6000~10000TEU,1
2018/5/5 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,馬爾他,6000~10000TEU,1
2018/7/21 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,馬爾他,6000~10000TEU,1
2018/7/22 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,英國,3000TEU以下,1
2018/6/21 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,菲律賓,3000TEU以下,1
2018/7/15 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,3000TEU以下,1
2018/7/31 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2018/8/16 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,菲律賓,3000TEU以下,1
2018/6/24 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,3000TEU以下,1
2018/8/26 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,新加坡,新加坡港,高雄港,全貨櫃船,香港,3000TEU以下,1
2018/8/4 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,日本,10000~14000TEU,1
2018/9/7 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,日本,10000~14000TEU,1
2018/7/26 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,葡萄牙,3000~6000TEU,1
2018/3/29 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,3000TEU以下,1
2018/2/21 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2018/3/13 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2018/5/22 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2018/4/22 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,3000TEU以下,1
2018/4/24 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2018/6/9 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2018/5/1 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2018/5/16 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2018/5/13 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,3000TEU以下,1
2018/4/26 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,菲律賓,3000TEU以下,1
2018/5/28 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,3000TEU以下,1
2018/6/3 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,3000TEU以下,1
2018/6/12 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2018/5/19 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2018/6/19 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2018/6/5 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2018/9/7 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2018/9/7 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2018/9/22 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,德意志（德國）,6000~10000TEU,1
2019/7/29 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,義大利,3000~6000TEU,1
2019/9/30 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,義大利,3000~6000TEU,1
2019/5/26 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,丹麥,3000~6000TEU,1
2019/7/20 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,安地卡,3000TEU以下,1
2019/6/20 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,安地卡,3000TEU以下,1
2019/7/15 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,義大利,3000~6000TEU,1
2019/11/3 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,3000~6000TEU,1
2019/10/30 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,6000~10000TEU,1
2019/9/6 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,3000~6000TEU,1
2019/6/28 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2019/7/6 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2019/5/9 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,新加坡,3000TEU以下,1
