時間,來源港國家,來源港口,目的港國家,目的港口,轉運港口,貨櫃量,TEU數
2020/12/18 上午 12:00:00,澳大利亞,雪梨,菲律賓,馬尼拉北港,高雄港,1,2
2020/12/18 上午 12:00:00,澳大利亞,雪梨,越南,卡萊港,高雄港,21,21
2020/12/18 上午 12:00:00,澳大利亞,雪梨,越南,海防,高雄港,40,40
2020/12/18 上午 12:00:00,汶萊,麻拉 (穆阿拉),馬來西亞,古晉,高雄港,10,10
2020/12/18 上午 12:00:00,印度尼西亞,雅加達,汶萊,麻拉 (穆阿拉),高雄港,4,6
2020/12/19 上午 12:00:00,馬來西亞,巴生港,菲律賓,宿移,高雄港,4,8
2020/12/19 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉北港,高雄港,22,30
2020/12/19 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,89,143
2020/12/19 上午 12:00:00,新加坡,新加坡港,越南,緬它,高雄港,110,132
2020/12/20 上午 12:00:00,澳大利亞,布里斯本,印度,馬德拉斯,高雄港,2,4
2020/12/20 上午 12:00:00,澳大利亞,布里斯本,巴基斯坦,喀拉蚩,高雄港,3,3
2020/12/20 上午 12:00:00,澳大利亞,布里斯本,越南,胡志明,高雄港,2,4
2020/12/20 上午 12:00:00,澳大利亞,雪梨,印度尼西亞,泗水港,高雄港,21,21
2020/12/20 上午 12:00:00,澳大利亞,雪梨,印度,馬德拉斯,高雄港,17,24
2020/12/20 上午 12:00:00,澳大利亞,雪梨,印度,那瓦夏瓦,高雄港,1,1
2020/12/20 上午 12:00:00,澳大利亞,雪梨,馬來西亞,檳榔嶼/檳榔嶼/檳州,高雄港,1,1
2020/12/20 上午 12:00:00,澳大利亞,雪梨,巴基斯坦,喀拉蚩,高雄港,21,25
2020/12/20 上午 12:00:00,澳大利亞,雪梨,巴基斯坦,喀拉蚩港,高雄港,1,2
2020/12/20 上午 12:00:00,澳大利亞,雪梨,越南,胡志明,高雄港,4,4
2020/12/20 上午 12:00:00,澳大利亞,雪梨,越南,Can Tho,高雄港,20,40
2020/12/4 上午 12:00:00,印度尼西亞,雅加達,汶萊,麻拉 (穆阿拉),高雄港,1,1
2020/12/4 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,1,2
2020/12/4 上午 12:00:00,印度尼西亞,泗水港,汶萊,麻拉 (穆阿拉),高雄港,1,2
2020/12/4 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉北港,高雄港,27,27
2020/12/7 上午 12:00:00,澳大利亞,布里斯本,孟加拉,吉大港,高雄港,74,74
2020/12/7 上午 12:00:00,澳大利亞,布里斯本,印度,加爾各答,高雄港,15,15
2020/12/7 上午 12:00:00,澳大利亞,布里斯本,斯里蘭卡,可倫坡,高雄港,1,1
2020/12/7 上午 12:00:00,澳大利亞,布里斯本,馬來西亞,巴生港,高雄港,5,10
2020/12/7 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,5,10
2020/12/7 上午 12:00:00,澳大利亞,布里斯本,泰國,曼谷,高雄港,1,1
2020/12/7 上午 12:00:00,澳大利亞,布里斯本,越南,卡萊港,高雄港,1,1
2020/12/7 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,1,1
2020/12/7 上午 12:00:00,馬來西亞,巴生港,菲律賓,宿移,高雄港,2,2
2020/12/7 上午 12:00:00,馬來西亞,巴生港,菲律賓,納卯,高雄港,2,4
2020/12/10 上午 12:00:00,澳大利亞,布里斯本,印度,馬德拉斯,高雄港,1,2
2020/12/10 上午 12:00:00,澳大利亞,墨爾本,印度,馬德拉斯,高雄港,7,8
2020/12/11 上午 12:00:00,澳大利亞,布里斯本,孟加拉,吉大港,高雄港,106,106
2020/12/11 上午 12:00:00,澳大利亞,布里斯本,馬來西亞,檳榔嶼/檳榔嶼/檳州,高雄港,1,1
2020/12/11 上午 12:00:00,澳大利亞,布里斯本,馬來西亞,巴生港,高雄港,6,12
2020/12/11 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,1,2
2020/12/11 上午 12:00:00,澳大利亞,布里斯本,越南,胡志明,高雄港,10,20
2020/12/11 上午 12:00:00,印度尼西亞,雅加達,汶萊,麻拉 (穆阿拉),高雄港,2,2
2020/12/11 上午 12:00:00,印度尼西亞,雅加達,菲律賓,馬尼拉北港,高雄港,2,2
2020/12/11 上午 12:00:00,印度尼西亞,雅加達,泰國,南查邦,高雄港,1,1
2020/12/11 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,澳大利亞,雪梨,高雄港,2,4
2020/12/11 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉北港,高雄港,25,25
2020/12/11 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,32,62
2020/11/27 上午 12:00:00,泰國,南查邦,汶萊,麻拉 (穆阿拉),高雄港,1,1
2020/11/27 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉,高雄港,7,9
2020/11/28 上午 12:00:00,汶萊,麻拉 (穆阿拉),菲律賓,馬尼拉,高雄港,2,2
2020/11/28 上午 12:00:00,馬來西亞,亞庇(哥打京那巴魯),菲律賓,納卯,高雄港,13,13
2020/11/28 上午 12:00:00,馬來西亞,平多羅,越南,胡志明,高雄港,72,72
2020/11/29 上午 12:00:00,孟加拉,吉大港,馬來西亞,巴生港,高雄港,2,4
2020/11/29 上午 12:00:00,孟加拉,吉大港,馬來西亞,丹絨柏樂巴斯,高雄港,4,8
2020/11/29 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,10,20
2020/11/26 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,澳大利亞,雪梨,高雄港,1,1
2020/11/27 上午 12:00:00,馬來西亞,巴生港,菲律賓,宿移,高雄港,10,20
2020/11/27 上午 12:00:00,馬來西亞,巴生港,菲律賓,馬尼拉北港,高雄港,11,16
2020/12/1 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉北港,高雄港,12,23
2020/12/1 上午 12:00:00,菲律賓,蘇比克灣,印度尼西亞,雅加達,高雄港,2,2
2020/12/1 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,33,56
2020/12/2 上午 12:00:00,新加坡,新加坡港,菲律賓,Batangas/Luzon,高雄港,2,4
2020/12/2 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,38,48
2020/12/2 上午 12:00:00,新加坡,新加坡港,菲律賓,卡加延－德奧羅,高雄港,16,24
2020/12/4 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,27,34
2020/12/5 上午 12:00:00,澳大利亞,布里斯本,印度,馬德拉斯,高雄港,2,4
2020/12/5 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,2,4
2020/12/5 上午 12:00:00,澳大利亞,布里斯本,巴基斯坦,喀拉蚩,高雄港,6,6
2020/12/5 上午 12:00:00,澳大利亞,布里斯本,越南,卡萊港,高雄港,4,8
2020/12/5 上午 12:00:00,澳大利亞,墨爾本,澳大利亞,墨爾本,高雄港,2,2
2020/12/6 上午 12:00:00,汶萊,麻拉 (穆阿拉),菲律賓,馬尼拉,高雄港,2,4
2020/12/6 上午 12:00:00,馬來西亞,亞庇(哥打京那巴魯),菲律賓,納卯,高雄港,36,36
2020/12/6 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,緬甸,仰光,高雄港,4,8
2021/1/26 上午 12:00:00,泰國,南查邦,汶萊,麻拉 (穆阿拉),高雄港,1,1
2021/1/27 上午 12:00:00,澳大利亞,布里斯本,孟加拉,吉大港,高雄港,31,31
2021/1/27 上午 12:00:00,澳大利亞,布里斯本,馬來西亞,巴生港,高雄港,6,12
2021/1/27 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,8,8
2021/1/27 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉南港,高雄港,1,1
2021/1/27 上午 12:00:00,澳大利亞,布里斯本,越南,卡萊港,高雄港,2,2
2021/1/27 上午 12:00:00,澳大利亞,布里斯本,越南,胡志明,高雄港,1,2
2021/1/27 上午 12:00:00,澳大利亞,墨爾本,印度,馬德拉斯,高雄港,1,2
2021/1/27 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉,高雄港,1,1
2021/1/27 上午 12:00:00,澳大利亞,墨爾本,越南,胡志明,高雄港,3,3
2021/1/27 上午 12:00:00,澳大利亞,雪梨,印度尼西亞,泗水港,高雄港,1,2
2021/1/27 上午 12:00:00,澳大利亞,雪梨,印度,那瓦夏瓦,高雄港,8,16
2021/1/27 上午 12:00:00,澳大利亞,雪梨,巴基斯坦,喀拉蚩,高雄港,2,2
2021/1/27 上午 12:00:00,澳大利亞,雪梨,新加坡,新加坡港,高雄港,40,80
2021/1/27 上午 12:00:00,印度,Kattupalli,澳大利亞,雪梨,高雄港,4,4
2021/1/25 上午 12:00:00,澳大利亞,布里斯本,孟加拉,吉大港,高雄港,10,10
2021/1/25 上午 12:00:00,澳大利亞,布里斯本,印度,那瓦夏瓦,高雄港,1,1
2021/1/25 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,6,6
2021/1/25 上午 12:00:00,澳大利亞,布里斯本,越南,胡志明,高雄港,2,2
2021/1/12 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉北港,高雄港,1,1
2021/1/13 上午 12:00:00,新加坡,新加坡港,越南,緬它,高雄港,2,4
2021/1/17 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,澳大利亞,雪梨,高雄港,1,1
2021/1/18 上午 12:00:00,紐西蘭,陶蘭加,澳大利亞,布里斯本,高雄港,1,2
2021/1/18 上午 12:00:00,越南,卡萊港,菲律賓,馬尼拉北港,高雄港,2,4
2021/1/19 上午 12:00:00,菲律賓,馬尼拉北港,新加坡,新加坡港,高雄港,3,3
2021/1/9 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,26,50
2021/1/10 上午 12:00:00,澳大利亞,布里斯本,孟加拉,吉大港,高雄港,85,85
2021/1/10 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,3,4
2021/1/10 上午 12:00:00,澳大利亞,布里斯本,越南,卡萊港,高雄港,10,20
2021/1/10 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,3,3
2021/1/10 上午 12:00:00,泰國,南查邦,汶萊,麻拉 (穆阿拉),高雄港,2,2
2021/1/10 上午 12:00:00,泰國,南查邦,柬埔寨,西哈努克市,高雄港,2,2
2021/1/11 上午 12:00:00,越南,胡志明,印度,TUGLAKABAD,高雄港,108,129
2021/1/12 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉北港,高雄港,25,36
2021/1/12 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,52,87
2021/1/14 上午 12:00:00,印度尼西亞,雅加達,菲律賓,Batangas/Luzon,高雄港,10,20
2021/1/14 上午 12:00:00,印度尼西亞,雅加達,菲律賓,卡加延－德奧羅,高雄港,18,36
2021/1/14 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,28,52
2021/1/14 上午 12:00:00,新加坡,新加坡港,菲律賓,卡加延－德奧羅,高雄港,18,30
2021/1/14 上午 12:00:00,新加坡,新加坡港,新加坡,新加坡港,高雄港,50,100
2021/1/14 上午 12:00:00,越南,胡志明,印度,TUGLAKABAD,高雄港,101,116
2021/1/15 上午 12:00:00,汶萊,麻拉 (穆阿拉),菲律賓,馬尼拉,高雄港,2,2
2021/1/15 上午 12:00:00,馬來西亞,平多羅,孟加拉,吉大港,高雄港,8,8
2021/1/15 上午 12:00:00,馬來西亞,平多羅,越南,海防,高雄港,8,8
2021/1/15 上午 12:00:00,新加坡,新加坡港,新加坡,新加坡港,高雄港,2,4
2021/1/21 上午 12:00:00,菲律賓,宿移,孟加拉,吉大港,高雄港,48,48
2021/1/21 上午 12:00:00,菲律賓,宿移,馬來西亞,丹絨柏樂巴斯,高雄港,2,4
2021/1/22 上午 12:00:00,澳大利亞,雪梨,印度尼西亞,泗水港,高雄港,60,60
2021/1/22 上午 12:00:00,澳大利亞,雪梨,巴基斯坦,喀拉蚩港,高雄港,2,4
2021/1/22 上午 12:00:00,澳大利亞,雪梨,新加坡,新加坡港,高雄港,35,70
2021/1/22 上午 12:00:00,汶萊,麻拉 (穆阿拉),菲律賓,馬尼拉,高雄港,2,2
2021/1/22 上午 12:00:00,印度尼西亞,雅加達,汶萊,麻拉 (穆阿拉),高雄港,6,6
2021/1/22 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,4,8
2021/1/22 上午 12:00:00,斯里蘭卡,可倫坡,新加坡,新加坡港,高雄港,56,56
2021/1/22 上午 12:00:00,馬來西亞,亞庇(哥打京那巴魯),菲律賓,納卯,高雄港,5,5
2021/1/22 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,馬來西亞,巴西古丹(巴錫爾古當),高雄港,96,192
2021/1/23 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,6,12
2021/1/7 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,94,104
2021/1/7 上午 12:00:00,印度尼西亞,雅加達,菲律賓,卡加延－德奧羅,高雄港,124,124
2021/1/7 上午 12:00:00,馬來西亞,平多羅,孟加拉,吉大港,高雄港,16,16
2021/1/7 上午 12:00:00,菲律賓,蘇比克灣,越南,海防,高雄港,13,26
2021/1/7 上午 12:00:00,新加坡,新加坡港,菲律賓,Batangas/Luzon,高雄港,10,20
2021/1/7 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,36,68
2021/1/9 上午 12:00:00,澳大利亞,布里斯本,印度尼西亞,泗水港,高雄港,18,36
2021/1/9 上午 12:00:00,澳大利亞,布里斯本,印度,馬德拉斯,高雄港,34,34
2021/1/9 上午 12:00:00,澳大利亞,布里斯本,紐西蘭,納皮爾,高雄港,1,2
2021/1/9 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,1,1
2021/1/9 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉南港,高雄港,1,1
2021/1/9 上午 12:00:00,澳大利亞,布里斯本,巴基斯坦,喀拉蚩,高雄港,40,40
2021/1/9 上午 12:00:00,澳大利亞,布里斯本,越南,卡萊港,高雄港,25,50
2020/12/8 上午 12:00:00,越南,峴港,菲律賓,馬尼拉,高雄港,1,2
2020/12/8 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉,高雄港,21,21
2021/1/4 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,9,12
2021/1/4 上午 12:00:00,新加坡,新加坡港,菲律賓,卡加延－德奧羅,高雄港,14,16
2021/1/4 上午 12:00:00,新加坡,新加坡港,越南,緬它,高雄港,20,40
2020/12/26 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,4,6
2020/12/27 上午 12:00:00,澳大利亞,布里斯本,印度尼西亞,泗水港,高雄港,20,40
2020/12/27 上午 12:00:00,澳大利亞,布里斯本,印度,馬德拉斯,高雄港,1,2
2020/12/27 上午 12:00:00,澳大利亞,布里斯本,巴基斯坦,喀拉蚩,高雄港,3,3
2020/12/27 上午 12:00:00,澳大利亞,布里斯本,越南,卡萊港,高雄港,2,4
2020/12/27 上午 12:00:00,澳大利亞,布里斯本,越南,胡志明,高雄港,2,4
2020/12/27 上午 12:00:00,印度,Kattupalli,澳大利亞,雪梨,高雄港,4,8
2020/12/29 上午 12:00:00,印度尼西亞,雅加達,泰國,南查邦,高雄港,2,2
2020/12/29 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,泰國,南查邦,高雄港,2,4
2020/12/29 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,63,105
2020/12/30 上午 12:00:00,印度尼西亞,雅加達,菲律賓,馬尼拉,高雄港,4,4
2020/12/30 上午 12:00:00,印度尼西亞,三寶隴港,菲律賓,馬尼拉,高雄港,8,12
2020/12/30 上午 12:00:00,印度尼西亞,泗水港,菲律賓,馬尼拉,高雄港,8,8
2020/12/30 上午 12:00:00,印度尼西亞,泗水港,泰國,南查邦,高雄港,2,2
2021/1/1 上午 12:00:00,澳大利亞,布里斯本,孟加拉,吉大港,高雄港,67,67
2021/1/1 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,15,16
2021/1/1 上午 12:00:00,澳大利亞,墨爾本,孟加拉,吉大港,高雄港,52,52
2021/1/1 上午 12:00:00,澳大利亞,墨爾本,斯里蘭卡,可倫坡,高雄港,20,20
2021/1/1 上午 12:00:00,澳大利亞,墨爾本,緬甸,仰光,高雄港,20,20
2021/1/1 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉,高雄港,22,22
2021/1/1 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉北港,高雄港,1,2
2021/1/1 上午 12:00:00,澳大利亞,墨爾本,菲律賓,蘇比克灣,高雄港,40,40
2021/1/1 上午 12:00:00,澳大利亞,墨爾本,越南,卡萊港,高雄港,4,4
2021/1/1 上午 12:00:00,澳大利亞,墨爾本,越南,海防,高雄港,55,86
2021/1/1 上午 12:00:00,澳大利亞,雪梨,孟加拉,吉大港,高雄港,32,32
2021/1/1 上午 12:00:00,澳大利亞,雪梨,馬來西亞,檳榔嶼/檳榔嶼/檳州,高雄港,20,20
2021/1/1 上午 12:00:00,澳大利亞,雪梨,菲律賓,蘇比克灣,高雄港,20,20
2021/1/1 上午 12:00:00,澳大利亞,雪梨,新加坡,新加坡港,高雄港,20,20
2021/1/1 上午 12:00:00,澳大利亞,雪梨,越南,海防,高雄港,50,50
2021/1/1 上午 12:00:00,澳大利亞,雪梨,越南,Phuoc Long ICD,高雄港,19,38
2021/1/1 上午 12:00:00,澳大利亞,雪梨,越南,胡志明,高雄港,2,4
2021/1/1 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,14,28
2021/1/1 上午 12:00:00,新加坡,新加坡港,菲律賓,卡加延－德奧羅,高雄港,1,1
2021/1/3 上午 12:00:00,印度尼西亞,雅加達,汶萊,麻拉 (穆阿拉),高雄港,8,8
2021/1/3 上午 12:00:00,印度尼西亞,雅加達,泰國,南查邦,高雄港,2,2
2021/1/3 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉北港,高雄港,10,20
2021/1/3 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,泰國,南查邦,高雄港,3,5
2021/1/3 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,42,74
2021/1/4 上午 12:00:00,印度尼西亞,雅加達,菲律賓,Batangas/Luzon,高雄港,3,6
2021/1/4 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,2,3
2021/1/4 上午 12:00:00,印度尼西亞,雅加達,菲律賓,卡加延－德奧羅,高雄港,2,4
2021/2/14 上午 12:00:00,越南,胡志明,印度,TUGLAKABAD,高雄港,88,102
2021/2/15 上午 12:00:00,澳大利亞,布里斯本,孟加拉,吉大港,高雄港,20,20
2021/2/15 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,10,20
2021/2/15 上午 12:00:00,澳大利亞,布里斯本,泰國,曼谷,高雄港,3,3
2021/2/15 上午 12:00:00,澳大利亞,布里斯本,泰國,Bangkok Modern Terminals/Bangkok,高雄港,2,2
2021/2/15 上午 12:00:00,澳大利亞,布里斯本,越南,卡萊港,高雄港,15,25
2021/2/15 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,1,2
2021/2/15 上午 12:00:00,澳大利亞,墨爾本,孟加拉,吉大港,高雄港,31,31
2021/2/15 上午 12:00:00,澳大利亞,墨爾本,印度尼西亞,雅加達,高雄港,1,2
2021/2/15 上午 12:00:00,澳大利亞,墨爾本,印度尼西亞,泗水港,高雄港,20,20
2021/2/15 上午 12:00:00,澳大利亞,墨爾本,緬甸,仰光,高雄港,20,20
2021/2/15 上午 12:00:00,澳大利亞,墨爾本,菲律賓,納卯,高雄港,2,4
2021/2/15 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉北港,高雄港,3,6
2021/2/15 上午 12:00:00,澳大利亞,墨爾本,菲律賓,蘇比克灣,高雄港,20,20
2021/2/15 上午 12:00:00,澳大利亞,墨爾本,越南,卡萊港,高雄港,21,21
2021/2/15 上午 12:00:00,澳大利亞,墨爾本,越南,海防,高雄港,47,94
2021/2/15 上午 12:00:00,澳大利亞,墨爾本,越南,胡志明,高雄港,49,98
2021/2/15 上午 12:00:00,澳大利亞,雪梨,澳大利亞,雪梨,高雄港,2,4
2021/2/15 上午 12:00:00,澳大利亞,雪梨,孟加拉,吉大港,高雄港,59,59
2021/2/15 上午 12:00:00,澳大利亞,雪梨,緬甸,仰光,高雄港,54,54
2021/2/15 上午 12:00:00,澳大利亞,雪梨,馬來西亞,檳榔嶼/檳榔嶼/檳州,高雄港,18,18
2021/2/15 上午 12:00:00,澳大利亞,雪梨,馬來西亞,巴生港,高雄港,1,2
2021/2/15 上午 12:00:00,澳大利亞,雪梨,菲律賓,納卯,高雄港,29,29
2021/2/15 上午 12:00:00,澳大利亞,雪梨,菲律賓,馬尼拉北港,高雄港,4,8
2021/2/15 上午 12:00:00,澳大利亞,雪梨,菲律賓,蘇比克灣,高雄港,23,23
2021/2/15 上午 12:00:00,澳大利亞,雪梨,新加坡,新加坡港,高雄港,30,30
2021/2/15 上午 12:00:00,澳大利亞,雪梨,越南,卡萊港,高雄港,20,20
2021/2/15 上午 12:00:00,澳大利亞,雪梨,越南,海防,高雄港,18,36
2021/2/15 上午 12:00:00,澳大利亞,雪梨,越南,胡志明,高雄港,2,4
2021/2/15 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,12,24
2021/2/15 上午 12:00:00,印度尼西亞,雅加達,菲律賓,卡加延－德奧羅,高雄港,34,68
2021/2/15 上午 12:00:00,馬來西亞,關丹,菲律賓,馬尼拉,高雄港,22,28
2021/2/15 上午 12:00:00,馬來西亞,關丹,泰國,南查邦,高雄港,2,2
2021/2/15 上午 12:00:00,馬來西亞,檳榔嶼/檳榔嶼/檳州,菲律賓,馬尼拉,高雄港,33,33
2021/2/15 上午 12:00:00,馬來西亞,巴生港,菲律賓,馬尼拉,高雄港,8,10
2021/2/15 上午 12:00:00,菲律賓,馬尼拉,馬來西亞,美里,高雄港,1,1
2021/2/15 上午 12:00:00,菲律賓,馬尼拉,馬來西亞,斗湖,高雄港,1,2
2021/2/15 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,8,16
2021/2/17 上午 12:00:00,澳大利亞,墨爾本,澳大利亞,布里斯本,高雄港,2,2
2021/2/17 上午 12:00:00,印度,那瓦夏瓦,汶萊,麻拉 (穆阿拉),高雄港,18,20
2021/2/17 上午 12:00:00,印度,那瓦夏瓦,印度尼西亞,三寶隴港,高雄港,118,118
2021/2/17 上午 12:00:00,印度,那瓦夏瓦,印度尼西亞,泗水港,高雄港,182,184
2021/2/17 上午 12:00:00,印度,那瓦夏瓦,馬來西亞,亞庇(哥打京那巴魯),高雄港,28,28
2021/2/17 上午 12:00:00,印度,那瓦夏瓦,馬來西亞,平多羅,高雄港,22,24
2021/2/17 上午 12:00:00,印度,那瓦夏瓦,馬來西亞,關丹,高雄港,20,40
2021/2/17 上午 12:00:00,新加坡,新加坡港,泰國,曼谷,高雄港,2,2
2021/2/18 上午 12:00:00,印度尼西亞,雅加達,菲律賓,馬尼拉南港,高雄港,1,1
2021/2/18 上午 12:00:00,新加坡,新加坡港,越南,緬它,高雄港,364,700
2021/2/18 上午 12:00:00,越南,卡萊港,印度尼西亞,雅加達,高雄港,2,4
2021/2/18 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉北港,高雄港,1,1
2021/2/18 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉南港,高雄港,1,1
