時間,國內港,地區別,貨物別,價值(新臺幣千元),重量(公噸)
102年10月,麥寮港,加拿大,化學或有關工業產品,166039,36740
102年10月,麥寮港,澳洲,化學或有關工業產品,299536,66150
102年10月,麥寮港,香港,塑膠橡膠及其製品,162027,2971
102年10月,麥寮港,中國大陸,塑膠橡膠及其製品,430206,8758
102年11月,麥寮港,中國大陸,"機械用具電機設備,電視影像錄音機",271295,486
102年11月,麥寮港,馬來西亞,"機械用具電機設備,電視影像錄音機",45599,289
102年11月,麥寮港,中國大陸,動植物油脂及其分解物,687,16
102年11月,麥寮港,香港,礦產品,2299868,79667
102年11月,麥寮港,中國大陸,礦產品,1333254,58133
102年11月,麥寮港,越南,礦產品,1617500,65954
102年11月,麥寮港,馬來西亞,礦產品,3963442,149261
102年11月,麥寮港,新加坡,礦產品,2709072,96793
102年11月,麥寮港,菲律賓,礦產品,8708210,322558
102年11月,麥寮港,印尼,礦產品,1611824,58460
102年11月,麥寮港,印度,礦產品,123409,3831
102年11月,麥寮港,阿拉伯聯合大公國,礦產品,75566,2459
102年11月,麥寮港,土耳其,礦產品,45131,1481
102年11月,麥寮港,澳洲,礦產品,2333169,87272
102年11月,麥寮港,大洋洲其他地區,礦產品,1219660,45987
102年11月,麥寮港,日本,化學或有關工業產品,72629,7500
102年11月,麥寮港,韓國,化學或有關工業產品,697642,14875
102年11月,麥寮港,中國大陸,化學或有關工業產品,16200190,433173
102年11月,麥寮港,越南,化學或有關工業產品,399048,13601
102年11月,麥寮港,泰國,化學或有關工業產品,11362,875
102年11月,麥寮港,新加坡,化學或有關工業產品,201522,8251
102年11月,麥寮港,印尼,化學或有關工業產品,545451,14000
102年11月,麥寮港,印度,化學或有關工業產品,317559,13582
102年11月,麥寮港,美國,化學或有關工業產品,49210,11000
102年11月,麥寮港,加拿大,化學或有關工業產品,68222,15250
102年11月,麥寮港,澳洲,化學或有關工業產品,345819,76650
102年11月,麥寮港,香港,塑膠橡膠及其製品,369312,7362
102年11月,麥寮港,中國大陸,塑膠橡膠及其製品,686865,14843
102年12月,麥寮港,中國大陸,"機械用具電機設備,電視影像錄音機",11859,17
102年12月,麥寮港,香港,礦產品,3693745,123882
102年12月,麥寮港,中國大陸,礦產品,1632180,116875
102年12月,麥寮港,越南,礦產品,2058672,78670
102年12月,麥寮港,馬來西亞,礦產品,2227124,79113
102年12月,麥寮港,新加坡,礦產品,7252413,269086
102年12月,麥寮港,菲律賓,礦產品,13011109,469791
102年12月,麥寮港,印尼,礦產品,2670447,96753
102年12月,麥寮港,印度,礦產品,104714,3189
102年12月,麥寮港,亞洲其他地區,礦產品,239373,8750
102年12月,麥寮港,紐西蘭,礦產品,1153143,41905
102年12月,麥寮港,大洋洲其他地區,礦產品,1860358,68418
102年12月,麥寮港,日本,化學或有關工業產品,83025,2205
102年12月,麥寮港,韓國,化學或有關工業產品,176678,4200
102年12月,麥寮港,香港,化學或有關工業產品,288409,6000
102年12月,麥寮港,中國大陸,化學或有關工業產品,14564120,399564
102年12月,麥寮港,越南,化學或有關工業產品,219631,6200
102年12月,麥寮港,泰國,化學或有關工業產品,370988,10104
102年12月,麥寮港,馬來西亞,化學或有關工業產品,167763,5250
102年12月,麥寮港,新加坡,化學或有關工業產品,350277,17601
102年12月,麥寮港,印尼,化學或有關工業產品,564891,14480
102年12月,麥寮港,印度,化學或有關工業產品,262636,14597
102年12月,麥寮港,巴基斯坦,化學或有關工業產品,43534,3135
102年12月,麥寮港,美國,化學或有關工業產品,55388,1000
102年12月,麥寮港,加拿大,化學或有關工業產品,37841,8400
102年12月,麥寮港,澳洲,化學或有關工業產品,37195,8200
102年12月,麥寮港,香港,塑膠橡膠及其製品,388652,7616
102年12月,麥寮港,中國大陸,塑膠橡膠及其製品,637111,13892
103年01月,麥寮港,日本,礦產品,1005511,33743
103年01月,麥寮港,香港,礦產品,1176333,40998
103年01月,麥寮港,中國大陸,礦產品,2824433,191210
103年01月,麥寮港,越南,礦產品,3682741,139953
103年01月,麥寮港,馬來西亞,礦產品,3561722,127989
103年01月,麥寮港,新加坡,礦產品,2066785,71533
103年01月,麥寮港,菲律賓,礦產品,13556348,486985
103年01月,麥寮港,印尼,礦產品,253395,12528
103年01月,麥寮港,印度,礦產品,90082,2722
103年01月,麥寮港,孟加拉,礦產品,32178,945
103年01月,麥寮港,阿拉伯聯合大公國,礦產品,90269,2923
103年01月,麥寮港,澳洲,礦產品,3321440,118437
103年01月,麥寮港,大洋洲其他地區,礦產品,195196,7171
103年01月,麥寮港,荷蘭,礦產品,1207544,41125
103年01月,麥寮港,日本,化學或有關工業產品,281802,11500
103年01月,麥寮港,韓國,化學或有關工業產品,367007,11600
103年01月,麥寮港,香港,化學或有關工業產品,152227,3000
103年01月,麥寮港,中國大陸,化學或有關工業產品,20297111,541150
103年01月,麥寮港,越南,化學或有關工業產品,276924,9200
103年01月,麥寮港,新加坡,化學或有關工業產品,535452,22115
103年01月,麥寮港,菲律賓,化學或有關工業產品,420897,10130
103年01月,麥寮港,印尼,化學或有關工業產品,427437,11100
103年01月,麥寮港,印度,化學或有關工業產品,503367,33822
103年01月,麥寮港,美國,化學或有關工業產品,131292,28850
103年01月,麥寮港,加拿大,化學或有關工業產品,118909,26250
103年01月,麥寮港,澳洲,化學或有關工業產品,263285,56250
103年01月,麥寮港,香港,塑膠橡膠及其製品,297661,5804
103年01月,麥寮港,中國大陸,塑膠橡膠及其製品,861560,18897
103年01月,麥寮港,泰國,塑膠橡膠及其製品,5673,108
103年02月,麥寮港,香港,礦產品,2414904,82050
103年02月,麥寮港,中國大陸,礦產品,2767218,137449
103年02月,麥寮港,越南,礦產品,2561609,98710
103年02月,麥寮港,馬來西亞,礦產品,4059666,170348
103年02月,麥寮港,新加坡,礦產品,4755899,156298
103年02月,麥寮港,菲律賓,礦產品,13250144,480635
103年02月,麥寮港,印度,礦產品,145391,4514
103年02月,麥寮港,沙烏地阿拉伯,礦產品,2015708,74689
103年02月,麥寮港,土耳其,礦產品,66569,2117
103年02月,麥寮港,非洲其他地區,礦產品,853135,31523
103年02月,麥寮港,澳洲,礦產品,836951,27299
103年02月,麥寮港,大洋洲其他地區,礦產品,1091496,39802
103年02月,麥寮港,日本,化學或有關工業產品,167089,9000
103年02月,麥寮港,韓國,化學或有關工業產品,580490,14625
103年02月,麥寮港,中國大陸,化學或有關工業產品,16022099,419849
103年02月,麥寮港,越南,化學或有關工業產品,286281,9050
103年02月,麥寮港,泰國,化學或有關工業產品,51571,3406
103年02月,麥寮港,馬來西亞,化學或有關工業產品,10005,2100
103年02月,麥寮港,新加坡,化學或有關工業產品,507958,22647
103年02月,麥寮港,菲律賓,化學或有關工業產品,98514,2300
103年02月,麥寮港,印度,化學或有關工業產品,182840,7200
103年02月,麥寮港,巴基斯坦,化學或有關工業產品,55914,3819
103年02月,麥寮港,土耳其,化學或有關工業產品,116014,2180
103年02月,麥寮港,美國,化學或有關工業產品,572767,70100
103年02月,麥寮港,加拿大,化學或有關工業產品,52807,11600
103年02月,麥寮港,澳洲,化學或有關工業產品,39946,8600
103年02月,麥寮港,香港,塑膠橡膠及其製品,72985,1353
103年02月,麥寮港,中國大陸,塑膠橡膠及其製品,560538,11650
103年03月,麥寮港,馬來西亞,"機械用具電機設備,電視影像錄音機",45488,425
103年03月,麥寮港,中國大陸,動植物油脂及其分解物,1348,32
103年03月,麥寮港,韓國,礦產品,66638,2000
103年03月,麥寮港,香港,礦產品,1151638,41127
103年03月,麥寮港,中國大陸,礦產品,1740611,99341
103年03月,麥寮港,越南,礦產品,5267713,193988
103年03月,麥寮港,馬來西亞,礦產品,5517595,208843
103年03月,麥寮港,新加坡,礦產品,11368270,402038
103年03月,麥寮港,菲律賓,礦產品,5304069,192210
103年03月,麥寮港,印尼,礦產品,422889,15331
103年03月,麥寮港,印度,礦產品,154987,4800
103年03月,麥寮港,孟加拉,礦產品,53739,1900
103年03月,麥寮港,沙烏地阿拉伯,礦產品,1883844,67523
103年03月,麥寮港,埃及,礦產品,1927661,69644
103年03月,麥寮港,澳洲,礦產品,37466,1245
103年03月,麥寮港,荷蘭,礦產品,1925445,65976
103年03月,麥寮港,日本,化學或有關工業產品,323568,12507
103年03月,麥寮港,韓國,化學或有關工業產品,942234,22784
103年03月,麥寮港,香港,化學或有關工業產品,298765,6000
103年03月,麥寮港,中國大陸,化學或有關工業產品,17778527,491457
103年03月,麥寮港,越南,化學或有關工業產品,434999,15039
103年03月,麥寮港,泰國,化學或有關工業產品,72999,5030
103年03月,麥寮港,馬來西亞,化學或有關工業產品,160415,4796
103年03月,麥寮港,新加坡,化學或有關工業產品,851417,32740
103年03月,麥寮港,菲律賓,化學或有關工業產品,199704,4450
103年03月,麥寮港,印尼,化學或有關工業產品,317535,7750
103年03月,麥寮港,印度,化學或有關工業產品,167026,6073
103年03月,麥寮港,美國,化學或有關工業產品,1169023,64853
103年03月,麥寮港,加拿大,化學或有關工業產品,77996,17164
103年03月,麥寮港,墨西哥,化學或有關工業產品,213263,5000
103年03月,麥寮港,巴西,化學或有關工業產品,38730,1186
103年03月,麥寮港,澳洲,化學或有關工業產品,354065,76650
103年03月,麥寮港,香港,塑膠橡膠及其製品,221780,4027
103年03月,麥寮港,中國大陸,塑膠橡膠及其製品,714818,14041
103年04月,麥寮港,韓國,礦產品,68757,1995
103年04月,麥寮港,香港,礦產品,1102309,40153
103年04月,麥寮港,中國大陸,礦產品,1736097,98942
103年04月,麥寮港,越南,礦產品,2215642,98798
103年04月,麥寮港,馬來西亞,礦產品,2324599,99906
103年04月,麥寮港,新加坡,礦產品,4231266,151426
103年04月,麥寮港,菲律賓,礦產品,7634150,275111
103年04月,麥寮港,印尼,礦產品,1854816,61514
103年04月,麥寮港,柬埔寨,礦產品,320460,11663
103年04月,麥寮港,沙烏地阿拉伯,礦產品,3738919,135876
103年04月,麥寮港,土耳其,礦產品,68170,2161
103年04月,麥寮港,非洲其他地區,礦產品,1789921,64890
103年04月,麥寮港,澳洲,礦產品,1242172,44098
103年04月,麥寮港,日本,化學或有關工業產品,315068,7100
103年04月,麥寮港,韓國,化學或有關工業產品,493773,11834
103年04月,麥寮港,香港,化學或有關工業產品,429461,9000
103年04月,麥寮港,中國大陸,化學或有關工業產品,14428457,397936
103年04月,麥寮港,越南,化學或有關工業產品,281689,9510
103年04月,麥寮港,馬來西亞,化學或有關工業產品,174968,5250
103年04月,麥寮港,新加坡,化學或有關工業產品,932515,35557
103年04月,麥寮港,菲律賓,化學或有關工業產品,32187,1200
103年04月,麥寮港,印尼,化學或有關工業產品,200494,5025
103年04月,麥寮港,印度,化學或有關工業產品,307191,16113
103年04月,麥寮港,巴基斯坦,化學或有關工業產品,40774,2951
103年04月,麥寮港,土耳其,化學或有關工業產品,112446,2477
103年04月,麥寮港,美國,化學或有關工業產品,370506,10000
103年04月,麥寮港,澳洲,化學或有關工業產品,351302,76100
103年04月,麥寮港,比利時,化學或有關工業產品,300007,7350
103年04月,麥寮港,德國,化學或有關工業產品,451408,11950
103年04月,麥寮港,香港,塑膠橡膠及其製品,100073,1836
103年04月,麥寮港,中國大陸,塑膠橡膠及其製品,435430,9071
103年05月,麥寮港,韓國,礦產品,116052,3990
103年05月,麥寮港,香港,礦產品,3065801,109252
103年05月,麥寮港,中國大陸,礦產品,1997551,108240
103年05月,麥寮港,越南,礦產品,1545320,61899
103年05月,麥寮港,馬來西亞,礦產品,2564782,92406
103年05月,麥寮港,新加坡,礦產品,4854076,168872
103年05月,麥寮港,菲律賓,礦產品,7046981,254369
103年05月,麥寮港,印尼,礦產品,617146,25167
103年05月,麥寮港,印度,礦產品,115215,3658
103年05月,麥寮港,沙烏地阿拉伯,礦產品,1896366,68661
103年05月,麥寮港,大洋洲其他地區,礦產品,241414,8757
103年05月,麥寮港,日本,化學或有關工業產品,91864,2204
103年05月,麥寮港,韓國,化學或有關工業產品,876244,21615
103年05月,麥寮港,中國大陸,化學或有關工業產品,15208437,432022
103年05月,麥寮港,越南,化學或有關工業產品,213835,7300
103年05月,麥寮港,泰國,化學或有關工業產品,200493,8400
103年05月,麥寮港,馬來西亞,化學或有關工業產品,305616,8400
103年05月,麥寮港,新加坡,化學或有關工業產品,1105230,46752
103年05月,麥寮港,菲律賓,化學或有關工業產品,94642,2000
103年05月,麥寮港,印尼,化學或有關工業產品,375124,9100
103年05月,麥寮港,印度,化學或有關工業產品,168619,12192
103年05月,麥寮港,美國,化學或有關工業產品,1298274,74100
103年05月,麥寮港,加拿大,化學或有關工業產品,51484,11550
103年05月,麥寮港,澳洲,化學或有關工業產品,334449,74550
103年05月,麥寮港,中國大陸,塑膠橡膠及其製品,3208,110
103年06月,麥寮港,越南,"機械用具電機設備,電視影像錄音機",81548,471
103年06月,麥寮港,香港,礦產品,1013372,38026
103年06月,麥寮港,中國大陸,礦產品,1431949,99476
103年06月,麥寮港,越南,礦產品,1166897,48934
103年06月,麥寮港,馬來西亞,礦產品,2334278,102599
103年06月,麥寮港,新加坡,礦產品,7963186,281535
103年06月,麥寮港,菲律賓,礦產品,5597271,205072
103年06月,麥寮港,印尼,礦產品,389829,14626
103年06月,麥寮港,印度,礦產品,93763,3009
103年06月,麥寮港,澳洲,礦產品,1990809,69924
103年06月,麥寮港,日本,化學或有關工業產品,174140,9355
103年06月,麥寮港,韓國,化學或有關工業產品,1193923,29000
103年06月,麥寮港,香港,化學或有關工業產品,139407,3000
103年06月,麥寮港,中國大陸,化學或有關工業產品,14468653,409378
103年06月,麥寮港,越南,化學或有關工業產品,396433,13600
103年06月,麥寮港,泰國,化學或有關工業產品,13685,1000
103年06月,麥寮港,馬來西亞,化學或有關工業產品,227997,6550
103年06月,麥寮港,新加坡,化學或有關工業產品,438629,19679
103年06月,麥寮港,菲律賓,化學或有關工業產品,96662,2350
103年06月,麥寮港,印尼,化學或有關工業產品,524663,12650
103年06月,麥寮港,印度,化學或有關工業產品,501861,39024
103年06月,麥寮港,巴基斯坦,化學或有關工業產品,44827,3080
103年06月,麥寮港,美國,化學或有關工業產品,51051,11497
103年06月,麥寮港,加拿大,化學或有關工業產品,44392,9998
103年06月,麥寮港,委內瑞拉,化學或有關工業產品,231685,5600
103年06月,麥寮港,澳洲,化學或有關工業產品,216504,47200
