時間,臺灣港口,貨物別,地區別,重量(公噸)
098年01月,基隆港,大理石花崗石,河南鄭州,16344
098年01月,基隆港,大理石花崗石,福建福州,46000
098年01月,基隆港,大理石花崗石,福建馬尾,6500
098年01月,基隆港,大理石花崗石,上海,22
098年01月,基隆港,砂礫,福建福州,222344
098年01月,基隆港,砂礫,福建馬尾,81070
098年01月,基隆港,砂礫,福建廈門,21888
098年01月,基隆港,其他,上海,5
098年02月,基隆港,大理石花崗石,河南鄭州,16000
098年02月,基隆港,大理石花崗石,福建城澳,6500
098年02月,基隆港,大理石花崗石,福建福州,24500
098年02月,基隆港,砂礫,福建福州,120058
098年02月,基隆港,砂礫,福建馬尾,84000
098年02月,基隆港,砂礫,福建廈門,22900
098年03月,基隆港,大理石花崗石,福建福州,16900
098年03月,基隆港,砂礫,福建福州,257658
098年03月,基隆港,砂礫,福建馬尾,107260
098年03月,基隆港,長石、霞石,福建福州,1634
098年03月,基隆港,其他,福建福州,2000
098年04月,基隆港,高嶺土,廣東廣州,4050
098年04月,基隆港,大理石花崗石,廣東廣州,19300
098年04月,基隆港,大理石花崗石,福建福州,21600
098年04月,基隆港,大理石花崗石,福建廈門,4
098年04月,基隆港,大理石花崗石,福建漳州,16000
098年04月,基隆港,砂礫,福建福州,232466
098年04月,基隆港,砂礫,福建馬尾,99880
098年04月,基隆港,水泥,江蘇張家港,22000
098年04月,基隆港,長石、霞石,廣東廣州,1702
098年04月,基隆港,爐石,江蘇張家港,4969
098年05月,基隆港,大理石花崗石,福建城澳,23400
098年05月,基隆港,大理石花崗石,福建馬尾,14500
098年05月,基隆港,大理石花崗石,廣東沙田,18000
098年05月,基隆港,砂礫,福建福州,297000
098年05月,基隆港,砂礫,福建馬尾,59380
098年05月,基隆港,化工原料,遼寧大連,3119
098年06月,基隆港,大理石花崗石,河南鄭州,17200
098年06月,基隆港,大理石花崗石,福建福州,16720
098年06月,基隆港,大理石花崗石,廣東沙田,17500
098年06月,基隆港,砂礫,福建福州,256870
098年06月,基隆港,砂礫,福建馬尾,77452
098年06月,基隆港,化工原料,遼寧大連,2973
098年07月,基隆港,大理石花崗石,福建城澳,23500
098年07月,基隆港,大理石花崗石,廣東沙田,23800
098年07月,基隆港,砂礫,福建福州,239029
098年07月,基隆港,砂礫,福建馬尾,95720
098年07月,基隆港,長石、霞石,廣東沙田,4025
098年08月,基隆港,大理石花崗石,福建城澳,33950
098年08月,基隆港,大理石花崗石,福建福州,6150
098年08月,基隆港,大理石花崗石,廣東沙田,19200
098年08月,基隆港,大理石花崗石,福建漳州,16800
098年08月,基隆港,砂礫,廣東廣州,48290
098年08月,基隆港,砂礫,福建福州,174420
098年08月,基隆港,砂礫,廣東黃埔,35300
098年08月,基隆港,砂礫,福建馬尾,71940
098年08月,基隆港,爐石,上海,11400
098年08月,基隆港,其他,上海,2
098年09月,基隆港,大理石花崗石,福建城澳,14350
098年09月,基隆港,大理石花崗石,福建福州,24700
098年09月,基隆港,大理石花崗石,廣東沙田,19300
098年09月,基隆港,大理石花崗石,福建漳州,6200
098年09月,基隆港,砂礫,廣東廣州,63400
098年09月,基隆港,砂礫,福建福州,106340
098年09月,基隆港,砂礫,廣東黃埔,79520
098年09月,基隆港,砂礫,福建馬尾,20990
098年09月,基隆港,砂礫,湖南－－,23700
098年09月,基隆港,水泥,江蘇張家港,15000
098年10月,基隆港,大理石花崗石,福建城澳,29901
098年10月,基隆港,大理石花崗石,福建廈門,40502
098年10月,基隆港,砂礫,廣東廣州,119000
098年10月,基隆港,砂礫,廣東黃埔,100450
098年10月,基隆港,砂礫,福建廈門,78690
098年10月,基隆港,水泥,山東日照,18279
098年10月,基隆港,水泥,江蘇張家港,38000
098年11月,基隆港,高嶺土,廣東沙田,1000
098年11月,基隆港,大理石花崗石,福建城澳,34000
098年11月,基隆港,大理石花崗石,福建福州,2980
098年11月,基隆港,大理石花崗石,福建漳州,26112
098年11月,基隆港,砂礫,廣東廣州,95760
098年11月,基隆港,砂礫,廣東黃埔,139980
098年11月,基隆港,砂礫,福建廈門,69973
098年11月,基隆港,水泥,山東日照,9208
098年11月,基隆港,水泥,江蘇泰州,46000
098年11月,基隆港,長石、霞石,廣東沙田,2631
098年12月,基隆港,大理石花崗石,福建城澳,33900
098年12月,基隆港,大理石花崗石,福建泉州,8850
098年12月,基隆港,大理石花崗石,福建松下,8980
098年12月,基隆港,砂礫,廣東廣州,140760
098年12月,基隆港,砂礫,廣東黃埔,103200
098年12月,基隆港,砂礫,福建廈門,125799
098年12月,基隆港,水泥,山東日照,9239
098年12月,基隆港,水泥,江蘇泰州,38000
099年01月,基隆港,大理石花崗石,福建城澳,33700
099年01月,基隆港,大理石花崗石,福建泉州,18010
099年01月,基隆港,大理石花崗石,福建廈門,21000
099年01月,基隆港,大理石花崗石,福建漳州,6200
099年01月,基隆港,砂礫,廣東廣州,219012
099年01月,基隆港,砂礫,廣東黃埔,81000
099年01月,基隆港,砂礫,福建廈門,62617
099年01月,基隆港,砂礫,福建漳州,22600
099年01月,基隆港,水泥,山東日照,4200
099年01月,基隆港,水泥,江蘇泰州,23000
099年01月,基隆港,水泥,江蘇張家港,15000
099年01月,基隆港,長石、霞石,廣東沙田,5262
099年01月,基隆港,其他,上海,13
099年02月,基隆港,大理石花崗石,福建城澳,16900
099年02月,基隆港,大理石花崗石,福建泉州,8902
099年02月,基隆港,大理石花崗石,福建廈門,53800
099年02月,基隆港,砂礫,廣東廣州,83838
099年02月,基隆港,砂礫,廣東黃埔,36800
099年02月,基隆港,砂礫,福建廈門,81730
099年02月,基隆港,水泥,江蘇張家港,46000
099年02月,基隆港,化工原料,遼寧大連,3103
099年02月,基隆港,肥料,江蘇連雲港,4500
099年02月,基隆港,肥料,山東煙臺,4828
099年03月,基隆港,大理石花崗石,福建福州,29700
099年03月,基隆港,大理石花崗石,福建泉州,15100
099年03月,基隆港,大理石花崗石,福建松下,8640
099年03月,基隆港,大理石花崗石,福建廈門,68500
099年03月,基隆港,砂礫,廣東廣州,79430
099年03月,基隆港,砂礫,廣東黃埔,20000
099年03月,基隆港,砂礫,福建廈門,152750
099年03月,基隆港,水泥,江蘇泰州,15000
099年03月,基隆港,化工原料,廣東珠海,4628
099年03月,基隆港,其他,上海,78
099年04月,基隆港,大理石花崗石,福建福州,49708
099年04月,基隆港,大理石花崗石,福建泉州,9100
099年04月,基隆港,大理石花崗石,福建廈門,63953
099年04月,基隆港,砂礫,廣東廣州,128349
099年04月,基隆港,砂礫,廣東黃埔,60000
099年04月,基隆港,砂礫,福建廈門,84579
099年04月,基隆港,水泥,江蘇泰州,38000
099年04月,基隆港,水泥,江蘇張家港,15000
099年05月,基隆港,大理石花崗石,福建城澳,13350
099年05月,基隆港,大理石花崗石,福建福州,25880
099年05月,基隆港,大理石花崗石,福建泉州,27300
099年05月,基隆港,大理石花崗石,福建廈門,72539
099年05月,基隆港,大理石花崗石,福建漳州,22000
099年05月,基隆港,砂礫,廣東廣州,109580
099年05月,基隆港,砂礫,廣東黃埔,70822
099年05月,基隆港,砂礫,廣東黃埔新港,17300
099年05月,基隆港,砂礫,福建馬尾,19000
099年05月,基隆港,砂礫,福建廈門,57121
099年05月,基隆港,水泥,江蘇張家港,30000
099年05月,基隆港,其他,遼寧錦州,3017
099年05月,基隆港,其他,廣東蛇口,14
099年06月,基隆港,大理石花崗石,福建城澳,50800
099年06月,基隆港,大理石花崗石,福建泉州,18200
099年06月,基隆港,大理石花崗石,福建廈門,82185
099年06月,基隆港,砂礫,廣東廣州,48310
099年06月,基隆港,砂礫,廣東黃埔,40555
099年06月,基隆港,砂礫,福建馬尾,57000
099年06月,基隆港,砂礫,福建廈門,67537
099年06月,基隆港,水泥,江蘇泰州,38000
099年06月,基隆港,肥料,江蘇南通,3296
099年06月,基隆港,其他,遼寧錦州,3807
099年07月,基隆港,大理石花崗石,福建城澳,34000
099年07月,基隆港,大理石花崗石,福建泉州,9100
099年07月,基隆港,大理石花崗石,福建廈門,114800
099年07月,基隆港,砂礫,廣東廣州,24030
099年07月,基隆港,砂礫,廣東黃埔,128878
099年07月,基隆港,砂礫,福建廈門,74807
099年07月,基隆港,水泥,江蘇泰州,43000
099年07月,基隆港,肥料,河北秦皇島,5500
099年08月,基隆港,大理石花崗石,福建城澳,33900
099年08月,基隆港,大理石花崗石,福建廈門,166097
099年08月,基隆港,砂礫,廣東廣州,57930
099年08月,基隆港,砂礫,廣東黃埔,34840
099年08月,基隆港,砂礫,福建馬尾,77500
099年08月,基隆港,砂礫,福建廈門,76801
099年08月,基隆港,水泥,江蘇泰州,45000
099年08月,基隆港,肥料,遼寧大連,5000
099年08月,基隆港,其他,廣東蛇口,23
099年09月,基隆港,大理石花崗石,福建城澳,33800
099年09月,基隆港,大理石花崗石,福建廈門,104322
099年09月,基隆港,砂礫,廣東廣州,23280
099年09月,基隆港,砂礫,福建馬尾,77500
099年09月,基隆港,砂礫,福建廈門,107207
099年09月,基隆港,水泥,江蘇泰州,25000
099年09月,基隆港,其他,遼寧錦州,3024
099年09月,基隆港,其他,廣東蛇口,12
099年10月,基隆港,大理石花崗石,福建城澳,50600
099年10月,基隆港,大理石花崗石,福建廈門,153425
099年10月,基隆港,砂礫,福建福州,6919
099年10月,基隆港,砂礫,廣東黃埔,16000
099年10月,基隆港,砂礫,福建馬尾,19500
099年10月,基隆港,砂礫,福建廈門,140966
099年10月,基隆港,水泥,江蘇泰州,30000
099年10月,基隆港,水泥,江蘇張家港,15000
099年10月,基隆港,其他,遼寧錦州,3840
099年11月,基隆港,大理石花崗石,福建城澳,65100
099年11月,基隆港,大理石花崗石,福建廈門,138806
099年11月,基隆港,大理石花崗石,福建漳州,5900
099年11月,基隆港,砂礫,廣東黃埔,19500
099年11月,基隆港,砂礫,福建馬尾,14000
099年11月,基隆港,砂礫,福建廈門,145386
099年11月,基隆港,水泥,江蘇泰州,15000
099年11月,基隆港,肥料,河北秦皇島,5500
100年01月,基隆港,大理石花崗石,福建城澳,51400
100年01月,基隆港,大理石花崗石,福建廈門,254936
100年01月,基隆港,砂礫,福建廈門,176948
100年01月,基隆港,水泥,江蘇泰州,30000
100年02月,基隆港,大理石花崗石,福建城澳,17300
100年02月,基隆港,大理石花崗石,福建廈門,129572
100年02月,基隆港,大理石花崗石,福建漳州,16500
100年02月,基隆港,砂礫,廣東黃埔,58990
100年02月,基隆港,砂礫,福建廈門,120614
100年02月,基隆港,水泥,江蘇泰州,40000
100年02月,基隆港,肥料,江蘇連雲港,6074
100年03月,基隆港,大理石花崗石,福建城澳,50700
100年03月,基隆港,大理石花崗石,廣東東莞,6000
100年03月,基隆港,大理石花崗石,福建廈門,149323
100年03月,基隆港,砂礫,福建城澳,41600
100年03月,基隆港,砂礫,福建廈門,169230
100年03月,基隆港,水泥,江蘇泰州,40000
100年03月,基隆港,肥料,山東煙臺,3000
100年03月,基隆港,其他,遼寧錦州,5087
100年04月,基隆港,大理石花崗石,福建城澳,30000
100年04月,基隆港,大理石花崗石,福建廈門,180713
100年04月,基隆港,大理石花崗石,福建漳州,16800
100年04月,基隆港,砂礫,福建福州,6500
100年04月,基隆港,砂礫,廣東黃埔,16650
100年04月,基隆港,砂礫,福建廈門,173167
100年05月,基隆港,大理石花崗石,福建城澳,50800
100年05月,基隆港,大理石花崗石,福建廈門,117797
100年05月,基隆港,大理石花崗石,福建漳州,17000
100年05月,基隆港,砂礫,福建城澳,6520
100年05月,基隆港,砂礫,廣東黃埔,34290
100年05月,基隆港,砂礫,福建廈門,155692
100年05月,基隆港,鋼材,上海,1
100年05月,基隆港,其他,遼寧錦州,5046
100年05月,基隆港,其他,上海,6
100年06月,基隆港,大理石花崗石,福建城澳,34000
100年06月,基隆港,大理石花崗石,福建福州,20717
100年06月,基隆港,大理石花崗石,福建廈門,135983
100年06月,基隆港,大理石花崗石,福建漳州,19072
100年06月,基隆港,砂礫,福建城澳,12002
100年06月,基隆港,砂礫,福建廈門,149840
100年07月,基隆港,大理石花崗石,福建城澳,41400
100年07月,基隆港,大理石花崗石,福建廈門,160507
100年07月,基隆港,大理石花崗石,福建漳州,19221
100年07月,基隆港,砂礫,福建城澳,12216
100年07月,基隆港,砂礫,福建廈門,132036
100年07月,基隆港,化工原料,遼寧大連,2878
100年07月,基隆港,鋼材,天津新港,243
100年07月,基隆港,其他,遼寧錦州,5040
100年08月,基隆港,大理石花崗石,福建城澳,33600
100年08月,基隆港,大理石花崗石,福建廈門,124333
100年08月,基隆港,大理石花崗石,福建漳州,19611
100年08月,基隆港,砂礫,福建城澳,12124
100年08月,基隆港,砂礫,福建廈門,141840
100年08月,基隆港,其他,遼寧錦州,5025
100年09月,基隆港,大理石花崗石,福建城澳,50700
100年09月,基隆港,大理石花崗石,福建廈門,249644
100年09月,基隆港,砂礫,福建城澳,18200
100年09月,基隆港,砂礫,福建廈門,119468
100年09月,基隆港,肥料,山東煙臺,4967
100年10月,基隆港,大理石花崗石,福建城澳,68800
100年10月,基隆港,大理石花崗石,福建廈門,300338
100年10月,基隆港,砂礫,福建城澳,17560
100年10月,基隆港,砂礫,福建廈門,108481
100年10月,基隆港,其他,遼寧錦州,4994
100年11月,基隆港,大理石花崗石,福建城澳,33050
100年11月,基隆港,大理石花崗石,福建廈門,288527
100年11月,基隆港,砂礫,福建城澳,23713
100年11月,基隆港,砂礫,福建廈門,66224
100年11月,基隆港,肥料,山東龍口,5478
100年12月,基隆港,大理石花崗石,福建城澳,33500
100年12月,基隆港,大理石花崗石,福建廈門,219539
100年12月,基隆港,砂礫,福建城澳,5950
100年12月,基隆港,砂礫,福建廈門,89572
100年12月,基隆港,其他,遼寧錦州,5025
101年01月,基隆港,大理石花崗石,福建城澳,51050
101年01月,基隆港,大理石花崗石,福建廈門,289493
101年01月,基隆港,砂礫,福建城澳,17756
101年01月,基隆港,砂礫,福建廈門,91834
101年01月,基隆港,其他,遼寧錦州,4985
101年01月,基隆港,其他,上海,45
101年02月,基隆港,大理石花崗石,福建廈門,288620
101年02月,基隆港,砂礫,福建城澳,11468
101年02月,基隆港,砂礫,福建廈門,21200
101年03月,基隆港,大理石花崗石,福建城澳,50461
101年03月,基隆港,大理石花崗石,福建廈門,265923
101年03月,基隆港,砂礫,福建城澳,22935
101年03月,基隆港,砂礫,福建廈門,90039
101年03月,基隆港,其他,遼寧錦州,4806
101年04月,基隆港,大理石花崗石,福建城澳,50900
101年04月,基隆港,大理石花崗石,福建廈門,292950
101年04月,基隆港,砂礫,福建城澳,18244
101年04月,基隆港,砂礫,福建廈門,114186
101年05月,基隆港,大理石花崗石,福建城澳,49900
101年05月,基隆港,大理石花崗石,遼寧大連,19112
101年05月,基隆港,大理石花崗石,福建廈門,228544
101年05月,基隆港,砂礫,福建城澳,30793
101年05月,基隆港,砂礫,福建廈門,66302
101年05月,基隆港,肥料,江蘇連雲港,4993
101年06月,基隆港,大理石花崗石,福建城澳,50600
101年06月,基隆港,大理石花崗石,福建廈門,246350
101年06月,基隆港,砂礫,福建城澳,12352
101年06月,基隆港,砂礫,福建廈門,153116
101年06月,基隆港,其他,遼寧錦州,4817
101年07月,基隆港,大理石花崗石,福建城澳,34200
101年07月,基隆港,大理石花崗石,福建廈門,298435
101年07月,基隆港,砂礫,福建廈門,133333
101年07月,基隆港,其他,上海,2
101年08月,基隆港,大理石花崗石,福建城澳,16600
101年08月,基隆港,大理石花崗石,福建福州,17000
101年08月,基隆港,大理石花崗石,福建廈門,277600
101年08月,基隆港,砂礫,福建城澳,24014
101年08月,基隆港,砂礫,福建廈門,117613
101年08月,基隆港,肥料,廣東鹽田,5250
101年09月,基隆港,大理石花崗石,福建城澳,50100
101年09月,基隆港,大理石花崗石,福建廈門,155143
101年09月,基隆港,大理石花崗石,福建漳州,39000
101年09月,基隆港,砂礫,福建城澳,40000
101年09月,基隆港,砂礫,福建廈門,209324
101年09月,基隆港,化工原料,遼寧鱍魚圈,9565
101年09月,基隆港,肥料,江蘇南通,4901
101年09月,基隆港,其他,遼寧錦州,5031
101年10月,基隆港,高嶺土,福建福州,5244
101年10月,基隆港,大理石花崗石,福建城澳,36900
101年10月,基隆港,大理石花崗石,福建廈門,248018
101年10月,基隆港,大理石花崗石,福建漳州,57542
101年10月,基隆港,砂礫,福建城澳,16500
101年10月,基隆港,砂礫,福建廈門,209760
101年10月,基隆港,化工原料,遼寧鱍魚圈,9560
101年10月,基隆港,肥料,江蘇南通,3101
101年11月,基隆港,大理石花崗石,福建城澳,48994
101年11月,基隆港,大理石花崗石,福建福州,6372
101年11月,基隆港,大理石花崗石,福建廈門,149139
101年11月,基隆港,大理石花崗石,福建漳州,98522
101年11月,基隆港,砂礫,福建城澳,9574
101年11月,基隆港,砂礫,福建廈門,211933
101年11月,基隆港,肥料,山東煙臺,5500
101年11月,基隆港,肥料,江蘇張家港,6000
101年11月,基隆港,其他,遼寧錦州,4856
101年12月,基隆港,大理石花崗石,福建城澳,42068
101年12月,基隆港,大理石花崗石,福建廈門,165015
101年12月,基隆港,大理石花崗石,福建漳州,37704
101年12月,基隆港,砂礫,福建城澳,24074
101年12月,基隆港,砂礫,福建廈門,209224
101年12月,基隆港,其他,上海,421
102年01月,基隆港,大理石花崗石,福建城澳,30709
102年01月,基隆港,大理石花崗石,福建廈門,121857
102年01月,基隆港,砂礫,福建城澳,13821
102年01月,基隆港,砂礫,福建廈門,261441
102年01月,基隆港,其他,遼寧錦州,5044
102年01月,基隆港,其他,上海,95
102年02月,基隆港,大理石花崗石,福建城澳,16550
102年02月,基隆港,大理石花崗石,福建廈門,112511
102年02月,基隆港,砂礫,福建廈門,171655
102年02月,基隆港,其他,山東青島,1
102年03月,基隆港,大理石花崗石,福建廈門,230610
102年03月,基隆港,砂礫,福建廈門,250462
102年03月,基隆港,肥料,江蘇連雲港,4998
102年03月,基隆港,其他,遼寧錦州,5080
102年03月,基隆港,其他,山東青島,19
102年04月,基隆港,大理石花崗石,福建廈門,192736
102年04月,基隆港,砂礫,福建廈門,191184
102年04月,基隆港,其他,上海,123
102年05月,基隆港,大理石花崗石,福建城澳,16360
102年05月,基隆港,大理石花崗石,福建廈門,243286
102年05月,基隆港,砂礫,福建廈門,129925
102年05月,基隆港,其他,遼寧錦州,6232
102年05月,基隆港,其他,上海,390
102年05月,基隆港,其他,山東青島,2
102年06月,基隆港,大理石花崗石,福建廈門,256252
102年06月,基隆港,砂礫,福建廈門,151507
102年06月,基隆港,化工原料,山東萊州,5019
102年07月,基隆港,大理石花崗石,福建廈門,256331
102年07月,基隆港,砂礫,福建廈門,95559
102年07月,基隆港,其他,遼寧錦州,6241
102年07月,基隆港,其他,上海,291
102年08月,基隆港,大理石花崗石,福建松下,6197
102年08月,基隆港,大理石花崗石,福建廈門,274698
102年08月,基隆港,砂礫,福建廈門,129172
102年08月,基隆港,肥料,山東萊州,6600
102年08月,基隆港,其他,上海,1
102年08月,基隆港,其他,江蘇張家港,935
102年09月,基隆港,大理石花崗石,福建廈門,31000
102年09月,基隆港,砂礫,福建廈門,29000
102年09月,基隆港,其他,遼寧錦州,6718
102年10月,基隆港,大理石花崗石,廣東從化,16600
102年10月,基隆港,大理石花崗石,福建福州,20000
102年10月,基隆港,大理石花崗石,福建廈門,307147
102年10月,基隆港,砂礫,福建廈門,144543
102年10月,基隆港,肥料,江蘇南通,6596
102年10月,基隆港,鋼材,上海,154
102年10月,基隆港,其他,上海,2
102年11月,基隆港,大理石花崗石,福建城澳,6000
102年11月,基隆港,大理石花崗石,福建廈門,234503
102年11月,基隆港,砂礫,福建城澳,4000
102年11月,基隆港,砂礫,福建廈門,105237
102年11月,基隆港,肥料,廣東赤灣,5500
102年11月,基隆港,其他,遼寧錦州,6993
102年12月,基隆港,大理石花崗石,福建松下,22609
102年12月,基隆港,大理石花崗石,福建廈門,271275
102年12月,基隆港,砂礫,福建廈門,84720
103年01月,基隆港,大理石花崗石,福建城澳,16593
103年01月,基隆港,大理石花崗石,福建松下,41608
103年01月,基隆港,大理石花崗石,福建廈門,213330
103年01月,基隆港,砂礫,福建廈門,91517
103年01月,基隆港,肥料,江蘇南通,6120
103年01月,基隆港,其他,遼寧錦州,6114
103年01月,基隆港,其他,上海,395
103年02月,基隆港,大理石花崗石,福建松下,21000
103年02月,基隆港,大理石花崗石,福建廈門,123094
103年02月,基隆港,砂礫,福建廈門,27282
103年03月,基隆港,大理石花崗石,福建城澳,20000
103年03月,基隆港,大理石花崗石,福建福州,12700
103年03月,基隆港,大理石花崗石,廣東黃埔,46088
103年03月,基隆港,大理石花崗石,福建松下,41551
103年03月,基隆港,大理石花崗石,福建廈門,177166
103年03月,基隆港,砂礫,福建福州,7300
103年03月,基隆港,砂礫,福建廈門,56060
103年03月,基隆港,肥料,廣西北海,2624
103年03月,基隆港,肥料,山東青島,5000
103年03月,基隆港,其他,遼寧錦州,4900
103年03月,基隆港,其他,上海,326
103年04月,基隆港,大理石花崗石,福建城澳,56937
103年04月,基隆港,大理石花崗石,廣東黃埔,69180
103年04月,基隆港,大理石花崗石,福建松下,9625
103年04月,基隆港,大理石花崗石,福建廈門,192171
103年04月,基隆港,砂礫,福建廈門,46599
103年04月,基隆港,肥料,山東青島,6571
103年04月,基隆港,其他,遼寧錦州,6080
103年04月,基隆港,其他,上海,94
103年05月,基隆港,大理石花崗石,福建城澳,9947
103年05月,基隆港,大理石花崗石,廣東黃埔,67618
103年05月,基隆港,大理石花崗石,福建廈門,152060
103年05月,基隆港,砂礫,福建廈門,87419
103年05月,基隆港,其他,上海,26
103年06月,基隆港,大理石花崗石,福建城澳,9704
103年06月,基隆港,大理石花崗石,廣東黃埔,67483
103年06月,基隆港,大理石花崗石,福建松下,43576
103年06月,基隆港,大理石花崗石,福建廈門,124686
103年06月,基隆港,砂礫,福建廈門,63278
103年06月,基隆港,肥料,廣西欽州,3200
103年06月,基隆港,鋼材,江蘇靖江,476
103年06月,基隆港,其他,遼寧錦州,5190
103年07月,基隆港,大理石花崗石,福建城澳,7500
103年07月,基隆港,大理石花崗石,福建福州,15482
103年07月,基隆港,大理石花崗石,廣東黃埔,22000
103年07月,基隆港,大理石花崗石,福建松下,21500
103年07月,基隆港,大理石花崗石,福建廈門,137112
103年07月,基隆港,大理石花崗石,福建漳州,6000
103年07月,基隆港,砂礫,福建廈門,69268
103年07月,基隆港,砂礫,福建漳州,14000
103年07月,基隆港,鋼材,江蘇靖江,476
103年07月,基隆港,其他,上海,2
103年08月,基隆港,大理石花崗石,福建城澳,14000
103年08月,基隆港,大理石花崗石,福建松下,21078
103年08月,基隆港,大理石花崗石,福建廈門,191085
103年08月,基隆港,大理石花崗石,福建漳州,13249
103年08月,基隆港,砂礫,福建廈門,74369
103年08月,基隆港,砂礫,福建漳州,8605
103年08月,基隆港,肥料,山東龍口,4400
103年08月,基隆港,其他,遼寧錦州,6051
103年09月,基隆港,大理石花崗石,福建松下,21770
103年09月,基隆港,大理石花崗石,福建廈門,215135
103年09月,基隆港,砂礫,福建廈門,85835
103年09月,基隆港,其他,遼寧錦州,6019
103年10月,基隆港,大理石花崗石,福建廈門,220328
103年10月,基隆港,砂礫,福建廈門,50593
103年10月,基隆港,肥料,山東青島,5500
103年10月,基隆港,鋼材,江蘇靖江,476
103年10月,基隆港,其他,上海,6
103年11月,基隆港,大理石花崗石,福建松下,21500
103年11月,基隆港,大理石花崗石,福建廈門,183582
103年11月,基隆港,大理石花崗石,福建漳州,47844
103年11月,基隆港,砂礫,福建廈門,108041
103年11月,基隆港,其他,遼寧錦州,4995
103年12月,基隆港,大理石花崗石,福建城澳,9988
103年12月,基隆港,大理石花崗石,福建松下,20000
103年12月,基隆港,大理石花崗石,福建廈門,217444
103年12月,基隆港,大理石花崗石,福建漳州,48174
103年12月,基隆港,砂礫,福建廈門,67739
103年12月,基隆港,其他,遼寧錦州,5014
103年12月,基隆港,其他,上海,117
104年01月,基隆港,高嶺土,廣西北海,6263
104年01月,基隆港,大理石花崗石,福建松下,20625
104年01月,基隆港,大理石花崗石,福建廈門,145761
104年01月,基隆港,大理石花崗石,福建漳州,68855
104年01月,基隆港,砂礫,福建廈門,69218
104年01月,基隆港,砂礫,福建漳州,5397
104年01月,基隆港,鋼材,江蘇靖江,476
104年01月,基隆港,其他,遼寧錦州,5097
104年01月,基隆港,其他,上海,163
104年02月,基隆港,大理石花崗石,福建城澳,18112
104年02月,基隆港,大理石花崗石,福建廈門,76124
104年02月,基隆港,大理石花崗石,福建漳州,23467
104年02月,基隆港,砂礫,福建廈門,50150
104年02月,基隆港,化工原料,上海,2
104年02月,基隆港,燃料油,山東青島,35800
104年02月,基隆港,其他,遼寧錦州,5013
104年03月,基隆港,大理石花崗石,福建城澳,15000
104年03月,基隆港,大理石花崗石,福建松下,21967
104年03月,基隆港,大理石花崗石,福建廈門,159559
104年03月,基隆港,大理石花崗石,福建漳州,71705
104年03月,基隆港,砂礫,福建廈門,78291
104年03月,基隆港,鋼材,江蘇靖江,476
104年03月,基隆港,其他,上海,125
104年04月,基隆港,大理石花崗石,福建城澳,10118
104年04月,基隆港,大理石花崗石,福建松下,21786
104年04月,基隆港,大理石花崗石,福建廈門,158639
104年04月,基隆港,大理石花崗石,福建漳州,48215
104年04月,基隆港,砂礫,福建廈門,70622
104年04月,基隆港,其他,遼寧錦州,6049
104年04月,基隆港,其他,上海,1
104年05月,基隆港,大理石花崗石,福建城澳,38000
104年05月,基隆港,大理石花崗石,福建廈門,147794
104年05月,基隆港,大理石花崗石,福建漳州,86431
104年05月,基隆港,砂礫,福建廈門,73435
104年05月,基隆港,砂礫,福建漳州,9710
104年05月,基隆港,化工原料,福建廈門,55
104年05月,基隆港,燃料油,山東青島,37100
104年05月,基隆港,鋼材,江蘇靖江,476
104年05月,基隆港,其他,浙江寧波,13
104年05月,基隆港,其他,上海,7
104年06月,基隆港,大理石花崗石,福建城澳,29670
104年06月,基隆港,大理石花崗石,福建松下,9979
104年06月,基隆港,大理石花崗石,福建廈門,156901
104年06月,基隆港,砂礫,福建松下,3800
104年06月,基隆港,砂礫,福建廈門,54507
104年06月,基隆港,鋼材,廣東黃埔,80
104年06月,基隆港,其他,遼寧錦州,6056
104年06月,基隆港,其他,浙江寧波,13
104年06月,基隆港,其他,上海,6
104年07月,基隆港,大理石花崗石,福建城澳,46626
104年07月,基隆港,大理石花崗石,福建松下,10426
104年07月,基隆港,大理石花崗石,福建廈門,193349
104年07月,基隆港,大理石花崗石,福建漳州,38997
104年07月,基隆港,砂礫,福建松下,3750
104年07月,基隆港,砂礫,福建廈門,72902
104年07月,基隆港,砂礫,福建漳州,10631
104年07月,基隆港,其他,遼寧錦州,6042
104年08月,基隆港,大理石花崗石,福建城澳,37493
104年08月,基隆港,大理石花崗石,福建松下,1565
104年08月,基隆港,大理石花崗石,福建廈門,164554
104年08月,基隆港,大理石花崗石,福建漳州,18379
104年08月,基隆港,砂礫,福建松下,4066
104年08月,基隆港,砂礫,福建廈門,55530
104年08月,基隆港,砂礫,福建漳州,5781
104年08月,基隆港,燃料油,江蘇南京,29022
104年08月,基隆港,肥料,天津,6083
104年08月,基隆港,鋼材,江蘇靖江,476
104年08月,基隆港,其他,上海,6
104年09月,基隆港,大理石花崗石,福建城澳,30248
104年09月,基隆港,大理石花崗石,福建廈門,188084
104年09月,基隆港,大理石花崗石,福建漳州,24320
104年09月,基隆港,砂礫,福建松下,8000
104年09月,基隆港,砂礫,福建廈門,59791
104年09月,基隆港,肥料,山東煙臺,5000
104年09月,基隆港,其他,遼寧大連,16
104年09月,基隆港,其他,遼寧錦州,5110
104年10月,基隆港,大理石花崗石,福建城澳,29264
104年10月,基隆港,大理石花崗石,福建松下,4273
104年10月,基隆港,大理石花崗石,福建廈門,149946
104年10月,基隆港,大理石花崗石,福建漳州,73219
