時間,臺灣港口,國內/國外,地區別,貨物別,重量(公噸)
102年05月,蘇澳港,國外,新加坡,水泥,68850
102年06月,蘇澳港,國內,臺中港,水泥,12800
102年06月,蘇澳港,國外,亞洲其他,水泥,8000
102年06月,蘇澳港,國外,日本,肥料,1500
102年07月,蘇澳港,國內,臺中港,水泥,48000
102年07月,蘇澳港,國外,亞洲其他,水泥,8000
102年07月,蘇澳港,國外,新加坡,水泥,37750
102年07月,蘇澳港,國外,日本,肥料,2100
102年07月,蘇澳港,國外,阿曼,其他,38
102年08月,蘇澳港,國內,基隆港,水泥,20300
102年08月,蘇澳港,國內,臺中港,水泥,10000
102年08月,蘇澳港,國外,亞洲其他,水泥,8300
102年08月,蘇澳港,國外,新加坡,水泥,69200
102年08月,蘇澳港,國外,日本,肥料,1500
102年09月,蘇澳港,國內,臺中港,水泥,17003
102年09月,蘇澳港,國內,高雄港,水泥,17100
102年09月,蘇澳港,國外,亞洲其他,水泥,8000
102年09月,蘇澳港,國外,大洋洲其他,水泥,500
102年09月,蘇澳港,國外,中國大陸,氧化鐵,5000
102年10月,蘇澳港,國內,高雄港,水泥,70824
102年10月,蘇澳港,國外,新加坡,水泥,36500
102年11月,蘇澳港,國內,臺中港,水泥,17100
102年11月,蘇澳港,國外,亞洲其他,水泥,7140
102年11月,蘇澳港,國外,大洋洲其他,水泥,1360
102年11月,蘇澳港,國外,新加坡,水泥,38000
102年11月,蘇澳港,國外,日本,肥料,1500
102年12月,蘇澳港,國內,臺中港,水泥,42700
102年12月,蘇澳港,國外,亞洲其他,水泥,7000
102年12月,蘇澳港,國外,香港,水泥,12800
102年12月,蘇澳港,國外,新加坡,水泥,37400
102年12月,蘇澳港,國外,日本,肥料,1500
103年01月,蘇澳港,國內,臺中港,水泥,37600
103年01月,蘇澳港,國外,新加坡,水泥,33000
103年01月,蘇澳港,國外,日本,肥料,1500
103年02月,蘇澳港,國內,高雄港,水泥,45900
103年02月,蘇澳港,國外,亞洲其他,水泥,8500
103年02月,蘇澳港,國外,新加坡,水泥,31200
103年02月,蘇澳港,國外,日本,肥料,3000
103年03月,蘇澳港,國內,臺中港,水泥,25600
103年03月,蘇澳港,國內,高雄港,水泥,12800
103年03月,蘇澳港,國外,亞洲其他,水泥,5000
103年03月,蘇澳港,國外,大洋洲其他,水泥,1650
103年03月,蘇澳港,國外,新加坡,水泥,37900
103年03月,蘇澳港,國外,孟加拉,鋼材,30054
103年04月,蘇澳港,國內,臺中港,水泥,25600
103年04月,蘇澳港,國內,高雄港,水泥,12800
103年04月,蘇澳港,國外,亞洲其他,水泥,7000
103年04月,蘇澳港,國外,大洋洲其他,水泥,1000
103年04月,蘇澳港,國外,新加坡,水泥,37000
103年04月,蘇澳港,國外,孟加拉,鋼材,39699
103年05月,蘇澳港,國內,臺中港,水泥,25600
103年05月,蘇澳港,國外,新加坡,水泥,34000
103年05月,蘇澳港,國外,孟加拉,鋼材,40015
103年06月,蘇澳港,國內,臺中港,水泥,17100
103年06月,蘇澳港,國內,高雄港,水泥,12800
103年06月,蘇澳港,國內,和平港,水泥,12400
103年06月,蘇澳港,國外,亞洲其他,水泥,7000
103年07月,蘇澳港,國內,臺中港,水泥,47000
103年07月,蘇澳港,國外,新加坡,水泥,37800
103年07月,蘇澳港,國內,基隆港,燃料油,3758
103年07月,蘇澳港,國外,日本,肥料,3000
103年07月,蘇澳港,國外,越南,鋼材,1774
103年08月,蘇澳港,國內,臺中港,水泥,38400
103年08月,蘇澳港,國外,亞洲其他,水泥,7000
103年08月,蘇澳港,國外,新加坡,水泥,38500
103年08月,蘇澳港,國內,基隆港,燃料油,3787
103年09月,蘇澳港,國內,臺中港,水泥,29900
103年09月,蘇澳港,國內,高雄港,水泥,34200
103年09月,蘇澳港,國內,高雄港,燃料油,4681
103年09月,蘇澳港,國外,日本,肥料,1500
103年10月,蘇澳港,國內,臺中港,水泥,79000
103年10月,蘇澳港,國內,高雄港,水泥,17100
103年10月,蘇澳港,國外,亞洲其他,水泥,6500
103年10月,蘇澳港,國外,大洋洲其他,水泥,1550
103年10月,蘇澳港,國外,日本,肥料,1500
103年11月,蘇澳港,國內,基隆港,水泥,17100
103年11月,蘇澳港,國內,臺中港,水泥,45100
103年11月,蘇澳港,國內,高雄港,水泥,34200
103年11月,蘇澳港,國外,亞洲其他,水泥,7000
103年11月,蘇澳港,國外,日本,肥料,1500
103年11月,蘇澳港,國外,孟加拉,鋼材,39886
103年11月,蘇澳港,國外,越南,鋼材,2349
103年11月,蘇澳港,國外,越南,其他,160
103年12月,蘇澳港,國內,基隆港,水泥,17100
103年12月,蘇澳港,國內,臺中港,水泥,84400
104年01月,蘇澳港,國內,臺中港,水泥,52800
104年01月,蘇澳港,國外,亞洲其他,水泥,7150
104年01月,蘇澳港,國外,大洋洲其他,水泥,1700
104年02月,蘇澳港,國內,臺中港,水泥,47000
104年02月,蘇澳港,國內,高雄港,水泥,12800
104年02月,蘇澳港,國外,亞洲其他,水泥,7000
104年02月,蘇澳港,國外,大洋洲其他,水泥,1360
104年02月,蘇澳港,國外,日本,肥料,1500
104年03月,蘇澳港,國內,基隆港,水泥,20300
104年03月,蘇澳港,國內,高雄港,水泥,38400
104年03月,蘇澳港,國內,安平港,水泥,40600
104年03月,蘇澳港,國內,高雄港,燃料油,14247
104年03月,蘇澳港,國外,日本,肥料,3000
104年03月,蘇澳港,國外,加拿大,其他,7317
104年04月,蘇澳港,國內,臺中港,水泥,25600
104年04月,蘇澳港,國內,高雄港,水泥,20300
104年04月,蘇澳港,國外,亞洲其他,水泥,6450
104年04月,蘇澳港,國外,大洋洲其他,水泥,1360
104年05月,蘇澳港,國內,臺中港,水泥,48000
104年05月,蘇澳港,國內,安平港,水泥,20300
104年05月,蘇澳港,國外,亞洲其他,水泥,7000
104年05月,蘇澳港,國外,大洋洲其他,水泥,2000
104年05月,蘇澳港,國外,日本,肥料,3000
104年06月,蘇澳港,國內,臺中港,水泥,45900
104年07月,蘇澳港,國內,臺中港,水泥,12800
104年07月,蘇澳港,國內,高雄港,水泥,20300
104年07月,蘇澳港,國外,亞洲其他,水泥,5725
104年07月,蘇澳港,國外,大洋洲其他,水泥,1500
104年08月,蘇澳港,國內,臺中港,水泥,25600
104年08月,蘇澳港,國內,高雄港,水泥,30300
104年08月,蘇澳港,國外,亞洲其他,水泥,7300
104年08月,蘇澳港,國外,日本,肥料,1500
104年09月,蘇澳港,國內,基隆港,水泥,20975
104年09月,蘇澳港,國內,臺中港,水泥,35200
104年09月,蘇澳港,國內,高雄港,水泥,33100
104年09月,蘇澳港,國內,金門港,水泥,11800
104年10月,蘇澳港,國內,臺中港,水泥,41300
104年10月,蘇澳港,國內,高雄港,水泥,20300
104年10月,蘇澳港,國外,亞洲其他,水泥,6450
104年10月,蘇澳港,國外,大洋洲其他,水泥,1365
104年10月,蘇澳港,國外,日本,肥料,1500
104年11月,蘇澳港,國內,臺中港,水泥,37600
104年12月,蘇澳港,國內,臺中港,水泥,60200
104年12月,蘇澳港,國內,高雄港,水泥,32300
104年12月,蘇澳港,國外,日本,肥料,1500
104年12月,蘇澳港,國外,加拿大,其他,5198
105年01月,蘇澳港,國內,臺中港,水泥,33100
105年01月,蘇澳港,國內,高雄港,水泥,24800
105年01月,蘇澳港,國內,安平港,水泥,12000
105年01月,蘇澳港,國外,亞洲其他,水泥,6500
105年01月,蘇澳港,國外,大洋洲其他,水泥,3000
105年01月,蘇澳港,國外,美國,其他,7258
105年02月,蘇澳港,國內,基隆港,水泥,20300
105年02月,蘇澳港,國內,臺中港,水泥,45900
105年02月,蘇澳港,國內,高雄港,水泥,12800
105年02月,蘇澳港,國內,安平港,水泥,32300
105年02月,蘇澳港,國外,亞洲其他,水泥,5990
105年02月,蘇澳港,國外,大洋洲其他,水泥,3200
105年03月,蘇澳港,國內,臺中港,水泥,95050
105年03月,蘇澳港,國內,高雄港,水泥,25600
105年03月,蘇澳港,國外,亞洲其他,水泥,4540
105年03月,蘇澳港,國外,大洋洲其他,水泥,2725
105年03月,蘇澳港,國內,高雄港,燃料油,15719
105年03月,蘇澳港,國外,日本,肥料,3000
105年04月,蘇澳港,國內,臺中港,水泥,85400
105年04月,蘇澳港,國外,日本,肥料,2700
105年05月,蘇澳港,國內,臺中港,水泥,25600
105年05月,蘇澳港,國外,亞洲其他,水泥,4000
105年05月,蘇澳港,國外,大洋洲其他,水泥,3200
105年05月,蘇澳港,國外,孟加拉,鋼材,9006
105年05月,蘇澳港,國外,加拿大,其他,6884
105年06月,蘇澳港,國內,臺中港,水泥,71500
105年06月,蘇澳港,國內,高雄港,水泥,17100
105年06月,蘇澳港,國外,亞洲其他,水泥,3500
105年06月,蘇澳港,國外,大洋洲其他,水泥,3500
105年06月,蘇澳港,國外,泰國,鋼材,10385
105年07月,蘇澳港,國內,臺中港,水泥,68300
105年07月,蘇澳港,國外,亞洲其他,水泥,3500
105年07月,蘇澳港,國外,大洋洲其他,水泥,3500
105年07月,蘇澳港,國外,日本,肥料,5000
105年07月,蘇澳港,國外,加拿大,其他,9371
105年08月,蘇澳港,國內,臺中港,水泥,75800
105年08月,蘇澳港,國內,安平港,水泥,36800
105年08月,蘇澳港,國外,亞洲其他,水泥,6750
105年08月,蘇澳港,國外,大洋洲其他,水泥,6750
105年08月,蘇澳港,國內,高雄港,燃料油,21569
105年08月,蘇澳港,國外,日本,肥料,3200
105年09月,蘇澳港,國內,臺中港,水泥,75700
105年09月,蘇澳港,國外,亞洲其他,水泥,3000
105年09月,蘇澳港,國外,大洋洲其他,水泥,3000
105年09月,蘇澳港,國外,加拿大,其他,8483
105年10月,蘇澳港,國內,臺中港,水泥,12800
105年10月,蘇澳港,國內,高雄港,水泥,11745
105年10月,蘇澳港,國外,日本,肥料,1800
105年10月,蘇澳港,國內,臺中港,鋼材,10107
105年10月,蘇澳港,國內,高雄港,鋼材,10895
105年10月,蘇澳港,國外,韓國,鋼材,11936
105年10月,蘇澳港,國外,斯里蘭卡,鋼材,10107
105年10月,蘇澳港,國外,加拿大,其他,10895
105年11月,蘇澳港,國內,臺中港,水泥,67500
105年11月,蘇澳港,國內,和平港,水泥,20300
105年11月,蘇澳港,國外,亞洲其他,水泥,2450
105年11月,蘇澳港,國外,大洋洲其他,水泥,3175
105年11月,蘇澳港,國外,韓國,鋼材,13511
105年12月,蘇澳港,國內,臺中港,水泥,42500
105年12月,蘇澳港,國內,高雄港,水泥,25600
105年12月,蘇澳港,國外,亞洲其他,水泥,2500
105年12月,蘇澳港,國外,日本,水泥,800
105年12月,蘇澳港,國外,大洋洲其他,水泥,3000
106年01月,蘇澳港,國內,臺中港,水泥,38400
106年01月,蘇澳港,國內,高雄港,水泥,20300
106年01月,蘇澳港,國外,韓國,鋼材,26862
106年01月,蘇澳港,國外,斯里蘭卡,鋼材,9646
106年02月,蘇澳港,國內,臺中港,水泥,53100
106年02月,蘇澳港,國內,高雄港,水泥,3310
106年02月,蘇澳港,國內,安平港,水泥,22800
106年02月,蘇澳港,國外,亞洲其他,水泥,2275
106年02月,蘇澳港,國外,大洋洲其他,水泥,2730
106年02月,蘇澳港,國外,韓國,鋼材,14260
106年03月,蘇澳港,國內,臺中港,水泥,33100
106年03月,蘇澳港,國內,安平港,水泥,12800
106年03月,蘇澳港,國外,日本,肥料,5000
106年03月,蘇澳港,國外,韓國,鋼材,9669
106年04月,蘇澳港,國內,臺中港,水泥,37100
106年04月,蘇澳港,國內,安平港,水泥,12000
106年04月,蘇澳港,國外,亞洲其他,水泥,5500
106年04月,蘇澳港,國外,大洋洲其他,水泥,2500
106年04月,蘇澳港,國外,日本,肥料,3000
106年04月,蘇澳港,國外,韓國,鋼材,9709
106年05月,蘇澳港,國內,臺中港,水泥,51200
106年05月,蘇澳港,國內,高雄港,水泥,12800
106年05月,蘇澳港,國外,韓國,鋼材,6523
106年06月,蘇澳港,國內,臺中港,水泥,50600
106年06月,蘇澳港,國內,高雄港,水泥,12000
106年06月,蘇澳港,國外,亞洲其他,水泥,7000
106年06月,蘇澳港,國外,大洋洲其他,水泥,1800
106年07月,蘇澳港,國內,基隆港,水泥,33100
106年07月,蘇澳港,國內,臺中港,水泥,45900
106年07月,蘇澳港,國內,高雄港,水泥,12000
106年07月,蘇澳港,國外,日本,肥料,3000
106年08月,蘇澳港,國內,臺中港,水泥,12800
106年08月,蘇澳港,國內,高雄港,水泥,20300
106年08月,蘇澳港,國外,亞洲其他,水泥,5400
106年08月,蘇澳港,國外,大洋洲其他,水泥,2200
106年08月,蘇澳港,國外,日本,肥料,3000
106年08月,蘇澳港,國外,韓國,鋼材,22209
106年09月,蘇澳港,國內,臺中港,水泥,59400
106年09月,蘇澳港,國內,高雄港,燃料油,14707
106年09月,蘇澳港,國外,日本,肥料,1800
106年09月,蘇澳港,國外,韓國,鋼材,9566
106年09月,蘇澳港,國外,菲律賓,鋼材,24753
106年10月,蘇澳港,國內,臺中港,水泥,23200
106年10月,蘇澳港,國內,高雄港,水泥,12000
106年10月,蘇澳港,國內,安平港,水泥,12000
106年10月,蘇澳港,國外,亞洲其他,水泥,5600
106年10月,蘇澳港,國外,大洋洲其他,水泥,2900
106年10月,蘇澳港,國外,印尼,鋼材,15741
106年10月,蘇澳港,國外,菲律賓,鋼材,9002
106年10月,蘇澳港,國外,韓國,廢鐵,5500
106年11月,蘇澳港,國內,臺中港,水泥,12800
106年11月,蘇澳港,國外,中國大陸,化工原料,3000
106年11月,蘇澳港,國外,印尼,鋼材,10458
106年11月,蘇澳港,國外,菲律賓,鋼材,10290
106年12月,蘇澳港,國內,臺中港,水泥,18800
106年12月,蘇澳港,國內,和平港,水泥,12000
106年12月,蘇澳港,國外,韓國,其他,7456
107年01月,蘇澳港,國內,臺中港,水泥,64300
107年01月,蘇澳港,國內,高雄港,水泥,1200
107年01月,蘇澳港,國內,安平港,水泥,20300
107年01月,蘇澳港,國外,亞洲其他,水泥,5400
107年01月,蘇澳港,國外,大洋洲其他,水泥,3000
107年01月,蘇澳港,國外,日本,肥料,3300
107年01月,蘇澳港,國外,韓國,鋼材,9829
107年02月,蘇澳港,國內,臺中港,水泥,32800
107年02月,蘇澳港,國內,高雄港,水泥,16150
107年02月,蘇澳港,國內,和平港,水泥,20400
107年02月,蘇澳港,國外,韓國,其他,15818
107年03月,蘇澳港,國內,基隆港,水泥,22400
107年03月,蘇澳港,國內,臺中港,水泥,85100
107年03月,蘇澳港,國內,高雄港,水泥,12800
107年03月,蘇澳港,國內,和平港,水泥,13900
107年03月,蘇澳港,國外,亞洲其他,水泥,7000
107年03月,蘇澳港,國外,大洋洲其他,水泥,2200
107年03月,蘇澳港,國外,韓國,鋼材,9644
107年03月,蘇澳港,國外,菲律賓,鋼材,12359
107年04月,蘇澳港,國內,基隆港,水泥,33800
107年04月,蘇澳港,國內,臺中港,水泥,53700
107年04月,蘇澳港,國內,基隆港,燃料油,3318
107年04月,蘇澳港,國內,臺中港,燃料油,14789
107年04月,蘇澳港,國外,日本,肥料,3000
107年04月,蘇澳港,國外,菲律賓,鋼材,20587
107年05月,蘇澳港,國內,臺中港,水泥,38400
107年05月,蘇澳港,國內,高雄港,水泥,11500
107年05月,蘇澳港,國內,安平港,水泥,12000
107年05月,蘇澳港,國內,金門港,水泥,12800
107年05月,蘇澳港,國內,和平港,水泥,7400
107年05月,蘇澳港,國外,亞洲其他,水泥,7000
107年05月,蘇澳港,國外,大洋洲其他,水泥,2600
107年05月,蘇澳港,國內,高雄港,柴油,9325
107年06月,蘇澳港,國內,基隆港,水泥,33100
107年06月,蘇澳港,國內,臺中港,水泥,30300
107年06月,蘇澳港,國內,安平港,水泥,12300
107年06月,蘇澳港,國外,日本,肥料,5800
107年06月,蘇澳港,國外,菲律賓,鋼材,20813
107年07月,蘇澳港,國內,基隆港,水泥,11000
107年07月,蘇澳港,國內,臺中港,水泥,50966
107年07月,蘇澳港,國內,和平港,水泥,16400
107年07月,蘇澳港,國外,亞洲其他,水泥,7000
107年07月,蘇澳港,國外,大洋洲其他,水泥,3000
107年07月,蘇澳港,國內,高雄港,其他,10000
107年08月,蘇澳港,國內,臺中港,水泥,69160
107年08月,蘇澳港,國內,和平港,水泥,16400
107年08月,蘇澳港,國內,臺中港,燃料油,5829
107年09月,蘇澳港,國內,臺中港,水泥,42100
107年09月,蘇澳港,國內,和平港,水泥,7100
107年09月,蘇澳港,國內,環島其他,水泥,5900
107年09月,蘇澳港,國外,亞洲其他,水泥,4700
107年09月,蘇澳港,國外,大洋洲其他,水泥,3000
107年09月,蘇澳港,國外,日本,肥料,3600
107年10月,蘇澳港,國內,臺中港,水泥,26900
107年10月,蘇澳港,國內,金門港,水泥,12800
107年10月,蘇澳港,國外,亞洲其他,水泥,4000
107年10月,蘇澳港,國外,大洋洲其他,水泥,2000
107年11月,蘇澳港,國內,臺中港,水泥,52510
107年11月,蘇澳港,國內,安平港,水泥,51100
107年11月,蘇澳港,國內,金門港,水泥,12800
107年12月,蘇澳港,國內,臺中港,水泥,38400
107年12月,蘇澳港,國內,高雄港,燃料油,14523
107年12月,蘇澳港,國外,巴林,其他,23
108年01月,蘇澳港,國內,基隆港,水泥,12570
108年01月,蘇澳港,國內,臺中港,水泥,28700
108年01月,蘇澳港,國內,高雄港,水泥,14000
108年01月,蘇澳港,國外,亞洲其他,水泥,6800
108年01月,蘇澳港,國外,大洋洲其他,水泥,1825
108年02月,蘇澳港,國內,臺中港,水泥,12800
108年02月,蘇澳港,國內,高雄港,水泥,12800
108年02月,蘇澳港,國內,安平港,水泥,12800
108年03月,蘇澳港,國內,基隆港,水泥,12000
108年03月,蘇澳港,國內,臺中港,水泥,83350
108年03月,蘇澳港,國內,高雄港,水泥,18000
108年03月,蘇澳港,國外,亞洲其他,水泥,6500
108年03月,蘇澳港,國外,大洋洲其他,水泥,2600
108年04月,蘇澳港,國內,臺中港,水泥,35200
108年05月,蘇澳港,國內,臺中港,水泥,47600
108年05月,蘇澳港,國內,高雄港,水泥,19200
108年05月,蘇澳港,國外,韓國,鋼材,10354
108年06月,蘇澳港,國內,臺中港,水泥,47200
108年06月,蘇澳港,國內,高雄港,水泥,17100
108年06月,蘇澳港,國內,臺中港,燃料油,10003
108年06月,蘇澳港,國外,日本,肥料,3600
108年06月,蘇澳港,國外,馬來西亞,其他,3960
108年07月,蘇澳港,國內,臺中港,水泥,34200
108年07月,蘇澳港,國內,臺北港,水泥,12800
108年07月,蘇澳港,國內,安平港,水泥,48700
108年07月,蘇澳港,國內,金門港,水泥,12800
108年07月,蘇澳港,國外,亞洲其他,水泥,5630
108年07月,蘇澳港,國外,大洋洲其他,水泥,2450
108年07月,蘇澳港,國外,日本,肥料,2000
108年08月,蘇澳港,國內,基隆港,水泥,22700
108年08月,蘇澳港,國內,臺中港,水泥,48000
108年08月,蘇澳港,國內,高雄港,水泥,12000
108年08月,蘇澳港,國外,亞洲其他,水泥,5650
108年08月,蘇澳港,國外,大洋洲其他,水泥,2725
108年08月,蘇澳港,國外,日本,肥料,2500
108年09月,蘇澳港,國內,基隆港,水泥,22700
108年09月,蘇澳港,國內,臺中港,水泥,61577
108年09月,蘇澳港,國內,高雄港,水泥,22700
108年09月,蘇澳港,國內,和平港,水泥,7900
108年10月,蘇澳港,國內,基隆港,水泥,45400
108年10月,蘇澳港,國內,臺中港,水泥,68300
108年10月,蘇澳港,國外,亞洲其他,水泥,5400
108年10月,蘇澳港,國外,大洋洲其他,水泥,2700
108年11月,蘇澳港,國內,基隆港,水泥,12800
108年11月,蘇澳港,國內,臺中港,水泥,72600
108年12月,蘇澳港,國內,臺中港,水泥,26950
108年12月,蘇澳港,國內,安平港,水泥,12000
108年12月,蘇澳港,國內,環島其他,水泥,12800
108年12月,蘇澳港,國外,亞洲其他,水泥,6590
108年12月,蘇澳港,國外,大洋洲其他,水泥,1000
108年12月,蘇澳港,國外,馬來西亞,其他,5045
109年01月,蘇澳港,國內,基隆港,水泥,17100
109年01月,蘇澳港,國內,臺中港,水泥,48300
109年01月,蘇澳港,國內,高雄港,水泥,56900
109年02月,蘇澳港,國內,基隆港,水泥,19400
109年02月,蘇澳港,國內,臺中港,水泥,48300
109年02月,蘇澳港,國內,高雄港,水泥,17100
109年02月,蘇澳港,國外,亞洲其他,水泥,7000
109年02月,蘇澳港,國外,大洋洲其他,水泥,2100
109年03月,蘇澳港,國內,臺中港,水泥,96700
109年03月,蘇澳港,國內,高雄港,水泥,17100
109年03月,蘇澳港,國外,亞洲其他,水泥,6350
109年03月,蘇澳港,國外,大洋洲其他,水泥,1815
109年03月,蘇澳港,國外,日本,肥料,5200
109年04月,蘇澳港,國內,臺中港,水泥,34200
109年04月,蘇澳港,國內,高雄港,水泥,26800
109年05月,蘇澳港,國內,基隆港,水泥,17100
109年05月,蘇澳港,國內,臺中港,水泥,17100
109年05月,蘇澳港,國外,亞洲其他,水泥,5550
109年05月,蘇澳港,國外,大洋洲其他,水泥,1100
109年06月,蘇澳港,國內,基隆港,水泥,11000
109年06月,蘇澳港,國內,臺中港,水泥,71300
109年06月,蘇澳港,國內,高雄港,水泥,32400
109年06月,蘇澳港,國內,高雄港,燃料油,2394
109年06月,蘇澳港,國外,日本,肥料,3300
109年07月,蘇澳港,國內,臺中港,水泥,82100
109年07月,蘇澳港,國內,安平港,水泥,22700
109年07月,蘇澳港,國外,亞洲其他,水泥,7400
109年07月,蘇澳港,國外,大洋洲其他,水泥,1400
109年07月,蘇澳港,國內,高雄港,燃料油,5488
109年08月,蘇澳港,國內,基隆港,水泥,17100
109年08月,蘇澳港,國內,臺中港,水泥,52600
109年08月,蘇澳港,國內,高雄港,水泥,12800
109年08月,蘇澳港,國外,亞洲其他,水泥,6800
109年08月,蘇澳港,國外,香港,水泥,28800
109年08月,蘇澳港,國外,大洋洲其他,水泥,1360
109年08月,蘇澳港,國外,日本,肥料,6300
109年08月,蘇澳港,國外,馬來西亞,其他,2758
109年09月,蘇澳港,國內,臺中港,水泥,17100
109年09月,蘇澳港,國內,高雄港,水泥,25600
109年09月,蘇澳港,國外,香港,水泥,28900
109年10月,蘇澳港,國內,臺中港,水泥,67500
109年10月,蘇澳港,國內,和平港,水泥,6000
109年10月,蘇澳港,國外,亞洲其他,水泥,6500
109年10月,蘇澳港,國外,大洋洲其他,水泥,1800
109年10月,蘇澳港,國內,高雄港,燃料油,18287
109年11月,蘇澳港,國內,臺中港,水泥,12800
109年11月,蘇澳港,國內,高雄港,水泥,12800
109年11月,蘇澳港,國外,日本,肥料,1360
109年12月,蘇澳港,國內,高雄港,水泥,10000
109年12月,蘇澳港,國內,和平港,水泥,7600
109年12月,蘇澳港,國外,亞洲其他,水泥,6500
109年12月,蘇澳港,國外,大洋洲其他,水泥,1550
110年01月,蘇澳港,國內,基隆港,水泥,29900
110年01月,蘇澳港,國內,臺中港,水泥,25600
110年01月,蘇澳港,國內,高雄港,水泥,26800
110年01月,蘇澳港,國外,亞洲其他,水泥,7270
110年01月,蘇澳港,國外,大洋洲其他,水泥,1000
110年01月,蘇澳港,國內,高雄港,燃料油,10901
110年01月,蘇澳港,國外,韓國,肥料,2000
110年02月,蘇澳港,國內,基隆港,水泥,62500
110年02月,蘇澳港,國內,臺中港,水泥,25600
110年02月,蘇澳港,國內,高雄港,水泥,12800
110年02月,蘇澳港,國外,亞洲其他,水泥,6350
110年02月,蘇澳港,國外,大洋洲其他,水泥,1000
110年02月,蘇澳港,國外,亞洲其他,潤滑油,12
110年03月,蘇澳港,國內,基隆港,水泥,22700
110年03月,蘇澳港,國內,臺中港,水泥,48300
110年03月,蘇澳港,國內,和平港,水泥,12000
110年03月,蘇澳港,國外,亞洲其他,水泥,7000
110年03月,蘇澳港,國外,日本,肥料,1800
110年04月,蘇澳港,國內,基隆港,水泥,17100
110年04月,蘇澳港,國內,臺中港,水泥,42700
110年04月,蘇澳港,國外,亞洲其他,水泥,7000
110年04月,蘇澳港,國外,大洋洲其他,水泥,2000
096年01月,臺北港,國內,高雄港,潤滑油,11177
096年01月,臺北港,國外,澳洲,其他,599
096年01月,臺北港,國外,日本,其他,335
096年01月,臺北港,國外,紐西蘭,其他,31
096年02月,臺北港,國內,高雄港,潤滑油,15270
096年02月,臺北港,國外,澳洲,其他,211
096年02月,臺北港,國外,日本,其他,167
096年02月,臺北港,國外,紐西蘭,其他,31
096年03月,臺北港,國內,高雄港,潤滑油,7430
096年03月,臺北港,國外,澳洲,其他,263
096年03月,臺北港,國外,日本,其他,113
096年03月,臺北港,國外,紐西蘭,其他,124
096年04月,臺北港,國內,高雄港,潤滑油,10070
096年04月,臺北港,國外,澳洲,其他,236
096年04月,臺北港,國外,日本,其他,247
096年04月,臺北港,國外,菲律賓,其他,24
096年05月,臺北港,國內,高雄港,潤滑油,33757
096年05月,臺北港,國外,澳洲,其他,324
096年05月,臺北港,國外,香港,其他,11
096年05月,臺北港,國外,日本,其他,214
096年05月,臺北港,國外,菲律賓,其他,284
096年06月,臺北港,國內,高雄港,潤滑油,6220
096年06月,臺北港,國外,澳洲,其他,443
096年06月,臺北港,國外,紐西蘭,其他,31
096年06月,臺北港,國外,菲律賓,其他,272
096年06月,臺北港,國外,俄羅斯,其他,6
096年07月,臺北港,國內,高雄港,潤滑油,11013
096年07月,臺北港,國外,澳洲,其他,387
096年07月,臺北港,國外,巴林,其他,20
096年07月,臺北港,國外,菲律賓,其他,417
096年07月,臺北港,國外,俄羅斯,其他,22
096年08月,臺北港,國外,澳洲,其他,402
096年08月,臺北港,國外,日本,其他,49
096年08月,臺北港,國外,紐西蘭,其他,31
096年08月,臺北港,國外,菲律賓,其他,306
096年08月,臺北港,國外,俄羅斯,其他,11
096年09月,臺北港,國內,高雄港,潤滑油,14371
096年09月,臺北港,國外,澳洲,其他,459
096年09月,臺北港,國外,巴林,其他,20
096年09月,臺北港,國外,日本,其他,134
096年09月,臺北港,國外,紐西蘭,其他,31
096年09月,臺北港,國外,菲律賓,其他,306
096年10月,臺北港,國內,馬祖港,汽油,1275
096年10月,臺北港,國內,高雄港,潤滑油,14098
096年10月,臺北港,國外,澳洲,其他,362
096年10月,臺北港,國外,巴林,其他,8
096年10月,臺北港,國外,日本,其他,125
096年10月,臺北港,國外,墨西哥,其他,7
096年10月,臺北港,國外,菲律賓,其他,32
096年10月,臺北港,國外,俄羅斯,其他,32
096年10月,臺北港,國外,泰國,其他,4
096年11月,臺北港,國內,高雄港,汽油,2962
096年11月,臺北港,國內,馬祖港,柴油,1358
096年11月,臺北港,國外,韓國,柴油,4867
096年11月,臺北港,國內,高雄港,潤滑油,32696
096年11月,臺北港,國外,澳洲,其他,307
096年11月,臺北港,國外,日本,其他,40
096年11月,臺北港,國外,紐西蘭,其他,93
096年11月,臺北港,國外,菲律賓,其他,13
096年11月,臺北港,國外,俄羅斯,其他,2
096年12月,臺北港,國外,澳洲,其他,29
096年12月,臺北港,國外,巴林,其他,3
096年12月,臺北港,國外,中國大陸,其他,48
096年12月,臺北港,國外,日本,其他,3
096年12月,臺北港,國外,菲律賓,其他,170
096年12月,臺北港,國外,俄羅斯,其他,20
097年01月,臺北港,國外,菲律賓,柴油,2903
097年01月,臺北港,國外,越南,潤滑油,2499
097年01月,臺北港,國外,澳洲,其他,135
097年01月,臺北港,國外,英國,其他,2
097年01月,臺北港,國外,香港,其他,5
097年01月,臺北港,國外,日本,其他,244
097年01月,臺北港,國外,墨西哥,其他,421
097年01月,臺北港,國外,馬來西亞,其他,5
097年01月,臺北港,國外,俄羅斯,其他,16
097年02月,臺北港,國內,高雄港,輕油,4073
097年02月,臺北港,國外,澳洲,其他,490
097年02月,臺北港,國外,巴林,其他,7
097年02月,臺北港,國外,中國大陸,其他,5
097年02月,臺北港,國外,日本,其他,310
097年02月,臺北港,國外,墨西哥,其他,408
