時間,臺灣港口,國內/國外,地區別,貨物別,重量(公噸)
096年01月,基隆港,國外,中國大陸,化工原料,43
096年01月,基隆港,國外,埃及,化工原料,20
096年01月,基隆港,國外,香港,化工原料,11
096年01月,基隆港,國外,巴基斯坦,化工原料,5
096年01月,基隆港,國外,泰國,化工原料,1
096年01月,基隆港,國外,越南,化工原料,60
096年01月,基隆港,國外,印度,瀝青,4208
096年01月,基隆港,國外,日本,瀝青,3440
096年01月,基隆港,國外,越南,瀝青,1514
096年01月,基隆港,國內,臺中港,燃料油,24004
096年01月,基隆港,國內,高雄港,燃料油,13841
096年01月,基隆港,國內,花蓮港,燃料油,14538
096年01月,基隆港,國內,蘇澳港,燃料油,9754
096年01月,基隆港,國外,香港,溶劑油,2
096年01月,基隆港,國外,中國大陸,合成樹脂,43
096年01月,基隆港,國外,香港,合成樹脂,15
096年01月,基隆港,國外,泰國,合成樹脂,5
096年01月,基隆港,國外,阿拉伯聯合大公國,鋼材,1
096年01月,基隆港,國外,中美洲其他,鋼材,4
096年01月,基隆港,國外,中國大陸,鋼材,64
096年01月,基隆港,國外,香港,鋼材,1
096年01月,基隆港,國外,印尼,鋼材,1
096年01月,基隆港,國外,伊朗,鋼材,11
096年01月,基隆港,國外,日本,鋼材,20
096年01月,基隆港,國外,馬來西亞,鋼材,1
096年01月,基隆港,國外,新加坡,鋼材,1
096年01月,基隆港,國外,泰國,鋼材,2
096年01月,基隆港,國外,美國,鋼材,12
096年01月,基隆港,國外,巴基斯坦,電力機械及零件,1
096年01月,基隆港,國外,中國大陸,其他,688
096年01月,基隆港,國外,香港,其他,102
096年01月,基隆港,國外,日本,其他,52
096年02月,基隆港,國外,馬來西亞,高嶺土,1
096年02月,基隆港,國外,中國大陸,化工原料,8
096年02月,基隆港,國外,印尼,化工原料,3
096年02月,基隆港,國外,韓國,化工原料,3
096年02月,基隆港,國外,墨西哥,化工原料,2
096年02月,基隆港,國外,南美洲其他,化工原料,4
096年02月,基隆港,國外,美國,化工原料,40
096年02月,基隆港,國外,越南,化工原料,120
096年02月,基隆港,國外,中國大陸,瀝青,3589
096年02月,基隆港,國外,香港,瀝青,7540
096年02月,基隆港,國內,臺中港,燃料油,19272
096年02月,基隆港,國外,中國大陸,潤滑油,1
096年02月,基隆港,國外,中國大陸,合成樹脂,23
096年02月,基隆港,國外,香港,合成樹脂,4
096年02月,基隆港,國外,泰國,合成樹脂,6
096年02月,基隆港,國外,日本,製材,58
096年02月,基隆港,國外,中美洲其他,鋼材,7
096年02月,基隆港,國外,中國大陸,鋼材,10
096年02月,基隆港,國外,香港,鋼材,1
096年02月,基隆港,國外,日本,鋼材,12
096年02月,基隆港,國外,馬來西亞,鋼材,1
096年02月,基隆港,國外,紐西蘭,鋼材,1
096年02月,基隆港,國外,美國,鋼材,22
096年02月,基隆港,國外,中國大陸,其他,622
096年03月,基隆港,國外,阿曼,動物油脂,2
096年03月,基隆港,國外,馬來西亞,高嶺土,1
096年03月,基隆港,國外,中美洲其他,化工原料,20
096年03月,基隆港,國外,智利,化工原料,3
096年03月,基隆港,國外,中國大陸,化工原料,4
096年03月,基隆港,國外,奈及利亞,化工原料,40
096年03月,基隆港,國外,俄羅斯,化工原料,3
096年03月,基隆港,國外,泰國,化工原料,1
096年03月,基隆港,國外,香港,瀝青,3449
096年03月,基隆港,國外,日本,瀝青,4184
096年03月,基隆港,國外,越南,瀝青,3171
096年03月,基隆港,國內,高雄港,燃料油,9686
096年03月,基隆港,國內,花蓮港,燃料油,14471
096年03月,基隆港,國外,中國大陸,溶劑油,2
096年03月,基隆港,國外,香港,溶劑油,2
096年03月,基隆港,國外,中國大陸,合成樹脂,66
096年03月,基隆港,國外,香港,合成樹脂,12
096年03月,基隆港,國外,泰國,合成樹脂,10
096年03月,基隆港,國外,日本,製材,59
096年03月,基隆港,國外,中國大陸,鋼材,38
096年03月,基隆港,國外,香港,鋼材,2
096年03月,基隆港,國外,日本,鋼材,24
096年03月,基隆港,國外,馬來西亞,鋼材,3
096年03月,基隆港,國外,巴基斯坦,鋼材,2
096年03月,基隆港,國外,新加坡,鋼材,2
096年03月,基隆港,國外,泰國,鋼材,2
096年03月,基隆港,國外,美國,鋼材,34
096年03月,基隆港,國外,越南,鋼材,1
096年03月,基隆港,國外,越南,電力機械及零件,17
096年03月,基隆港,國外,中國大陸,其他,1031
096年03月,基隆港,國外,香港,其他,80
096年03月,基隆港,國外,新加坡,其他,124
096年04月,基隆港,國外,中國大陸,化工原料,3
096年04月,基隆港,國外,印尼,化工原料,2
096年04月,基隆港,國外,韓國,化工原料,2
096年04月,基隆港,國外,墨西哥,化工原料,2
096年04月,基隆港,國外,馬來西亞,化工原料,20
096年04月,基隆港,國外,奈及利亞,化工原料,60
096年04月,基隆港,國外,泰國,化工原料,1
096年04月,基隆港,國外,越南,化工原料,60
096年04月,基隆港,國外,香港,瀝青,7498
096年04月,基隆港,國外,越南,瀝青,3961
096年04月,基隆港,國內,臺中港,燃料油,14789
096年04月,基隆港,國內,花蓮港,燃料油,19270
096年04月,基隆港,國外,香港,溶劑油,3
096年04月,基隆港,國外,中國大陸,合成樹脂,74
096年04月,基隆港,國外,香港,合成樹脂,14
096年04月,基隆港,國外,泰國,合成樹脂,6
096年04月,基隆港,國外,日本,製材,26
096年04月,基隆港,國外,中國大陸,鋼材,89
096年04月,基隆港,國外,香港,鋼材,4
096年04月,基隆港,國外,日本,鋼材,40
096年04月,基隆港,國外,馬來西亞,鋼材,4
096年04月,基隆港,國外,秘魯,鋼材,1
096年04月,基隆港,國外,菲律賓,鋼材,1
096年04月,基隆港,國外,巴基斯坦,鋼材,2
096年04月,基隆港,國外,卡達,鋼材,1
096年04月,基隆港,國外,新加坡,鋼材,3
096年04月,基隆港,國外,泰國,鋼材,36
096年04月,基隆港,國外,美國,鋼材,40
096年04月,基隆港,國外,中國大陸,其他,455
096年04月,基隆港,國外,馬來西亞,其他,51
096年04月,基隆港,國外,土耳其,其他,55
096年04月,基隆港,國外,越南,其他,1
096年05月,基隆港,國外,阿曼,動物油脂,1
096年05月,基隆港,國外,馬來西亞,高嶺土,1
096年05月,基隆港,國外,歐洲其他,高嶺土,1
096年05月,基隆港,國外,中美洲其他,化工原料,23
096年05月,基隆港,國外,中國大陸,化工原料,3
096年05月,基隆港,國外,香港,化工原料,1
096年05月,基隆港,國外,墨西哥,化工原料,3
096年05月,基隆港,國外,南美洲其他,化工原料,4
096年05月,基隆港,國外,沙烏地阿拉伯,化工原料,2
096年05月,基隆港,國外,越南,化工原料,40
096年05月,基隆港,國外,香港,瀝青,4069
096年05月,基隆港,國外,日本,瀝青,3807
096年05月,基隆港,國內,臺中港,燃料油,14618
096年05月,基隆港,國內,高雄港,燃料油,9817
096年05月,基隆港,國內,蘇澳港,燃料油,9671
096年05月,基隆港,國外,智利,潤滑油,1
096年05月,基隆港,國外,香港,溶劑油,3
096年05月,基隆港,國外,中國大陸,合成樹脂,89
096年05月,基隆港,國外,香港,合成樹脂,14
096年05月,基隆港,國外,泰國,合成樹脂,20
096年05月,基隆港,國外,日本,製材,31
096年05月,基隆港,國外,亞洲其他,鋼材,1
096年05月,基隆港,國外,中國大陸,鋼材,80
096年05月,基隆港,國外,香港,鋼材,5
096年05月,基隆港,國外,日本,鋼材,27
096年05月,基隆港,國外,馬來西亞,鋼材,2
096年05月,基隆港,國外,菲律賓,鋼材,1
096年05月,基隆港,國外,美國,鋼材,16
096年05月,基隆港,國外,中國大陸,其他,2275
096年05月,基隆港,國外,菲律賓,其他,4
096年06月,基隆港,國外,中國大陸,化工原料,6
096年06月,基隆港,國外,香港,化工原料,2
096年06月,基隆港,國外,馬來西亞,化工原料,20
096年06月,基隆港,國外,菲律賓,化工原料,2
096年06月,基隆港,國外,越南,化工原料,60
096年06月,基隆港,國外,日本,瀝青,14311
096年06月,基隆港,國外,菲律賓,瀝青,3271
096年06月,基隆港,國外,越南,瀝青,2296
096年06月,基隆港,國內,臺中港,燃料油,14469
096年06月,基隆港,國內,蘇澳港,燃料油,17292
096年06月,基隆港,國外,中國大陸,溶劑油,2
096年06月,基隆港,國外,香港,溶劑油,2
096年06月,基隆港,國外,中國大陸,合成樹脂,75
096年06月,基隆港,國外,香港,合成樹脂,20
096年06月,基隆港,國外,泰國,合成樹脂,5
096年06月,基隆港,國外,日本,製材,37
096年06月,基隆港,國外,中國大陸,鋼材,105
096年06月,基隆港,國外,香港,鋼材,3
096年06月,基隆港,國外,日本,鋼材,179
096年06月,基隆港,國外,新加坡,鋼材,1
096年06月,基隆港,國外,泰國,鋼材,21
096年06月,基隆港,國外,美國,鋼材,19
096年06月,基隆港,國外,越南,鋼材,22
096年06月,基隆港,國外,印尼,鋁廢料,22
096年06月,基隆港,國外,中國大陸,電力機械及零件,2
096年06月,基隆港,國外,越南,電力機械及零件,2
096年06月,基隆港,國外,中國大陸,其他,243
096年06月,基隆港,國外,香港,其他,118
096年07月,基隆港,國外,馬來西亞,高嶺土,1
096年07月,基隆港,國外,中國大陸,化工原料,7
096年07月,基隆港,國外,印尼,化工原料,5
096年07月,基隆港,國外,墨西哥,化工原料,1
096年07月,基隆港,國外,南美洲其他,化工原料,5
096年07月,基隆港,國外,泰國,化工原料,1
096年07月,基隆港,國外,越南,化工原料,60
096年07月,基隆港,國外,中國大陸,瀝青,3825
096年07月,基隆港,國外,香港,瀝青,4149
096年07月,基隆港,國外,馬來西亞,瀝青,2296
096年07月,基隆港,國內,臺中港,燃料油,14538
096年07月,基隆港,國外,中國大陸,潤滑油,14
096年07月,基隆港,國外,香港,潤滑油,1
096年07月,基隆港,國外,中國大陸,溶劑油,1
096年07月,基隆港,國外,香港,溶劑油,2
096年07月,基隆港,國外,中國大陸,合成樹脂,73
096年07月,基隆港,國外,香港,合成樹脂,13
096年07月,基隆港,國外,泰國,合成樹脂,9
096年07月,基隆港,國外,日本,製材,63
096年07月,基隆港,國外,中國大陸,鋼材,87
096年07月,基隆港,國外,香港,鋼材,6
096年07月,基隆港,國外,日本,鋼材,12
096年07月,基隆港,國外,馬來西亞,鋼材,1
096年07月,基隆港,國外,紐西蘭,鋼材,7
096年07月,基隆港,國外,秘魯,鋼材,7
096年07月,基隆港,國外,新加坡,鋼材,1
096年07月,基隆港,國外,泰國,鋼材,9
096年07月,基隆港,國外,美國,鋼材,25
096年07月,基隆港,國外,葉門,鋼材,5
096年07月,基隆港,國外,香港,電力機械及零件,2
096年07月,基隆港,國外,中國大陸,其他,364
096年07月,基隆港,國外,香港,其他,36
096年07月,基隆港,國外,馬來西亞,其他,64
096年08月,基隆港,國外,阿曼,動物油脂,2
096年08月,基隆港,國外,中國大陸,化工原料,6
096年08月,基隆港,國外,香港,化工原料,20
096年08月,基隆港,國外,日本,化工原料,17
096年08月,基隆港,國外,越南,化工原料,80
096年08月,基隆港,國外,香港,瀝青,3123
096年08月,基隆港,國外,日本,瀝青,3808
096年08月,基隆港,國外,馬來西亞,瀝青,3118
096年08月,基隆港,國外,越南,瀝青,3853
096年08月,基隆港,國內,臺中港,燃料油,45019
096年08月,基隆港,國外,中國大陸,溶劑油,2
096年08月,基隆港,國外,香港,溶劑油,2
096年08月,基隆港,國外,中國大陸,合成樹脂,105
096年08月,基隆港,國外,香港,合成樹脂,6
096年08月,基隆港,國外,泰國,合成樹脂,7
096年08月,基隆港,國外,日本,製材,23
096年08月,基隆港,國外,中美洲其他,鋼材,1
096年08月,基隆港,國外,中國大陸,鋼材,100
096年08月,基隆港,國外,香港,鋼材,17
096年08月,基隆港,國外,伊朗,鋼材,2
096年08月,基隆港,國外,日本,鋼材,11
096年08月,基隆港,國外,馬來西亞,鋼材,1
096年08月,基隆港,國外,泰國,鋼材,10
096年08月,基隆港,國外,美國,鋼材,20
096年08月,基隆港,國外,日本,廢鐵,2
096年08月,基隆港,國外,日本,電力機械及零件,161
096年08月,基隆港,國外,巴林,其他,1
096年08月,基隆港,國外,中國大陸,其他,664
096年09月,基隆港,國外,中國大陸,化工原料,9
096年09月,基隆港,國外,香港,化工原料,1
096年09月,基隆港,國外,印尼,化工原料,5
096年09月,基隆港,國外,日本,化工原料,34
096年09月,基隆港,國外,墨西哥,化工原料,2
096年09月,基隆港,國外,馬來西亞,化工原料,40
096年09月,基隆港,國外,南美洲其他,化工原料,6
096年09月,基隆港,國外,泰國,化工原料,1
096年09月,基隆港,國外,越南,化工原料,60
096年09月,基隆港,國外,香港,瀝青,7218
096年09月,基隆港,國外,日本,瀝青,8084
096年09月,基隆港,國外,馬來西亞,瀝青,5570
096年09月,基隆港,國外,紐西蘭,瀝青,4280
096年09月,基隆港,國外,越南,瀝青,2799
096年09月,基隆港,國內,臺中港,燃料油,9653
096年09月,基隆港,國內,高雄港,燃料油,12546
096年09月,基隆港,國內,花蓮港,燃料油,17524
096年09月,基隆港,國外,中國大陸,潤滑油,9
096年09月,基隆港,國外,香港,溶劑油,4
096年09月,基隆港,國外,中國大陸,合成樹脂,64
096年09月,基隆港,國外,香港,合成樹脂,4
096年09月,基隆港,國外,泰國,合成樹脂,20
096年09月,基隆港,國外,日本,製材,59
096年09月,基隆港,國外,中國大陸,鋼材,85
096年09月,基隆港,國外,香港,鋼材,8
096年09月,基隆港,國外,伊朗,鋼材,1
096年09月,基隆港,國外,日本,鋼材,11
096年09月,基隆港,國外,美國,鋼材,13
096年09月,基隆港,國外,越南,鋼材,1
096年09月,基隆港,國外,印尼,電力機械及零件,26
096年09月,基隆港,國外,中國大陸,其他,656
096年09月,基隆港,國外,香港,其他,198
096年09月,基隆港,國外,新加坡,其他,134
096年09月,基隆港,國外,美國,其他,6
096年10月,基隆港,國外,阿曼,動物油脂,1
096年10月,基隆港,國外,中國大陸,化工原料,10
096年10月,基隆港,國外,埃及,化工原料,3
096年10月,基隆港,國外,香港,化工原料,2
096年10月,基隆港,國外,日本,化工原料,25
096年10月,基隆港,國外,馬來西亞,化工原料,106
096年10月,基隆港,國外,美國,化工原料,1
096年10月,基隆港,國外,越南,化工原料,40
096年10月,基隆港,國外,香港,瀝青,4115
096年10月,基隆港,國外,印尼,瀝青,3940
096年10月,基隆港,國內,臺中港,燃料油,24929
096年10月,基隆港,國內,高雄港,燃料油,9769
096年10月,基隆港,國內,花蓮港,燃料油,17032
096年10月,基隆港,國外,香港,溶劑油,3
096年10月,基隆港,國外,中國大陸,合成樹脂,37
096年10月,基隆港,國外,香港,合成樹脂,4
096年10月,基隆港,國外,泰國,合成樹脂,9
096年10月,基隆港,國外,日本,製材,38
096年10月,基隆港,國外,中國大陸,鋼材,90
096年10月,基隆港,國外,香港,鋼材,5
096年10月,基隆港,國外,印尼,鋼材,3
096年10月,基隆港,國外,日本,鋼材,4
096年10月,基隆港,國外,墨西哥,鋼材,1
096年10月,基隆港,國外,馬來西亞,鋼材,3
096年10月,基隆港,國外,菲律賓,鋼材,14
096年10月,基隆港,國外,泰國,鋼材,33
096年10月,基隆港,國外,美國,鋼材,15
096年10月,基隆港,國外,越南,鋼材,1
096年10月,基隆港,國外,中國大陸,電力機械及零件,2
096年10月,基隆港,國外,菲律賓,電力機械及零件,26
096年10月,基隆港,國外,中國大陸,其他,501
096年11月,基隆港,國外,美國,醋酸,1
096年11月,基隆港,國外,中國大陸,化工原料,7
096年11月,基隆港,國外,日本,化工原料,22
096年11月,基隆港,國外,墨西哥,化工原料,1
096年11月,基隆港,國外,馬來西亞,化工原料,53
096年11月,基隆港,國外,南美洲其他,化工原料,7
096年11月,基隆港,國外,越南,化工原料,20
096年11月,基隆港,國外,紐西蘭,瀝青,5217
096年11月,基隆港,國外,越南,瀝青,2918
096年11月,基隆港,國內,臺中港,燃料油,9750
096年11月,基隆港,國內,高雄港,燃料油,19210
096年11月,基隆港,國外,中國大陸,溶劑油,2
096年11月,基隆港,國外,香港,溶劑油,3
096年11月,基隆港,國外,中國大陸,合成樹脂,66
096年11月,基隆港,國外,香港,合成樹脂,4
096年11月,基隆港,國外,泰國,合成樹脂,4
096年11月,基隆港,國外,日本,製材,66
096年11月,基隆港,國外,中國大陸,鋼材,71
096年11月,基隆港,國外,英國,鋼材,2
096年11月,基隆港,國外,香港,鋼材,3
096年11月,基隆港,國外,印尼,鋼材,11
096年11月,基隆港,國外,日本,鋼材,42
096年11月,基隆港,國外,墨西哥,鋼材,8
096年11月,基隆港,國外,馬來西亞,鋼材,3
096年11月,基隆港,國外,紐西蘭,鋼材,3
096年11月,基隆港,國外,菲律賓,鋼材,2
096年11月,基隆港,國外,新加坡,鋼材,2
096年11月,基隆港,國外,泰國,鋼材,24
096年11月,基隆港,國外,美國,鋼材,30
096年11月,基隆港,國外,中國大陸,電力機械及零件,2
096年11月,基隆港,國外,中國大陸,其他,1293
096年12月,基隆港,國外,中國大陸,醋酸,7
096年12月,基隆港,國外,中國大陸,化工原料,13
096年12月,基隆港,國外,香港,化工原料,2
096年12月,基隆港,國外,日本,化工原料,12
096年12月,基隆港,國外,韓國,化工原料,4
096年12月,基隆港,國外,馬來西亞,化工原料,18
096年12月,基隆港,國外,越南,化工原料,40
096年12月,基隆港,國外,香港,瀝青,5179
096年12月,基隆港,國外,日本,瀝青,8126
096年12月,基隆港,國外,越南,瀝青,3049
096年12月,基隆港,國內,高雄港,燃料油,31130
096年12月,基隆港,國外,中國大陸,溶劑油,1
096年12月,基隆港,國外,中國大陸,合成樹脂,40
096年12月,基隆港,國外,香港,合成樹脂,1
096年12月,基隆港,國外,泰國,合成樹脂,5
096年12月,基隆港,國外,加拿大,鋼材,4
096年12月,基隆港,國外,智利,鋼材,1
096年12月,基隆港,國外,中國大陸,鋼材,77
096年12月,基隆港,國外,香港,鋼材,10
096年12月,基隆港,國外,印尼,鋼材,10
096年12月,基隆港,國外,日本,鋼材,13
096年12月,基隆港,國外,墨西哥,鋼材,10
096年12月,基隆港,國外,馬來西亞,鋼材,1
096年12月,基隆港,國外,大洋洲其他,鋼材,20
096年12月,基隆港,國外,菲律賓,鋼材,2
096年12月,基隆港,國外,卡達,鋼材,2
096年12月,基隆港,國外,美國,鋼材,39
096年12月,基隆港,國外,越南,鋼材,52
096年12月,基隆港,國外,南非,鋼材,1
096年12月,基隆港,國外,中國大陸,電力機械及零件,103
096年12月,基隆港,國外,越南,電力機械及零件,1
096年12月,基隆港,國外,中國大陸,其他,298
097年01月,基隆港,國外,中國大陸,醋酸,1
097年01月,基隆港,國外,中國大陸,鹽類,1
097年01月,基隆港,國外,中國大陸,化工原料,99
097年01月,基隆港,國外,香港,化工原料,2
097年01月,基隆港,國外,印尼,化工原料,4
097年01月,基隆港,國外,日本,化工原料,22
097年01月,基隆港,國外,韓國,化工原料,5
097年01月,基隆港,國外,墨西哥,化工原料,4
097年01月,基隆港,國外,馬來西亞,化工原料,4
097年01月,基隆港,國外,菲律賓,化工原料,80
097年01月,基隆港,國外,泰國,化工原料,2
097年01月,基隆港,國外,美國,化工原料,1
097年01月,基隆港,國外,越南,化工原料,2
097年01月,基隆港,國外,泰國,瀝青,4802
097年01月,基隆港,國內,臺中港,燃料油,20271
097年01月,基隆港,國內,高雄港,燃料油,9338
097年01月,基隆港,國外,香港,溶劑油,3
097年01月,基隆港,國外,日本,製材,35
097年01月,基隆港,國外,阿拉伯聯合大公國,鋼材,2
097年01月,基隆港,國外,中國大陸,鋼材,15
097年01月,基隆港,國外,香港,鋼材,3
097年01月,基隆港,國外,印尼,鋼材,7
097年01月,基隆港,國外,日本,鋼材,15
097年01月,基隆港,國外,菲律賓,鋼材,3
097年01月,基隆港,國外,美國,鋼材,17
097年01月,基隆港,國外,越南,鋼材,3039
097年01月,基隆港,國外,香港,廢鐵,22
097年01月,基隆港,國外,中國大陸,其他,680
097年01月,基隆港,國外,香港,其他,28
097年01月,基隆港,國外,美國,其他,71
097年02月,基隆港,國外,中國大陸,醋酸,1
097年02月,基隆港,國外,中國大陸,化工原料,9
097年02月,基隆港,國外,香港,化工原料,2
097年02月,基隆港,國外,日本,化工原料,9
097年02月,基隆港,國外,韓國,化工原料,7
097年02月,基隆港,國外,墨西哥,化工原料,2
097年02月,基隆港,國外,紐西蘭,化工原料,1
097年02月,基隆港,國外,菲律賓,化工原料,2
097年02月,基隆港,國外,南美洲其他,化工原料,1
097年02月,基隆港,國外,泰國,化工原料,2
097年02月,基隆港,國內,花蓮港,柴油,16747
097年02月,基隆港,國內,臺中港,燃料油,19493
097年02月,基隆港,國外,中國大陸,合成樹脂,2
097年02月,基隆港,國外,日本,製材,75
097年02月,基隆港,國外,中國大陸,鋼材,4
097年02月,基隆港,國外,香港,鋼材,2
097年02月,基隆港,國外,日本,鋼材,7
097年02月,基隆港,國外,紐西蘭,鋼材,1
097年02月,基隆港,國外,菲律賓,鋼材,1
097年02月,基隆港,國外,泰國,鋼材,23
097年02月,基隆港,國外,美國,鋼材,5
097年02月,基隆港,國外,日本,鋁廢料,16
097年02月,基隆港,國外,泰國,鋁廢料,50
097年02月,基隆港,國外,中國大陸,其他,222
097年02月,基隆港,國外,墨西哥,其他,334
097年02月,基隆港,國外,美國,其他,40
097年03月,基隆港,國外,越南,高嶺土,6
097年03月,基隆港,國外,中國大陸,化工原料,18
097年03月,基隆港,國外,香港,化工原料,8
097年03月,基隆港,國外,日本,化工原料,16
097年03月,基隆港,國外,韓國,化工原料,7
097年03月,基隆港,國外,墨西哥,化工原料,11
097年03月,基隆港,國外,馬來西亞,化工原料,3
097年03月,基隆港,國外,紐西蘭,化工原料,1
097年03月,基隆港,國外,日本,瀝青,4205
097年03月,基隆港,國內,臺中港,燃料油,14673
097年03月,基隆港,國外,香港,溶劑油,1
097年03月,基隆港,國外,中國大陸,合成樹脂,2
097年03月,基隆港,國外,日本,製材,43
097年03月,基隆港,國外,亞洲其他,鋼材,23
097年03月,基隆港,國外,加拿大,鋼材,1
097年03月,基隆港,國外,中國大陸,鋼材,22
097年03月,基隆港,國外,香港,鋼材,6
097年03月,基隆港,國外,日本,鋼材,22
097年03月,基隆港,國外,墨西哥,鋼材,8
097年03月,基隆港,國外,馬來西亞,鋼材,10
097年03月,基隆港,國外,沙烏地阿拉伯,鋼材,3
097年03月,基隆港,國外,新加坡,鋼材,1
097年03月,基隆港,國外,泰國,鋼材,4
097年03月,基隆港,國外,歐洲其他,鋼材,2
097年03月,基隆港,國外,美國,鋼材,60
097年03月,基隆港,國外,越南,鋼材,15
097年03月,基隆港,國外,日本,鋁廢料,20
097年03月,基隆港,國外,中國大陸,電力機械及零件,2
097年03月,基隆港,國外,墨西哥,電力機械及零件,499
097年03月,基隆港,國外,泰國,電力機械及零件,6
097年03月,基隆港,國外,歐洲其他,電力機械及零件,2
097年03月,基隆港,國外,巴西,其他,347
097年03月,基隆港,國外,中國大陸,其他,937
097年03月,基隆港,國外,墨西哥,其他,141
097年03月,基隆港,國外,土耳其,其他,137
097年04月,基隆港,國外,中國大陸,植物油脂,9
097年04月,基隆港,國外,中國大陸,化工原料,3
097年04月,基隆港,國外,日本,化工原料,17
097年04月,基隆港,國外,韓國,化工原料,4
097年04月,基隆港,國外,墨西哥,化工原料,19
097年04月,基隆港,國外,紐西蘭,化工原料,1
097年04月,基隆港,國外,南美洲其他,化工原料,5
097年04月,基隆港,國內,臺中港,燃料油,14539
097年04月,基隆港,國外,香港,溶劑油,4
097年04月,基隆港,國外,中國大陸,合成樹脂,2
097年04月,基隆港,國外,菲律賓,合成樹脂,3
097年04月,基隆港,國外,日本,製材,58
097年04月,基隆港,國外,亞洲其他,鋼材,5
097年04月,基隆港,國外,阿拉伯聯合大公國,鋼材,1
097年04月,基隆港,國外,中美洲其他,鋼材,10
097年04月,基隆港,國外,中國大陸,鋼材,1
097年04月,基隆港,國外,香港,鋼材,2
097年04月,基隆港,國外,日本,鋼材,9
097年04月,基隆港,國外,菲律賓,鋼材,4
097年04月,基隆港,國外,泰國,鋼材,1
097年04月,基隆港,國外,美國,鋼材,41
097年04月,基隆港,國外,越南,鋼材,862
097年04月,基隆港,國外,泰國,鋁廢料,146
097年04月,基隆港,國外,亞洲其他,電力機械及零件,8
097年04月,基隆港,國外,中國大陸,電力機械及零件,23
097年04月,基隆港,國外,日本,電力機械及零件,172
097年04月,基隆港,國外,菲律賓,電力機械及零件,30
097年04月,基隆港,國外,泰國,電力機械及零件,1
097年04月,基隆港,國外,越南,電力機械及零件,1
097年04月,基隆港,國外,中國大陸,其他,299
097年04月,基隆港,國外,香港,其他,30
097年04月,基隆港,國外,美國,其他,36
097年05月,基隆港,國外,越南,高嶺土,7
097年05月,基隆港,國外,中國大陸,化工原料,3
097年05月,基隆港,國外,日本,化工原料,24
097年05月,基隆港,國外,韓國,化工原料,1
097年05月,基隆港,國外,墨西哥,化工原料,3
097年05月,基隆港,國外,南美洲其他,化工原料,2
097年05月,基隆港,國外,新加坡,化工原料,5
097年05月,基隆港,國外,越南,化工原料,13
097年05月,基隆港,國內,臺中港,燃料油,23063
097年05月,基隆港,國內,花蓮港,燃料油,4885
097年05月,基隆港,國內,蘇澳港,燃料油,6750
097年05月,基隆港,國外,香港,溶劑油,1
097年05月,基隆港,國外,中國大陸,合成樹脂,2
097年05月,基隆港,國外,日本,製材,27
097年05月,基隆港,國外,阿拉伯聯合大公國,鋼材,2
097年05月,基隆港,國外,中美洲其他,鋼材,13
097年05月,基隆港,國外,中國大陸,鋼材,6
097年05月,基隆港,國外,香港,鋼材,5
097年05月,基隆港,國外,日本,鋼材,18
097年05月,基隆港,國外,墨西哥,鋼材,9
097年05月,基隆港,國外,紐西蘭,鋼材,2
097年05月,基隆港,國外,秘魯,鋼材,12
097年05月,基隆港,國外,菲律賓,鋼材,2
097年05月,基隆港,國外,泰國,鋼材,22
097年05月,基隆港,國外,美國,鋼材,9
097年05月,基隆港,國外,越南,鋼材,31
097年05月,基隆港,國外,印度,廢鐵,202
097年05月,基隆港,國外,越南,電力機械及零件,19
097年05月,基隆港,國外,阿拉伯聯合大公國,其他,25
097年05月,基隆港,國外,巴林,其他,7
097年05月,基隆港,國外,中國大陸,其他,40
097年05月,基隆港,國外,科威特,其他,36
097年05月,基隆港,國外,馬來西亞,其他,114
097年05月,基隆港,國外,阿曼,其他,19
097年06月,基隆港,國外,越南,高嶺土,8
097年06月,基隆港,國外,中國大陸,化工原料,2
097年06月,基隆港,國外,日本,化工原料,18
097年06月,基隆港,國外,韓國,化工原料,9
097年06月,基隆港,國外,菲律賓,化工原料,3
097年06月,基隆港,國外,南美洲其他,化工原料,2
097年06月,基隆港,國外,越南,化工原料,1
097年06月,基隆港,國內,臺中港,燃料油,18281
097年06月,基隆港,國外,菲律賓,潤滑油,1
097年06月,基隆港,國外,香港,溶劑油,7
097年06月,基隆港,國外,中國大陸,合成樹脂,9
097年06月,基隆港,國外,香港,合成樹脂,1
097年06月,基隆港,國外,阿拉伯聯合大公國,鋼材,1
097年06月,基隆港,國外,中國大陸,鋼材,7
097年06月,基隆港,國外,埃及,鋼材,7
097年06月,基隆港,國外,非洲其他,鋼材,1
097年06月,基隆港,國外,香港,鋼材,2
097年06月,基隆港,國外,日本,鋼材,13
097年06月,基隆港,國外,科威特,鋼材,1
097年06月,基隆港,國外,菲律賓,鋼材,13
097年06月,基隆港,國外,泰國,鋼材,20
097年06月,基隆港,國外,美國,鋼材,7
097年06月,基隆港,國外,越南,鋼材,61
097年06月,基隆港,國外,印度,廢鐵,83
097年06月,基隆港,國外,巴西,其他,485
097年06月,基隆港,國外,中國大陸,其他,414
097年06月,基隆港,國外,泰國,其他,78
097年07月,基隆港,國外,菲律賓,高嶺土,10
097年07月,基隆港,國外,中國大陸,化工原料,78
097年07月,基隆港,國外,香港,化工原料,9
097年07月,基隆港,國外,日本,化工原料,24
097年07月,基隆港,國外,韓國,化工原料,8
097年07月,基隆港,國外,墨西哥,化工原料,17
