時間,貨物別,地區別,臺灣港口,重量(公噸)
098年01月,"調製食品,飲料,煙酒類",福建廈門,基隆港,15
098年01月,化學或有關工業產品,浙江寧波,基隆港,1
098年01月,化學或有關工業產品,上海,基隆港,3
098年01月,化學或有關工業產品,廣東深圳,基隆港,0
098年01月,塑膠橡膠及其製品,遼寧大連,基隆港,0
098年01月,塑膠橡膠及其製品,浙江寧波,基隆港,0
098年01月,塑膠橡膠及其製品,上海,基隆港,2
098年01月,塑膠橡膠及其製品,天津,基隆港,2
098年01月,紡織品及其製品,上海,基隆港,7
098年01月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,1
098年01月,卑金屬及其製品,福建福清,基隆港,0
098年01月,卑金屬及其製品,廣東黃埔,基隆港,4810
098年01月,卑金屬及其製品,上海,基隆港,20
098年01月,卑金屬及其製品,廣東深圳,基隆港,20
098年01月,卑金屬及其製品,福建廈門,基隆港,1
098年01月,"機械用具電機設備,電視影像錄音機",遼寧大連,基隆港,0
098年01月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,1
098年01月,"機械用具電機設備,電視影像錄音機",上海,基隆港,38
098年01月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,0
098年01月,"機械用具電機設備,電視影像錄音機",天津,基隆港,0
098年01月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,1
098年01月,車輛航空器船舶運輸設備,廣東中山,基隆港,1
098年01月,"光學照相電影計量檢查儀器,鐘錶樂器",廣東東莞,基隆港,0
098年01月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,0
098年01月,"家具玩具運動用品,雜項製品",上海,基隆港,0
098年02月,"調製食品,飲料,煙酒類",福建廈門,基隆港,23
098年02月,化學或有關工業產品,江蘇昆山,基隆港,1
098年02月,化學或有關工業產品,上海,基隆港,0
098年02月,化學或有關工業產品,廣東深圳,基隆港,0
098年02月,化學或有關工業產品,廣東太平,基隆港,4
098年02月,塑膠橡膠及其製品,遼寧大連,基隆港,0
098年02月,塑膠橡膠及其製品,江蘇江陰,基隆港,0
098年02月,塑膠橡膠及其製品,上海,基隆港,5
098年02月,塑膠橡膠及其製品,天津,基隆港,2
098年02月,塑膠橡膠及其製品,福建廈門,基隆港,0
098年02月,"木及木製品,軟木及軟木製品",福建廈門,基隆港,0
098年02月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,0
098年02月,"木漿紙漿,紙及紙板及其製品",福建廈門,基隆港,0
098年02月,紡織品及其製品,上海,基隆港,16
098年02月,紡織品及其製品,福建廈門,基隆港,10
098年02月,紡織品及其製品,廣東中山,基隆港,36
098年02月,"石料水泥石棉等材料之製品,陶瓷,玻璃",江蘇昆山,基隆港,0
098年02月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,0
098年02月,卑金屬及其製品,福建福清,基隆港,1
098年02月,卑金屬及其製品,江蘇江陰,基隆港,1
098年02月,卑金屬及其製品,上海,基隆港,18
098年02月,卑金屬及其製品,廣東新塘,基隆港,0
098年02月,"機械用具電機設備,電視影像錄音機",遼寧大連,基隆港,2
098年02月,"機械用具電機設備,電視影像錄音機",海南海口,基隆港,1
098年02月,"機械用具電機設備,電視影像錄音機",江蘇昆山,基隆港,0
098年02月,"機械用具電機設備,電視影像錄音機",上海,基隆港,5
098年02月,"機械用具電機設備,電視影像錄音機",廣東深圳,基隆港,1
098年02月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,1
098年02月,"機械用具電機設備,電視影像錄音機",湖北武漢,基隆港,1
098年02月,"機械用具電機設備,電視影像錄音機",廣東新豐,基隆港,0
098年02月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,6
098年02月,"機械用具電機設備,電視影像錄音機",廣東新塘,基隆港,1
098年02月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,0
098年02月,"機械用具電機設備,電視影像錄音機",青海西寧,基隆港,1
098年02月,"光學照相電影計量檢查儀器,鐘錶樂器",江蘇昆山,基隆港,0
098年02月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,0
098年02月,"家具玩具運動用品,雜項製品",上海,基隆港,0
098年03月,"調製食品,飲料,煙酒類",福建廈門,基隆港,75
098年03月,化學或有關工業產品,上海,基隆港,8
098年03月,化學或有關工業產品,廣東深圳,基隆港,0
098年03月,塑膠橡膠及其製品,遼寧大連,基隆港,0
098年03月,塑膠橡膠及其製品,上海,基隆港,17
098年03月,塑膠橡膠及其製品,廣東新塘,基隆港,0
098年03月,塑膠橡膠及其製品,福建廈門,基隆港,8
098年03月,"木漿紙漿,紙及紙板及其製品",江蘇蘇州,基隆港,0
098年03月,紡織品及其製品,上海,基隆港,28
098年03月,紡織品及其製品,廣東新豐,基隆港,1
098年03月,紡織品及其製品,福建廈門,基隆港,3
098年03月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,0
098年03月,卑金屬及其製品,遼寧大連,基隆港,0
098年03月,卑金屬及其製品,福建福清,基隆港,1
098年03月,卑金屬及其製品,上海,基隆港,36
098年03月,卑金屬及其製品,江蘇蘇州,基隆港,2
098年03月,卑金屬及其製品,廣東新塘,基隆港,0
098年03月,卑金屬及其製品,福建廈門,基隆港,0
098年03月,"機械用具電機設備,電視影像錄音機",遼寧大連,基隆港,2
098年03月,"機械用具電機設備,電視影像錄音機",上海,基隆港,10
098年03月,"機械用具電機設備,電視影像錄音機",江蘇蘇州,基隆港,5
098年03月,"機械用具電機設備,電視影像錄音機",廣東深圳,基隆港,0
098年03月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,1
098年03月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,6
098年03月,"機械用具電機設備,電視影像錄音機",廣東新塘,基隆港,3
098年03月,車輛航空器船舶運輸設備,廣東中山,基隆港,1
098年03月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,1
098年03月,"光學照相電影計量檢查儀器,鐘錶樂器",福建廈門,基隆港,1
098年03月,"家具玩具運動用品,雜項製品",上海,基隆港,1
098年04月,植物產品,福建廈門,基隆港,1
098年04月,動植物油脂及其分解物,福建廈門,基隆港,0
098年04月,"調製食品,飲料,煙酒類",福建廈門,基隆港,32
098年04月,化學或有關工業產品,浙江寧波,基隆港,0
098年04月,化學或有關工業產品,上海,基隆港,5
098年04月,化學或有關工業產品,廣東深圳,基隆港,0
098年04月,化學或有關工業產品,福建廈門,基隆港,0
098年04月,塑膠橡膠及其製品,遼寧大連,基隆港,0
098年04月,塑膠橡膠及其製品,浙江寧波,基隆港,0
098年04月,塑膠橡膠及其製品,上海,基隆港,5
098年04月,塑膠橡膠及其製品,山東青島,基隆港,8
098年04月,塑膠橡膠及其製品,天津,基隆港,3
098年04月,塑膠橡膠及其製品,廣東新塘,基隆港,0
098年04月,"皮革毛衣及其製品,旅行用物品",上海,基隆港,0
098年04月,"木及木製品,軟木及軟木製品",福建廈門,基隆港,0
098年04月,"木漿紙漿,紙及紙板及其製品",福建廈門,基隆港,0
098年04月,紡織品及其製品,上海,基隆港,19
098年04月,紡織品及其製品,廣東新塘,基隆港,1
098年04月,紡織品及其製品,福建廈門,基隆港,4
098年04月,紡織品及其製品,廣東中山,基隆港,71
098年04月,紡織品及其製品,廣東珠海,基隆港,4
098年04月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,1
098年04月,卑金屬及其製品,遼寧大連,基隆港,0
098年04月,卑金屬及其製品,福建福清,基隆港,0
098年04月,卑金屬及其製品,上海,基隆港,27
098年04月,卑金屬及其製品,山東青島,基隆港,0
098年04月,卑金屬及其製品,廣東新塘,基隆港,0
098年04月,卑金屬及其製品,福建廈門,基隆港,1
098年04月,"機械用具電機設備,電視影像錄音機",遼寧大連,基隆港,1
098年04月,"機械用具電機設備,電視影像錄音機",江蘇昆山,基隆港,2
098年04月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,1
098年04月,"機械用具電機設備,電視影像錄音機",上海,基隆港,4
098年04月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,1
098年04月,"機械用具電機設備,電視影像錄音機",天津,基隆港,0
098年04月,"機械用具電機設備,電視影像錄音機",廣東新塘,基隆港,3
098年04月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,0
098年04月,"機械用具電機設備,電視影像錄音機",青海西寧,基隆港,1
098年04月,車輛航空器船舶運輸設備,浙江寧波,基隆港,1
098年04月,車輛航空器船舶運輸設備,上海,基隆港,1
098年04月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,0
098年04月,"光學照相電影計量檢查儀器,鐘錶樂器",天津,基隆港,2
098年04月,"家具玩具運動用品,雜項製品",上海,基隆港,0
098年05月,"調製食品,飲料,煙酒類",福建廈門,基隆港,54
098年05月,化學或有關工業產品,上海,基隆港,23
098年05月,化學或有關工業產品,廣東深圳,基隆港,0
098年05月,化學或有關工業產品,廣東中山,基隆港,2
098年05月,塑膠橡膠及其製品,遼寧大連,基隆港,0
098年05月,塑膠橡膠及其製品,上海,基隆港,7
098年05月,塑膠橡膠及其製品,山東青島,基隆港,19
098年05月,塑膠橡膠及其製品,天津,基隆港,7
098年05月,塑膠橡膠及其製品,福建廈門,基隆港,0
098年05月,"木及木製品,軟木及軟木製品",上海,基隆港,1
098年05月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,0
098年05月,紡織品及其製品,廣東東莞,基隆港,9
098年05月,紡織品及其製品,遼寧大連,基隆港,1
098年05月,紡織品及其製品,上海,基隆港,27
098年05月,紡織品及其製品,天津新港,基隆港,6
098年05月,紡織品及其製品,廣東新豐,基隆港,0
098年05月,紡織品及其製品,福建廈門,基隆港,9
098年05月,紡織品及其製品,廣東中山,基隆港,36
098年05月,紡織品及其製品,廣東珠海,基隆港,1
098年05月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,基隆港,0
098年05月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,0
098年05月,卑金屬及其製品,廣東廣州,基隆港,156
098年05月,卑金屬及其製品,江蘇連雲港,基隆港,176
098年05月,卑金屬及其製品,上海,基隆港,41
098年05月,卑金屬及其製品,廣東新塘,基隆港,0
098年05月,"機械用具電機設備,電視影像錄音機",北京,基隆港,0
098年05月,"機械用具電機設備,電視影像錄音機",遼寧大連,基隆港,91
098年05月,"機械用具電機設備,電視影像錄音機",湖南蘭市,基隆港,0
098年05月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,4
098年05月,"機械用具電機設備,電視影像錄音機",江蘇南京,基隆港,0
098年05月,"機械用具電機設備,電視影像錄音機",上海,基隆港,5
098年05月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,1
098年05月,"機械用具電機設備,電視影像錄音機",天津,基隆港,64
098年05月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,8
098年05月,"機械用具電機設備,電視影像錄音機",廣東新塘,基隆港,1
098年05月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,10
098年05月,"機械用具電機設備,電視影像錄音機",青海西寧,基隆港,1
098年05月,"機械用具電機設備,電視影像錄音機",廣東珠海,基隆港,0
098年05月,車輛航空器船舶運輸設備,浙江寧波,基隆港,3
098年05月,車輛航空器船舶運輸設備,上海,基隆港,2
098年05月,"家具玩具運動用品,雜項製品",上海,基隆港,0
098年05月,"家具玩具運動用品,雜項製品",山東青島,基隆港,0
098年06月,"調製食品,飲料,煙酒類",遼寧大連,基隆港,1
098年06月,"調製食品,飲料,煙酒類",福建廈門,基隆港,38
098年06月,"調製食品,飲料,煙酒類",廣東珠海,基隆港,1
098年06月,化學或有關工業產品,上海,基隆港,19
098年06月,化學或有關工業產品,廣東深圳,基隆港,0
098年06月,化學或有關工業產品,福建廈門,基隆港,0
098年06月,化學或有關工業產品,廣東珠海,基隆港,1
098年06月,塑膠橡膠及其製品,遼寧大連,基隆港,0
098年06月,塑膠橡膠及其製品,遼寧東港,基隆港,0
098年06月,塑膠橡膠及其製品,上海,基隆港,2
098年06月,塑膠橡膠及其製品,山東青島,基隆港,8
098年06月,塑膠橡膠及其製品,天津,基隆港,9
098年06月,塑膠橡膠及其製品,福建廈門,基隆港,0
098年06月,"木及木製品,軟木及軟木製品",上海,基隆港,2
098年06月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,0
098年06月,紡織品及其製品,遼寧東港,基隆港,9
098年06月,紡織品及其製品,上海,基隆港,10
098年06月,紡織品及其製品,天津新港,基隆港,6
098年06月,紡織品及其製品,廣東新豐,基隆港,1
098年06月,紡織品及其製品,福建廈門,基隆港,1
098年06月,紡織品及其製品,廣東中山,基隆港,11
098年06月,紡織品及其製品,廣東珠海,基隆港,0
098年06月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,基隆港,0
098年06月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,0
098年06月,卑金屬及其製品,遼寧大連,基隆港,1
098年06月,卑金屬及其製品,上海,基隆港,43
098年06月,卑金屬及其製品,廣東新塘,基隆港,0
098年06月,卑金屬及其製品,福建廈門,基隆港,0
098年06月,"機械用具電機設備,電視影像錄音機",北京,基隆港,1
098年06月,"機械用具電機設備,電視影像錄音機",遼寧大連,基隆港,0
098年06月,"機械用具電機設備,電視影像錄音機",江蘇昆山,基隆港,0
098年06月,"機械用具電機設備,電視影像錄音機",上海,基隆港,11
098年06月,"機械用具電機設備,電視影像錄音機",廣東深圳,基隆港,3
098年06月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,381
098年06月,"機械用具電機設備,電視影像錄音機",天津,基隆港,0
098年06月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,0
098年06月,"機械用具電機設備,電視影像錄音機",廣東新塘,基隆港,1
098年06月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,5
098年06月,"機械用具電機設備,電視影像錄音機",青海西寧,基隆港,1
098年06月,"機械用具電機設備,電視影像錄音機",廣東珠海,基隆港,1
098年06月,車輛航空器船舶運輸設備,浙江寧波,基隆港,2
098年06月,車輛航空器船舶運輸設備,上海,基隆港,0
098年06月,"光學照相電影計量檢查儀器,鐘錶樂器",遼寧大連,基隆港,0
098年06月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,13
098年06月,"光學照相電影計量檢查儀器,鐘錶樂器",天津新港,基隆港,1
098年06月,"光學照相電影計量檢查儀器,鐘錶樂器",福建廈門,基隆港,3
098年06月,"家具玩具運動用品,雜項製品",遼寧東港,基隆港,0
098年06月,"家具玩具運動用品,雜項製品",上海,基隆港,1
098年06月,"家具玩具運動用品,雜項製品",山東青島,基隆港,1
098年07月,"調製食品,飲料,煙酒類",福建廈門,基隆港,24
098年07月,化學或有關工業產品,上海,基隆港,8
098年07月,化學或有關工業產品,廣東深圳,基隆港,0
098年07月,化學或有關工業產品,廣東中山,基隆港,2
098年07月,塑膠橡膠及其製品,遼寧大連,基隆港,0
098年07月,塑膠橡膠及其製品,江蘇南京,基隆港,0
098年07月,塑膠橡膠及其製品,上海,基隆港,11
098年07月,塑膠橡膠及其製品,山東青島,基隆港,15
098年07月,塑膠橡膠及其製品,天津,基隆港,1
098年07月,"木漿紙漿,紙及紙板及其製品",江蘇南京,基隆港,0
098年07月,紡織品及其製品,上海,基隆港,23
098年07月,紡織品及其製品,廣東太平,基隆港,12
098年07月,紡織品及其製品,天津新港,基隆港,4
098年07月,紡織品及其製品,廣東新豐,基隆港,2
098年07月,紡織品及其製品,天津新港,基隆港,3
098年07月,紡織品及其製品,福建廈門,基隆港,0
098年07月,紡織品及其製品,廣東珠海,基隆港,0
098年07月,卑金屬及其製品,上海,基隆港,17
098年07月,卑金屬及其製品,廣東新塘,基隆港,0
098年07月,卑金屬及其製品,福建廈門,基隆港,1
098年07月,"機械用具電機設備,電視影像錄音機",北京,基隆港,0
098年07月,"機械用具電機設備,電視影像錄音機",遼寧大連,基隆港,3
098年07月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,9
098年07月,"機械用具電機設備,電視影像錄音機",江蘇南京,基隆港,22
098年07月,"機械用具電機設備,電視影像錄音機",上海,基隆港,5
098年07月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,2
098年07月,"機械用具電機設備,電視影像錄音機",天津,基隆港,52
098年07月,"機械用具電機設備,電視影像錄音機",湖北武漢,基隆港,2
098年07月,"機械用具電機設備,電視影像錄音機",廣東新塘,基隆港,1
098年07月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,1
098年07月,"機械用具電機設備,電視影像錄音機",青海西寧,基隆港,1
098年07月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,0
098年07月,"光學照相電影計量檢查儀器,鐘錶樂器",山東青島,基隆港,1
098年07月,"光學照相電影計量檢查儀器,鐘錶樂器",天津,基隆港,1
098年07月,"家具玩具運動用品,雜項製品",上海,基隆港,0
098年08月,植物產品,上海,基隆港,0
098年08月,"調製食品,飲料,煙酒類",福建廈門,基隆港,15
098年08月,礦產品,上海,基隆港,0
098年08月,化學或有關工業產品,廣東廟頭,基隆港,15
098年08月,化學或有關工業產品,上海,基隆港,22
098年08月,化學或有關工業產品,廣東深圳,基隆港,0
098年08月,化學或有關工業產品,廣東珠海,基隆港,4
098年08月,塑膠橡膠及其製品,遼寧大連,基隆港,1
098年08月,塑膠橡膠及其製品,上海,基隆港,53
098年08月,塑膠橡膠及其製品,山東青島,基隆港,21
098年08月,塑膠橡膠及其製品,天津,基隆港,3
098年08月,塑膠橡膠及其製品,福建廈門,基隆港,0
098年08月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,0
098年08月,紡織品及其製品,上海,基隆港,5
098年08月,紡織品及其製品,天津新港,基隆港,1
098年08月,紡織品及其製品,廣東新豐,基隆港,1
098年08月,紡織品及其製品,福建廈門,基隆港,10
098年08月,紡織品及其製品,廣東中山,基隆港,4
098年08月,紡織品及其製品,廣東珠海,基隆港,1
098年08月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,基隆港,0
098年08月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,0
098年08月,卑金屬及其製品,上海,基隆港,4
098年08月,卑金屬及其製品,廣東新塘,基隆港,0
098年08月,卑金屬及其製品,福建廈門,基隆港,0
098年08月,"機械用具電機設備,電視影像錄音機",遼寧大連,基隆港,2
098年08月,"機械用具電機設備,電視影像錄音機",江蘇昆山,基隆港,1
098年08月,"機械用具電機設備,電視影像錄音機",上海,基隆港,67
098年08月,"機械用具電機設備,電視影像錄音機",廣東石碣,基隆港,2
098年08月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,5
098年08月,"機械用具電機設備,電視影像錄音機",天津,基隆港,0
098年08月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,37
098年08月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,3
098年08月,"機械用具電機設備,電視影像錄音機",廣東新塘,基隆港,1
098年08月,"機械用具電機設備,電視影像錄音機",青海西寧,基隆港,0
098年08月,車輛航空器船舶運輸設備,浙江寧波,基隆港,1
098年08月,車輛航空器船舶運輸設備,上海,基隆港,2
098年08月,"光學照相電影計量檢查儀器,鐘錶樂器",江蘇昆山,基隆港,1
098年08月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,8
098年08月,"光學照相電影計量檢查儀器,鐘錶樂器",山東青島,基隆港,0
098年08月,"家具玩具運動用品,雜項製品",遼寧大連,基隆港,0
098年08月,"家具玩具運動用品,雜項製品",上海,基隆港,0
098年08月,"家具玩具運動用品,雜項製品",山東青島,基隆港,0
098年09月,"調製食品,飲料,煙酒類",福建廈門,基隆港,21
098年09月,化學或有關工業產品,浙江寧波,基隆港,0
098年09月,化學或有關工業產品,上海,基隆港,6
098年09月,化學或有關工業產品,廣東深圳,基隆港,2
098年09月,塑膠橡膠及其製品,遼寧大連,基隆港,0
098年09月,塑膠橡膠及其製品,遼寧東港,基隆港,0
098年09月,塑膠橡膠及其製品,浙江寧波,基隆港,0
098年09月,塑膠橡膠及其製品,上海,基隆港,42
098年09月,塑膠橡膠及其製品,山東青島,基隆港,10
098年09月,塑膠橡膠及其製品,天津,基隆港,6
098年09月,塑膠橡膠及其製品,廣東新塘,基隆港,4
098年09月,"木及木製品,軟木及軟木製品",福建廈門,基隆港,0
098年09月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,0
098年09月,紡織品及其製品,遼寧東港,基隆港,7
098年09月,紡織品及其製品,上海,基隆港,4
098年09月,紡織品及其製品,天津新港,基隆港,19
098年09月,紡織品及其製品,福建廈門,基隆港,1
098年09月,紡織品及其製品,廣東中山,基隆港,10
098年09月,紡織品及其製品,廣東珠海,基隆港,2
098年09月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,0
098年09月,卑金屬及其製品,河南鄭州,基隆港,48
098年09月,卑金屬及其製品,上海,基隆港,64
098年09月,卑金屬及其製品,廣東新塘,基隆港,0
098年09月,"機械用具電機設備,電視影像錄音機",北京,基隆港,0
098年09月,"機械用具電機設備,電視影像錄音機",遼寧大連,基隆港,89
098年09月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,1
098年09月,"機械用具電機設備,電視影像錄音機",上海,基隆港,12
098年09月,"機械用具電機設備,電視影像錄音機",廣東石碣,基隆港,4
098年09月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,0
098年09月,"機械用具電機設備,電視影像錄音機",天津,基隆港,0
098年09月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,1
098年09月,"機械用具電機設備,電視影像錄音機",廣東新塘,基隆港,1
098年09月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,3
098年09月,"機械用具電機設備,電視影像錄音機",青海西寧,基隆港,0
098年09月,"機械用具電機設備,電視影像錄音機",廣東珠海,基隆港,1
098年09月,車輛航空器船舶運輸設備,廣東黃埔,基隆港,3
098年09月,車輛航空器船舶運輸設備,浙江寧波,基隆港,2
098年09月,車輛航空器船舶運輸設備,上海,基隆港,2
098年09月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,1
098年09月,"家具玩具運動用品,雜項製品",遼寧東港,基隆港,0
098年09月,"家具玩具運動用品,雜項製品",上海,基隆港,0
098年10月,植物產品,福建廈門,基隆港,1
098年10月,"調製食品,飲料,煙酒類",福建廈門,基隆港,45
098年10月,化學或有關工業產品,江蘇昆山,基隆港,2
098年10月,化學或有關工業產品,上海,基隆港,0
098年10月,化學或有關工業產品,廣東深圳,基隆港,0
098年10月,化學或有關工業產品,天津新港,基隆港,8
098年10月,化學或有關工業產品,廣東新豐,基隆港,1
098年10月,化學或有關工業產品,天津新港,基隆港,2
098年10月,塑膠橡膠及其製品,陝西長安,基隆港,39
098年10月,塑膠橡膠及其製品,遼寧大連,基隆港,0
098年10月,塑膠橡膠及其製品,江蘇昆山,基隆港,5
098年10月,塑膠橡膠及其製品,江蘇南京,基隆港,0
098年10月,塑膠橡膠及其製品,上海,基隆港,13
098年10月,塑膠橡膠及其製品,山東青島,基隆港,4
098年10月,塑膠橡膠及其製品,天津,基隆港,9
098年10月,塑膠橡膠及其製品,福建廈門,基隆港,0
098年10月,"木漿紙漿,紙及紙板及其製品",江蘇昆山,基隆港,1
098年10月,"木漿紙漿,紙及紙板及其製品",江蘇南京,基隆港,0
098年10月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,0
098年10月,紡織品及其製品,上海,基隆港,3
098年10月,紡織品及其製品,天津新港,基隆港,1
098年10月,紡織品及其製品,廣東中山,基隆港,4
098年10月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,基隆港,0
098年10月,卑金屬及其製品,福建福清,基隆港,1
098年10月,卑金屬及其製品,江蘇南京,基隆港,0
098年10月,卑金屬及其製品,上海,基隆港,105
098年10月,卑金屬及其製品,山東青島,基隆港,0
098年10月,卑金屬及其製品,廣東新塘,基隆港,0
098年10月,卑金屬及其製品,福建廈門,基隆港,6
098年10月,"機械用具電機設備,電視影像錄音機",北京,基隆港,0
098年10月,"機械用具電機設備,電視影像錄音機",廣東保安,基隆港,1
098年10月,"機械用具電機設備,電視影像錄音機",遼寧大連,基隆港,1
098年10月,"機械用具電機設備,電視影像錄音機",江蘇江陰,基隆港,260
098年10月,"機械用具電機設備,電視影像錄音機",江蘇昆山,基隆港,0
098年10月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,1
098年10月,"機械用具電機設備,電視影像錄音機",江蘇南京,基隆港,0
098年10月,"機械用具電機設備,電視影像錄音機",上海,基隆港,67
098年10月,"機械用具電機設備,電視影像錄音機",廣東石碣,基隆港,7
098年10月,"機械用具電機設備,電視影像錄音機",廣東深圳,基隆港,1
098年10月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,5
098年10月,"機械用具電機設備,電視影像錄音機",天津,基隆港,0
098年10月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,4
098年10月,"機械用具電機設備,電視影像錄音機",廣東新塘,基隆港,1
098年10月,"機械用具電機設備,電視影像錄音機",青海西寧,基隆港,1
098年10月,車輛航空器船舶運輸設備,廣東黃埔,基隆港,3
098年10月,車輛航空器船舶運輸設備,浙江寧波,基隆港,1
098年10月,車輛航空器船舶運輸設備,江蘇南京,基隆港,0
098年10月,車輛航空器船舶運輸設備,上海,基隆港,0
098年10月,"光學照相電影計量檢查儀器,鐘錶樂器",江蘇南京,基隆港,0
098年10月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,1
098年10月,"光學照相電影計量檢查儀器,鐘錶樂器",江蘇蘇州,基隆港,0
098年10月,"家具玩具運動用品,雜項製品",江蘇昆山,基隆港,0
098年10月,"家具玩具運動用品,雜項製品",上海,基隆港,1
098年10月,"家具玩具運動用品,雜項製品",山東青島,基隆港,0
098年11月,"調製食品,飲料,煙酒類",福建廈門,基隆港,21
098年11月,化學或有關工業產品,江蘇昆山,基隆港,5
098年11月,化學或有關工業產品,浙江寧波,基隆港,1
098年11月,化學或有關工業產品,上海,基隆港,4
098年11月,化學或有關工業產品,廣東深圳,基隆港,0
098年11月,化學或有關工業產品,天津新港,基隆港,2
098年11月,化學或有關工業產品,廣東珠海,基隆港,4
098年11月,塑膠橡膠及其製品,廣東東莞,基隆港,0
098年11月,塑膠橡膠及其製品,遼寧大連,基隆港,0
098年11月,塑膠橡膠及其製品,江蘇昆山,基隆港,5
098年11月,塑膠橡膠及其製品,浙江寧波,基隆港,0
098年11月,塑膠橡膠及其製品,上海,基隆港,3
098年11月,塑膠橡膠及其製品,山東青島,基隆港,2
098年11月,塑膠橡膠及其製品,天津,基隆港,4
098年11月,塑膠橡膠及其製品,廣東新豐,基隆港,1
098年11月,塑膠橡膠及其製品,天津新港,基隆港,0
098年11月,塑膠橡膠及其製品,廣東新塘,基隆港,6
098年11月,塑膠橡膠及其製品,福建廈門,基隆港,1
098年11月,塑膠橡膠及其製品,青海西寧,基隆港,0
098年11月,"木及木製品,軟木及軟木製品",福建廈門,基隆港,0
098年11月,"木漿紙漿,紙及紙板及其製品",江蘇昆山,基隆港,1
098年11月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,2
098年11月,紡織品及其製品,廣東東莞,基隆港,10
098年11月,紡織品及其製品,上海,基隆港,10
098年11月,紡織品及其製品,天津新港,基隆港,11
098年11月,紡織品及其製品,廣東中山,基隆港,6
098年11月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,基隆港,98
098年11月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,2
098年11月,卑金屬及其製品,廣東黃埔,基隆港,1
098年11月,卑金屬及其製品,江蘇昆山,基隆港,0
098年11月,卑金屬及其製品,上海,基隆港,3
098年11月,卑金屬及其製品,天津新港,基隆港,0
098年11月,卑金屬及其製品,廣東新塘,基隆港,0
