時間,貨物別,地區別,臺灣港口,重量(公噸)
105年10月,卑金屬及其製品,廣東太平,臺中港,3
105年10月,卑金屬及其製品,福建廈門,臺中港,1
105年10月,卑金屬及其製品,廣東鹽田,臺中港,2
105年10月,"機械用具電機設備,電視影像錄音機",福建福州,臺中港,0
105年10月,"機械用具電機設備,電視影像錄音機",江蘇昆山,臺中港,1
105年10月,"機械用具電機設備,電視影像錄音機",福建馬尾,臺中港,3
105年10月,"機械用具電機設備,電視影像錄音機",上海,臺中港,13
105年10月,"機械用具電機設備,電視影像錄音機",廣東沙田,臺中港,7
105年10月,"機械用具電機設備,電視影像錄音機",廣東深圳,臺中港,2
105年10月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,5
105年10月,"機械用具電機設備,電視影像錄音機",廣東太平,臺中港,1
105年10月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,5
105年10月,"機械用具電機設備,電視影像錄音機",廣東鹽田,臺中港,0
105年10月,車輛航空器船舶運輸設備,廣東東莞,臺中港,0
105年10月,車輛航空器船舶運輸設備,江蘇昆山,臺中港,1
105年10月,車輛航空器船舶運輸設備,福建馬尾,臺中港,3
105年10月,車輛航空器船舶運輸設備,上海,臺中港,3
105年10月,車輛航空器船舶運輸設備,山東青島,臺中港,1
105年10月,車輛航空器船舶運輸設備,廣東太平,臺中港,0
105年10月,車輛航空器船舶運輸設備,福建廈門,臺中港,3
105年10月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,臺中港,1
105年10月,"光學照相電影計量檢查儀器,鐘錶樂器",江蘇蘇州,臺中港,9
105年10月,"光學照相電影計量檢查儀器,鐘錶樂器",福建廈門,臺中港,0
105年11月,動物產品,福建廈門,臺中港,2
105年11月,"調製食品,飲料,煙酒類",福建廈門,臺中港,6
105年11月,化學或有關工業產品,福建馬尾,臺中港,16
105年11月,化學或有關工業產品,上海,臺中港,2
105年11月,化學或有關工業產品,福建廈門,臺中港,0
105年11月,塑膠橡膠及其製品,江蘇昆山,臺中港,0
105年11月,塑膠橡膠及其製品,福建馬尾,臺中港,14
105年11月,塑膠橡膠及其製品,浙江寧波,臺中港,1
105年11月,塑膠橡膠及其製品,上海,臺中港,0
105年11月,塑膠橡膠及其製品,廣東深圳,臺中港,0
105年11月,塑膠橡膠及其製品,天津,臺中港,12
105年11月,塑膠橡膠及其製品,福建廈門,臺中港,8
105年11月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,4
105年11月,"木漿紙漿,紙及紙板及其製品",福建馬尾,臺中港,1
105年11月,紡織品及其製品,上海,臺中港,10
105年11月,紡織品及其製品,福建廈門,臺中港,1
105年11月,"鞋帽傘,羽毛及其製品,人造花",福建廈門,臺中港,1
105年11月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,臺中港,0
105年11月,卑金屬及其製品,江蘇常熟,臺中港,13771
105年11月,卑金屬及其製品,江蘇昆山,臺中港,1
105年11月,卑金屬及其製品,福建馬尾,臺中港,2
105年11月,卑金屬及其製品,廣東麻涌,臺中港,2752
105年11月,卑金屬及其製品,浙江寧波,臺中港,0
105年11月,卑金屬及其製品,上海,臺中港,0
105年11月,卑金屬及其製品,廣東深圳,臺中港,0
105年11月,卑金屬及其製品,廣東太平,臺中港,0
105年11月,卑金屬及其製品,福建廈門,臺中港,773
105年11月,卑金屬及其製品,廣東鹽田,臺中港,3
105年11月,"機械用具電機設備,電視影像錄音機",廣東東莞,臺中港,0
105年11月,"機械用具電機設備,電視影像錄音機",江蘇昆山,臺中港,1
105年11月,"機械用具電機設備,電視影像錄音機",福建馬尾,臺中港,7
105年11月,"機械用具電機設備,電視影像錄音機",上海,臺中港,4
105年11月,"機械用具電機設備,電視影像錄音機",廣東深圳,臺中港,3
105年11月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,2
105年11月,"機械用具電機設備,電視影像錄音機",廣東鹽田,臺中港,0
105年11月,車輛航空器船舶運輸設備,江蘇昆山,臺中港,0
105年11月,車輛航空器船舶運輸設備,福建馬尾,臺中港,1
105年11月,車輛航空器船舶運輸設備,上海,臺中港,0
105年11月,車輛航空器船舶運輸設備,福建廈門,臺中港,2
105年11月,"光學照相電影計量檢查儀器,鐘錶樂器",江蘇昆山,臺中港,1
105年11月,"光學照相電影計量檢查儀器,鐘錶樂器",福建馬尾,臺中港,0
105年11月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,臺中港,2
105年11月,"光學照相電影計量檢查儀器,鐘錶樂器",福建廈門,臺中港,0
105年12月,動物產品,福建廈門,臺中港,5
105年12月,化學或有關工業產品,福建馬尾,臺中港,9
105年12月,化學或有關工業產品,上海,臺中港,5
105年12月,塑膠橡膠及其製品,江蘇昆山,臺中港,0
105年12月,塑膠橡膠及其製品,福建馬尾,臺中港,2
105年12月,塑膠橡膠及其製品,上海,臺中港,0
105年12月,塑膠橡膠及其製品,廣東深圳,臺中港,0
105年12月,塑膠橡膠及其製品,天津,臺中港,6
105年12月,塑膠橡膠及其製品,安徽蕪湖,臺中港,5
105年12月,塑膠橡膠及其製品,福建廈門,臺中港,1
105年12月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,1
105年12月,"木漿紙漿,紙及紙板及其製品",福建馬尾,臺中港,1
105年12月,紡織品及其製品,福建馬尾,臺中港,0
105年12月,紡織品及其製品,上海,臺中港,5
105年12月,"鞋帽傘,羽毛及其製品,人造花",福建廈門,臺中港,3
105年12月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建江陰,臺中港,2
105年12月,卑金屬及其製品,廣東黃埔,臺中港,1
105年12月,卑金屬及其製品,江蘇昆山,臺中港,11
105年12月,卑金屬及其製品,福建馬尾,臺中港,1
105年12月,卑金屬及其製品,廣東麻涌,臺中港,1801
105年12月,卑金屬及其製品,浙江寧波,臺中港,1394
105年12月,卑金屬及其製品,廣東沙田,臺中港,1
105年12月,卑金屬及其製品,廣東深圳,臺中港,2
105年12月,卑金屬及其製品,福建廈門,臺中港,97
105年12月,"機械用具電機設備,電視影像錄音機",廣東東莞,臺中港,0
105年12月,"機械用具電機設備,電視影像錄音機",江蘇昆山,臺中港,0
105年12月,"機械用具電機設備,電視影像錄音機",福建馬尾,臺中港,0
105年12月,"機械用具電機設備,電視影像錄音機",上海,臺中港,0
105年12月,"機械用具電機設備,電視影像錄音機",廣東沙田,臺中港,20
105年12月,"機械用具電機設備,電視影像錄音機",廣東深圳,臺中港,4
105年12月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,14
105年12月,車輛航空器船舶運輸設備,江蘇昆山,臺中港,0
105年12月,車輛航空器船舶運輸設備,福建馬尾,臺中港,0
105年12月,車輛航空器船舶運輸設備,福建廈門,臺中港,0
105年12月,"光學照相電影計量檢查儀器,鐘錶樂器",江蘇昆山,臺中港,0
105年12月,"家具玩具運動用品,雜項製品",福建廈門,臺中港,0
106年01月,化學或有關工業產品,上海,臺中港,0
106年01月,化學或有關工業產品,福建廈門,臺中港,3
106年01月,塑膠橡膠及其製品,上海,臺中港,6
106年01月,塑膠橡膠及其製品,廣東深圳,臺中港,0
106年01月,塑膠橡膠及其製品,天津,臺中港,6
106年01月,塑膠橡膠及其製品,天津新港,臺中港,0
106年01月,塑膠橡膠及其製品,安徽蕪湖,臺中港,5
106年01月,塑膠橡膠及其製品,福建廈門,臺中港,4
106年01月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,1
106年01月,紡織品及其製品,廣東黃埔,臺中港,1
106年01月,紡織品及其製品,浙江寧波,臺中港,2
106年01月,紡織品及其製品,上海,臺中港,3
106年01月,紡織品及其製品,福建廈門,臺中港,2
106年01月,"鞋帽傘,羽毛及其製品,人造花",福建廈門,臺中港,2
106年01月,"珍珠寶石貴金屬,仿首飾",福建廈門,臺中港,0
106年01月,卑金屬及其製品,江蘇常熟,臺中港,7055
106年01月,卑金屬及其製品,廣東黃埔,臺中港,3
106年01月,卑金屬及其製品,江蘇昆山,臺中港,4
106年01月,卑金屬及其製品,上海,臺中港,3
106年01月,卑金屬及其製品,廣東深圳,臺中港,3
106年01月,卑金屬及其製品,福建廈門,臺中港,0
106年01月,"機械用具電機設備,電視影像錄音機",廣東東莞,臺中港,0
106年01月,"機械用具電機設備,電視影像錄音機",廣東黃埔,臺中港,0
106年01月,"機械用具電機設備,電視影像錄音機",江蘇昆山,臺中港,0
106年01月,"機械用具電機設備,電視影像錄音機",上海,臺中港,9
106年01月,"機械用具電機設備,電視影像錄音機",廣東深圳,臺中港,2
106年01月,"機械用具電機設備,電視影像錄音機",天津新港,臺中港,1
106年01月,"機械用具電機設備,電視影像錄音機",天津新港,臺中港,0
106年01月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,19
106年01月,車輛航空器船舶運輸設備,上海,臺中港,0
106年01月,車輛航空器船舶運輸設備,福建廈門,臺中港,0
106年01月,"光學照相電影計量檢查儀器,鐘錶樂器",江蘇昆山,臺中港,1
106年01月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,臺中港,1
106年01月,"光學照相電影計量檢查儀器,鐘錶樂器",江蘇蘇州,臺中港,4
106年01月,"家具玩具運動用品,雜項製品",上海,臺中港,1
106年01月,"家具玩具運動用品,雜項製品",廣東深圳,臺中港,1
106年02月,"調製食品,飲料,煙酒類",福建廈門,臺中港,6
106年02月,化學或有關工業產品,廣東惠州,臺中港,1
106年02月,化學或有關工業產品,福建馬尾,臺中港,9
106年02月,化學或有關工業產品,上海,臺中港,6
106年02月,化學或有關工業產品,福建廈門,臺中港,0
106年02月,塑膠橡膠及其製品,福建江陰,臺中港,0
106年02月,塑膠橡膠及其製品,福建馬尾,臺中港,6
106年02月,塑膠橡膠及其製品,浙江寧波,臺中港,1
106年02月,塑膠橡膠及其製品,上海,臺中港,0
106年02月,塑膠橡膠及其製品,天津,臺中港,6
106年02月,塑膠橡膠及其製品,福建廈門,臺中港,7
106年02月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,4
106年02月,"木漿紙漿,紙及紙板及其製品",福建馬尾,臺中港,0
106年02月,紡織品及其製品,廣東東莞,臺中港,0
106年02月,紡織品及其製品,福建馬尾,臺中港,0
106年02月,紡織品及其製品,上海,臺中港,4
106年02月,"鞋帽傘,羽毛及其製品,人造花",廣東太平,臺中港,0
106年02月,"鞋帽傘,羽毛及其製品,人造花",福建廈門,臺中港,4
106年02月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建江陰,臺中港,9
106年02月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建馬尾,臺中港,4
106年02月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,臺中港,0
106年02月,卑金屬及其製品,廣東黃埔,臺中港,3
106年02月,卑金屬及其製品,江蘇昆山,臺中港,5
106年02月,卑金屬及其製品,福建馬尾,臺中港,1
106年02月,卑金屬及其製品,廣東深圳,臺中港,3
106年02月,卑金屬及其製品,廣東太平,臺中港,1
106年02月,卑金屬及其製品,福建廈門,臺中港,1
106年02月,"機械用具電機設備,電視影像錄音機",福建江陰,臺中港,0
106年02月,"機械用具電機設備,電視影像錄音機",江蘇昆山,臺中港,1
106年02月,"機械用具電機設備,電視影像錄音機",福建馬尾,臺中港,3
106年02月,"機械用具電機設備,電視影像錄音機",上海,臺中港,0
106年02月,"機械用具電機設備,電視影像錄音機",廣東深圳,臺中港,3
106年02月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,583
106年02月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,0
106年02月,車輛航空器船舶運輸設備,福建馬尾,臺中港,3
106年02月,車輛航空器船舶運輸設備,上海,臺中港,0
106年02月,車輛航空器船舶運輸設備,福建廈門,臺中港,0
106年02月,"光學照相電影計量檢查儀器,鐘錶樂器",江蘇昆山,臺中港,1
106年02月,"光學照相電影計量檢查儀器,鐘錶樂器",廣東太平,臺中港,2
106年02月,"家具玩具運動用品,雜項製品",福建福州,臺中港,0
106年02月,"家具玩具運動用品,雜項製品",福建馬尾,臺中港,1
106年02月,"家具玩具運動用品,雜項製品",福建廈門,臺中港,1
106年03月,"調製食品,飲料,煙酒類",福建廈門,臺中港,0
106年03月,化學或有關工業產品,福建馬尾,臺中港,17
106年03月,化學或有關工業產品,上海,臺中港,3
106年03月,塑膠橡膠及其製品,福建馬尾,臺中港,5
106年03月,塑膠橡膠及其製品,上海,臺中港,5
106年03月,塑膠橡膠及其製品,廣東深圳,臺中港,0
106年03月,塑膠橡膠及其製品,福建廈門,臺中港,4
106年03月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,0
106年03月,"木漿紙漿,紙及紙板及其製品",福建馬尾,臺中港,2
106年03月,紡織品及其製品,福建馬尾,臺中港,0
106年03月,紡織品及其製品,福建廈門,臺中港,2
106年03月,"鞋帽傘,羽毛及其製品,人造花",廣東中山,臺中港,0
106年03月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建江陰,臺中港,4
106年03月,卑金屬及其製品,廣東東莞,臺中港,0
106年03月,卑金屬及其製品,廣東黃埔,臺中港,6
106年03月,卑金屬及其製品,江蘇昆山,臺中港,7
106年03月,卑金屬及其製品,福建馬尾,臺中港,1
106年03月,卑金屬及其製品,廣東麻涌,臺中港,1188
106年03月,卑金屬及其製品,上海,臺中港,2
106年03月,卑金屬及其製品,廣東深圳,臺中港,3
106年03月,卑金屬及其製品,廣東太平,臺中港,1
106年03月,卑金屬及其製品,福建廈門,臺中港,1
106年03月,"機械用具電機設備,電視影像錄音機",廣東東莞,臺中港,0
106年03月,"機械用具電機設備,電視影像錄音機",江蘇昆山,臺中港,0
106年03月,"機械用具電機設備,電視影像錄音機",福建馬尾,臺中港,7
106年03月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,1
106年03月,"機械用具電機設備,電視影像錄音機",上海,臺中港,139
106年03月,"機械用具電機設備,電視影像錄音機",廣東深圳,臺中港,3
106年03月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,0
106年03月,車輛航空器船舶運輸設備,福建馬尾,臺中港,3
106年03月,車輛航空器船舶運輸設備,上海,臺中港,0
106年03月,車輛航空器船舶運輸設備,福建廈門,臺中港,0
106年03月,"光學照相電影計量檢查儀器,鐘錶樂器",福建馬尾,臺中港,0
106年03月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,臺中港,1
106年03月,"光學照相電影計量檢查儀器,鐘錶樂器",福建廈門,臺中港,1
106年04月,"調製食品,飲料,煙酒類",福建廈門,臺中港,2
106年04月,化學或有關工業產品,福建馬尾,臺中港,10
106年04月,化學或有關工業產品,廣東沙田,臺中港,1
106年04月,化學或有關工業產品,福建廈門,臺中港,0
106年04月,塑膠橡膠及其製品,福建馬尾,臺中港,0
106年04月,塑膠橡膠及其製品,浙江寧波,臺中港,1
106年04月,塑膠橡膠及其製品,上海,臺中港,0
106年04月,塑膠橡膠及其製品,廣東深圳,臺中港,0
106年04月,塑膠橡膠及其製品,天津,臺中港,6
106年04月,塑膠橡膠及其製品,福建廈門,臺中港,2
106年04月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,0
106年04月,"木漿紙漿,紙及紙板及其製品",福建馬尾,臺中港,1
106年04月,紡織品及其製品,廣東東莞,臺中港,1
106年04月,紡織品及其製品,上海,臺中港,2
106年04月,紡織品及其製品,福建廈門,臺中港,4
106年04月,"鞋帽傘,羽毛及其製品,人造花",福建廈門,臺中港,4
106年04月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建江陰,臺中港,0
106年04月,卑金屬及其製品,江蘇常熟,臺中港,20265
106年04月,卑金屬及其製品,廣東黃埔,臺中港,1
106年04月,卑金屬及其製品,江蘇昆山,臺中港,5
106年04月,卑金屬及其製品,福建馬尾,臺中港,1
106年04月,卑金屬及其製品,廣東麻涌,臺中港,2252
106年04月,卑金屬及其製品,山東青島,臺中港,0
106年04月,卑金屬及其製品,廣東太平,臺中港,1
106年04月,卑金屬及其製品,福建廈門,臺中港,0
106年04月,"機械用具電機設備,電視影像錄音機",廣東東莞,臺中港,0
106年04月,"機械用具電機設備,電視影像錄音機",廣東黃埔,臺中港,1
106年04月,"機械用具電機設備,電視影像錄音機",福建江陰,臺中港,0
106年04月,"機械用具電機設備,電視影像錄音機",江蘇昆山,臺中港,0
106年04月,"機械用具電機設備,電視影像錄音機",福建馬尾,臺中港,0
106年04月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,1
106年04月,"機械用具電機設備,電視影像錄音機",上海,臺中港,228
106年04月,"機械用具電機設備,電視影像錄音機",廣東深圳,臺中港,3
106年04月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,929
106年04月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,14
106年04月,車輛航空器船舶運輸設備,福建江陰,臺中港,0
106年04月,車輛航空器船舶運輸設備,江蘇昆山,臺中港,0
106年04月,車輛航空器船舶運輸設備,福建馬尾,臺中港,0
106年04月,車輛航空器船舶運輸設備,上海,臺中港,0
106年04月,車輛航空器船舶運輸設備,福建廈門,臺中港,3
106年04月,"光學照相電影計量檢查儀器,鐘錶樂器",江蘇昆山,臺中港,1
106年05月,"調製食品,飲料,煙酒類",福建廈門,臺中港,4
106年05月,化學或有關工業產品,福建馬尾,臺中港,10
106年05月,化學或有關工業產品,上海,臺中港,2
106年05月,塑膠橡膠及其製品,福建馬尾,臺中港,7
106年05月,塑膠橡膠及其製品,浙江寧波,臺中港,1
106年05月,塑膠橡膠及其製品,上海,臺中港,0
106年05月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,8
106年05月,"木漿紙漿,紙及紙板及其製品",福建馬尾,臺中港,0
106年05月,紡織品及其製品,浙江寧波,臺中港,2
106年05月,紡織品及其製品,上海,臺中港,1
106年05月,紡織品及其製品,福建廈門,臺中港,4
106年05月,"鞋帽傘,羽毛及其製品,人造花",福建廈門,臺中港,4
106年05月,卑金屬及其製品,江蘇常熟,臺中港,6502
106年05月,卑金屬及其製品,廣東黃埔,臺中港,1
106年05月,卑金屬及其製品,江蘇昆山,臺中港,1
106年05月,卑金屬及其製品,福建馬尾,臺中港,1
106年05月,"機械用具電機設備,電視影像錄音機",廣東東莞,臺中港,1
106年05月,"機械用具電機設備,電視影像錄音機",福建馬尾,臺中港,3
106年05月,"機械用具電機設備,電視影像錄音機",上海,臺中港,416
106年05月,"機械用具電機設備,電視影像錄音機",廣東深圳,臺中港,6
106年05月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,2
106年05月,"機械用具電機設備,電視影像錄音機",天津新港,臺中港,1
106年05月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,9
106年05月,車輛航空器船舶運輸設備,江蘇昆山,臺中港,0
106年05月,車輛航空器船舶運輸設備,福建馬尾,臺中港,1
106年05月,車輛航空器船舶運輸設備,上海,臺中港,0
106年05月,車輛航空器船舶運輸設備,福建廈門,臺中港,3
106年05月,"光學照相電影計量檢查儀器,鐘錶樂器",江蘇昆山,臺中港,1
106年05月,"家具玩具運動用品,雜項製品",福建馬尾,臺中港,0
106年06月,化學或有關工業產品,廣東虎門,臺中港,1
106年06月,化學或有關工業產品,福建馬尾,臺中港,22
106年06月,化學或有關工業產品,上海,臺中港,3
106年06月,塑膠橡膠及其製品,江蘇昆山,臺中港,1
106年06月,塑膠橡膠及其製品,福建馬尾,臺中港,3
106年06月,塑膠橡膠及其製品,浙江寧波,臺中港,1
106年06月,塑膠橡膠及其製品,上海,臺中港,0
106年06月,塑膠橡膠及其製品,福建廈門,臺中港,0
106年06月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,4
106年06月,"木漿紙漿,紙及紙板及其製品",福建馬尾,臺中港,1
106年06月,紡織品及其製品,福建馬尾,臺中港,0
106年06月,紡織品及其製品,上海,臺中港,2
106年06月,紡織品及其製品,福建廈門,臺中港,1
106年06月,"鞋帽傘,羽毛及其製品,人造花",福建廈門,臺中港,4
106年06月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建馬尾,臺中港,0
106年06月,卑金屬及其製品,廣東黃埔,臺中港,1
106年06月,卑金屬及其製品,江蘇昆山,臺中港,8
106年06月,卑金屬及其製品,福建馬尾,臺中港,2
106年06月,卑金屬及其製品,廣東麻涌,臺中港,5003
106年06月,卑金屬及其製品,上海,臺中港,3
106年06月,卑金屬及其製品,廣東太平,臺中港,0
106年06月,卑金屬及其製品,福建廈門,臺中港,1
106年06月,"機械用具電機設備,電視影像錄音機",廣東東莞,臺中港,0
106年06月,"機械用具電機設備,電視影像錄音機",廣東黃埔,臺中港,0
106年06月,"機械用具電機設備,電視影像錄音機",江蘇昆山,臺中港,0
106年06月,"機械用具電機設備,電視影像錄音機",福建馬尾,臺中港,4
106年06月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,0
106年06月,"機械用具電機設備,電視影像錄音機",上海,臺中港,3
106年06月,"機械用具電機設備,電視影像錄音機",廣東沙田,臺中港,0
106年06月,"機械用具電機設備,電視影像錄音機",廣東深圳,臺中港,3
106年06月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,20
106年06月,車輛航空器船舶運輸設備,福建馬尾,臺中港,0
106年06月,車輛航空器船舶運輸設備,上海,臺中港,0
106年06月,車輛航空器船舶運輸設備,福建廈門,臺中港,1
106年06月,"光學照相電影計量檢查儀器,鐘錶樂器",江蘇昆山,臺中港,1
106年06月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,臺中港,1
106年07月,"調製食品,飲料,煙酒類",福建廈門,臺中港,2
106年07月,化學或有關工業產品,廣東虎門,臺中港,1
106年07月,化學或有關工業產品,福建馬尾,臺中港,32
106年07月,化學或有關工業產品,福建廈門,臺中港,5
106年07月,塑膠橡膠及其製品,福建馬尾,臺中港,4
106年07月,塑膠橡膠及其製品,上海,臺中港,0
106年07月,塑膠橡膠及其製品,天津,臺中港,6
106年07月,塑膠橡膠及其製品,福建廈門,臺中港,0
106年07月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,5
106年07月,"木及木製品,軟木及軟木製品",福建馬尾,臺中港,12
106年07月,"木漿紙漿,紙及紙板及其製品",福建馬尾,臺中港,0
106年07月,紡織品及其製品,浙江寧波,臺中港,1
106年07月,紡織品及其製品,上海,臺中港,4
106年07月,紡織品及其製品,福建廈門,臺中港,3
106年07月,"鞋帽傘,羽毛及其製品,人造花",福建廈門,臺中港,5
106年07月,"石料水泥石棉等材料之製品,陶瓷,玻璃",廣東中山,臺中港,0
106年07月,卑金屬及其製品,廣東,臺中港,1559
106年07月,卑金屬及其製品,廣東黃埔,臺中港,2
106年07月,卑金屬及其製品,江蘇昆山,臺中港,1
106年07月,卑金屬及其製品,福建馬尾,臺中港,1
106年07月,卑金屬及其製品,廣東麻涌,臺中港,1007
106年07月,卑金屬及其製品,廣東太平,臺中港,0
106年07月,卑金屬及其製品,福建廈門,臺中港,0
106年07月,"機械用具電機設備,電視影像錄音機",福建福州,臺中港,0
106年07月,"機械用具電機設備,電視影像錄音機",廣東黃埔,臺中港,2
106年07月,"機械用具電機設備,電視影像錄音機",福建馬尾,臺中港,10
106年07月,"機械用具電機設備,電視影像錄音機",上海,臺中港,1
106年07月,"機械用具電機設備,電視影像錄音機",廣東深圳,臺中港,4
106年07月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,4
106年07月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,16
106年07月,車輛航空器船舶運輸設備,福建馬尾,臺中港,0
106年07月,車輛航空器船舶運輸設備,上海,臺中港,0
106年07月,車輛航空器船舶運輸設備,山東青島,臺中港,0
106年07月,車輛航空器船舶運輸設備,福建廈門,臺中港,0
106年07月,"光學照相電影計量檢查儀器,鐘錶樂器",江蘇昆山,臺中港,0
106年07月,"光學照相電影計量檢查儀器,鐘錶樂器",福建馬尾,臺中港,0
106年07月,"家具玩具運動用品,雜項製品",福建馬尾,臺中港,0
106年08月,化學或有關工業產品,廣東惠州,臺中港,0
106年08月,化學或有關工業產品,福建馬尾,臺中港,20
106年08月,化學或有關工業產品,上海,臺中港,0
106年08月,塑膠橡膠及其製品,福建馬尾,臺中港,5
106年08月,塑膠橡膠及其製品,浙江寧波,臺中港,0
106年08月,塑膠橡膠及其製品,上海,臺中港,7
106年08月,塑膠橡膠及其製品,福建廈門,臺中港,2
106年08月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,9
106年08月,"木及木製品,軟木及軟木製品",福建馬尾,臺中港,14
106年08月,"木漿紙漿,紙及紙板及其製品",福建馬尾,臺中港,1
106年08月,"木漿紙漿,紙及紙板及其製品",福建廈門,臺中港,2
106年08月,紡織品及其製品,福建馬尾,臺中港,1
106年08月,紡織品及其製品,浙江寧波,臺中港,2
106年08月,紡織品及其製品,上海,臺中港,0
106年08月,紡織品及其製品,福建廈門,臺中港,3
106年08月,"鞋帽傘,羽毛及其製品,人造花",福建廈門,臺中港,1
106年08月,卑金屬及其製品,江蘇常熟,臺中港,6513
106年08月,卑金屬及其製品,廣東東莞,臺中港,3164
106年08月,卑金屬及其製品,廣東黃埔,臺中港,5
106年08月,卑金屬及其製品,福建馬尾,臺中港,3
106年08月,卑金屬及其製品,廣東太平,臺中港,0
106年08月,卑金屬及其製品,福建廈門,臺中港,1
106年08月,"機械用具電機設備,電視影像錄音機",廣東東莞,臺中港,6
106年08月,"機械用具電機設備,電視影像錄音機",遼寧大連,臺中港,560
106年08月,"機械用具電機設備,電視影像錄音機",廣東黃埔,臺中港,3
106年08月,"機械用具電機設備,電視影像錄音機",福建馬尾,臺中港,5
106年08月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,0
106年08月,"機械用具電機設備,電視影像錄音機",上海,臺中港,32
106年08月,"機械用具電機設備,電視影像錄音機",廣東沙田,臺中港,2
106年08月,"機械用具電機設備,電視影像錄音機",廣東深圳,臺中港,3
106年08月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,4
106年08月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,13
106年08月,車輛航空器船舶運輸設備,福建馬尾,臺中港,1
106年08月,車輛航空器船舶運輸設備,山東青島,臺中港,0
106年08月,車輛航空器船舶運輸設備,福建廈門,臺中港,0
106年08月,"光學照相電影計量檢查儀器,鐘錶樂器",福建馬尾,臺中港,0
106年08月,"光學照相電影計量檢查儀器,鐘錶樂器",福建廈門,臺中港,2
106年08月,"家具玩具運動用品,雜項製品",福建馬尾,臺中港,0
106年08月,"家具玩具運動用品,雜項製品",福建廈門,臺中港,0
106年09月,"調製食品,飲料,煙酒類",福建廈門,臺中港,0
106年09月,化學或有關工業產品,廣東虎門,臺中港,1
106年09月,化學或有關工業產品,福建馬尾,臺中港,11
106年09月,化學或有關工業產品,上海,臺中港,0
106年09月,化學或有關工業產品,福建廈門,臺中港,6
106年09月,塑膠橡膠及其製品,福建馬尾,臺中港,7
106年09月,塑膠橡膠及其製品,上海,臺中港,0
106年09月,塑膠橡膠及其製品,福建廈門,臺中港,3
106年09月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,7
106年09月,"木漿紙漿,紙及紙板及其製品",福建馬尾,臺中港,0
106年09月,紡織品及其製品,福建馬尾,臺中港,1
106年09月,紡織品及其製品,福建廈門,臺中港,6
106年09月,"石料水泥石棉等材料之製品,陶瓷,玻璃",廣東中山,臺中港,0
106年09月,卑金屬及其製品,江蘇常熟,臺中港,3454
106年09月,卑金屬及其製品,福建馬尾,臺中港,2
106年09月,卑金屬及其製品,上海,臺中港,35
106年09月,卑金屬及其製品,廣東蛇口,臺中港,1400
106年09月,卑金屬及其製品,廣東太平,臺中港,0
106年09月,"機械用具電機設備,電視影像錄音機",福建馬尾,臺中港,1
106年09月,"機械用具電機設備,電視影像錄音機",上海,臺中港,0
106年09月,"機械用具電機設備,電視影像錄音機",廣東沙田,臺中港,1
