時間,進港/出港,港口國,港口,臺灣港口,貨櫃/非貨櫃,船舶種類,船舶國籍,總噸數,艘次
2017/3/28 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/3/28 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,28270,1
2017/3/15 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,16915,1
2017/3/16 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/4/11 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/4/5 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/3/23 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/4/19 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2018/2/1 上午 12:00:00,進港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6352,1
2018/2/1 上午 12:00:00,出港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6352,1
2018/2/1 上午 12:00:00,進港,越南,海防,高雄港,非貨櫃船,雜貨船,巴拿馬,7513,1
2018/1/1 上午 12:00:00,出港,越南,海防,台中港,非貨櫃船,雜貨船,巴拿馬,31754,1
2019/2/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,17211,1
2019/2/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,34422,2
2019/2/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,17211,1
2019/3/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,14807,1
2019/3/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,29614,2
2019/3/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,14807,1
2019/3/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,14807,1
2019/3/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,29614,2
2019/3/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,17211,1
2019/3/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,34422,2
2019/3/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,17211,1
2019/7/1 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,巴拿馬,17887,1
2019/7/1 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,巴拿馬,17887,1
2019/7/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,17211,1
2021/2/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,巴拿馬,3989,1
2020/10/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,巴拿馬,2113,1
2020/10/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,巴拿馬,3802,1
2020/7/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,巴拿馬,2113,1
2020/8/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,巴拿馬,2113,1
2021/7/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,巴拿馬,3989,1
2017/3/9 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,大韓民國（南韓）,2426,1
2015/12/5 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,大韓民國（南韓）,2426,1
2021/7/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,大韓民國（南韓）,2426,1
2016/6/18 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,大韓民國（南韓）,2426,1
2016/3/6 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,大韓民國（南韓）,2713,1
2016/3/6 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,大韓民國（南韓）,2426,1
2016/4/26 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,大韓民國（南韓）,2426,1
2016/11/22 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,塞席爾,2600,1
2017/3/14 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,塞席爾,2600,1
2016/8/8 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,塞席爾,2600,1
2016/1/7 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,塞席爾,2600,1
2018/9/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,日本,4992,1
2019/7/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,17211,1
2019/7/1 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,巴拿馬,17933,1
2019/6/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,37238,2
2019/6/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,34422,2
2019/6/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,17211,1
2018/1/1 上午 12:00:00,進港,越南,海防,高雄港,非貨櫃船,雜貨船,巴拿馬,6275,1
2018/1/1 上午 12:00:00,進港,越南,海防,高雄港,非貨櫃船,雜貨船,巴拿馬,6283,1
2018/1/1 上午 12:00:00,進港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,5552,1
2018/1/1 上午 12:00:00,出港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6275,1
2018/1/1 上午 12:00:00,出港,越南,胡志明,台中港,非貨櫃船,雜貨船,巴拿馬,9467,1
2018/1/1 上午 12:00:00,進港,越南,海防,高雄港,非貨櫃船,雜貨船,巴拿馬,9340,1
2018/1/1 上午 12:00:00,進港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6352,1
2018/5/1 上午 12:00:00,進港,越南,海防,高雄港,非貨櫃船,雜貨船,巴拿馬,6395,1
2018/5/1 上午 12:00:00,進港,越南,海防,高雄港,非貨櫃船,雜貨船,巴拿馬,6275,1
2018/5/1 上午 12:00:00,出港,越南,海防,高雄港,非貨櫃船,雜貨船,巴拿馬,6275,1
2018/5/1 上午 12:00:00,出港,越南,海防,高雄港,非貨櫃船,雜貨船,巴拿馬,7727,1
2018/5/1 上午 12:00:00,出港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6275,1
2018/5/1 上午 12:00:00,進港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6352,1
2017/4/12 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/5/2 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/3/29 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/4/13 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,16915,1
2017/5/3 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/4/18 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/5/9 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,28927,1
2017/5/9 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,28270,1
2017/4/27 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,16915,1
2017/5/23 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/5/24 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/6/14 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,86781,3
2017/5/10 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,16915,1
2017/5/10 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/4/26 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/4/25 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/5/16 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/5/17 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/5/25 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,16915,1
2015/12/20 上午 12:00:00,進港,越南,海防,台中港,非貨櫃船,雜貨船,馬紹爾群島共和國,23119,1
2016/6/24 上午 12:00:00,出港,越南,胡志明,高雄港,非貨櫃船,雜貨船,香港,8808,1
2016/3/3 上午 12:00:00,進港,越南,胡志明,高雄港,非貨櫃船,雜貨船,香港,8679,1
2016/4/21 上午 12:00:00,出港,越南,胡志明,高雄港,非貨櫃船,雜貨船,香港,8963,1
2016/4/22 上午 12:00:00,出港,越南,海防,高雄港,非貨櫃船,雜貨船,香港,9587,1
2015/5/9 上午 12:00:00,出港,越南,胡志明,高雄港,非貨櫃船,雜貨船,新加坡,8696,1
2019/6/1 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,巴拿馬,17515,1
2019/5/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,37238,2
2019/5/1 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,巴拿馬,17887,1
2019/5/1 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,巴拿馬,17887,1
2019/5/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,18619,1
2019/5/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,17211,1
2019/5/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,34422,2
2019/5/1 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,巴拿馬,17515,1
2019/5/1 上午 12:00:00,出港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,巴拿馬,17515,1
2019/5/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,17211,1
2019/5/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,34422,2
2019/6/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,18619,1
2019/6/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,49212,1
2019/6/1 上午 12:00:00,進港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,59525,1
2019/10/1 上午 12:00:00,進港,新加坡,新加坡港,基隆港,非貨櫃船,汽車船,巴拿馬,70687,1
2019/10/1 上午 12:00:00,進港,新加坡,新加坡港,基隆港,非貨櫃船,汽車船,巴拿馬,70687,1
2019/10/1 上午 12:00:00,進港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,75036,1
2019/10/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,61804,1
2019/10/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,70048,1
2020/4/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,50308,1
2020/5/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,62838,1
2020/5/1 上午 12:00:00,進港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,75528,1
2019/10/1 上午 12:00:00,進港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,58997,1
2019/10/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,58535,1
2019/10/1 上午 12:00:00,進港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,59525,1
2019/9/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,75528,1
2020/5/1 上午 12:00:00,進港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,57147,1
2020/4/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,70826,1
2020/4/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,62838,1
2017/6/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,86781,3
2017/5/31 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,86781,3
2017/5/31 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,28270,1
2017/2/16 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,16915,1
2017/2/13 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,28270,1
2017/2/22 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,28927,1
2017/3/21 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/3/8 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/3/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/2/28 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/3/7 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/2/2 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,16915,1
2017/1/5 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,16915,1
2017/9/13 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,86781,3
2017/9/13 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,28270,1
2017/8/28 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,86781,3
2017/9/14 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,86781,3
2017/8/2 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,86781,3
2017/7/23 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,35975,1
2018/2/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,89097,1
2018/2/1 上午 12:00:00,進港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,香港,31649,1
2018/2/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,47799,1
2018/5/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,47799,1
2018/5/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,39941,1
2018/3/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,145136,1
2018/3/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,144651,1
2018/3/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,144651,1
2018/3/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,113042,1
2018/3/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,112967,1
2018/3/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,47799,1
2018/3/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,39941,1
2018/3/1 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,香港,47799,1
2017/11/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,18123,1
2017/11/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,113042,1
2017/11/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,113042,1
2019/4/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,42894,1
2019/6/1 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,巴拿馬,17887,1
2019/3/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,34422,2
2019/3/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,17211,1
2019/3/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,34422,2
2019/9/1 上午 12:00:00,出港,越南,順化,高雄港,貨櫃船,全貨櫃船,巴拿馬,4090,1
2019/10/1 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,巴拿馬,21611,1
2019/10/1 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,巴拿馬,17887,1
2016/2/28 上午 12:00:00,出港,越南,海防,高雄港,非貨櫃船,雜貨船,香港,6732,1
2016/1/30 上午 12:00:00,進港,越南,海防,高雄港,非貨櫃船,雜貨船,香港,7100,1
2016/1/31 上午 12:00:00,進港,越南,胡志明,高雄港,非貨櫃船,雜貨船,香港,22566,1
2016/2/2 上午 12:00:00,進港,越南,海防,高雄港,非貨櫃船,雜貨船,香港,8679,1
2020/10/1 上午 12:00:00,出港,越南,胡志明,高雄港,非貨櫃船,雜貨船,香港,8808,1
2017/6/27 上午 12:00:00,進港,越南,胡志明,高雄港,非貨櫃船,雜貨船,馬爾他,24115,1
2016/1/21 上午 12:00:00,出港,越南,胡志明,高雄港,非貨櫃船,雜貨船,香港,9587,1
2021/7/1 上午 12:00:00,進港,越南,海防,高雄港,非貨櫃船,雜貨船,蒙古,4735,1
2020/12/1 上午 12:00:00,出港,越南,海防,高雄港,非貨櫃船,雜貨船,蒙古,1414,1
2020/12/1 上午 12:00:00,出港,越南,胡志明,台中港,非貨櫃船,雜貨船,蒙古,1414,1
2020/12/1 上午 12:00:00,出港,越南,胡志明,台中港,非貨櫃船,雜貨船,蒙古,486,1
2017/9/5 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/9/7 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,86781,3
2017/8/31 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,35975,1
2017/8/27 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/8/13 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,86781,3
2017/6/22 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,28270,1
2017/6/22 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,16915,1
2017/6/22 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,86781,3
2017/6/20 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,86781,3
2017/6/6 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,86781,3
2017/6/15 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/6/7 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,16915,1
2017/6/8 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,35975,1
2017/6/8 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,86781,3
2017/7/15 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,86781,3
2017/8/3 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,86781,3
2017/7/23 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,115708,4
2017/7/22 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,86781,3
2017/7/16 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,86781,3
2015/12/12 上午 12:00:00,進港,新加坡,新加坡港,台中港,非貨櫃船,散裝船,希臘,41882,1
2016/1/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,希臘,30422,1
2015/10/1 上午 12:00:00,進港,新加坡,新加坡港,台中港,非貨櫃船,散裝船,希臘,27986,1
2015/9/23 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,希臘,43837,1
2015/1/25 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,希臘,44348,1
2015/1/21 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,希臘,61504,1
2015/2/10 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,希臘,40224,1
2017/1/20 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,越南,14851,1
2020/3/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,希臘,34456,1
2019/5/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,希臘,34456,1
2019/9/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,希臘,43721,1
2019/9/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,希臘,44190,1
2019/9/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,希臘,32987,1
2017/5/4 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,希臘,107198,1
