時間,地區別,臺灣港口,空實櫃別,貨櫃尺寸,貨櫃量
096年01月,亞洲其他,基隆港,實櫃,20呎,400
096年01月,亞洲其他,基隆港,實櫃,40呎,143
096年01月,阿拉伯聯合大公國,基隆港,實櫃,20呎,271
096年01月,阿拉伯聯合大公國,基隆港,實櫃,40呎,118
096年01月,阿根廷,基隆港,實櫃,20呎,63
096年01月,阿根廷,基隆港,實櫃,40呎,7
096年01月,澳洲,基隆港,實櫃,20呎,219
096年01月,澳洲,基隆港,實櫃,40呎,45
096年01月,孟加拉,基隆港,實櫃,20呎,175
096年01月,孟加拉,基隆港,實櫃,40呎,50
096年01月,比利時,基隆港,實櫃,20呎,22
096年01月,比利時,基隆港,實櫃,40呎,2
096年01月,巴林,基隆港,實櫃,20呎,2
096年01月,百慕達,基隆港,實櫃,20呎,4
096年01月,巴西,基隆港,實櫃,20呎,330
096年01月,巴西,基隆港,實櫃,40呎,42
096年01月,中美洲其他,基隆港,實櫃,20呎,288
096年01月,中美洲其他,基隆港,實櫃,40呎,84
096年01月,加拿大,基隆港,實櫃,20呎,256
096年01月,加拿大,基隆港,實櫃,40呎,68
096年01月,加拿大,基隆港,實櫃,45呎,2
096年01月,瑞士,基隆港,實櫃,20呎,3
096年01月,象牙海岸,基隆港,實櫃,20呎,1
096年01月,智利,基隆港,實櫃,20呎,149
096年01月,智利,基隆港,實櫃,40呎,76
096年01月,中國大陸,基隆港,實櫃,20呎,10867
096年01月,中國大陸,基隆港,實櫃,40呎,5172
096年01月,中國大陸,基隆港,實櫃,45呎,16
096年01月,德國,基隆港,實櫃,20呎,25
096年01月,德國,基隆港,實櫃,40呎,13
096年01月,多明尼加,基隆港,實櫃,20呎,38
096年01月,多明尼加,基隆港,實櫃,40呎,6
096年01月,埃及,基隆港,實櫃,20呎,50
096年01月,埃及,基隆港,實櫃,40呎,10
096年01月,非洲其他,基隆港,實櫃,20呎,58
096年01月,非洲其他,基隆港,實櫃,40呎,25
096年01月,芬蘭,基隆港,實櫃,20呎,2
096年01月,法國,基隆港,實櫃,20呎,2
096年01月,英國,基隆港,實櫃,20呎,1
096年01月,英國,基隆港,實櫃,40呎,2
096年01月,赤道幾內亞,基隆港,實櫃,40呎,1
096年01月,香港,基隆港,實櫃,20呎,4070
096年01月,香港,基隆港,實櫃,40呎,1508
096年01月,香港,基隆港,實櫃,45呎,1
096年01月,印尼,基隆港,實櫃,20呎,552
096年01月,印尼,基隆港,實櫃,40呎,260
096年01月,印度,基隆港,實櫃,20呎,256
096年01月,印度,基隆港,實櫃,40呎,101
096年01月,伊朗,基隆港,實櫃,20呎,44
096年01月,伊朗,基隆港,實櫃,40呎,90
096年01月,伊朗,基隆港,實櫃,45呎,1
096年01月,義大利,基隆港,實櫃,20呎,3
096年01月,約旦,基隆港,實櫃,20呎,38
096年01月,約旦,基隆港,實櫃,40呎,54
096年01月,日本,基隆港,實櫃,20呎,3530
096年01月,日本,基隆港,實櫃,40呎,1245
096年01月,日本,基隆港,實櫃,45呎,2
096年01月,北韓,基隆港,實櫃,40呎,1
096年01月,韓國,基隆港,實櫃,20呎,1100
096年01月,韓國,基隆港,實櫃,40呎,454
096年01月,科威特,基隆港,實櫃,20呎,32
096年01月,科威特,基隆港,實櫃,40呎,3
096年01月,科威特,基隆港,實櫃,45呎,1
096年01月,斯里蘭卡,基隆港,實櫃,20呎,16
096年01月,斯里蘭卡,基隆港,實櫃,40呎,7
096年01月,墨西哥,基隆港,實櫃,20呎,376
096年01月,墨西哥,基隆港,實櫃,40呎,269
096年01月,馬來西亞,基隆港,實櫃,20呎,632
096年01月,馬來西亞,基隆港,實櫃,40呎,280
096年01月,馬來西亞,基隆港,實櫃,45呎,4
096年01月,奈及利亞,基隆港,實櫃,20呎,27
096年01月,奈及利亞,基隆港,實櫃,40呎,7
096年01月,荷蘭,基隆港,實櫃,20呎,16
096年01月,荷蘭,基隆港,實櫃,40呎,8
096年01月,紐西蘭,基隆港,實櫃,20呎,238
096年01月,紐西蘭,基隆港,實櫃,40呎,23
096年01月,阿曼,基隆港,實櫃,20呎,4
096年01月,阿曼,基隆港,實櫃,40呎,2
096年01月,大洋洲其他,基隆港,實櫃,20呎,22
096年01月,大洋洲其他,基隆港,實櫃,40呎,1
096年01月,巴拿馬,基隆港,實櫃,20呎,63
096年01月,巴拿馬,基隆港,實櫃,40呎,4
096年01月,秘魯,基隆港,實櫃,20呎,186
096年01月,秘魯,基隆港,實櫃,40呎,32
096年01月,菲律賓,基隆港,實櫃,20呎,668
096年01月,菲律賓,基隆港,實櫃,40呎,426
096年01月,菲律賓,基隆港,實櫃,45呎,7
096年01月,巴基斯坦,基隆港,實櫃,20呎,156
096年01月,巴基斯坦,基隆港,實櫃,40呎,41
096年01月,波多黎各,基隆港,實櫃,20呎,20
096年01月,波多黎各,基隆港,實櫃,40呎,1
096年01月,卡達,基隆港,實櫃,20呎,11
096年01月,俄羅斯,基隆港,實櫃,20呎,86
096年01月,俄羅斯,基隆港,實櫃,40呎,16
096年01月,南美洲其他,基隆港,實櫃,20呎,286
096年01月,南美洲其他,基隆港,實櫃,40呎,87
096年01月,沙烏地阿拉伯,基隆港,實櫃,20呎,331
096年01月,沙烏地阿拉伯,基隆港,實櫃,40呎,39
096年01月,沙烏地阿拉伯,基隆港,實櫃,45呎,3
096年01月,新加坡,基隆港,實櫃,20呎,624
096年01月,新加坡,基隆港,實櫃,40呎,192
096年01月,新加坡,基隆港,實櫃,45呎,10
096年01月,敘利亞,基隆港,實櫃,20呎,8
096年01月,敘利亞,基隆港,實櫃,40呎,7
096年01月,泰國,基隆港,實櫃,20呎,1087
096年01月,泰國,基隆港,實櫃,40呎,435
096年01月,泰國,基隆港,實櫃,45呎,20
096年01月,土耳其,基隆港,實櫃,20呎,159
096年01月,土耳其,基隆港,實櫃,40呎,38
096年01月,歐洲其他,基隆港,實櫃,20呎,57
096年01月,歐洲其他,基隆港,實櫃,40呎,25
096年01月,歐洲其他,基隆港,實櫃,45呎,1
096年01月,烏克蘭,基隆港,實櫃,20呎,35
096年01月,烏克蘭,基隆港,實櫃,40呎,22
096年01月,美國,基隆港,實櫃,20呎,2010
096年01月,美國,基隆港,實櫃,40呎,1849
096年01月,美國,基隆港,實櫃,45呎,141
096年01月,委內瑞拉,基隆港,實櫃,20呎,30
096年01月,委內瑞拉,基隆港,實櫃,40呎,13
096年01月,越南,基隆港,實櫃,20呎,1943
096年01月,越南,基隆港,實櫃,40呎,699
096年01月,葉門,基隆港,實櫃,20呎,8
096年01月,葉門,基隆港,實櫃,40呎,5
096年01月,南非,基隆港,實櫃,20呎,60
096年01月,南非,基隆港,實櫃,40呎,37
096年02月,亞洲其他,基隆港,實櫃,20呎,341
096年02月,亞洲其他,基隆港,實櫃,40呎,187
096年02月,阿拉伯聯合大公國,基隆港,實櫃,20呎,169
096年02月,阿拉伯聯合大公國,基隆港,實櫃,40呎,86
096年02月,阿拉伯聯合大公國,基隆港,實櫃,45呎,1
096年02月,阿根廷,基隆港,實櫃,20呎,25
096年02月,阿根廷,基隆港,實櫃,40呎,1
096年02月,澳洲,基隆港,實櫃,20呎,180
096年02月,澳洲,基隆港,實櫃,40呎,33
096年02月,孟加拉,基隆港,實櫃,20呎,144
096年02月,孟加拉,基隆港,實櫃,40呎,25
096年02月,比利時,基隆港,實櫃,20呎,10
096年02月,巴林,基隆港,實櫃,20呎,24
096年02月,巴西,基隆港,實櫃,20呎,264
096年02月,巴西,基隆港,實櫃,40呎,37
096年02月,中美洲其他,基隆港,實櫃,20呎,276
096年02月,中美洲其他,基隆港,實櫃,40呎,55
096年02月,加拿大,基隆港,實櫃,20呎,208
096年02月,加拿大,基隆港,實櫃,40呎,48
096年02月,加拿大,基隆港,實櫃,45呎,3
096年02月,瑞士,基隆港,實櫃,20呎,3
096年02月,智利,基隆港,實櫃,20呎,140
096年02月,智利,基隆港,實櫃,40呎,83
096年02月,中國大陸,基隆港,實櫃,20呎,5548
096年02月,中國大陸,基隆港,實櫃,40呎,2739
096年02月,中國大陸,基隆港,實櫃,45呎,11
096年02月,德國,基隆港,實櫃,20呎,16
096年02月,德國,基隆港,實櫃,40呎,6
096年02月,多明尼加,基隆港,實櫃,20呎,27
096年02月,多明尼加,基隆港,實櫃,40呎,3
096年02月,埃及,基隆港,實櫃,20呎,45
096年02月,埃及,基隆港,實櫃,40呎,10
096年02月,西班牙,基隆港,實櫃,20呎,2
096年02月,非洲其他,基隆港,實櫃,20呎,24
096年02月,非洲其他,基隆港,實櫃,40呎,19
096年02月,法國,基隆港,實櫃,20呎,2
096年02月,法國,基隆港,實櫃,40呎,2
096年02月,英國,基隆港,實櫃,20呎,2
096年02月,英國,基隆港,實櫃,40呎,2
096年02月,香港,基隆港,實櫃,20呎,2257
096年02月,香港,基隆港,實櫃,40呎,911
096年02月,印尼,基隆港,實櫃,20呎,410
096年02月,印尼,基隆港,實櫃,40呎,181
096年02月,印度,基隆港,實櫃,20呎,278
096年02月,印度,基隆港,實櫃,40呎,61
096年02月,伊朗,基隆港,實櫃,20呎,41
096年02月,伊朗,基隆港,實櫃,40呎,77
096年02月,義大利,基隆港,實櫃,20呎,2
096年02月,約旦,基隆港,實櫃,20呎,39
096年02月,約旦,基隆港,實櫃,40呎,25
096年02月,日本,基隆港,實櫃,20呎,2746
096年02月,日本,基隆港,實櫃,40呎,944
096年02月,日本,基隆港,實櫃,45呎,9
096年02月,韓國,基隆港,實櫃,20呎,927
096年02月,韓國,基隆港,實櫃,40呎,456
096年02月,科威特,基隆港,實櫃,20呎,18
096年02月,科威特,基隆港,實櫃,40呎,3
096年02月,科威特,基隆港,實櫃,45呎,1
096年02月,斯里蘭卡,基隆港,實櫃,20呎,11
096年02月,斯里蘭卡,基隆港,實櫃,40呎,4
096年02月,墨西哥,基隆港,實櫃,20呎,315
096年02月,墨西哥,基隆港,實櫃,40呎,199
096年02月,馬來西亞,基隆港,實櫃,20呎,475
096年02月,馬來西亞,基隆港,實櫃,40呎,203
096年02月,馬來西亞,基隆港,實櫃,45呎,4
096年02月,奈及利亞,基隆港,實櫃,20呎,21
096年02月,奈及利亞,基隆港,實櫃,40呎,5
096年02月,荷蘭,基隆港,實櫃,20呎,21
096年02月,荷蘭,基隆港,實櫃,40呎,1
096年02月,紐西蘭,基隆港,實櫃,20呎,210
096年02月,紐西蘭,基隆港,實櫃,40呎,26
096年02月,阿曼,基隆港,實櫃,20呎,1
096年02月,大洋洲其他,基隆港,實櫃,20呎,19
096年02月,大洋洲其他,基隆港,實櫃,40呎,4
096年02月,巴拿馬,基隆港,實櫃,20呎,26
096年02月,巴拿馬,基隆港,實櫃,40呎,6
096年02月,秘魯,基隆港,實櫃,20呎,266
096年02月,秘魯,基隆港,實櫃,40呎,12
096年02月,菲律賓,基隆港,實櫃,20呎,658
096年02月,菲律賓,基隆港,實櫃,40呎,368
096年02月,巴基斯坦,基隆港,實櫃,20呎,119
096年02月,巴基斯坦,基隆港,實櫃,40呎,33
096年02月,波多黎各,基隆港,實櫃,20呎,12
096年02月,波多黎各,基隆港,實櫃,40呎,6
096年02月,卡達,基隆港,實櫃,20呎,5
096年02月,卡達,基隆港,實櫃,40呎,6
096年02月,俄羅斯,基隆港,實櫃,20呎,63
096年02月,俄羅斯,基隆港,實櫃,40呎,15
096年02月,南美洲其他,基隆港,實櫃,20呎,219
096年02月,南美洲其他,基隆港,實櫃,40呎,57
096年02月,沙烏地阿拉伯,基隆港,實櫃,20呎,220
096年02月,沙烏地阿拉伯,基隆港,實櫃,40呎,26
096年02月,沙烏地阿拉伯,基隆港,實櫃,45呎,2
096年02月,新加坡,基隆港,實櫃,20呎,426
096年02月,新加坡,基隆港,實櫃,40呎,152
096年02月,新加坡,基隆港,實櫃,45呎,4
096年02月,敘利亞,基隆港,實櫃,20呎,8
096年02月,敘利亞,基隆港,實櫃,40呎,5
096年02月,泰國,基隆港,實櫃,20呎,868
096年02月,泰國,基隆港,實櫃,40呎,331
096年02月,泰國,基隆港,實櫃,45呎,23
096年02月,土耳其,基隆港,實櫃,20呎,155
096年02月,土耳其,基隆港,實櫃,40呎,44
096年02月,歐洲其他,基隆港,實櫃,20呎,46
096年02月,歐洲其他,基隆港,實櫃,40呎,43
096年02月,烏克蘭,基隆港,實櫃,20呎,28
096年02月,烏克蘭,基隆港,實櫃,40呎,15
096年02月,美國,基隆港,實櫃,20呎,1630
096年02月,美國,基隆港,實櫃,40呎,1437
096年02月,美國,基隆港,實櫃,45呎,81
096年02月,委內瑞拉,基隆港,實櫃,20呎,48
096年02月,委內瑞拉,基隆港,實櫃,40呎,9
096年02月,越南,基隆港,實櫃,20呎,955
096年02月,越南,基隆港,實櫃,40呎,516
096年02月,葉門,基隆港,實櫃,20呎,5
096年02月,葉門,基隆港,實櫃,40呎,3
096年02月,南非,基隆港,實櫃,20呎,54
096年02月,南非,基隆港,實櫃,40呎,16
096年03月,亞洲其他,基隆港,實櫃,20呎,476
096年03月,亞洲其他,基隆港,實櫃,40呎,157
096年03月,阿拉伯聯合大公國,基隆港,實櫃,20呎,259
096年03月,阿拉伯聯合大公國,基隆港,實櫃,40呎,120
096年03月,阿拉伯聯合大公國,基隆港,實櫃,45呎,1
096年03月,阿根廷,基隆港,實櫃,20呎,38
096年03月,阿根廷,基隆港,實櫃,40呎,7
096年03月,澳洲,基隆港,實櫃,20呎,348
096年03月,澳洲,基隆港,實櫃,40呎,85
096年03月,孟加拉,基隆港,實櫃,20呎,182
096年03月,孟加拉,基隆港,實櫃,40呎,32
096年03月,比利時,基隆港,實櫃,20呎,14
096年03月,比利時,基隆港,實櫃,40呎,1
096年03月,巴林,基隆港,實櫃,20呎,1
096年03月,百慕達,基隆港,實櫃,20呎,2
096年03月,巴西,基隆港,實櫃,20呎,392
096年03月,巴西,基隆港,實櫃,40呎,55
096年03月,中美洲其他,基隆港,實櫃,20呎,511
096年03月,中美洲其他,基隆港,實櫃,40呎,57
096年03月,加拿大,基隆港,實櫃,20呎,171
096年03月,加拿大,基隆港,實櫃,40呎,45
096年03月,加拿大,基隆港,實櫃,45呎,2
096年03月,瑞士,基隆港,實櫃,20呎,2
096年03月,智利,基隆港,實櫃,20呎,171
096年03月,智利,基隆港,實櫃,40呎,79
096年03月,中國大陸,基隆港,實櫃,20呎,10970
096年03月,中國大陸,基隆港,實櫃,40呎,5731
096年03月,中國大陸,基隆港,實櫃,45呎,36
096年03月,德國,基隆港,實櫃,20呎,9
096年03月,德國,基隆港,實櫃,40呎,4
096年03月,多明尼加,基隆港,實櫃,20呎,63
096年03月,多明尼加,基隆港,實櫃,40呎,9
096年03月,埃及,基隆港,實櫃,20呎,26
096年03月,埃及,基隆港,實櫃,40呎,22
096年03月,西班牙,基隆港,實櫃,20呎,1
096年03月,非洲其他,基隆港,實櫃,20呎,35
096年03月,非洲其他,基隆港,實櫃,40呎,25
096年03月,法國,基隆港,實櫃,20呎,1
096年03月,法國,基隆港,實櫃,40呎,1
096年03月,英國,基隆港,實櫃,20呎,5
096年03月,香港,基隆港,實櫃,20呎,4892
096年03月,香港,基隆港,實櫃,40呎,1643
096年03月,印尼,基隆港,實櫃,20呎,716
096年03月,印尼,基隆港,實櫃,40呎,300
096年03月,印度,基隆港,實櫃,20呎,299
096年03月,印度,基隆港,實櫃,40呎,76
096年03月,伊朗,基隆港,實櫃,20呎,58
096年03月,伊朗,基隆港,實櫃,40呎,80
096年03月,義大利,基隆港,實櫃,20呎,5
096年03月,約旦,基隆港,實櫃,20呎,32
096年03月,約旦,基隆港,實櫃,40呎,55
096年03月,日本,基隆港,實櫃,20呎,3800
096年03月,日本,基隆港,實櫃,40呎,1243
096年03月,日本,基隆港,實櫃,45呎,13
096年03月,韓國,基隆港,實櫃,20呎,1047
096年03月,韓國,基隆港,實櫃,40呎,557
096年03月,韓國,基隆港,實櫃,45呎,3
096年03月,科威特,基隆港,實櫃,20呎,12
096年03月,科威特,基隆港,實櫃,40呎,4
096年03月,斯里蘭卡,基隆港,實櫃,20呎,7
096年03月,斯里蘭卡,基隆港,實櫃,40呎,6
096年03月,墨西哥,基隆港,實櫃,20呎,346
096年03月,墨西哥,基隆港,實櫃,40呎,271
096年03月,馬來西亞,基隆港,實櫃,20呎,762
096年03月,馬來西亞,基隆港,實櫃,40呎,342
096年03月,馬來西亞,基隆港,實櫃,45呎,6
096年03月,奈及利亞,基隆港,實櫃,20呎,27
096年03月,奈及利亞,基隆港,實櫃,40呎,4
096年03月,荷蘭,基隆港,實櫃,20呎,27
096年03月,紐西蘭,基隆港,實櫃,20呎,207
096年03月,紐西蘭,基隆港,實櫃,40呎,34
096年03月,阿曼,基隆港,實櫃,20呎,2
096年03月,阿曼,基隆港,實櫃,40呎,1
096年03月,大洋洲其他,基隆港,實櫃,20呎,32
096年03月,大洋洲其他,基隆港,實櫃,40呎,1
096年03月,巴拿馬,基隆港,實櫃,20呎,48
096年03月,巴拿馬,基隆港,實櫃,40呎,7
096年03月,秘魯,基隆港,實櫃,20呎,312
096年03月,秘魯,基隆港,實櫃,40呎,21
096年03月,菲律賓,基隆港,實櫃,20呎,833
096年03月,菲律賓,基隆港,實櫃,40呎,469
096年03月,巴基斯坦,基隆港,實櫃,20呎,182
096年03月,巴基斯坦,基隆港,實櫃,40呎,45
096年03月,波多黎各,基隆港,實櫃,20呎,7
096年03月,波多黎各,基隆港,實櫃,40呎,1
096年03月,卡達,基隆港,實櫃,20呎,4
096年03月,俄羅斯,基隆港,實櫃,20呎,60
096年03月,俄羅斯,基隆港,實櫃,40呎,18
096年03月,南美洲其他,基隆港,實櫃,20呎,330
096年03月,南美洲其他,基隆港,實櫃,40呎,71
096年03月,沙烏地阿拉伯,基隆港,實櫃,20呎,248
096年03月,沙烏地阿拉伯,基隆港,實櫃,40呎,42
096年03月,沙烏地阿拉伯,基隆港,實櫃,45呎,3
096年03月,新加坡,基隆港,實櫃,20呎,593
096年03月,新加坡,基隆港,實櫃,40呎,206
096年03月,新加坡,基隆港,實櫃,45呎,2
096年03月,敘利亞,基隆港,實櫃,20呎,14
096年03月,敘利亞,基隆港,實櫃,40呎,2
096年03月,泰國,基隆港,實櫃,20呎,1022
096年03月,泰國,基隆港,實櫃,40呎,390
096年03月,泰國,基隆港,實櫃,45呎,40
096年03月,土耳其,基隆港,實櫃,20呎,93
096年03月,土耳其,基隆港,實櫃,40呎,20
096年03月,歐洲其他,基隆港,實櫃,20呎,97
096年03月,歐洲其他,基隆港,實櫃,40呎,24
096年03月,烏克蘭,基隆港,實櫃,20呎,32
096年03月,烏克蘭,基隆港,實櫃,40呎,19
096年03月,美國,基隆港,實櫃,20呎,1688
096年03月,美國,基隆港,實櫃,40呎,1533
096年03月,美國,基隆港,實櫃,45呎,88
096年03月,委內瑞拉,基隆港,實櫃,20呎,26
096年03月,委內瑞拉,基隆港,實櫃,40呎,14
096年03月,越南,基隆港,實櫃,20呎,1470
096年03月,越南,基隆港,實櫃,40呎,827
096年03月,葉門,基隆港,實櫃,20呎,6
096年03月,葉門,基隆港,實櫃,40呎,6
096年03月,南非,基隆港,實櫃,20呎,62
096年03月,南非,基隆港,實櫃,40呎,10
096年04月,亞洲其他,基隆港,實櫃,20呎,465
096年04月,亞洲其他,基隆港,實櫃,40呎,169
096年04月,阿拉伯聯合大公國,基隆港,實櫃,20呎,531
096年04月,阿拉伯聯合大公國,基隆港,實櫃,40呎,106
096年04月,阿拉伯聯合大公國,基隆港,實櫃,45呎,2
096年04月,阿根廷,基隆港,實櫃,20呎,46
096年04月,阿根廷,基隆港,實櫃,40呎,4
096年04月,澳洲,基隆港,實櫃,20呎,329
096年04月,澳洲,基隆港,實櫃,40呎,46
096年04月,孟加拉,基隆港,實櫃,20呎,56
096年04月,孟加拉,基隆港,實櫃,40呎,48
096年04月,比利時,基隆港,實櫃,20呎,4
096年04月,比利時,基隆港,實櫃,40呎,3
096年04月,巴林,基隆港,實櫃,20呎,3
096年04月,巴林,基隆港,實櫃,40呎,3
096年04月,百慕達,基隆港,實櫃,20呎,2
096年04月,巴西,基隆港,實櫃,20呎,370
096年04月,巴西,基隆港,實櫃,40呎,87
096年04月,巴哈馬,基隆港,實櫃,20呎,1
096年04月,中美洲其他,基隆港,實櫃,20呎,482
096年04月,中美洲其他,基隆港,實櫃,40呎,60
096年04月,加拿大,基隆港,實櫃,20呎,303
096年04月,加拿大,基隆港,實櫃,40呎,34
096年04月,加拿大,基隆港,實櫃,45呎,4
096年04月,瑞士,基隆港,實櫃,20呎,3
096年04月,象牙海岸,基隆港,實櫃,20呎,2
096年04月,智利,基隆港,實櫃,20呎,157
096年04月,智利,基隆港,實櫃,40呎,116
096年04月,中國大陸,基隆港,實櫃,20呎,9644
096年04月,中國大陸,基隆港,實櫃,40呎,5106
096年04月,中國大陸,基隆港,實櫃,45呎,2
096年04月,德國,基隆港,實櫃,20呎,15
096年04月,德國,基隆港,實櫃,40呎,5
096年04月,多明尼加,基隆港,實櫃,20呎,61
096年04月,多明尼加,基隆港,實櫃,40呎,8
096年04月,埃及,基隆港,實櫃,20呎,75
096年04月,埃及,基隆港,實櫃,40呎,36
096年04月,西班牙,基隆港,實櫃,20呎,2
096年04月,西班牙,基隆港,實櫃,40呎,1
096年04月,非洲其他,基隆港,實櫃,20呎,61
096年04月,非洲其他,基隆港,實櫃,40呎,47
096年04月,法國,基隆港,實櫃,20呎,51
096年04月,法國,基隆港,實櫃,40呎,1
096年04月,英國,基隆港,實櫃,20呎,5
096年04月,香港,基隆港,實櫃,20呎,4396
096年04月,香港,基隆港,實櫃,40呎,1522
096年04月,香港,基隆港,實櫃,45呎,3
096年04月,印尼,基隆港,實櫃,20呎,769
096年04月,印尼,基隆港,實櫃,40呎,332
096年04月,印尼,基隆港,實櫃,45呎,1
096年04月,印度,基隆港,實櫃,20呎,358
096年04月,印度,基隆港,實櫃,40呎,68
096年04月,伊朗,基隆港,實櫃,20呎,67
096年04月,伊朗,基隆港,實櫃,40呎,77
096年04月,義大利,基隆港,實櫃,20呎,5
096年04月,義大利,基隆港,實櫃,40呎,2
096年04月,約旦,基隆港,實櫃,20呎,36
096年04月,約旦,基隆港,實櫃,40呎,81
096年04月,日本,基隆港,實櫃,20呎,3983
096年04月,日本,基隆港,實櫃,40呎,1269
096年04月,日本,基隆港,實櫃,45呎,5
096年04月,北韓,基隆港,實櫃,20呎,1
096年04月,韓國,基隆港,實櫃,20呎,1069
096年04月,韓國,基隆港,實櫃,40呎,496
096年04月,科威特,基隆港,實櫃,20呎,19
096年04月,科威特,基隆港,實櫃,40呎,4
096年04月,斯里蘭卡,基隆港,實櫃,20呎,10
096年04月,斯里蘭卡,基隆港,實櫃,40呎,4
096年04月,墨西哥,基隆港,實櫃,20呎,354
096年04月,墨西哥,基隆港,實櫃,40呎,269
096年04月,馬來西亞,基隆港,實櫃,20呎,914
096年04月,馬來西亞,基隆港,實櫃,40呎,378
096年04月,馬來西亞,基隆港,實櫃,45呎,7
096年04月,奈及利亞,基隆港,實櫃,20呎,40
096年04月,奈及利亞,基隆港,實櫃,40呎,3
096年04月,荷蘭,基隆港,實櫃,20呎,27
096年04月,荷蘭,基隆港,實櫃,40呎,2
096年04月,紐西蘭,基隆港,實櫃,20呎,212
096年04月,紐西蘭,基隆港,實櫃,40呎,31
096年04月,阿曼,基隆港,實櫃,20呎,15
096年04月,阿曼,基隆港,實櫃,40呎,2
096年04月,大洋洲其他,基隆港,實櫃,20呎,25
096年04月,大洋洲其他,基隆港,實櫃,40呎,1
096年04月,巴拿馬,基隆港,實櫃,20呎,42
096年04月,巴拿馬,基隆港,實櫃,40呎,14
096年04月,秘魯,基隆港,實櫃,20呎,262
096年04月,秘魯,基隆港,實櫃,40呎,45
096年04月,菲律賓,基隆港,實櫃,20呎,794
096年04月,菲律賓,基隆港,實櫃,40呎,492
096年04月,菲律賓,基隆港,實櫃,45呎,1
096年04月,巴基斯坦,基隆港,實櫃,20呎,250
096年04月,巴基斯坦,基隆港,實櫃,40呎,46
096年04月,波多黎各,基隆港,實櫃,20呎,42
096年04月,波多黎各,基隆港,實櫃,40呎,6
096年04月,卡達,基隆港,實櫃,20呎,13
096年04月,卡達,基隆港,實櫃,40呎,2
096年04月,俄羅斯,基隆港,實櫃,20呎,116
096年04月,俄羅斯,基隆港,實櫃,40呎,27
096年04月,南美洲其他,基隆港,實櫃,20呎,352
096年04月,南美洲其他,基隆港,實櫃,40呎,74
096年04月,沙烏地阿拉伯,基隆港,實櫃,20呎,297
096年04月,沙烏地阿拉伯,基隆港,實櫃,40呎,56
096年04月,沙烏地阿拉伯,基隆港,實櫃,45呎,3
096年04月,瑞典,基隆港,實櫃,20呎,1
096年04月,瑞典,基隆港,實櫃,40呎,1
096年04月,新加坡,基隆港,實櫃,20呎,653
096年04月,新加坡,基隆港,實櫃,40呎,221
096年04月,新加坡,基隆港,實櫃,45呎,1
096年04月,敘利亞,基隆港,實櫃,20呎,14
096年04月,敘利亞,基隆港,實櫃,40呎,3
096年04月,泰國,基隆港,實櫃,20呎,999
096年04月,泰國,基隆港,實櫃,40呎,450
096年04月,泰國,基隆港,實櫃,45呎,12
096年04月,土耳其,基隆港,實櫃,20呎,53
096年04月,土耳其,基隆港,實櫃,40呎,21
096年04月,歐洲其他,基隆港,實櫃,20呎,66
096年04月,歐洲其他,基隆港,實櫃,40呎,34
096年04月,烏克蘭,基隆港,實櫃,20呎,38
096年04月,烏克蘭,基隆港,實櫃,40呎,18
096年04月,美國,基隆港,實櫃,20呎,1928
096年04月,美國,基隆港,實櫃,40呎,1579
096年04月,美國,基隆港,實櫃,45呎,90
096年04月,委內瑞拉,基隆港,實櫃,20呎,42
096年04月,委內瑞拉,基隆港,實櫃,40呎,21
096年04月,越南,基隆港,實櫃,20呎,1941
096年04月,越南,基隆港,實櫃,40呎,789
096年04月,葉門,基隆港,實櫃,20呎,3
096年04月,葉門,基隆港,實櫃,40呎,17
096年04月,南非,基隆港,實櫃,20呎,122
096年04月,南非,基隆港,實櫃,40呎,16
096年05月,亞洲其他,基隆港,實櫃,20呎,733
096年05月,亞洲其他,基隆港,實櫃,40呎,221
096年05月,阿拉伯聯合大公國,基隆港,實櫃,20呎,413
096年05月,阿拉伯聯合大公國,基隆港,實櫃,40呎,126
096年05月,阿拉伯聯合大公國,基隆港,實櫃,45呎,2
096年05月,阿根廷,基隆港,實櫃,20呎,92
096年05月,阿根廷,基隆港,實櫃,40呎,7
096年05月,澳洲,基隆港,實櫃,20呎,271
096年05月,澳洲,基隆港,實櫃,40呎,68
096年05月,澳洲,基隆港,實櫃,45呎,1
096年05月,孟加拉,基隆港,實櫃,20呎,137
096年05月,孟加拉,基隆港,實櫃,40呎,17
096年05月,比利時,基隆港,實櫃,20呎,11
096年05月,比利時,基隆港,實櫃,40呎,5
096年05月,巴林,基隆港,實櫃,20呎,6
096年05月,巴林,基隆港,實櫃,40呎,1
096年05月,百慕達,基隆港,實櫃,20呎,2
096年05月,巴西,基隆港,實櫃,20呎,265
096年05月,巴西,基隆港,實櫃,40呎,74
096年05月,巴哈馬,基隆港,實櫃,20呎,4
096年05月,中美洲其他,基隆港,實櫃,20呎,453
096年05月,中美洲其他,基隆港,實櫃,40呎,71
096年05月,加拿大,基隆港,實櫃,20呎,238
096年05月,加拿大,基隆港,實櫃,40呎,57
096年05月,加拿大,基隆港,實櫃,45呎,7
096年05月,瑞士,基隆港,實櫃,20呎,2
096年05月,智利,基隆港,實櫃,20呎,167
096年05月,智利,基隆港,實櫃,40呎,89
096年05月,中國大陸,基隆港,實櫃,20呎,11392
096年05月,中國大陸,基隆港,實櫃,40呎,5632
096年05月,中國大陸,基隆港,實櫃,45呎,4
096年05月,德國,基隆港,實櫃,20呎,15
096年05月,德國,基隆港,實櫃,40呎,3
