時間,地區別,臺灣港口,空實櫃別,貨櫃尺寸,貨櫃量
102年09月,澳洲,高雄港,實櫃,40呎,1048
102年09月,澳洲,高雄港,實櫃,45呎,42
102年09月,孟加拉,高雄港,實櫃,20呎,879
102年09月,孟加拉,高雄港,實櫃,40呎,297
102年09月,比利時,高雄港,實櫃,20呎,569
102年09月,比利時,高雄港,實櫃,40呎,323
102年09月,比利時,高雄港,實櫃,45呎,20
102年09月,巴林,高雄港,實櫃,20呎,24
102年09月,巴林,高雄港,實櫃,40呎,22
102年09月,百慕達,高雄港,實櫃,20呎,6
102年09月,巴西,高雄港,實櫃,20呎,968
102年09月,巴西,高雄港,實櫃,40呎,327
102年09月,巴西,高雄港,實櫃,45呎,9
102年09月,中美洲其他,高雄港,實櫃,20呎,312
102年09月,中美洲其他,高雄港,實櫃,40呎,160
102年09月,中美洲其他,高雄港,實櫃,45呎,3
102年09月,加拿大,高雄港,實櫃,20呎,972
102年09月,加拿大,高雄港,實櫃,40呎,1045
102年09月,加拿大,高雄港,實櫃,45呎,70
102年09月,瑞士,高雄港,實櫃,20呎,45
102年09月,瑞士,高雄港,實櫃,40呎,25
102年09月,象牙海岸,高雄港,實櫃,20呎,3
102年09月,象牙海岸,高雄港,實櫃,40呎,6
102年09月,智利,高雄港,實櫃,20呎,78
102年09月,智利,高雄港,實櫃,40呎,63
102年09月,中國大陸,高雄港,實櫃,20呎,9212
102年09月,中國大陸,高雄港,實櫃,40呎,4155
102年09月,中國大陸,高雄港,實櫃,45呎,28
102年09月,德國,高雄港,實櫃,20呎,1617
102年09月,德國,高雄港,實櫃,40呎,915
102年09月,德國,高雄港,實櫃,45呎,69
102年09月,多明尼加,高雄港,實櫃,20呎,79
102年09月,多明尼加,高雄港,實櫃,40呎,61
102年09月,愛沙尼亞,高雄港,實櫃,20呎,51
102年09月,愛沙尼亞,高雄港,實櫃,40呎,30
102年09月,愛沙尼亞,高雄港,實櫃,45呎,2
102年09月,埃及,高雄港,實櫃,20呎,658
102年09月,埃及,高雄港,實櫃,40呎,241
102年09月,西班牙,高雄港,實櫃,20呎,449
102年09月,西班牙,高雄港,實櫃,40呎,322
102年09月,西班牙,高雄港,實櫃,45呎,7
102年09月,非洲其他,高雄港,實櫃,20呎,527
102年09月,非洲其他,高雄港,實櫃,40呎,223
102年09月,非洲其他,高雄港,實櫃,45呎,2
102年09月,芬蘭,高雄港,實櫃,20呎,111
102年09月,芬蘭,高雄港,實櫃,40呎,78
102年09月,芬蘭,高雄港,實櫃,45呎,2
102年09月,法國,高雄港,實櫃,20呎,490
102年09月,法國,高雄港,實櫃,40呎,275
102年09月,法國,高雄港,實櫃,45呎,4
102年09月,英國,高雄港,實櫃,20呎,1269
102年09月,英國,高雄港,實櫃,40呎,1007
102年09月,英國,高雄港,實櫃,45呎,20
102年09月,赤道幾內亞,高雄港,實櫃,40呎,1
102年09月,香港,高雄港,實櫃,20呎,2516
102年09月,香港,高雄港,實櫃,40呎,1010
102年09月,香港,高雄港,實櫃,45呎,2
102年09月,印尼,高雄港,實櫃,20呎,2696
102年09月,印尼,高雄港,實櫃,40呎,1191
102年09月,印尼,高雄港,實櫃,45呎,6
102年09月,印度,高雄港,實櫃,20呎,4162
102年09月,印度,高雄港,實櫃,40呎,618
102年09月,印度,高雄港,實櫃,45呎,7
102年09月,伊朗,高雄港,實櫃,20呎,598
102年09月,伊朗,高雄港,實櫃,40呎,509
102年09月,伊朗,高雄港,實櫃,45呎,1
102年09月,義大利,高雄港,實櫃,20呎,953
102年09月,義大利,高雄港,實櫃,40呎,555
102年09月,義大利,高雄港,實櫃,45呎,5
102年09月,約旦,高雄港,實櫃,20呎,190
102年09月,約旦,高雄港,實櫃,40呎,168
102年09月,日本,高雄港,實櫃,20呎,2829
102年09月,日本,高雄港,實櫃,40呎,1825
102年09月,日本,高雄港,實櫃,45呎,3
102年09月,韓國,高雄港,實櫃,20呎,1812
102年09月,韓國,高雄港,實櫃,40呎,698
102年09月,韓國,高雄港,實櫃,45呎,1
102年09月,科威特,高雄港,實櫃,20呎,163
102年09月,科威特,高雄港,實櫃,40呎,71
102年09月,斯里蘭卡,高雄港,實櫃,20呎,325
102年09月,斯里蘭卡,高雄港,實櫃,40呎,128
102年09月,馬紹爾群島,高雄港,實櫃,20呎,4
102年09月,馬紹爾群島,高雄港,實櫃,40呎,11
102年09月,墨西哥,高雄港,實櫃,20呎,393
102年09月,墨西哥,高雄港,實櫃,40呎,553
102年09月,墨西哥,高雄港,實櫃,45呎,9
102年09月,馬來西亞,高雄港,實櫃,20呎,2438
102年09月,馬來西亞,高雄港,實櫃,40呎,875
102年09月,奈及利亞,高雄港,實櫃,20呎,208
102年09月,奈及利亞,高雄港,實櫃,40呎,60
102年09月,奈及利亞,高雄港,實櫃,45呎,2
102年09月,荷蘭,高雄港,實櫃,20呎,1307
102年09月,荷蘭,高雄港,實櫃,40呎,707
102年09月,荷蘭,高雄港,實櫃,45呎,8
102年09月,紐西蘭,高雄港,實櫃,20呎,258
102年09月,紐西蘭,高雄港,實櫃,40呎,89
102年09月,阿曼,高雄港,實櫃,20呎,114
102年09月,阿曼,高雄港,實櫃,40呎,15
102年09月,大洋洲其他,高雄港,實櫃,20呎,108
102年09月,大洋洲其他,高雄港,實櫃,40呎,18
102年09月,大洋洲其他,高雄港,實櫃,45呎,1
102年09月,巴拿馬,高雄港,實櫃,20呎,50
102年09月,巴拿馬,高雄港,實櫃,40呎,207
102年09月,秘魯,高雄港,實櫃,20呎,109
102年09月,秘魯,高雄港,實櫃,40呎,52
102年09月,菲律賓,高雄港,實櫃,20呎,1665
102年09月,菲律賓,高雄港,實櫃,40呎,1287
102年09月,巴基斯坦,高雄港,實櫃,20呎,731
102年09月,巴基斯坦,高雄港,實櫃,40呎,177
102年09月,波多黎各,高雄港,實櫃,20呎,45
102年09月,波多黎各,高雄港,實櫃,40呎,26
102年09月,波多黎各,高雄港,實櫃,45呎,10
102年09月,卡達,高雄港,實櫃,20呎,44
102年09月,卡達,高雄港,實櫃,40呎,21
102年09月,俄羅斯,高雄港,實櫃,20呎,535
102年09月,俄羅斯,高雄港,實櫃,40呎,590
102年09月,俄羅斯,高雄港,實櫃,45呎,7
102年09月,南美洲其他,高雄港,實櫃,20呎,521
102年09月,南美洲其他,高雄港,實櫃,40呎,328
102年09月,南美洲其他,高雄港,實櫃,45呎,7
102年09月,沙烏地阿拉伯,高雄港,實櫃,20呎,588
102年09月,沙烏地阿拉伯,高雄港,實櫃,40呎,348
102年09月,沙烏地阿拉伯,高雄港,實櫃,45呎,2
102年09月,瑞典,高雄港,實櫃,20呎,280
102年09月,瑞典,高雄港,實櫃,40呎,133
102年09月,瑞典,高雄港,實櫃,45呎,2
102年09月,新加坡,高雄港,實櫃,20呎,1103
102年09月,新加坡,高雄港,實櫃,40呎,525
102年09月,新加坡,高雄港,實櫃,45呎,2
102年09月,敘利亞,高雄港,實櫃,20呎,26
102年09月,敘利亞,高雄港,實櫃,40呎,16
102年09月,泰國,高雄港,實櫃,20呎,2229
102年09月,泰國,高雄港,實櫃,40呎,960
102年09月,土耳其,高雄港,實櫃,20呎,770
102年09月,土耳其,高雄港,實櫃,40呎,523
102年09月,土耳其,高雄港,實櫃,45呎,2
102年09月,歐洲其他,高雄港,實櫃,20呎,1414
102年09月,歐洲其他,高雄港,實櫃,40呎,754
102年09月,歐洲其他,高雄港,實櫃,45呎,27
102年09月,烏克蘭,高雄港,實櫃,20呎,110
102年09月,烏克蘭,高雄港,實櫃,40呎,47
102年09月,美國,高雄港,實櫃,20呎,7849
102年09月,美國,高雄港,實櫃,40呎,10186
102年09月,美國,高雄港,實櫃,45呎,704
102年09月,委內瑞拉,高雄港,實櫃,20呎,63
102年09月,委內瑞拉,高雄港,實櫃,40呎,104
102年09月,越南,高雄港,實櫃,20呎,3265
102年09月,越南,高雄港,實櫃,40呎,1623
102年09月,越南,高雄港,實櫃,45呎,6
102年09月,葉門,高雄港,實櫃,20呎,51
102年09月,葉門,高雄港,實櫃,40呎,19
102年09月,南非,高雄港,實櫃,20呎,604
102年09月,南非,高雄港,實櫃,40呎,265
102年09月,南非,高雄港,實櫃,45呎,1
102年10月,亞洲其他,高雄港,實櫃,20呎,844
102年10月,亞洲其他,高雄港,實櫃,40呎,415
102年10月,亞洲其他,高雄港,實櫃,45呎,2
102年10月,阿拉伯聯合大公國,高雄港,實櫃,20呎,786
102年10月,阿拉伯聯合大公國,高雄港,實櫃,40呎,377
102年10月,阿拉伯聯合大公國,高雄港,實櫃,45呎,9
102年10月,阿根廷,高雄港,實櫃,20呎,130
102年10月,阿根廷,高雄港,實櫃,40呎,69
102年10月,澳洲,高雄港,實櫃,20呎,2223
102年10月,澳洲,高雄港,實櫃,40呎,1039
102年10月,澳洲,高雄港,實櫃,45呎,41
102年10月,孟加拉,高雄港,實櫃,20呎,965
102年10月,孟加拉,高雄港,實櫃,40呎,277
102年10月,孟加拉,高雄港,實櫃,45呎,1
102年10月,比利時,高雄港,實櫃,20呎,505
102年10月,比利時,高雄港,實櫃,40呎,367
102年10月,比利時,高雄港,實櫃,45呎,1
102年10月,巴林,高雄港,實櫃,20呎,17
102年10月,巴林,高雄港,實櫃,40呎,21
102年10月,百慕達,高雄港,實櫃,20呎,1
102年10月,巴西,高雄港,實櫃,20呎,971
102年10月,巴西,高雄港,實櫃,40呎,273
102年10月,巴西,高雄港,實櫃,45呎,3
102年10月,巴哈馬,高雄港,實櫃,20呎,1
102年10月,中美洲其他,高雄港,實櫃,20呎,374
102年10月,中美洲其他,高雄港,實櫃,40呎,233
102年10月,加拿大,高雄港,實櫃,20呎,989
102年10月,加拿大,高雄港,實櫃,40呎,835
102年10月,加拿大,高雄港,實櫃,45呎,88
102年10月,瑞士,高雄港,實櫃,20呎,33
102年10月,瑞士,高雄港,實櫃,40呎,35
102年10月,象牙海岸,高雄港,實櫃,20呎,15
102年10月,象牙海岸,高雄港,實櫃,40呎,2
102年10月,智利,高雄港,實櫃,20呎,84
102年10月,智利,高雄港,實櫃,40呎,73
102年10月,中國大陸,高雄港,實櫃,20呎,10253
102年10月,中國大陸,高雄港,實櫃,40呎,4706
102年10月,中國大陸,高雄港,實櫃,45呎,27
102年10月,德國,高雄港,實櫃,20呎,1227
102年10月,德國,高雄港,實櫃,40呎,838
102年10月,德國,高雄港,實櫃,45呎,30
102年10月,多明尼加,高雄港,實櫃,20呎,117
102年10月,多明尼加,高雄港,實櫃,40呎,85
102年10月,多明尼加,高雄港,實櫃,45呎,2
102年10月,愛沙尼亞,高雄港,實櫃,20呎,42
102年10月,愛沙尼亞,高雄港,實櫃,40呎,59
102年10月,愛沙尼亞,高雄港,實櫃,45呎,5
102年10月,埃及,高雄港,實櫃,20呎,532
102年10月,埃及,高雄港,實櫃,40呎,192
102年10月,西班牙,高雄港,實櫃,20呎,305
102年10月,西班牙,高雄港,實櫃,40呎,277
102年10月,非洲其他,高雄港,實櫃,20呎,482
102年10月,非洲其他,高雄港,實櫃,40呎,219
102年10月,非洲其他,高雄港,實櫃,45呎,2
102年10月,芬蘭,高雄港,實櫃,20呎,96
102年10月,芬蘭,高雄港,實櫃,40呎,79
102年10月,芬蘭,高雄港,實櫃,45呎,1
102年10月,法國,高雄港,實櫃,20呎,335
102年10月,法國,高雄港,實櫃,40呎,224
102年10月,英國,高雄港,實櫃,20呎,1051
102年10月,英國,高雄港,實櫃,40呎,951
102年10月,英國,高雄港,實櫃,45呎,31
102年10月,香港,高雄港,實櫃,20呎,2734
102年10月,香港,高雄港,實櫃,40呎,1088
102年10月,印尼,高雄港,實櫃,20呎,2487
102年10月,印尼,高雄港,實櫃,40呎,1168
102年10月,印尼,高雄港,實櫃,45呎,1
102年10月,印度,高雄港,實櫃,20呎,3025
102年10月,印度,高雄港,實櫃,40呎,505
102年10月,印度,高雄港,實櫃,45呎,5
102年10月,伊朗,高雄港,實櫃,20呎,727
102年10月,伊朗,高雄港,實櫃,40呎,371
102年10月,義大利,高雄港,實櫃,20呎,890
102年10月,義大利,高雄港,實櫃,40呎,552
102年10月,約旦,高雄港,實櫃,20呎,218
102年10月,約旦,高雄港,實櫃,40呎,180
102年10月,日本,高雄港,實櫃,20呎,2996
102年10月,日本,高雄港,實櫃,40呎,1929
102年10月,日本,高雄港,實櫃,45呎,1
102年10月,韓國,高雄港,實櫃,20呎,1596
102年10月,韓國,高雄港,實櫃,40呎,665
102年10月,韓國,高雄港,實櫃,45呎,1
102年10月,科威特,高雄港,實櫃,20呎,135
102年10月,科威特,高雄港,實櫃,40呎,52
102年10月,科威特,高雄港,實櫃,45呎,1
102年10月,斯里蘭卡,高雄港,實櫃,20呎,318
102年10月,斯里蘭卡,高雄港,實櫃,40呎,88
102年10月,馬紹爾群島,高雄港,實櫃,20呎,4
102年10月,馬紹爾群島,高雄港,實櫃,40呎,10
102年10月,墨西哥,高雄港,實櫃,20呎,390
102年10月,墨西哥,高雄港,實櫃,40呎,674
102年10月,墨西哥,高雄港,實櫃,45呎,6
102年10月,馬來西亞,高雄港,實櫃,20呎,2707
102年10月,馬來西亞,高雄港,實櫃,40呎,759
102年10月,馬來西亞,高雄港,實櫃,45呎,5
102年10月,奈及利亞,高雄港,實櫃,20呎,96
102年10月,奈及利亞,高雄港,實櫃,40呎,35
102年10月,荷蘭,高雄港,實櫃,20呎,1211
102年10月,荷蘭,高雄港,實櫃,40呎,739
102年10月,紐西蘭,高雄港,實櫃,20呎,279
102年10月,紐西蘭,高雄港,實櫃,40呎,90
102年10月,阿曼,高雄港,實櫃,20呎,136
102年10月,阿曼,高雄港,實櫃,40呎,13
102年10月,大洋洲其他,高雄港,實櫃,20呎,109
102年10月,大洋洲其他,高雄港,實櫃,40呎,21
102年10月,巴拿馬,高雄港,實櫃,20呎,49
102年10月,巴拿馬,高雄港,實櫃,40呎,220
102年10月,秘魯,高雄港,實櫃,20呎,130
102年10月,秘魯,高雄港,實櫃,40呎,71
102年10月,菲律賓,高雄港,實櫃,20呎,1543
102年10月,菲律賓,高雄港,實櫃,40呎,1266
102年10月,巴基斯坦,高雄港,實櫃,20呎,659
102年10月,巴基斯坦,高雄港,實櫃,40呎,153
102年10月,波多黎各,高雄港,實櫃,20呎,47
102年10月,波多黎各,高雄港,實櫃,40呎,32
102年10月,波多黎各,高雄港,實櫃,45呎,5
102年10月,卡達,高雄港,實櫃,20呎,51
102年10月,卡達,高雄港,實櫃,40呎,29
102年10月,俄羅斯,高雄港,實櫃,20呎,501
102年10月,俄羅斯,高雄港,實櫃,40呎,335
102年10月,南美洲其他,高雄港,實櫃,20呎,489
102年10月,南美洲其他,高雄港,實櫃,40呎,424
102年10月,沙烏地阿拉伯,高雄港,實櫃,20呎,463
102年10月,沙烏地阿拉伯,高雄港,實櫃,40呎,399
102年10月,沙烏地阿拉伯,高雄港,實櫃,45呎,8
102年10月,瑞典,高雄港,實櫃,20呎,270
102年10月,瑞典,高雄港,實櫃,40呎,137
102年10月,瑞典,高雄港,實櫃,45呎,5
102年10月,新加坡,高雄港,實櫃,20呎,1237
102年10月,新加坡,高雄港,實櫃,40呎,587
102年10月,新加坡,高雄港,實櫃,45呎,1
102年10月,敘利亞,高雄港,實櫃,20呎,61
102年10月,敘利亞,高雄港,實櫃,40呎,29
102年10月,泰國,高雄港,實櫃,20呎,2336
102年10月,泰國,高雄港,實櫃,40呎,725
102年10月,泰國,高雄港,實櫃,45呎,2
102年10月,土耳其,高雄港,實櫃,20呎,655
102年10月,土耳其,高雄港,實櫃,40呎,502
102年10月,土耳其,高雄港,實櫃,45呎,2
102年10月,歐洲其他,高雄港,實櫃,20呎,1413
102年10月,歐洲其他,高雄港,實櫃,40呎,809
102年10月,歐洲其他,高雄港,實櫃,45呎,10
102年10月,烏克蘭,高雄港,實櫃,20呎,69
102年10月,烏克蘭,高雄港,實櫃,40呎,87
102年10月,美國,高雄港,實櫃,20呎,7587
102年10月,美國,高雄港,實櫃,40呎,11596
102年10月,美國,高雄港,實櫃,45呎,829
102年10月,委內瑞拉,高雄港,實櫃,20呎,53
102年10月,委內瑞拉,高雄港,實櫃,40呎,148
102年10月,越南,高雄港,實櫃,20呎,3412
102年10月,越南,高雄港,實櫃,40呎,1847
102年10月,越南,高雄港,實櫃,45呎,6
102年10月,葉門,高雄港,實櫃,20呎,29
102年10月,葉門,高雄港,實櫃,40呎,11
102年10月,南非,高雄港,實櫃,20呎,425
102年10月,南非,高雄港,實櫃,40呎,262
102年11月,亞洲其他,高雄港,實櫃,20呎,993
102年11月,亞洲其他,高雄港,實櫃,40呎,406
102年11月,亞洲其他,高雄港,實櫃,45呎,7
102年11月,阿拉伯聯合大公國,高雄港,實櫃,20呎,639
102年11月,阿拉伯聯合大公國,高雄港,實櫃,40呎,463
102年11月,阿拉伯聯合大公國,高雄港,實櫃,45呎,4
102年11月,阿根廷,高雄港,實櫃,20呎,107
102年11月,阿根廷,高雄港,實櫃,40呎,63
102年11月,阿根廷,高雄港,實櫃,45呎,1
102年11月,澳洲,高雄港,實櫃,20呎,2436
102年11月,澳洲,高雄港,實櫃,40呎,1045
102年11月,澳洲,高雄港,實櫃,45呎,41
102年11月,孟加拉,高雄港,實櫃,20呎,765
102年11月,孟加拉,高雄港,實櫃,40呎,338
102年11月,孟加拉,高雄港,實櫃,45呎,1
102年11月,比利時,高雄港,實櫃,20呎,390
102年11月,比利時,高雄港,實櫃,40呎,311
102年11月,比利時,高雄港,實櫃,45呎,8
102年11月,巴林,高雄港,實櫃,20呎,35
102年11月,巴林,高雄港,實櫃,40呎,12
102年11月,巴林,高雄港,實櫃,45呎,1
102年11月,百慕達,高雄港,實櫃,20呎,2
102年11月,巴西,高雄港,實櫃,20呎,1080
102年11月,巴西,高雄港,實櫃,40呎,342
102年11月,巴西,高雄港,實櫃,45呎,2
102年11月,中美洲其他,高雄港,實櫃,20呎,300
102年11月,中美洲其他,高雄港,實櫃,40呎,169
102年11月,中美洲其他,高雄港,實櫃,45呎,2
102年11月,加拿大,高雄港,實櫃,20呎,1280
102年11月,加拿大,高雄港,實櫃,40呎,731
102年11月,加拿大,高雄港,實櫃,45呎,79
102年11月,瑞士,高雄港,實櫃,20呎,39
102年11月,瑞士,高雄港,實櫃,40呎,21
102年11月,瑞士,高雄港,實櫃,45呎,3
102年11月,象牙海岸,高雄港,實櫃,20呎,8
102年11月,象牙海岸,高雄港,實櫃,40呎,10
102年11月,智利,高雄港,實櫃,20呎,72
102年11月,智利,高雄港,實櫃,40呎,93
102年11月,智利,高雄港,實櫃,45呎,1
102年11月,中國大陸,高雄港,實櫃,20呎,10900
102年11月,中國大陸,高雄港,實櫃,40呎,4879
102年11月,中國大陸,高雄港,實櫃,45呎,24
102年11月,德國,高雄港,實櫃,20呎,1040
102年11月,德國,高雄港,實櫃,40呎,698
102年11月,德國,高雄港,實櫃,45呎,24
102年11月,多明尼加,高雄港,實櫃,20呎,62
102年11月,多明尼加,高雄港,實櫃,40呎,64
102年11月,愛沙尼亞,高雄港,實櫃,20呎,45
102年11月,愛沙尼亞,高雄港,實櫃,40呎,55
102年11月,愛沙尼亞,高雄港,實櫃,45呎,1
102年11月,埃及,高雄港,實櫃,20呎,557
102年11月,埃及,高雄港,實櫃,40呎,340
102年11月,埃及,高雄港,實櫃,45呎,1
102年11月,西班牙,高雄港,實櫃,20呎,317
102年11月,西班牙,高雄港,實櫃,40呎,262
102年11月,西班牙,高雄港,實櫃,45呎,4
102年11月,非洲其他,高雄港,實櫃,20呎,380
102年11月,非洲其他,高雄港,實櫃,40呎,202
102年11月,芬蘭,高雄港,實櫃,20呎,134
102年11月,芬蘭,高雄港,實櫃,40呎,66
102年11月,芬蘭,高雄港,實櫃,45呎,2
102年11月,法國,高雄港,實櫃,20呎,369
102年11月,法國,高雄港,實櫃,40呎,277
102年11月,法國,高雄港,實櫃,45呎,3
102年11月,英國,高雄港,實櫃,20呎,794
102年11月,英國,高雄港,實櫃,40呎,803
102年11月,英國,高雄港,實櫃,45呎,25
102年11月,香港,高雄港,實櫃,20呎,2989
102年11月,香港,高雄港,實櫃,40呎,1188
102年11月,香港,高雄港,實櫃,45呎,1
102年11月,印尼,高雄港,實櫃,20呎,2114
102年11月,印尼,高雄港,實櫃,40呎,1068
102年11月,印度,高雄港,實櫃,20呎,3013
102年11月,印度,高雄港,實櫃,40呎,518
102年11月,印度,高雄港,實櫃,45呎,2
102年11月,伊朗,高雄港,實櫃,20呎,614
102年11月,伊朗,高雄港,實櫃,40呎,387
102年11月,義大利,高雄港,實櫃,20呎,674
102年11月,義大利,高雄港,實櫃,40呎,571
102年11月,義大利,高雄港,實櫃,45呎,3
102年11月,約旦,高雄港,實櫃,20呎,197
102年11月,約旦,高雄港,實櫃,40呎,190
102年11月,日本,高雄港,實櫃,20呎,3035
102年11月,日本,高雄港,實櫃,40呎,2033
102年11月,日本,高雄港,實櫃,45呎,3
102年11月,韓國,高雄港,實櫃,20呎,1676
102年11月,韓國,高雄港,實櫃,40呎,659
102年11月,韓國,高雄港,實櫃,45呎,1
102年11月,科威特,高雄港,實櫃,20呎,129
102年11月,科威特,高雄港,實櫃,40呎,58
102年11月,斯里蘭卡,高雄港,實櫃,20呎,333
102年11月,斯里蘭卡,高雄港,實櫃,40呎,106
102年11月,斯里蘭卡,高雄港,實櫃,45呎,2
102年11月,馬紹爾群島,高雄港,實櫃,20呎,49
102年11月,馬紹爾群島,高雄港,實櫃,40呎,7
102年11月,墨西哥,高雄港,實櫃,20呎,392
102年11月,墨西哥,高雄港,實櫃,40呎,544
102年11月,墨西哥,高雄港,實櫃,45呎,7
102年11月,馬來西亞,高雄港,實櫃,20呎,2250
102年11月,馬來西亞,高雄港,實櫃,40呎,689
102年11月,馬來西亞,高雄港,實櫃,45呎,3
102年11月,奈及利亞,高雄港,實櫃,20呎,109
102年11月,奈及利亞,高雄港,實櫃,40呎,55
102年11月,荷蘭,高雄港,實櫃,20呎,1051
102年11月,荷蘭,高雄港,實櫃,40呎,760
102年11月,荷蘭,高雄港,實櫃,45呎,8
102年11月,紐西蘭,高雄港,實櫃,20呎,303
102年11月,紐西蘭,高雄港,實櫃,40呎,77
102年11月,紐西蘭,高雄港,實櫃,45呎,2
102年11月,阿曼,高雄港,實櫃,20呎,49
102年11月,阿曼,高雄港,實櫃,40呎,15
102年11月,大洋洲其他,高雄港,實櫃,20呎,117
102年11月,大洋洲其他,高雄港,實櫃,40呎,37
102年11月,巴拿馬,高雄港,實櫃,20呎,55
102年11月,巴拿馬,高雄港,實櫃,40呎,167
102年11月,秘魯,高雄港,實櫃,20呎,140
102年11月,秘魯,高雄港,實櫃,40呎,71
102年11月,秘魯,高雄港,實櫃,45呎,2
102年11月,菲律賓,高雄港,實櫃,20呎,1523
102年11月,菲律賓,高雄港,實櫃,40呎,1138
102年11月,巴基斯坦,高雄港,實櫃,20呎,600
102年11月,巴基斯坦,高雄港,實櫃,40呎,138
102年11月,波多黎各,高雄港,實櫃,20呎,28
102年11月,波多黎各,高雄港,實櫃,40呎,28
102年11月,波多黎各,高雄港,實櫃,45呎,17
102年11月,卡達,高雄港,實櫃,20呎,32
102年11月,卡達,高雄港,實櫃,40呎,21
102年11月,俄羅斯,高雄港,實櫃,20呎,274
102年11月,俄羅斯,高雄港,實櫃,40呎,299
102年11月,俄羅斯,高雄港,實櫃,45呎,2
102年11月,南美洲其他,高雄港,實櫃,20呎,514
102年11月,南美洲其他,高雄港,實櫃,40呎,382
102年11月,南美洲其他,高雄港,實櫃,45呎,4
102年11月,沙烏地阿拉伯,高雄港,實櫃,20呎,639
102年11月,沙烏地阿拉伯,高雄港,實櫃,40呎,349
102年11月,沙烏地阿拉伯,高雄港,實櫃,45呎,9
102年11月,瑞典,高雄港,實櫃,20呎,303
102年11月,瑞典,高雄港,實櫃,40呎,109
102年11月,瑞典,高雄港,實櫃,45呎,1
102年11月,新加坡,高雄港,實櫃,20呎,1140
102年11月,新加坡,高雄港,實櫃,40呎,553
102年11月,新加坡,高雄港,實櫃,45呎,5
102年11月,敘利亞,高雄港,實櫃,20呎,44
102年11月,敘利亞,高雄港,實櫃,40呎,18
102年11月,泰國,高雄港,實櫃,20呎,2014
102年11月,泰國,高雄港,實櫃,40呎,847
102年11月,泰國,高雄港,實櫃,45呎,1
102年11月,土耳其,高雄港,實櫃,20呎,610
102年11月,土耳其,高雄港,實櫃,40呎,438
102年11月,歐洲其他,高雄港,實櫃,20呎,1161
102年11月,歐洲其他,高雄港,實櫃,40呎,660
102年11月,歐洲其他,高雄港,實櫃,45呎,8
102年11月,烏克蘭,高雄港,實櫃,20呎,46
102年11月,烏克蘭,高雄港,實櫃,40呎,32
102年11月,烏克蘭,高雄港,實櫃,45呎,1
102年11月,美國,高雄港,實櫃,20呎,8104
102年11月,美國,高雄港,實櫃,40呎,10089
102年11月,美國,高雄港,實櫃,45呎,857
102年11月,委內瑞拉,高雄港,實櫃,20呎,39
102年11月,委內瑞拉,高雄港,實櫃,40呎,104
102年11月,越南,高雄港,實櫃,20呎,3578
102年11月,越南,高雄港,實櫃,40呎,1892
102年11月,越南,高雄港,實櫃,45呎,7
102年11月,葉門,高雄港,實櫃,20呎,37
102年11月,葉門,高雄港,實櫃,40呎,13
102年11月,南非,高雄港,實櫃,20呎,268
102年11月,南非,高雄港,實櫃,40呎,235
102年11月,南非,高雄港,實櫃,45呎,1
102年12月,亞洲其他,高雄港,實櫃,20呎,841
102年12月,亞洲其他,高雄港,實櫃,40呎,449
102年12月,阿拉伯聯合大公國,高雄港,實櫃,20呎,623
102年12月,阿拉伯聯合大公國,高雄港,實櫃,40呎,514
102年12月,阿拉伯聯合大公國,高雄港,實櫃,45呎,3
102年12月,阿根廷,高雄港,實櫃,20呎,152
102年12月,阿根廷,高雄港,實櫃,40呎,71
102年12月,澳洲,高雄港,實櫃,20呎,1834
102年12月,澳洲,高雄港,實櫃,40呎,841
102年12月,澳洲,高雄港,實櫃,45呎,11
102年12月,孟加拉,高雄港,實櫃,20呎,1182
102年12月,孟加拉,高雄港,實櫃,40呎,311
102年12月,孟加拉,高雄港,實櫃,45呎,6
102年12月,比利時,高雄港,實櫃,20呎,673
102年12月,比利時,高雄港,實櫃,40呎,423
102年12月,比利時,高雄港,實櫃,45呎,7
102年12月,巴林,高雄港,實櫃,20呎,19
102年12月,巴林,高雄港,實櫃,40呎,29
102年12月,巴林,高雄港,實櫃,45呎,1
102年12月,百慕達,高雄港,實櫃,20呎,9
102年12月,巴西,高雄港,實櫃,20呎,796
102年12月,巴西,高雄港,實櫃,40呎,444
102年12月,巴西,高雄港,實櫃,45呎,1
102年12月,中美洲其他,高雄港,實櫃,20呎,393
102年12月,中美洲其他,高雄港,實櫃,40呎,176
102年12月,加拿大,高雄港,實櫃,20呎,904
102年12月,加拿大,高雄港,實櫃,40呎,1232
102年12月,加拿大,高雄港,實櫃,45呎,34
102年12月,瑞士,高雄港,實櫃,20呎,44
102年12月,瑞士,高雄港,實櫃,40呎,33
102年12月,象牙海岸,高雄港,實櫃,20呎,11
102年12月,象牙海岸,高雄港,實櫃,40呎,3
102年12月,智利,高雄港,實櫃,20呎,44
102年12月,智利,高雄港,實櫃,40呎,52
102年12月,中國大陸,高雄港,實櫃,20呎,11297
102年12月,中國大陸,高雄港,實櫃,40呎,5408
102年12月,中國大陸,高雄港,實櫃,45呎,12
102年12月,德國,高雄港,實櫃,20呎,1693
102年12月,德國,高雄港,實櫃,40呎,1144
102年12月,德國,高雄港,實櫃,45呎,39
102年12月,多明尼加,高雄港,實櫃,20呎,124
102年12月,多明尼加,高雄港,實櫃,40呎,84
102年12月,多明尼加,高雄港,實櫃,45呎,1
102年12月,愛沙尼亞,高雄港,實櫃,20呎,30
