時間,臺灣港口,國內/國外,地區別,貨物別,重量(公噸)
096年01月,基隆港,國內,花蓮港,矽砂,318167
096年01月,基隆港,國外,中國大陸,高嶺土,40
096年01月,基隆港,國外,香港,高嶺土,65369
096年01月,基隆港,國外,亞洲其他,磷礦砂,22000
096年01月,基隆港,國外,中國大陸,大理石花崗石,2123
096年01月,基隆港,國外,日本,大理石花崗石,17100
096年01月,基隆港,國外,中國大陸,砂礫,239450
096年01月,基隆港,國外,日本,砂礫,154483
096年01月,基隆港,國外,中國大陸,鎂礦砂,3100
096年01月,基隆港,國內,花蓮港,水泥,109500
096年01月,基隆港,國外,中國大陸,水泥,12294
096年01月,基隆港,國外,日本,水泥熟料,800
096年01月,基隆港,國外,香港,長石、霞石,82776
096年01月,基隆港,國外,日本,爐石,62656
096年01月,基隆港,國外,澳洲,其他非金屬礦產品,14736
096年01月,基隆港,國外,印尼,煤,45005
096年01月,基隆港,國外,韓國,煤,172388
096年01月,基隆港,國外,澳洲,化工原料,5525
096年01月,基隆港,國外,中國大陸,化工原料,223
096年01月,基隆港,國外,香港,化工原料,26
096年01月,基隆港,國外,日本,化工原料,2089
096年01月,基隆港,國外,韓國,化工原料,2262
096年01月,基隆港,國外,沙烏地阿拉伯,化工原料,16448
096年01月,基隆港,國外,新加坡,化工原料,1502
096年01月,基隆港,國內,高雄港,燃料油,120005
096年01月,基隆港,國外,新加坡,燃料油,26051
096年01月,基隆港,國外,香港,肥料,3600
096年01月,基隆港,國外,日本,合成樹脂,1
096年01月,基隆港,國外,韓國,合成樹脂,16
096年01月,基隆港,國外,新加坡,合成樹脂,31
096年01月,基隆港,國外,泰國,合成樹脂,16
096年01月,基隆港,國外,紐西蘭,製材,401
096年01月,基隆港,國外,日本,塑合板,9
096年01月,基隆港,國外,紐西蘭,塑合板,384
096年01月,基隆港,國外,日本,紙漿,981
096年01月,基隆港,國外,香港,耐火磚,2
096年01月,基隆港,國外,日本,生鐵,38
096年01月,基隆港,國外,中國大陸,鋼材,139
096年01月,基隆港,國外,香港,鋼材,57
096年01月,基隆港,國外,日本,鋼材,28007
096年01月,基隆港,國外,韓國,鋼材,7753
096年01月,基隆港,國外,香港,其他,6513
096年01月,基隆港,國外,日本,其他,125
096年02月,基隆港,國外,日本,醋酸,1
096年02月,基隆港,國外,中國大陸,石墨,1
096年02月,基隆港,國內,花蓮港,矽砂,298176
096年02月,基隆港,國外,中國大陸,高嶺土,120
096年02月,基隆港,國外,香港,高嶺土,40043
096年02月,基隆港,國外,日本,大理石花崗石,17100
096年02月,基隆港,國外,中國大陸,砂礫,208000
096年02月,基隆港,國外,香港,砂礫,20000
096年02月,基隆港,國外,日本,砂礫,96536
096年02月,基隆港,國外,中國大陸,鎂礦砂,3518
096年02月,基隆港,國外,韓國,鎂礦砂,2340
096年02月,基隆港,國內,花蓮港,水泥,104350
096年02月,基隆港,國外,中國大陸,水泥,13311
096年02月,基隆港,國外,日本,水泥,19600
096年02月,基隆港,國外,香港,長石、霞石,45591
096年02月,基隆港,國外,日本,爐石,8500
096年02月,基隆港,國外,澳洲,其他非金屬礦產品,9806
096年02月,基隆港,國外,南非,其他非金屬礦產品,5200
096年02月,基隆港,國外,印尼,煤,45000
096年02月,基隆港,國外,中國大陸,化工原料,41
096年02月,基隆港,國外,香港,化工原料,86
096年02月,基隆港,國外,日本,化工原料,58
096年02月,基隆港,國外,沙烏地阿拉伯,化工原料,27536
096年02月,基隆港,國內,高雄港,汽油,6975
096年02月,基隆港,國內,高雄港,燃料油,220715
096年02月,基隆港,國外,日本,合成樹脂,1
096年02月,基隆港,國外,新加坡,合成樹脂,36
096年02月,基隆港,國外,紐西蘭,製材,388
096年02月,基隆港,國外,香港,合板、保麗板,49
096年02月,基隆港,國外,日本,生鐵,36
096年02月,基隆港,國外,中國大陸,鋼材,6
096年02月,基隆港,國外,香港,鋼材,1967
096年02月,基隆港,國外,日本,鋼材,25989
096年02月,基隆港,國外,韓國,鋼材,3122
096年02月,基隆港,國外,日本,電力機械及零件,54
096年02月,基隆港,國外,日本,其他,35
096年03月,基隆港,國外,澳洲,動物油脂,106
096年03月,基隆港,國外,日本,醋酸,2
096年03月,基隆港,國內,花蓮港,矽砂,335307
096年03月,基隆港,國外,香港,高嶺土,34738
096年03月,基隆港,國外,中國大陸,砂礫,101000
096年03月,基隆港,國外,日本,砂礫,47956
096年03月,基隆港,國外,韓國,鎂礦砂,2800
096年03月,基隆港,國內,花蓮港,水泥,50800
096年03月,基隆港,國外,日本,水泥,25000
096年03月,基隆港,國外,香港,長石、霞石,43559
096年03月,基隆港,國外,日本,爐石,24800
096年03月,基隆港,國外,澳洲,其他非金屬礦產品,11846
096年03月,基隆港,國外,印尼,煤,126505
096年03月,基隆港,國外,韓國,煤,48242
096年03月,基隆港,國外,加拿大,化工原料,1427
096年03月,基隆港,國外,中國大陸,化工原料,191
096年03月,基隆港,國外,日本,化工原料,2236
096年03月,基隆港,國外,沙烏地阿拉伯,化工原料,14151
096年03月,基隆港,國外,美國,化工原料,6
096年03月,基隆港,國外,赤道幾內亞,原油,277979
096年03月,基隆港,國內,高雄港,燃料油,132435
096年03月,基隆港,國外,越南,肥料,3000
096年03月,基隆港,國外,日本,合成樹脂,7
096年03月,基隆港,國外,韓國,合成樹脂,38
096年03月,基隆港,國外,新加坡,合成樹脂,16
096年03月,基隆港,國外,紐西蘭,製材,304
096年03月,基隆港,國外,香港,合板、保麗板,51
096年03月,基隆港,國外,紐西蘭,塑合板,49
096年03月,基隆港,國外,日本,生鐵,53
096年03月,基隆港,國外,香港,鋼材,18
096年03月,基隆港,國外,日本,鋼材,42916
096年03月,基隆港,國外,韓國,鋼材,5196
096年03月,基隆港,國外,美國,鋼材,1
096年03月,基隆港,國外,日本,其他,2059
096年04月,基隆港,國外,日本,醋酸,3
096年04月,基隆港,國內,花蓮港,矽砂,405093
096年04月,基隆港,國外,越南,矽砂,6440
096年04月,基隆港,國外,香港,高嶺土,55291
096年04月,基隆港,國外,中國大陸,矽藻土,2
096年04月,基隆港,國外,中國大陸,大理石花崗石,1596
096年04月,基隆港,國外,香港,大理石花崗石,20000
096年04月,基隆港,國外,日本,大理石花崗石,33600
096年04月,基隆港,國外,菲律賓,大理石花崗石,7560
096年04月,基隆港,國外,菲律賓,砂礫,9240
096年04月,基隆港,國外,中國大陸,鎂礦砂,306
096年04月,基隆港,國內,花蓮港,水泥,89600
096年04月,基隆港,國外,中國大陸,水泥,12540
096年04月,基隆港,國外,香港,長石、霞石,75646
096年04月,基隆港,國外,日本,爐石,22400
096年04月,基隆港,國外,澳洲,其他非金屬礦產品,5000
096年04月,基隆港,國外,香港,煤,26438
096年04月,基隆港,國外,印尼,煤,80169
096年04月,基隆港,國外,韓國,煤,93745
096年04月,基隆港,國外,俄羅斯,煤,33000
096年04月,基隆港,國外,中國大陸,化工原料,159
096年04月,基隆港,國外,香港,化工原料,22
096年04月,基隆港,國外,日本,化工原料,4623
096年04月,基隆港,國外,沙烏地阿拉伯,化工原料,17640
096年04月,基隆港,國外,新加坡,化工原料,9502
096年04月,基隆港,國內,高雄港,燃料油,107819
096年04月,基隆港,國外,俄羅斯,肥料,5000
096年04月,基隆港,國外,日本,合成樹脂,10
096年04月,基隆港,國外,韓國,合成樹脂,32
096年04月,基隆港,國外,泰國,合成樹脂,32
096年04月,基隆港,國外,紐西蘭,製材,395
096年04月,基隆港,國外,香港,合板、保麗板,74
096年04月,基隆港,國外,紐西蘭,塑合板,25
096年04月,基隆港,國外,日本,生鐵,18
096年04月,基隆港,國外,比利時,鋼材,143
096年04月,基隆港,國外,中國大陸,鋼材,1812
096年04月,基隆港,國外,香港,鋼材,1882
096年04月,基隆港,國外,日本,鋼材,33615
096年04月,基隆港,國外,韓國,鋼材,3616
096年04月,基隆港,國外,日本,電力機械及零件,11
096年04月,基隆港,國外,中國大陸,其他,1111
096年04月,基隆港,國外,香港,其他,14065
096年04月,基隆港,國外,印尼,其他,5012
096年04月,基隆港,國外,日本,其他,16
096年04月,基隆港,國外,紐西蘭,其他,13
096年05月,基隆港,國外,日本,醋酸,2
096年05月,基隆港,國內,花蓮港,矽砂,435640
096年05月,基隆港,國外,中國大陸,高嶺土,40
096年05月,基隆港,國外,香港,高嶺土,70737
096年05月,基隆港,國外,印尼,高嶺土,6400
096年05月,基隆港,國外,中國大陸,大理石花崗石,64054
096年05月,基隆港,國外,香港,大理石花崗石,40000
096年05月,基隆港,國外,日本,大理石花崗石,16895
096年05月,基隆港,國外,菲律賓,砂礫,16700
096年05月,基隆港,國外,越南,砂礫,4535
096年05月,基隆港,國外,北韓,鎂礦砂,2167
096年05月,基隆港,國內,花蓮港,水泥,121800
096年05月,基隆港,國外,中國大陸,水泥,12527
096年05月,基隆港,國外,香港,長石、霞石,65564
096年05月,基隆港,國外,日本,爐石,26700
096年05月,基隆港,國外,澳洲,其他非金屬礦產品,12803
096年05月,基隆港,國外,南非,其他非金屬礦產品,11031
096年05月,基隆港,國外,印尼,煤,83661
096年05月,基隆港,國外,越南,煤,2435
096年05月,基隆港,國外,加拿大,化工原料,1499
096年05月,基隆港,國外,中國大陸,化工原料,170
096年05月,基隆港,國外,香港,化工原料,21
096年05月,基隆港,國外,印尼,化工原料,3004
096年05月,基隆港,國外,日本,化工原料,2021
096年05月,基隆港,國外,韓國,化工原料,2000
096年05月,基隆港,國外,沙烏地阿拉伯,化工原料,5771
096年05月,基隆港,國外,新加坡,化工原料,3802
096年05月,基隆港,國內,高雄港,汽油,15069
096年05月,基隆港,國內,高雄港,燃料油,194473
096年05月,基隆港,國外,日本,肥料,4401
096年05月,基隆港,國外,日本,合成樹脂,11
096年05月,基隆港,國外,韓國,合成樹脂,40
096年05月,基隆港,國外,新加坡,合成樹脂,10
096年05月,基隆港,國外,泰國,合成樹脂,16
096年05月,基隆港,國外,紐西蘭,製材,350
096年05月,基隆港,國外,日本,生鐵,36
096年05月,基隆港,國外,中國大陸,鋼材,2962
096年05月,基隆港,國外,香港,鋼材,63
096年05月,基隆港,國外,日本,鋼材,21395
096年05月,基隆港,國外,韓國,鋼材,3616
096年05月,基隆港,國外,日本,電力機械及零件,78
096年05月,基隆港,國外,比利時,其他,90
096年05月,基隆港,國外,香港,其他,12926
096年05月,基隆港,國外,日本,其他,3429
096年05月,基隆港,國外,韓國,其他,3700
096年06月,基隆港,國內,花蓮港,矽砂,334136
096年06月,基隆港,國外,香港,矽砂,3000
096年06月,基隆港,國外,中國大陸,高嶺土,80
096年06月,基隆港,國外,香港,高嶺土,40465
096年06月,基隆港,國外,中國大陸,大理石花崗石,131990
096年06月,基隆港,國外,香港,大理石花崗石,48
096年06月,基隆港,國外,日本,大理石花崗石,36900
096年06月,基隆港,國外,越南,砂礫,16289
096年06月,基隆港,國外,韓國,鎂礦砂,1760
096年06月,基隆港,國內,花蓮港,水泥,73600
096年06月,基隆港,國外,中國大陸,水泥,12547
096年06月,基隆港,國外,香港,長石、霞石,69347
096年06月,基隆港,國外,日本,爐石,26580
096年06月,基隆港,國外,澳洲,其他非金屬礦產品,5000
096年06月,基隆港,國外,印尼,煤,80153
096年06月,基隆港,國外,日本,煤,47595
096年06月,基隆港,國外,韓國,煤,44827
096年06月,基隆港,國外,中國大陸,化工原料,354
096年06月,基隆港,國外,香港,化工原料,22
096年06月,基隆港,國外,日本,化工原料,3004
096年06月,基隆港,國外,沙烏地阿拉伯,化工原料,27454
096年06月,基隆港,國外,美國,化工原料,9
096年06月,基隆港,國內,高雄港,汽油,2995
096年06月,基隆港,國內,高雄港,燃料油,140446
096年06月,基隆港,國外,新加坡,燃料油,27001
096年06月,基隆港,國外,亞洲其他,肥料,5300
096年06月,基隆港,國外,日本,肥料,36
096年06月,基隆港,國外,日本,合成樹脂,8
096年06月,基隆港,國外,新加坡,合成樹脂,15
096年06月,基隆港,國外,紐西蘭,製材,487
096年06月,基隆港,國外,香港,合板、保麗板,174
096年06月,基隆港,國外,紐西蘭,塑合板,187
096年06月,基隆港,國外,日本,生鐵,65
096年06月,基隆港,國外,比利時,鋼材,74
096年06月,基隆港,國外,中國大陸,鋼材,44
096年06月,基隆港,國外,香港,鋼材,39
096年06月,基隆港,國外,日本,鋼材,23331
096年06月,基隆港,國外,韓國,鋼材,3051
096年06月,基隆港,國外,香港,其他,4200
096年06月,基隆港,國外,韓國,其他,333
096年07月,基隆港,國內,花蓮港,矽砂,353243
096年07月,基隆港,國外,越南,矽砂,6600
096年07月,基隆港,國外,中國大陸,高嶺土,20
096年07月,基隆港,國外,香港,高嶺土,66475
096年07月,基隆港,國外,中國大陸,大理石花崗石,177948
096年07月,基隆港,國外,香港,大理石花崗石,29000
096年07月,基隆港,國外,越南,砂礫,14083
096年07月,基隆港,國內,花蓮港,水泥,121100
096年07月,基隆港,國外,中國大陸,水泥,6300
096年07月,基隆港,國外,香港,長石、霞石,70275
096年07月,基隆港,國外,日本,爐石,26700
096年07月,基隆港,國外,澳洲,其他非金屬礦產品,10003
096年07月,基隆港,國外,印尼,煤,80260
096年07月,基隆港,國外,韓國,煤,44500
096年07月,基隆港,國外,俄羅斯,煤,33000
096年07月,基隆港,國外,澳洲,化工原料,6300
096年07月,基隆港,國外,加拿大,化工原料,1504
096年07月,基隆港,國外,中國大陸,化工原料,87
096年07月,基隆港,國外,日本,化工原料,2025
096年07月,基隆港,國外,韓國,化工原料,104
096年07月,基隆港,國外,沙烏地阿拉伯,化工原料,20783
096年07月,基隆港,國內,高雄港,汽油,5000
096年07月,基隆港,國內,高雄港,燃料油,163969
096年07月,基隆港,國外,新加坡,燃料油,25984
096年07月,基隆港,國外,越南,肥料,6044
096年07月,基隆港,國外,日本,合成樹脂,7
096年07月,基隆港,國外,泰國,合成樹脂,16
096年07月,基隆港,國外,澳洲,原木,7
096年07月,基隆港,國外,紐西蘭,製材,543
096年07月,基隆港,國外,日本,塑合板,8
096年07月,基隆港,國外,紐西蘭,塑合板,49
096年07月,基隆港,國外,中國大陸,紙漿,10
096年07月,基隆港,國外,日本,生鐵,55
096年07月,基隆港,國外,中國大陸,鋼材,47
096年07月,基隆港,國外,香港,鋼材,14
096年07月,基隆港,國外,日本,鋼材,25053
096年07月,基隆港,國外,韓國,鋼材,3072
096年07月,基隆港,國外,中國大陸,其他,3845
096年07月,基隆港,國外,香港,其他,9455
096年08月,基隆港,國外,中國大陸,石墨,5
096年08月,基隆港,國內,花蓮港,矽砂,329403
096年08月,基隆港,國外,越南,矽砂,6825
096年08月,基隆港,國外,香港,高嶺土,38881
096年08月,基隆港,國外,中國大陸,大理石花崗石,150750
096年08月,基隆港,國外,香港,大理石花崗石,72450
096年08月,基隆港,國外,北韓,砂礫,6100
096年08月,基隆港,國外,越南,砂礫,21824
096年08月,基隆港,國外,北韓,鎂礦砂,1192
096年08月,基隆港,國外,韓國,鎂礦砂,1600
096年08月,基隆港,國內,花蓮港,水泥,77800
096年08月,基隆港,國外,中國大陸,水泥,12620
096年08月,基隆港,國外,香港,長石、霞石,34515
096年08月,基隆港,國外,日本,爐石,23900
096年08月,基隆港,國外,澳洲,其他非金屬礦產品,15009
096年08月,基隆港,國外,印尼,煤,35302
096年08月,基隆港,國外,韓國,煤,91678
096年08月,基隆港,國外,中國大陸,化工原料,22
096年08月,基隆港,國外,日本,化工原料,2002
096年08月,基隆港,國外,沙烏地阿拉伯,化工原料,18043
096年08月,基隆港,國內,高雄港,燃料油,168834
096年08月,基隆港,國外,香港,肥料,3800
096年08月,基隆港,國外,日本,合成樹脂,5
096年08月,基隆港,國外,韓國,合成樹脂,20
096年08月,基隆港,國外,新加坡,合成樹脂,7
096年08月,基隆港,國外,紐西蘭,製材,541
096年08月,基隆港,國外,紐西蘭,塑合板,97
096年08月,基隆港,國外,日本,生鐵,25
096年08月,基隆港,國外,中國大陸,鋼材,41
096年08月,基隆港,國外,德國,鋼材,98
096年08月,基隆港,國外,香港,鋼材,2254
096年08月,基隆港,國外,日本,鋼材,25763
096年08月,基隆港,國外,韓國,鋼材,4449
096年08月,基隆港,國外,中國大陸,廢鐵,18
096年08月,基隆港,國外,日本,電力機械及零件,3
096年08月,基隆港,國外,香港,其他,2200
096年08月,基隆港,國外,印尼,其他,3035
096年09月,基隆港,國內,花蓮港,矽砂,324156
096年09月,基隆港,國外,香港,高嶺土,58873
096年09月,基隆港,國外,日本,高嶺土,1200
096年09月,基隆港,國外,中國大陸,大理石花崗石,198019
096年09月,基隆港,國外,香港,大理石花崗石,80426
096年09月,基隆港,國外,北韓,砂礫,34125
096年09月,基隆港,國外,越南,砂礫,27203
096年09月,基隆港,國外,日本,鎂礦砂,1882
096年09月,基隆港,國外,韓國,鎂礦砂,1750
096年09月,基隆港,國內,花蓮港,水泥,105400
096年09月,基隆港,國外,中國大陸,水泥,12635
096年09月,基隆港,國外,香港,長石、霞石,64836
096年09月,基隆港,國外,日本,長石、霞石,1900
096年09月,基隆港,國外,日本,爐石,43450
096年09月,基隆港,國外,澳洲,其他非金屬礦產品,17972
096年09月,基隆港,國外,南非,其他非金屬礦產品,10000
096年09月,基隆港,國外,印尼,煤,70577
096年09月,基隆港,國外,中國大陸,化工原料,101
096年09月,基隆港,國外,日本,化工原料,2809
096年09月,基隆港,國外,沙烏地阿拉伯,化工原料,42480
096年09月,基隆港,國外,新加坡,化工原料,1
096年09月,基隆港,國外,美國,化工原料,24
096年09月,基隆港,國內,高雄港,汽油,15014
096年09月,基隆港,國內,高雄港,燃料油,142193
096年09月,基隆港,國外,新加坡,燃料油,27000
096年09月,基隆港,國外,亞洲其他,肥料,8000
096年09月,基隆港,國外,日本,合成樹脂,5
096年09月,基隆港,國外,新加坡,合成樹脂,13
096年09月,基隆港,國外,紐西蘭,製材,700
096年09月,基隆港,國外,日本,耐火磚,2
096年09月,基隆港,國外,日本,生鐵,80
096年09月,基隆港,國外,中國大陸,鋼材,5075
096年09月,基隆港,國外,香港,鋼材,148
096年09月,基隆港,國外,日本,鋼材,28589
096年09月,基隆港,國外,韓國,鋼材,1952
096年09月,基隆港,國外,美國,鋼材,2
096年09月,基隆港,國外,日本,電力機械及零件,1
096年09月,基隆港,國外,香港,其他,11690
096年09月,基隆港,國外,印尼,其他,2021
096年10月,基隆港,國外,韓國,油料,1
096年10月,基隆港,國內,花蓮港,矽砂,377583
096年10月,基隆港,國外,越南,矽砂,5755
096年10月,基隆港,國外,中國大陸,高嶺土,40
096年10月,基隆港,國外,香港,高嶺土,36665
096年10月,基隆港,國外,中國大陸,大理石花崗石,106583
096年10月,基隆港,國外,香港,大理石花崗石,109432
096年10月,基隆港,國外,日本,大理石花崗石,18207
096年10月,基隆港,國外,北韓,砂礫,13019
096年10月,基隆港,國外,越南,砂礫,36939
096年10月,基隆港,國外,日本,鎂礦砂,350
096年10月,基隆港,國內,花蓮港,水泥,106200
096年10月,基隆港,國外,中國大陸,水泥,6320
096年10月,基隆港,國外,香港,長石、霞石,70421
096年10月,基隆港,國外,日本,爐石,47550
096年10月,基隆港,國外,澳洲,其他非金屬礦產品,20716
096年10月,基隆港,國外,俄羅斯,煤,33000
096年10月,基隆港,國外,中國大陸,化工原料,147
096年10月,基隆港,國外,日本,化工原料,5264
096年10月,基隆港,國外,沙烏地阿拉伯,化工原料,4834
096年10月,基隆港,國內,高雄港,汽油,14021
096年10月,基隆港,國外,美國,汽油,15
096年10月,基隆港,國內,高雄港,燃料油,156951
096年10月,基隆港,國外,新加坡,燃料油,26946
096年10月,基隆港,國外,中國大陸,肥料,4281
096年10月,基隆港,國外,馬來西亞,醱酵液,4
096年10月,基隆港,國外,中國大陸,合成樹脂,2
096年10月,基隆港,國外,日本,合成樹脂,4
096年10月,基隆港,國外,紐西蘭,製材,359
096年10月,基隆港,國外,紐西蘭,塑合板,99
096年10月,基隆港,國外,日本,生鐵,25
096年10月,基隆港,國外,韓國,生鐵,3100
096年10月,基隆港,國外,中國大陸,鋼材,81
096年10月,基隆港,國外,香港,鋼材,2
096年10月,基隆港,國外,日本,鋼材,31633
096年10月,基隆港,國外,韓國,鋼材,2518
096年10月,基隆港,國外,美國,鋼材,1
096年10月,基隆港,國外,日本,其他,3727
096年10月,基隆港,國外,韓國,其他,1
096年11月,基隆港,國外,越南,樹薯粉,370
096年11月,基隆港,國內,花蓮港,矽砂,348929
096年11月,基隆港,國外,香港,高嶺土,41796
096年11月,基隆港,國外,亞洲其他,磷礦砂,12500
096年11月,基隆港,國外,中國大陸,大理石花崗石,193548
096年11月,基隆港,國外,香港,大理石花崗石,20400
096年11月,基隆港,國外,北韓,砂礫,19000
096年11月,基隆港,國外,越南,砂礫,20725
096年11月,基隆港,國內,花蓮港,水泥,104620
096年11月,基隆港,國外,中國大陸,水泥,9303
096年11月,基隆港,國外,香港,長石、霞石,20615
096年11月,基隆港,國外,日本,爐石,24850
096年11月,基隆港,國外,澳洲,其他非金屬礦產品,10660
096年11月,基隆港,國外,韓國,煤,34776
096年11月,基隆港,國外,中國大陸,化工原料,252
096年11月,基隆港,國外,香港,化工原料,85
096年11月,基隆港,國外,日本,化工原料,5097
096年11月,基隆港,國外,韓國,化工原料,2000
096年11月,基隆港,國外,沙烏地阿拉伯,化工原料,16694
096年11月,基隆港,國內,高雄港,汽油,4994
096年11月,基隆港,國內,高雄港,燃料油,172395
096年11月,基隆港,國外,香港,肥料,3876
096年11月,基隆港,國外,新加坡,合成樹脂,22
096年11月,基隆港,國外,紐西蘭,製材,763
096年11月,基隆港,國外,香港,合板、保麗板,74
096年11月,基隆港,國外,日本,塑合板,9
096年11月,基隆港,國外,紐西蘭,塑合板,120
096年11月,基隆港,國外,中國大陸,紙漿,2
096年11月,基隆港,國外,日本,生鐵,44
096年11月,基隆港,國外,中國大陸,鋼材,3847
096年11月,基隆港,國外,德國,鋼材,121
096年11月,基隆港,國外,香港,鋼材,21
096年11月,基隆港,國外,日本,鋼材,17718
096年11月,基隆港,國外,韓國,鋼材,3848
096年11月,基隆港,國外,越南,廢鐵,36
096年11月,基隆港,國外,日本,電力機械及零件,8
096年11月,基隆港,國外,中國大陸,其他,4942
096年11月,基隆港,國外,香港,其他,2200
096年11月,基隆港,國外,日本,其他,46
096年11月,基隆港,國外,新加坡,其他,21
096年12月,基隆港,國外,香港,豆類,60
096年12月,基隆港,國內,花蓮港,矽砂,393989
096年12月,基隆港,國外,越南,矽砂,6600
096年12月,基隆港,國外,中國大陸,高嶺土,1800
096年12月,基隆港,國外,香港,高嶺土,46005
096年12月,基隆港,國外,中國大陸,大理石花崗石,263661
096年12月,基隆港,國外,香港,大理石花崗石,69780
096年12月,基隆港,國外,日本,大理石花崗石,18000
096年12月,基隆港,國外,越南,砂礫,6000
096年12月,基隆港,國外,中國大陸,鎂礦砂,950
096年12月,基隆港,國外,韓國,鎂礦砂,1250
096年12月,基隆港,國內,花蓮港,水泥,170700
096年12月,基隆港,國外,中國大陸,水泥,15501
096年12月,基隆港,國外,香港,長石、霞石,102359
096年12月,基隆港,國外,北韓,長石、霞石,1500
096年12月,基隆港,國外,日本,爐石,47350
096年12月,基隆港,國外,澳洲,其他非金屬礦產品,5000
096年12月,基隆港,國外,印尼,煤,35000
096年12月,基隆港,國外,越南,煤,2100
096年12月,基隆港,國外,中國大陸,化工原料,61
096年12月,基隆港,國外,香港,化工原料,22
096年12月,基隆港,國外,日本,化工原料,4626
096年12月,基隆港,國外,韓國,化工原料,3
096年12月,基隆港,國外,沙烏地阿拉伯,化工原料,19573
096年12月,基隆港,國外,新加坡,化工原料,5003
096年12月,基隆港,國內,高雄港,汽油,24449
096年12月,基隆港,國內,高雄港,燃料油,156441
096年12月,基隆港,國外,馬來西亞,燃料油,37383
096年12月,基隆港,國外,香港,合成樹脂,20
096年12月,基隆港,國外,日本,合成樹脂,1
096年12月,基隆港,國外,泰國,合成樹脂,16
096年12月,基隆港,國外,紐西蘭,製材,410
096年12月,基隆港,國外,香港,合板、保麗板,52
096年12月,基隆港,國外,日本,生鐵,43
096年12月,基隆港,國外,中國大陸,鋼材,45
096年12月,基隆港,國外,香港,鋼材,2111
096年12月,基隆港,國外,日本,鋼材,25763
096年12月,基隆港,國外,韓國,鋼材,4652
096年12月,基隆港,國外,泰國,鋼材,1
096年12月,基隆港,國外,中國大陸,廢鐵,19
096年12月,基隆港,國外,香港,鋁廢料,18
096年12月,基隆港,國外,日本,電力機械及零件,186
096年12月,基隆港,國外,泰國,電力機械及零件,46
096年12月,基隆港,國外,香港,其他,5072
096年12月,基隆港,國外,日本,其他,113
096年12月,基隆港,國外,美國,其他,2
097年01月,基隆港,國內,花蓮港,矽砂,415118
097年01月,基隆港,國外,香港,矽砂,3800
097年01月,基隆港,國外,香港,高嶺土,60722
097年01月,基隆港,國外,中國大陸,大理石花崗石,381805
097年01月,基隆港,國外,香港,大理石花崗石,63000
097年01月,基隆港,國外,日本,大理石花崗石,17500
097年01月,基隆港,國外,越南,砂礫,25221
097年01月,基隆港,國外,中國大陸,鎂礦砂,400
097年01月,基隆港,國內,花蓮港,水泥,87900
097年01月,基隆港,國外,中國大陸,水泥,8000
097年01月,基隆港,國外,香港,長石、霞石,47016
097年01月,基隆港,國外,日本,爐石,49550
097年01月,基隆港,國外,澳洲,其他非金屬礦產品,10104
097年01月,基隆港,國外,南非,其他非金屬礦產品,9983
097年01月,基隆港,國外,澳洲,煤,45579
097年01月,基隆港,國外,韓國,煤,96644
097年01月,基隆港,國外,香港,焦炭,507
097年01月,基隆港,國外,澳洲,化工原料,5700
097年01月,基隆港,國外,中國大陸,化工原料,115
097年01月,基隆港,國外,日本,化工原料,5258
097年01月,基隆港,國外,韓國,化工原料,2000
097年01月,基隆港,國外,卡達,化工原料,8198
097年01月,基隆港,國外,沙烏地阿拉伯,化工原料,22070
097年01月,基隆港,國外,美國,化工原料,18
097年01月,基隆港,國內,高雄港,汽油,28720
097年01月,基隆港,國內,高雄港,燃料油,148320
097年01月,基隆港,國外,約旦,肥料,7000
097年01月,基隆港,國外,韓國,肥料,6001
097年01月,基隆港,國外,紐西蘭,製材,776
097年01月,基隆港,國外,香港,合板、保麗板,25
097年01月,基隆港,國外,日本,生鐵,80
097年01月,基隆港,國外,比利時,鋼材,4005
097年01月,基隆港,國外,日本,鋼材,29248
097年01月,基隆港,國外,韓國,鋼材,1661
097年01月,基隆港,國外,泰國,鋼材,7
097年01月,基隆港,國外,中國大陸,廢鐵,18
097年01月,基隆港,國外,中國大陸,其他,3724
097年01月,基隆港,國外,香港,其他,7994
097年01月,基隆港,國外,日本,其他,408
097年01月,基隆港,國外,韓國,其他,3802
097年01月,基隆港,國外,越南,其他,9
097年02月,基隆港,國外,中國大陸,石墨,2
097年02月,基隆港,國內,花蓮港,矽砂,230526
097年02月,基隆港,國外,越南,矽砂,6050
097年02月,基隆港,國外,香港,高嶺土,23658
097年02月,基隆港,國外,中國大陸,大理石花崗石,159850
097年02月,基隆港,國外,香港,大理石花崗石,53063
097年02月,基隆港,國外,日本,大理石花崗石,17600
097年02月,基隆港,國外,菲律賓,砂礫,14000
097年02月,基隆港,國外,越南,砂礫,2530
097年02月,基隆港,國內,花蓮港,水泥,78200
097年02月,基隆港,國外,中國大陸,水泥,13233
097年02月,基隆港,國外,香港,長石、霞石,10332
097年02月,基隆港,國外,日本,爐石,43850
097年02月,基隆港,國外,越南,煤,1949
097年02月,基隆港,國外,香港,化工原料,22
097年02月,基隆港,國外,日本,化工原料,4690
097年02月,基隆港,國外,沙烏地阿拉伯,化工原料,13181
097年02月,基隆港,國外,美國,化工原料,190
097年02月,基隆港,國內,高雄港,汽油,80683
097年02月,基隆港,國內,高雄港,燃料油,173877
097年02月,基隆港,國外,越南,肥料,6473
097年02月,基隆港,國外,中國大陸,合成樹脂,2
097年02月,基隆港,國外,紐西蘭,製材,485
