時間,臺灣港口,國內/國外,地區別,貨物別,重量(公噸)
104年08月,高雄港,國外,韓國,其他,5215
104年08月,高雄港,國外,荷蘭,其他,3093
104年08月,高雄港,國外,新加坡,其他,2103
104年08月,高雄港,國外,美國,其他,3012
104年08月,高雄港,國外,南非,其他,1496
104年09月,高雄港,國外,美國,小麥,22197
104年09月,高雄港,國外,巴西,玉米,121607
104年09月,高雄港,國外,美國,玉米,18741
104年09月,高雄港,國外,巴西,黃豆,177874
104年09月,高雄港,國外,美國,黃豆,14748
104年09月,高雄港,國外,澳洲,動物油脂,1499
104年09月,高雄港,國外,馬來西亞,植物油脂,18715
104年09月,高雄港,國外,澳洲,鹽類,41350
104年09月,高雄港,國外,高棉,矽砂,23889
104年09月,高雄港,國內,花蓮港,石灰石,52555
104年09月,高雄港,國外,日本,石灰石,107290
104年09月,高雄港,國外,馬來西亞,石灰石,6600
104年09月,高雄港,國外,菲律賓,石灰石,12000
104年09月,高雄港,國外,泰國,石灰石,8000
104年09月,高雄港,國外,越南,石灰石,34002
104年09月,高雄港,國外,中國大陸,大理石花崗石,257
104年09月,高雄港,國外,菲律賓,白雲石,24000
104年09月,高雄港,國外,泰國,白雲石,17250
104年09月,高雄港,國內,花蓮港,水泥,10500
104年09月,高雄港,國內,蘇澳港,水泥,24500
104年09月,高雄港,國內,和平港,水泥,29900
104年09月,高雄港,國外,日本,水泥,19800
104年09月,高雄港,國外,越南,水泥熟料,45120
104年09月,高雄港,國外,澳洲,鐵礦砂,1138878
104年09月,高雄港,國外,巴西,鐵礦砂,66475
104年09月,高雄港,國外,澳洲,煤,442334
104年09月,高雄港,國外,加拿大,煤,52918
104年09月,高雄港,國外,中國大陸,煤,32976
104年09月,高雄港,國外,印尼,煤,175378
104年09月,高雄港,國外,北韓,煤,13335
104年09月,高雄港,國外,俄羅斯,煤,138342
104年09月,高雄港,國外,亞洲其他,化工原料,1508
104年09月,高雄港,國外,巴林,化工原料,2964
104年09月,高雄港,國外,汶萊,化工原料,5001
104年09月,高雄港,國外,中美洲其他,化工原料,8000
104年09月,高雄港,國外,中國大陸,化工原料,9767
104年09月,高雄港,國外,印度,化工原料,3150
104年09月,高雄港,國外,義大利,化工原料,9340
104年09月,高雄港,國外,日本,化工原料,42018
104年09月,高雄港,國外,韓國,化工原料,24454
104年09月,高雄港,國外,馬來西亞,化工原料,3162
104年09月,高雄港,國外,荷蘭,化工原料,2370
104年09月,高雄港,國外,阿曼,化工原料,10500
104年09月,高雄港,國外,菲律賓,化工原料,9066
104年09月,高雄港,國外,沙烏地阿拉伯,化工原料,23626
104年09月,高雄港,國外,新加坡,化工原料,12446
104年09月,高雄港,國外,泰國,化工原料,2292
104年09月,高雄港,國外,美國,化工原料,23222
104年09月,高雄港,國外,阿拉伯聯合大公國,原油,269344
104年09月,高雄港,國外,香港,原油,276363
104年09月,高雄港,國外,阿曼,原油,137170
104年09月,高雄港,國外,沙烏地阿拉伯,原油,186601
104年09月,高雄港,國內,臺北港,汽油,15922
104年09月,高雄港,國內,臺北港,石油腦,20242
104年09月,高雄港,國外,阿拉伯聯合大公國,石油腦,78409
104年09月,高雄港,國外,埃及,石油腦,27101
104年09月,高雄港,國外,非洲其他,石油腦,146066
104年09月,高雄港,國外,韓國,石油腦,5018
104年09月,高雄港,國外,馬來西亞,石油腦,23428
104年09月,高雄港,國外,俄羅斯,石油腦,44175
104年09月,高雄港,國外,歐洲其他,石油腦,28850
104年09月,高雄港,國外,美國,石油腦,147510
104年09月,高雄港,國外,阿拉伯聯合大公國,液化石油氣,45921
104年09月,高雄港,國外,越南,薪材,4500
104年09月,高雄港,國外,俄羅斯,生鐵,5057
104年09月,高雄港,國外,日本,鋼材,244
104年09月,高雄港,國外,韓國,鋼材,3214
104年09月,高雄港,國外,南非,鋼材,8569
104年09月,高雄港,國外,亞洲其他,廢鐵,998
104年09月,高雄港,國外,香港,廢鐵,2504
104年09月,高雄港,國外,日本,白蠟油,1000
104年09月,高雄港,國外,韓國,白蠟油,1007
104年09月,高雄港,國外,美國,白蠟油,975
104年09月,高雄港,國外,澳洲,其他,3304
104年09月,高雄港,國外,中國大陸,其他,16146
104年09月,高雄港,國外,日本,其他,4952
104年09月,高雄港,國外,韓國,其他,3741
104年09月,高雄港,國外,新加坡,其他,3280
104年09月,高雄港,國外,泰國,其他,38000
104年09月,高雄港,國外,美國,其他,3004
104年09月,高雄港,國外,南非,其他,1000
104年10月,高雄港,國外,美國,小麥,24655
104年10月,高雄港,國外,巴西,玉米,153807
104年10月,高雄港,國外,巴西,黃豆,28293
104年10月,高雄港,國外,澳洲,動物油脂,42
104年10月,高雄港,國外,馬來西亞,植物油脂,9925
104年10月,高雄港,國外,澳洲,鹽類,96200
104年10月,高雄港,國內,花蓮港,石灰石,70451
104年10月,高雄港,國外,日本,石灰石,169930
104年10月,高雄港,國外,菲律賓,石灰石,24000
104年10月,高雄港,國外,泰國,石灰石,18000
104年10月,高雄港,國外,越南,石灰石,8663
104年10月,高雄港,國外,中國大陸,大理石花崗石,24
104年10月,高雄港,國外,菲律賓,白雲石,56000
104年10月,高雄港,國外,中國大陸,鎂礦砂,7876
104年10月,高雄港,國內,花蓮港,水泥,30500
104年10月,高雄港,國內,蘇澳港,水泥,14800
104年10月,高雄港,國內,和平港,水泥,26900
104年10月,高雄港,國外,日本,水泥,20000
104年10月,高雄港,國外,澳洲,鐵礦砂,860792
104年10月,高雄港,國外,巴西,鐵礦砂,319873
104年10月,高雄港,國外,加拿大,鐵礦砂,88960
104年10月,高雄港,國外,澳洲,煤,713937
104年10月,高雄港,國外,加拿大,煤,77456
104年10月,高雄港,國外,印尼,煤,132678
104年10月,高雄港,國外,北韓,煤,13000
104年10月,高雄港,國外,俄羅斯,煤,69210
104年10月,高雄港,國外,澳洲,化工原料,1005
104年10月,高雄港,國外,印尼,化工原料,9503
104年10月,高雄港,國外,印度,化工原料,1969
104年10月,高雄港,國外,日本,化工原料,34327
104年10月,高雄港,國外,韓國,化工原料,31609
104年10月,高雄港,國外,科威特,化工原料,2866
104年10月,高雄港,國外,馬來西亞,化工原料,1963
104年10月,高雄港,國外,荷蘭,化工原料,2960
104年10月,高雄港,國外,阿曼,化工原料,4500
104年10月,高雄港,國外,菲律賓,化工原料,1647
104年10月,高雄港,國外,卡達,化工原料,5244
104年10月,高雄港,國外,沙烏地阿拉伯,化工原料,32993
104年10月,高雄港,國外,新加坡,化工原料,11455
104年10月,高雄港,國外,泰國,化工原料,2342
104年10月,高雄港,國外,美國,化工原料,16484
104年10月,高雄港,國外,南非,化工原料,500
104年10月,高雄港,國外,阿拉伯聯合大公國,原油,203537
104年10月,高雄港,國外,伊朗,原油,135948
104年10月,高雄港,國外,科威特,原油,145111
104年10月,高雄港,國外,阿曼,原油,72650
104年10月,高雄港,國外,沙烏地阿拉伯,原油,165366
104年10月,高雄港,國外,阿拉伯聯合大公國,石油腦,33933
104年10月,高雄港,國外,非洲其他,石油腦,64024
104年10月,高雄港,國外,義大利,石油腦,19862
104年10月,高雄港,國外,馬來西亞,石油腦,23004
104年10月,高雄港,國外,俄羅斯,石油腦,49957
104年10月,高雄港,國外,沙烏地阿拉伯,石油腦,145447
104年10月,高雄港,國外,歐洲其他,石油腦,25138
104年10月,高雄港,國外,美國,石油腦,37301
104年10月,高雄港,國外,亞洲其他,肥料,11000
104年10月,高雄港,國外,美國,肥料,8813
104年10月,高雄港,國外,馬來西亞,原木,3032
104年10月,高雄港,國外,中國大陸,鋼材,617
104年10月,高雄港,國外,日本,鋼材,22
104年10月,高雄港,國外,韓國,鋼材,5082
104年10月,高雄港,國外,南非,鋼材,13000
104年10月,高雄港,國外,亞洲其他,廢鐵,1153
104年10月,高雄港,國外,香港,廢鐵,3950
104年10月,高雄港,國外,日本,廢鐵,5248
104年10月,高雄港,國外,澳洲,其他,403
104年10月,高雄港,國外,中國大陸,其他,26314
104年10月,高雄港,國外,德國,其他,18
104年10月,高雄港,國外,香港,其他,9719
104年10月,高雄港,國外,日本,其他,17148
104年10月,高雄港,國外,韓國,其他,254
104年10月,高雄港,國外,大洋洲其他,其他,21
104年10月,高雄港,國外,沙烏地阿拉伯,其他,1043
104年10月,高雄港,國外,新加坡,其他,2146
104年10月,高雄港,國外,泰國,其他,38000
104年10月,高雄港,國外,南非,其他,500
104年11月,高雄港,國外,烏克蘭,小麥,490
104年11月,高雄港,國外,美國,小麥,28419
104年11月,高雄港,國外,巴西,玉米,138567
104年11月,高雄港,國外,美國,玉米,12929
104年11月,高雄港,國外,巴西,黃豆,63374
104年11月,高雄港,國外,美國,黃豆,27667
104年11月,高雄港,國外,加拿大,植物油脂,2036
104年11月,高雄港,國外,馬來西亞,植物油脂,1785
104年11月,高雄港,國外,高棉,矽砂,8000
104年11月,高雄港,國外,越南,矽砂,5009
104年11月,高雄港,國內,花蓮港,石灰石,70376
104年11月,高雄港,國外,日本,石灰石,110560
104年11月,高雄港,國外,馬來西亞,石灰石,6500
104年11月,高雄港,國外,菲律賓,石灰石,19000
104年11月,高雄港,國外,泰國,石灰石,7000
104年11月,高雄港,國外,越南,石灰石,14018
104年11月,高雄港,國外,菲律賓,白雲石,40400
104年11月,高雄港,國外,泰國,白雲石,18250
104年11月,高雄港,國內,花蓮港,水泥,80800
104年11月,高雄港,國內,蘇澳港,水泥,13600
104年11月,高雄港,國外,日本,水泥,20000
104年11月,高雄港,國外,泰國,水泥熟料,21000
104年11月,高雄港,國外,澳洲,鐵礦砂,962439
104年11月,高雄港,國外,巴西,鐵礦砂,272525
104年11月,高雄港,國外,澳洲,煤,432278
104年11月,高雄港,國外,加拿大,煤,59246
104年11月,高雄港,國外,中國大陸,煤,7590
104年11月,高雄港,國外,非洲其他,煤,105502
104年11月,高雄港,國外,印尼,煤,111071
104年11月,高雄港,國外,北韓,煤,25970
104年11月,高雄港,國外,俄羅斯,煤,124350
104年11月,高雄港,國外,汶萊,化工原料,5055
104年11月,高雄港,國外,中國大陸,化工原料,4000
104年11月,高雄港,國外,印度,化工原料,3880
104年11月,高雄港,國外,日本,化工原料,32670
104年11月,高雄港,國外,韓國,化工原料,65144
104年11月,高雄港,國外,馬來西亞,化工原料,5746
104年11月,高雄港,國外,荷蘭,化工原料,1900
104年11月,高雄港,國外,卡達,化工原料,7350
104年11月,高雄港,國外,沙烏地阿拉伯,化工原料,23181
104年11月,高雄港,國外,新加坡,化工原料,5151
104年11月,高雄港,國外,泰國,化工原料,3820
104年11月,高雄港,國外,美國,化工原料,4038
104年11月,高雄港,國外,南非,化工原料,500
104年11月,高雄港,國外,印尼,原油,59173
104年11月,高雄港,國外,日本,原油,8766
104年11月,高雄港,國外,韓國,原油,131323
104年11月,高雄港,國外,科威特,原油,127065
104年11月,高雄港,國外,卡達,原油,197097
104年11月,高雄港,國外,沙烏地阿拉伯,原油,267964
104年11月,高雄港,國內,臺北港,汽油,14954
104年11月,高雄港,國外,韓國,柴油,40837
104年11月,高雄港,國內,臺中港,石油腦,5584
104年11月,高雄港,國外,亞洲其他,石油腦,23287
104年11月,高雄港,國外,阿拉伯聯合大公國,石油腦,115096
104年11月,高雄港,國外,西班牙,石油腦,50000
104年11月,高雄港,國外,科威特,石油腦,57730
104年11月,高雄港,國外,馬來西亞,石油腦,23006
104年11月,高雄港,國外,俄羅斯,石油腦,55000
104年11月,高雄港,國外,沙烏地阿拉伯,石油腦,111559
104年11月,高雄港,國外,歐洲其他,石油腦,34825
104年11月,高雄港,國外,阿拉伯聯合大公國,液化石油氣,27493
104年11月,高雄港,國外,卡達,液化石油氣,17072
104年11月,高雄港,國外,中國大陸,肥料,5400
104年11月,高雄港,國外,澳洲,薪材,44149
104年11月,高雄港,國外,泰國,薪材,40186
104年11月,高雄港,國外,俄羅斯,鋼材,5827
104年11月,高雄港,國外,南非,鋼材,13520
104年11月,高雄港,國外,亞洲其他,廢鐵,950
104年11月,高雄港,國外,香港,廢鐵,6752
104年11月,高雄港,國外,日本,廢鐵,27734
104年11月,高雄港,國外,日本,白蠟油,1000
104年11月,高雄港,國外,韓國,白蠟油,1016
104年11月,高雄港,國外,美國,白蠟油,329
104年11月,高雄港,國外,澳洲,其他,3357
104年11月,高雄港,國外,中國大陸,其他,11454
104年11月,高雄港,國外,香港,其他,120
104年11月,高雄港,國外,日本,其他,4256
104年11月,高雄港,國外,韓國,其他,3151
104年11月,高雄港,國外,大洋洲其他,其他,10
104年11月,高雄港,國外,新加坡,其他,1071
104年11月,高雄港,國外,泰國,其他,21004
104年11月,高雄港,國外,美國,其他,3032
104年11月,高雄港,國外,南非,其他,1298
104年12月,高雄港,國外,美國,小麥,15778
104年12月,高雄港,國外,巴西,玉米,195624
104年12月,高雄港,國外,美國,玉米,10000
104年12月,高雄港,國外,巴西,黃豆,65873
104年12月,高雄港,國外,美國,黃豆,49297
104年12月,高雄港,國外,澳洲,動物油脂,1975
104年12月,高雄港,國外,加拿大,植物油脂,2000
104年12月,高雄港,國外,馬來西亞,植物油脂,18459
104年12月,高雄港,國外,澳洲,鹽類,108981
104年12月,高雄港,國內,花蓮港,石灰石,52956
104年12月,高雄港,國外,日本,石灰石,75230
104年12月,高雄港,國外,馬來西亞,石灰石,6500
104年12月,高雄港,國外,菲律賓,石灰石,12000
104年12月,高雄港,國外,菲律賓,白雲石,15000
104年12月,高雄港,國內,花蓮港,水泥,96800
104年12月,高雄港,國內,蘇澳港,水泥,21100
104年12月,高雄港,國內,和平港,水泥,6900
104年12月,高雄港,國外,日本,水泥,29419
104年12月,高雄港,國外,泰國,水泥熟料,25000
104年12月,高雄港,國外,澳洲,鐵礦砂,455666
104年12月,高雄港,國外,巴西,鐵礦砂,215163
104年12月,高雄港,國外,加拿大,鐵礦砂,105917
104年12月,高雄港,國外,澳洲,煤,524011
104年12月,高雄港,國外,加拿大,煤,73597
104年12月,高雄港,國外,印尼,煤,31233
104年12月,高雄港,國外,俄羅斯,煤,119550
104年12月,高雄港,國外,比利時,化工原料,5089
104年12月,高雄港,國外,巴林,化工原料,3150
104年12月,高雄港,國外,汶萊,化工原料,9450
104年12月,高雄港,國外,中國大陸,化工原料,2951
104年12月,高雄港,國外,日本,化工原料,37534
104年12月,高雄港,國外,韓國,化工原料,67855
104年12月,高雄港,國外,馬來西亞,化工原料,13397
104年12月,高雄港,國外,荷蘭,化工原料,5891
104年12月,高雄港,國外,阿曼,化工原料,5250
104年12月,高雄港,國外,菲律賓,化工原料,11287
104年12月,高雄港,國外,沙烏地阿拉伯,化工原料,7934
104年12月,高雄港,國外,泰國,化工原料,2539
104年12月,高雄港,國外,美國,化工原料,35594
104年12月,高雄港,國外,南非,化工原料,1246
104年12月,高雄港,國外,阿拉伯聯合大公國,原油,140230
104年12月,高雄港,國外,澳洲,原油,80982
104年12月,高雄港,國外,非洲其他,原油,126342
104年12月,高雄港,國外,印尼,原油,57039
104年12月,高雄港,國外,日本,原油,36795
104年12月,高雄港,國外,科威特,原油,140576
104年12月,高雄港,國外,阿曼,原油,144693
104年12月,高雄港,國外,沙烏地阿拉伯,原油,375343
104年12月,高雄港,國外,阿拉伯聯合大公國,石油腦,78571
104年12月,高雄港,國外,韓國,石油腦,13110
104年12月,高雄港,國外,馬來西亞,石油腦,23002
104年12月,高雄港,國外,沙烏地阿拉伯,石油腦,116457
104年12月,高雄港,國外,泰國,石油腦,8602
104年12月,高雄港,國外,美國,石油腦,52796
104年12月,高雄港,國外,澳洲,液化石油氣,19160
104年12月,高雄港,國外,美國,肥料,6429
104年12月,高雄港,國外,新加坡,合成樹脂,24
104年12月,高雄港,國外,中國大陸,鋼材,48
104年12月,高雄港,國外,日本,鋼材,254
104年12月,高雄港,國外,韓國,鋼材,351
104年12月,高雄港,國外,南非,鋼材,13000
104年12月,高雄港,國外,亞洲其他,廢鐵,1155
104年12月,高雄港,國外,香港,廢鐵,5050
104年12月,高雄港,國外,日本,廢鐵,42538
104年12月,高雄港,國外,韓國,白蠟油,1008
104年12月,高雄港,國外,澳洲,其他,406
104年12月,高雄港,國外,中美洲其他,其他,2550
104年12月,高雄港,國外,中國大陸,其他,16212
104年12月,高雄港,國外,香港,其他,475
104年12月,高雄港,國外,日本,其他,11772
104年12月,高雄港,國外,韓國,其他,3532
104年12月,高雄港,國外,大洋洲其他,其他,25
104年12月,高雄港,國外,菲律賓,其他,3000
104年12月,高雄港,國外,新加坡,其他,2175
104年12月,高雄港,國外,泰國,其他,18020
104年12月,高雄港,國外,美國,其他,2998
104年12月,高雄港,國外,南非,其他,1000
105年01月,高雄港,國外,美國,小麥,31456
105年01月,高雄港,國外,巴西,玉米,102660
105年01月,高雄港,國外,美國,玉米,22209
105年01月,高雄港,國外,美國,黃豆,11527
105年01月,高雄港,國外,澳洲,動物油脂,1437
105年01月,高雄港,國外,馬來西亞,植物油脂,5525
105年01月,高雄港,國外,印尼,黃豆粕,5364
105年01月,高雄港,國外,澳洲,鹽類,27650
105年01月,高雄港,國外,高棉,矽砂,27000
105年01月,高雄港,國內,花蓮港,石灰石,70202
105年01月,高雄港,國外,日本,石灰石,84820
105年01月,高雄港,國外,菲律賓,石灰石,16000
105年01月,高雄港,國外,菲律賓,白雲石,42500
105年01月,高雄港,國內,花蓮港,水泥,43600
105年01月,高雄港,國內,蘇澳港,水泥,21800
105年01月,高雄港,國內,和平港,水泥,59800
105年01月,高雄港,國外,日本,水泥,20000
105年01月,高雄港,國外,澳洲,鐵礦砂,993463
105年01月,高雄港,國外,巴西,鐵礦砂,171860
105年01月,高雄港,國外,澳洲,煤,344542
105年01月,高雄港,國外,加拿大,煤,58000
105年01月,高雄港,國外,印尼,煤,53950
105年01月,高雄港,國外,北韓,煤,14535
105年01月,高雄港,國外,俄羅斯,煤,98000
105年01月,高雄港,國外,中國大陸,焦炭,2840
105年01月,高雄港,國外,韓國,焦油,2976
105年01月,高雄港,國外,澳洲,化工原料,2497
105年01月,高雄港,國外,巴林,化工原料,8878
105年01月,高雄港,國外,汶萊,化工原料,10292
105年01月,高雄港,國外,巴西,化工原料,6669
105年01月,高雄港,國外,中美洲其他,化工原料,3000
105年01月,高雄港,國外,中國大陸,化工原料,7836
105年01月,高雄港,國外,印度,化工原料,1925
105年01月,高雄港,國外,日本,化工原料,30368
105年01月,高雄港,國外,韓國,化工原料,52234
105年01月,高雄港,國外,馬來西亞,化工原料,9825
105年01月,高雄港,國外,荷蘭,化工原料,7217
105年01月,高雄港,國外,菲律賓,化工原料,2400
105年01月,高雄港,國外,沙烏地阿拉伯,化工原料,30084
105年01月,高雄港,國外,新加坡,化工原料,3362
105年01月,高雄港,國外,泰國,化工原料,12595
105年01月,高雄港,國外,美國,化工原料,42143
105年01月,高雄港,國外,越南,化工原料,1520
105年01月,高雄港,國外,阿拉伯聯合大公國,原油,145675
105年01月,高雄港,國外,非洲其他,原油,45949
105年01月,高雄港,國外,沙烏地阿拉伯,原油,116351
105年01月,高雄港,國外,新加坡,燃料油,38025
105年01月,高雄港,國外,亞洲其他,石油腦,16098
105年01月,高雄港,國外,阿拉伯聯合大公國,石油腦,76712
105年01月,高雄港,國外,韓國,石油腦,9965
105年01月,高雄港,國外,俄羅斯,石油腦,59344
105年01月,高雄港,國外,沙烏地阿拉伯,石油腦,56455
105年01月,高雄港,國外,歐洲其他,石油腦,115032
105年01月,高雄港,國外,美國,石油腦,74998
105年01月,高雄港,國外,阿拉伯聯合大公國,液化石油氣,41100
105年01月,高雄港,國外,美國,肥料,14013
105年01月,高雄港,國外,中國大陸,鋼材,1804
105年01月,高雄港,國外,香港,鋼材,78
105年01月,高雄港,國外,日本,鋼材,1280
105年01月,高雄港,國外,韓國,鋼材,679
105年01月,高雄港,國外,俄羅斯,鋼材,3037
105年01月,高雄港,國外,南非,鋼材,18023
105年01月,高雄港,國外,亞洲其他,廢鐵,3258
105年01月,高雄港,國外,澳洲,廢鐵,3560
105年01月,高雄港,國外,香港,廢鐵,24062
105年01月,高雄港,國外,日本,廢鐵,18769
105年01月,高雄港,國外,韓國,白蠟油,854
105年01月,高雄港,國外,馬來西亞,白蠟油,1040
105年01月,高雄港,國外,荷蘭,白蠟油,1050
105年01月,高雄港,國外,卡達,白蠟油,5224
105年01月,高雄港,國外,澳洲,其他,858
105年01月,高雄港,國外,比利時,其他,4
105年01月,高雄港,國外,中國大陸,其他,31351
105年01月,高雄港,國外,非洲其他,其他,77997
105年01月,高雄港,國外,香港,其他,636
105年01月,高雄港,國外,印尼,其他,1751
105年01月,高雄港,國外,義大利,其他,21
105年01月,高雄港,國外,日本,其他,6344
105年01月,高雄港,國外,韓國,其他,7284
105年01月,高雄港,國外,荷蘭,其他,1000
105年01月,高雄港,國外,菲律賓,其他,244
105年01月,高雄港,國外,新加坡,其他,3219
105年01月,高雄港,國外,泰國,其他,38000
105年01月,高雄港,國外,美國,其他,3221
105年01月,高雄港,國外,南非,其他,1003
105年02月,高雄港,國外,美國,小麥,523
105年02月,高雄港,國外,巴西,玉米,123124
105年02月,高雄港,國外,美國,玉米,11850
105年02月,高雄港,國外,美國,黃豆,5400
105年02月,高雄港,國外,馬來西亞,植物油脂,13718
105年02月,高雄港,國外,澳洲,鹽類,31464
105年02月,高雄港,國內,花蓮港,石灰石,52613
105年02月,高雄港,國外,日本,石灰石,150370
105年02月,高雄港,國外,菲律賓,石灰石,17000
105年02月,高雄港,國外,泰國,石灰石,18000
105年02月,高雄港,國外,越南,石灰石,52550
105年02月,高雄港,國外,中國大陸,白雲石,4100
105年02月,高雄港,國外,菲律賓,白雲石,32200
105年02月,高雄港,國內,花蓮港,水泥,12000
105年02月,高雄港,國內,蘇澳港,水泥,8800
105年02月,高雄港,國內,和平港,水泥,5200
105年02月,高雄港,國外,日本,水泥,19800
105年02月,高雄港,國外,澳洲,鐵礦砂,727236
105年02月,高雄港,國外,巴西,鐵礦砂,206469
105年02月,高雄港,國外,加拿大,鐵礦砂,74355
105年02月,高雄港,國外,澳洲,煤,529803
105年02月,高雄港,國外,加拿大,煤,65452
105年02月,高雄港,國外,中國大陸,煤,24384
105年02月,高雄港,國外,印尼,煤,121910
105年02月,高雄港,國外,北韓,煤,19860
105年02月,高雄港,國外,俄羅斯,煤,73250
105年02月,高雄港,國外,汶萊,化工原料,8043
105年02月,高雄港,國外,巴西,化工原料,6627
105年02月,高雄港,國外,中美洲其他,化工原料,5000
105年02月,高雄港,國外,伊朗,化工原料,2058
105年02月,高雄港,國外,日本,化工原料,35668
105年02月,高雄港,國外,韓國,化工原料,31034
105年02月,高雄港,國外,荷蘭,化工原料,599
105年02月,高雄港,國外,阿曼,化工原料,4750
105年02月,高雄港,國外,菲律賓,化工原料,7502
105年02月,高雄港,國外,沙烏地阿拉伯,化工原料,13100
105年02月,高雄港,國外,新加坡,化工原料,1499
105年02月,高雄港,國外,美國,化工原料,28623
105年02月,高雄港,國外,阿拉伯聯合大公國,原油,147017
105年02月,高雄港,國外,印尼,原油,70418
105年02月,高雄港,國外,科威特,原油,91366
105年02月,高雄港,國外,阿曼,原油,271734
105年02月,高雄港,國外,沙烏地阿拉伯,原油,579189
105年02月,高雄港,國外,土耳其,原油,139769
105年02月,高雄港,國外,馬來西亞,燃料油,129329
105年02月,高雄港,國外,新加坡,燃料油,46219
105年02月,高雄港,國外,非洲其他,石油腦,52095
105年02月,高雄港,國外,俄羅斯,石油腦,204357
105年02月,高雄港,國外,沙烏地阿拉伯,石油腦,57399
105年02月,高雄港,國外,美國,石油腦,61172
105年02月,高雄港,國外,馬來西亞,生鐵,6468
105年02月,高雄港,國外,中國大陸,鋼材,2563
105年02月,高雄港,國外,日本,鋼材,116
105年02月,高雄港,國外,韓國,鋼材,112
105年02月,高雄港,國外,俄羅斯,鋼材,2790
105年02月,高雄港,國外,南非,鋼材,10500
105年02月,高雄港,國外,香港,廢鐵,2900
105年02月,高雄港,國外,日本,廢鐵,52458
105年02月,高雄港,國外,中國大陸,其他,12110
105年02月,高雄港,國外,非洲其他,其他,10
105年02月,高雄港,國外,日本,其他,2680
105年02月,高雄港,國外,韓國,其他,501
105年02月,高雄港,國外,馬來西亞,其他,3
105年02月,高雄港,國外,新加坡,其他,2366
105年02月,高雄港,國外,美國,其他,10
105年02月,高雄港,國外,南非,其他,2000
105年03月,高雄港,國外,美國,小麥,22076
105年03月,高雄港,國外,巴西,玉米,227560
105年03月,高雄港,國外,美國,玉米,10000
105年03月,高雄港,國外,美國,黃豆,64701
105年03月,高雄港,國外,澳洲,動物油脂,1001
105年03月,高雄港,國外,馬來西亞,植物油脂,12211
105年03月,高雄港,國外,澳洲,鹽類,38150
105年03月,高雄港,國內,花蓮港,石灰石,70156
105年03月,高雄港,國外,日本,石灰石,164323
105年03月,高雄港,國外,馬來西亞,石灰石,6500
105年03月,高雄港,國外,菲律賓,石灰石,14000
105年03月,高雄港,國外,越南,石灰石,22880
105年03月,高雄港,國外,中國大陸,砂礫,11192
105年03月,高雄港,國外,菲律賓,白雲石,47000
105年03月,高雄港,國外,中國大陸,鎂礦砂,1010
105年03月,高雄港,國內,花蓮港,水泥,32000
105年03月,高雄港,國內,蘇澳港,水泥,30450
105年03月,高雄港,國內,和平港,水泥,34500
105年03月,高雄港,國外,日本,水泥,34800
105年03月,高雄港,國外,越南,水泥熟料,56700
105年03月,高雄港,國外,澳洲,鐵礦砂,1274473
105年03月,高雄港,國外,巴西,鐵礦砂,75005
105年03月,高雄港,國外,中國大陸,鐵礦砂,54065
105年03月,高雄港,國外,澳洲,煤,712668
105年03月,高雄港,國外,加拿大,煤,40877
105年03月,高雄港,國外,中國大陸,煤,12965
105年03月,高雄港,國外,印尼,煤,64268
105年03月,高雄港,國外,印度,煤,27500
105年03月,高雄港,國外,北韓,煤,24682
105年03月,高雄港,國外,俄羅斯,煤,132406
105年03月,高雄港,國外,比利時,化工原料,3419
105年03月,高雄港,國外,巴林,化工原料,12573
105年03月,高雄港,國外,汶萊,化工原料,5043
105年03月,高雄港,國外,中國大陸,化工原料,3908
105年03月,高雄港,國外,印度,化工原料,3139
105年03月,高雄港,國外,日本,化工原料,31500
105年03月,高雄港,國外,韓國,化工原料,39820
105年03月,高雄港,國外,馬來西亞,化工原料,14240
105年03月,高雄港,國外,荷蘭,化工原料,4041
105年03月,高雄港,國外,阿曼,化工原料,5250
105年03月,高雄港,國外,菲律賓,化工原料,2868
105年03月,高雄港,國外,沙烏地阿拉伯,化工原料,14829
105年03月,高雄港,國外,新加坡,化工原料,4021
105年03月,高雄港,國外,泰國,化工原料,3356
105年03月,高雄港,國外,美國,化工原料,49497
105年03月,高雄港,國外,南非,化工原料,1500
105年03月,高雄港,國外,阿拉伯聯合大公國,原油,194915
105年03月,高雄港,國外,印尼,原油,64280
105年03月,高雄港,國外,科威特,原油,65783
105年03月,高雄港,國外,馬來西亞,原油,271160
105年03月,高雄港,國外,沙烏地阿拉伯,原油,283580
105年03月,高雄港,國外,土耳其,原油,280144
105年03月,高雄港,國外,亞洲其他,石油腦,8961
105年03月,高雄港,國外,阿拉伯聯合大公國,石油腦,38311
105年03月,高雄港,國外,印度,石油腦,79975
105年03月,高雄港,國外,俄羅斯,石油腦,29648
105年03月,高雄港,國外,沙烏地阿拉伯,石油腦,56770
105年03月,高雄港,國外,歐洲其他,石油腦,48096
105年03月,高雄港,國外,澳洲,液化石油氣,41427
105年03月,高雄港,國外,美國,肥料,6775
105年03月,高雄港,國外,澳洲,鋼材,9001
105年03月,高雄港,國外,中國大陸,鋼材,10445
105年03月,高雄港,國外,日本,鋼材,3856
105年03月,高雄港,國外,韓國,鋼材,743
105年03月,高雄港,國外,俄羅斯,鋼材,10403
105年03月,高雄港,國外,新加坡,鋼材,209
105年03月,高雄港,國外,南非,鋼材,21476
105年03月,高雄港,國外,香港,廢鐵,9445
105年03月,高雄港,國外,日本,廢鐵,18357
