時間,近/遠洋,進/出港,裝/卸貨,航線名稱,新南向區域,其他國家港口國,其他國家港口,臺灣港口,船舶種類,船型,艘次
2018/12/21 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/12/21 上午 12:00:00,遠洋航線,出港,卸貨,D124北美西岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2020/5/26 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/5/27 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/5/23 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2021/2/28 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,臺中港,全貨櫃船,3000TEU以下,1
2021/3/2 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/12/26 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2021/4/2 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/10/3 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2021/2/14 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2021/2/15 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2021/1/20 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2021/1/17 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2021/3/7 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2021/3/6 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2021/3/14 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2021/1/9 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2021/2/1 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2021/2/5 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2018/12/15 上午 12:00:00,遠洋航線,出港,卸貨,D124北美西岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/12/16 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/12/18 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/12/18 上午 12:00:00,遠洋航線,出港,卸貨,D124北美西岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/1/19 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/1/19 上午 12:00:00,遠洋航線,出港,卸貨,D504中南美洲航(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/1/17 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2019/1/18 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,10000TEU ~ 14000TEU,1
2018/12/23 上午 12:00:00,近洋航線,進港,裝貨,A814印度洋航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/12/18 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/12/1 上午 12:00:00,遠洋航線,出港,卸貨,D504中南美洲航(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/12/1 上午 12:00:00,遠洋航線,出港,卸貨,C410南非航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2019/1/20 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/11/14 上午 12:00:00,遠洋航線,出港,卸貨,C410南非航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2019/3/30 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2019/3/30 上午 12:00:00,近洋航線,出港,卸貨,A814印度洋航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2020/12/15 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2021/2/20 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2021/2/20 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,臺中港,全貨櫃船,3000TEU以下,1
2021/2/6 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2021/2/26 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/10/12 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/10/14 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2021/1/22 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2021/1/24 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,臺中港,全貨櫃船,3000TEU以下,1
2020/12/5 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2017/8/11 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,3000TEU以下,1
2017/4/6 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,3000TEU以下,1
2017/4/29 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,3000TEU以下,1
2017/5/19 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,3000TEU以下,1
2017/6/30 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,3000TEU以下,1
2015/12/23 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/2/24 上午 12:00:00,遠洋航線,出港,卸貨,B004歐洲航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,3000TEU以下,1
2015/12/31 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/11/13 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2019/2/28 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2018/11/15 上午 12:00:00,近洋航線,進港,裝貨,A814印度洋航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/2/28 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/3/1 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2019/3/1 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,10000TEU ~ 14000TEU,1
2019/1/27 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2019/1/27 上午 12:00:00,近洋航線,出港,卸貨,A814印度洋航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/1/27 上午 12:00:00,近洋航線,進港,裝貨,A814印度洋航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2019/1/27 上午 12:00:00,遠洋航線,出港,卸貨,D124北美西岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/1/29 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2019/1/29 上午 12:00:00,遠洋航線,出港,卸貨,C410南非航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2019/1/26 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,10000TEU ~ 14000TEU,1
2019/3/5 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2019/3/2 上午 12:00:00,遠洋航線,出港,卸貨,D504中南美洲航(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/3/3 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2015/12/19 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/12/28 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/11/7 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/10/30 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/12/2 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/10/28 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/11/24 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/11/24 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/12/9 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/11/18 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/11/10 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/12/6 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/11/29 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/11/4 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/12/16 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/11/21 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/10/9 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2019/1/5 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2019/1/6 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2019/1/6 上午 12:00:00,遠洋航線,出港,卸貨,C410南非航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2019/3/29 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/11/27 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2019/2/15 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2019/1/3 上午 12:00:00,遠洋航線,出港,卸貨,D124北美西岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2019/1/4 上午 12:00:00,近洋航線,出港,卸貨,A814印度洋航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/1/4 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/12/30 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/12/30 上午 12:00:00,近洋航線,進港,裝貨,A814印度洋航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/12/31 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/1/1 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2019/2/10 上午 12:00:00,近洋航線,出港,卸貨,A814印度洋航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/2/10 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2019/2/7 上午 12:00:00,遠洋航線,出港,卸貨,C410南非航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2019/2/11 上午 12:00:00,遠洋航線,出港,卸貨,D124北美西岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/2/12 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2019/2/12 上午 12:00:00,遠洋航線,出港,卸貨,C410南非航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,2
2019/2/14 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2019/2/14 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2019/2/2 上午 12:00:00,近洋航線,進港,裝貨,A814印度洋航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/2/2 上午 12:00:00,遠洋航線,出港,卸貨,D124北美西岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/3/6 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2019/1/31 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2019/1/14 上午 12:00:00,遠洋航線,出港,卸貨,C410南非航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2019/1/14 上午 12:00:00,遠洋航線,出港,卸貨,C410南非航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2019/1/15 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2019/2/4 上午 12:00:00,遠洋航線,出港,卸貨,B004歐洲航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/1/20 上午 12:00:00,近洋航線,進港,裝貨,A814印度洋航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2019/1/12 上午 12:00:00,遠洋航線,出港,卸貨,D504中南美洲航(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/3/12 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/10/31 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/7/30 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/7/20 上午 12:00:00,遠洋航線,出港,卸貨,D504中南美洲航(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/8/16 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/8/4 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/9/20 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,菲律賓,馬尼拉南港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
