時間,臺灣港口,貨物別,地區別,重量(公噸)
102年02月,安平港,化工原料,浙江寧波,3865
102年03月,安平港,化工原料,浙江寧波,14915
102年03月,安平港,化工原料,廣東小湖島,1020
102年04月,安平港,化工原料,天津,3050
102年05月,安平港,化工原料,浙江寧波,6942
102年05月,安平港,化工原料,天津,2998
102年05月,安平港,化工原料,廣東小湖島,967
102年05月,安平港,化工原料,江蘇鎮江,1036
102年06月,安平港,化工原料,江蘇江陰,1994
102年06月,安平港,化工原料,江蘇連雲港,983
102年06月,安平港,化工原料,浙江寧波,8923
102年06月,安平港,化工原料,江蘇鎮江,1002
102年07月,安平港,化工原料,浙江寧波,1951
102年07月,安平港,化工原料,廣東小湖島,1004
102年08月,安平港,化工原料,浙江寧波,2000
102年09月,安平港,化工原料,江蘇江陰,1004
102年09月,安平港,化工原料,江蘇連雲港,2000
102年09月,安平港,化工原料,廣東小湖島,1004
102年10月,安平港,化工原料,江蘇連雲港,980
102年10月,安平港,化工原料,浙江寧波,1900
102年10月,安平港,化工原料,廣東小湖島,1005
102年11月,安平港,化工原料,江蘇江陰,978
102年11月,安平港,化工原料,天津,2862
102年11月,安平港,化工原料,廣東小湖島,981
102年12月,安平港,化工原料,浙江寧波,4944
102年12月,安平港,化工原料,天津,2886
102年12月,安平港,化工原料,江蘇張家港,1004
103年01月,安平港,化工原料,江蘇江陰,1002
103年01月,安平港,化工原料,浙江寧波,10039
103年02月,安平港,化工原料,江蘇江陰,2007
103年02月,安平港,化工原料,浙江寧波,2497
103年02月,安平港,化工原料,廣東小湖島,956
103年03月,安平港,化工原料,江蘇連雲港,1780
103年03月,安平港,化工原料,浙江寧波,3998
103年03月,安平港,化工原料,天津,2901
103年04月,安平港,化工原料,江蘇江陰,986
103年04月,安平港,化工原料,浙江寧波,4991
103年04月,安平港,化工原料,廣東小湖島,960
103年05月,安平港,化工原料,江蘇連雲港,962
103年05月,安平港,化工原料,浙江寧波,5050
103年06月,安平港,化工原料,江蘇江陰,967
103年06月,安平港,化工原料,浙江寧波,1905
103年06月,安平港,化工原料,天津,2913
103年06月,安平港,化工原料,廣東小湖島,1046
103年06月,安平港,化工原料,江蘇張家港,1046
103年07月,安平港,化工原料,江蘇江陰,966
103年07月,安平港,化工原料,江蘇連雲港,2953
103年07月,安平港,化工原料,浙江寧波,1902
103年07月,安平港,化工原料,廣東小湖島,500
103年07月,安平港,化工原料,江蘇鎮江,1000
103年07月,安平港,化工原料,江蘇張家港,1047
103年08月,安平港,化工原料,浙江寧波,1915
103年08月,安平港,化工原料,天津,2906
103年09月,安平港,化工原料,江蘇江陰,1043
103年09月,安平港,化工原料,浙江寧波,3830
103年09月,安平港,化工原料,廣東小湖島,1045
103年09月,安平港,化工原料,江蘇張家港,969
103年10月,安平港,化工原料,江蘇江陰,1021
103年10月,安平港,化工原料,江蘇張家港,2030
103年11月,安平港,化工原料,浙江寧波,5810
103年11月,安平港,化工原料,廣東小湖島,954
103年12月,安平港,化工原料,江蘇江陰,1003
103年12月,安平港,化工原料,江蘇連雲港,1101
103年12月,安平港,化工原料,浙江寧波,5905
103年12月,安平港,化工原料,天津,2951
104年01月,安平港,化工原料,江蘇連雲港,1910
104年01月,安平港,化工原料,浙江寧波,9901
104年01月,安平港,化工原料,天津,2960
104年01月,安平港,化工原料,廣東小湖島,1096
104年02月,安平港,化工原料,天津,2960
104年03月,安平港,化工原料,江蘇江陰,1050
104年03月,安平港,化工原料,浙江寧波,2990
104年03月,安平港,化工原料,天津,2981
104年03月,安平港,化工原料,廣東小湖島,1153
104年04月,安平港,化工原料,江蘇張家港,1491
104年05月,安平港,化工原料,江蘇江陰,1025
104年05月,安平港,化工原料,浙江寧波,2903
104年05月,安平港,化工原料,江蘇鎮江,5000
104年05月,安平港,化工原料,江蘇張家港,2407
104年06月,安平港,化工原料,天津,2908
104年06月,安平港,化工原料,廣東小湖島,450
104年07月,安平港,化工原料,江蘇張家港,2511
104年08月,安平港,化工原料,天津,2894
104年08月,安平港,化工原料,廣東小湖島,1044
104年09月,安平港,化工原料,江蘇張家港,2917
104年10月,安平港,化工原料,廣東小湖島,1000
104年10月,安平港,化工原料,江蘇鎮江,2000
104年11月,安平港,化工原料,天津,4814
104年12月,安平港,化工原料,江蘇鎮江,1495
104年12月,安平港,化工原料,江蘇張家港,1950
105年01月,安平港,化工原料,浙江寧波,2990
105年02月,安平港,化工原料,廣東小湖島,1000
105年03月,安平港,化工原料,江蘇江陰,1001
105年03月,安平港,化工原料,浙江寧波,2499
105年03月,安平港,化工原料,江蘇張家港,2950
105年04月,安平港,化工原料,浙江寧波,1915
105年04月,安平港,化工原料,天津,2905
105年04月,安平港,化工原料,廣東小湖島,1026
105年05月,安平港,化工原料,江蘇江陰,1001
105年05月,安平港,化工原料,浙江寧波,1911
105年06月,安平港,化工原料,江蘇江陰,1000
105年06月,安平港,化工原料,天津,2905
105年06月,安平港,化工原料,廣東小湖島,669
105年06月,安平港,化工原料,江蘇鎮江,1500
105年07月,安平港,化工原料,江蘇連雲港,1906
105年07月,安平港,化工原料,廣東小湖島,1045
105年08月,安平港,化工原料,天津,2507
105年08月,安平港,化工原料,江蘇鎮江,1220
105年09月,安平港,化工原料,廣東小湖島,1010
105年09月,安平港,化工原料,江蘇鎮江,971
105年09月,安平港,化工原料,江蘇張家港,961
105年10月,安平港,化工原料,江蘇江陰,980
105年10月,安平港,化工原料,天津,1906
105年11月,安平港,化工原料,廣東小湖島,956
105年12月,安平港,化工原料,江蘇江陰,1048
105年12月,安平港,化工原料,浙江寧波,1950
105年12月,安平港,化工原料,天津,1932
106年01月,安平港,化工原料,天津,2878
106年01月,安平港,化工原料,江蘇張家港,1911
106年02月,安平港,化工原料,廣東小湖島,1008
106年03月,安平港,化工原料,江蘇江陰,1005
106年03月,安平港,化工原料,浙江寧波,2990
106年03月,安平港,化工原料,天津,2380
106年04月,安平港,化工原料,浙江寧波,2990
106年04月,安平港,化工原料,廣東小湖島,998
106年06月,安平港,化工原料,天津,3285
106年07月,安平港,化工原料,江蘇江陰,1005
106年07月,安平港,化工原料,天津,3140
106年08月,安平港,化工原料,廣東小湖島,1003
106年09月,安平港,化工原料,江蘇江陰,1005
106年09月,安平港,化工原料,浙江寧波,1889
106年09月,安平港,化工原料,天津,2000
106年10月,安平港,化工原料,廣東小湖島,1000
106年10月,安平港,化工原料,江蘇張家港,1004
106年11月,安平港,化工原料,江蘇江陰,1005
106年12月,安平港,化工原料,浙江寧波,2900
106年12月,安平港,化工原料,天津,3230
107年01月,安平港,化工原料,浙江寧波,5080
107年01月,安平港,化工原料,天津,2876
107年01月,安平港,化工原料,廣東小湖島,699
107年02月,安平港,化工原料,浙江寧波,2990
107年02月,安平港,化工原料,江蘇張家港,1006
107年03月,安平港,化工原料,天津,3124
107年03月,安平港,化工原料,廣東小湖島,995
107年03月,安平港,化工原料,江蘇張家港,1005
107年04月,安平港,化工原料,廣東小湖島,1048
107年04月,安平港,化工原料,江蘇張家港,996
107年05月,安平港,化工原料,江蘇連雲港,1046
107年05月,安平港,化工原料,天津,3240
107年05月,安平港,化工原料,江蘇張家港,1007
107年06月,安平港,化工原料,浙江寧波,2990
107年06月,安平港,化工原料,江蘇張家港,975
107年07月,安平港,化工原料,江蘇連雲港,1001
107年07月,安平港,化工原料,浙江寧波,3000
107年07月,安平港,化工原料,天津,3248
107年07月,安平港,化工原料,廣東小湖島,992
107年07月,安平港,化工原料,江蘇張家港,998
107年08月,安平港,化工原料,浙江寧波,2000
107年08月,安平港,化工原料,廣東小湖島,996
107年09月,安平港,化工原料,浙江寧波,3000
107年09月,安平港,化工原料,天津,3250
107年09月,安平港,化工原料,江蘇張家港,995
107年10月,安平港,化工原料,浙江寧波,6115
107年11月,安平港,化工原料,廣東東莞,3024
107年11月,安平港,化工原料,浙江寧波,3150
107年11月,安平港,化工原料,天津,6494
107年11月,安平港,化工原料,江蘇鎮江,3052
107年12月,安平港,化工原料,江蘇江陰,4706
107年12月,安平港,化工原料,浙江寧波,3000
107年12月,安平港,化工原料,江蘇張家港,2001
108年01月,安平港,化工原料,廣東東莞,962
108年01月,安平港,化工原料,天津,3146
108年01月,安平港,化工原料,江蘇張家港,2001
108年02月,安平港,化工原料,江蘇連雲港,2597
108年02月,安平港,化工原料,天津,2907
108年03月,安平港,化工原料,廣東東莞,955
108年03月,安平港,化工原料,天津,4862
108年04月,安平港,化工原料,江蘇連雲港,2906
108年04月,安平港,化工原料,浙江寧波,6000
108年04月,安平港,化工原料,天津,2906
108年05月,安平港,化工原料,天津,1921
108年05月,安平港,化工原料,江蘇張家港,2005
108年06月,安平港,化工原料,江蘇南通,3000
108年06月,安平港,化工原料,天津,6151
108年07月,安平港,化工原料,江蘇連雲港,2998
108年08月,安平港,化工原料,天津,3000
108年09月,安平港,化工原料,廣東東莞,1050
108年09月,安平港,化工原料,福建江陰,1001
108年09月,安平港,化工原料,江蘇連雲港,2400
108年09月,安平港,化工原料,天津,2862
108年10月,安平港,化工原料,天津,2862
108年11月,安平港,化工原料,廣東東莞,955
108年11月,安平港,化工原料,浙江寧波,3000
108年12月,安平港,化工原料,福建江陰,1003
108年12月,安平港,化工原料,浙江寧波,3000
108年12月,安平港,化工原料,天津,3140
109年01月,安平港,化工原料,江蘇連雲港,3092
109年01月,安平港,化工原料,浙江寧波,5000
109年01月,安平港,化工原料,天津,3000
109年02月,安平港,化工原料,廣東東莞,955
109年02月,安平港,化工原料,福建江陰,502
109年02月,安平港,化工原料,天津,3050
109年03月,安平港,化工原料,浙江寧波,3000
109年04月,安平港,化工原料,天津,3093
109年05月,安平港,化工原料,天津,3045
109年06月,安平港,化工原料,廣東東莞,999
109年06月,安平港,化工原料,福建江陰,1003
109年06月,安平港,化工原料,江蘇連雲港,3150
109年06月,安平港,化工原料,浙江寧波,2000
109年06月,安平港,化工原料,天津,2955
109年07月,安平港,化工原料,江蘇連雲港,3004
109年07月,安平港,化工原料,江蘇南通,2000
109年07月,安平港,化工原料,天津,4907
109年07月,安平港,化工原料,江蘇鎮江,1100
109年08月,安平港,化工原料,江蘇南通,2001
109年08月,安平港,化工原料,天津,3003
109年09月,安平港,化工原料,天津,2925
109年10月,安平港,化工原料,天津,3010
109年12月,安平港,化工原料,天津,1701
110年01月,安平港,化工原料,天津,4175
110年02月,安平港,化工原料,浙江寧波,3100
110年02月,安平港,化工原料,天津,2859
110年03月,安平港,化工原料,江蘇連雲港,2860
110年03月,安平港,化工原料,天津,3146
110年04月,安平港,化工原料,廣東東莞,975
110年04月,安平港,化工原料,天津,2728
