時間,貨物別,地區別,臺灣港口,重量(公噸)
100年09月,化學或有關工業產品,上海,臺中港,8
100年09月,化學或有關工業產品,天津新港,臺中港,0
100年09月,塑膠橡膠及其製品,上海,臺中港,1
100年09月,"木漿紙漿,紙及紙板及其製品",福建廈門,臺中港,0
100年09月,紡織品及其製品,上海,臺中港,1
100年09月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,臺中港,5
100年09月,"石料水泥石棉等材料之製品,陶瓷,玻璃",天津新港,臺中港,12
100年09月,卑金屬及其製品,廣東黃埔,臺中港,2
100年09月,卑金屬及其製品,浙江寧波,臺中港,4
100年09月,卑金屬及其製品,上海,臺中港,286
100年09月,卑金屬及其製品,廣東深圳,臺中港,2
100年09月,卑金屬及其製品,廣東湛江,臺中港,1973
100年09月,"機械用具電機設備,電視影像錄音機",廣東江門,臺中港,4
100年09月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,3
100年09月,"機械用具電機設備,電視影像錄音機",上海,臺中港,771
100年09月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,3
100年09月,"機械用具電機設備,電視影像錄音機",天津新港,臺中港,76
100年09月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,1
100年09月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,臺中港,0
100年09月,"家具玩具運動用品,雜項製品",浙江寧波,臺中港,0
100年09月,"家具玩具運動用品,雜項製品",上海,臺中港,2
100年09月,"家具玩具運動用品,雜項製品",福建廈門,臺中港,1
100年10月,動物產品,福建廈門,臺中港,8
100年10月,"調製食品,飲料,煙酒類",福建廈門,臺中港,0
100年10月,化學或有關工業產品,上海,臺中港,1
100年10月,化學或有關工業產品,天津新港,臺中港,3
100年10月,塑膠橡膠及其製品,上海,臺中港,1
100年10月,塑膠橡膠及其製品,廣東深圳,臺中港,4
100年10月,塑膠橡膠及其製品,福建廈門,臺中港,0
100年10月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,0
100年10月,"木漿紙漿,紙及紙板及其製品",福建廈門,臺中港,0
100年10月,紡織品及其製品,上海,臺中港,0
100年10月,紡織品及其製品,福建廈門,臺中港,0
100年10月,"鞋帽傘,羽毛及其製品,人造花",上海,臺中港,1
100年10月,卑金屬及其製品,遼寧鱍魚圈,臺中港,558
100年10月,卑金屬及其製品,浙江寧波,臺中港,2
100年10月,卑金屬及其製品,上海,臺中港,1681
100年10月,卑金屬及其製品,廣東深圳,臺中港,3
100年10月,卑金屬及其製品,廣東湛江,臺中港,1953
100年10月,"機械用具電機設備,電視影像錄音機",廣東江門,臺中港,2
100年10月,"機械用具電機設備,電視影像錄音機",上海,臺中港,10
100年10月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,0
100年10月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,1
100年10月,車輛航空器船舶運輸設備,上海,臺中港,0
100年10月,車輛航空器船舶運輸設備,廣東深圳,臺中港,0
100年10月,"家具玩具運動用品,雜項製品",廣東廣州,臺中港,0
100年10月,"家具玩具運動用品,雜項製品",浙江寧波,臺中港,1
100年10月,"家具玩具運動用品,雜項製品",上海,臺中港,0
100年11月,動物產品,福建廈門,臺中港,9
100年11月,"調製食品,飲料,煙酒類",上海,臺中港,2
100年11月,礦產品,遼寧丹東,臺中港,2000
100年11月,礦產品,遼寧東港,臺中港,1000
100年11月,礦產品,天津新港,臺中港,60
100年11月,化學或有關工業產品,上海,臺中港,3
100年11月,化學或有關工業產品,山東青島,臺中港,4
100年11月,化學或有關工業產品,天津新港,臺中港,150
100年11月,塑膠橡膠及其製品,上海,臺中港,5
100年11月,塑膠橡膠及其製品,山東青島,臺中港,2
100年11月,"木及木製品,軟木及軟木製品",上海,臺中港,1
100年11月,"木漿紙漿,紙及紙板及其製品",上海,臺中港,1
100年11月,"鞋帽傘,羽毛及其製品,人造花",廣東深圳,臺中港,0
100年11月,卑金屬及其製品,廣東江門,臺中港,1
100年11月,卑金屬及其製品,浙江寧波,臺中港,1
100年11月,卑金屬及其製品,上海,臺中港,349
100年11月,卑金屬及其製品,廣東深圳,臺中港,7
100年11月,卑金屬及其製品,山東青島,臺中港,0
100年11月,卑金屬及其製品,福建廈門,臺中港,0
100年11月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,2
100年11月,"機械用具電機設備,電視影像錄音機",上海,臺中港,176
100年11月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,0
100年11月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,0
100年11月,車輛航空器船舶運輸設備,廣東深圳,臺中港,0
100年11月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,臺中港,33
100年11月,"家具玩具運動用品,雜項製品",上海,臺中港,2
100年12月,動物產品,福建廈門,臺中港,3
100年12月,"調製食品,飲料,煙酒類",福建廈門,臺中港,0
100年12月,礦產品,遼寧丹東,臺中港,2540
100年12月,礦產品,遼寧東港,臺中港,500
100年12月,礦產品,山東青島,臺中港,100
100年12月,化學或有關工業產品,上海,臺中港,3
100年12月,化學或有關工業產品,山東青島,臺中港,8
100年12月,塑膠橡膠及其製品,浙江寧波,臺中港,0
100年12月,塑膠橡膠及其製品,山東青島,臺中港,1
100年12月,"木及木製品,軟木及軟木製品",上海,臺中港,0
100年12月,紡織品及其製品,上海,臺中港,1
100年12月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,臺中港,1
100年12月,"石料水泥石棉等材料之製品,陶瓷,玻璃",廣東鹽田,臺中港,0
100年12月,卑金屬及其製品,浙江寧波,臺中港,2
100年12月,卑金屬及其製品,上海,臺中港,3
100年12月,卑金屬及其製品,廣東深圳,臺中港,5
100年12月,卑金屬及其製品,江蘇張家港,臺中港,1995
100年12月,"機械用具電機設備,電視影像錄音機",廣東江門,臺中港,2
100年12月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,2
100年12月,"機械用具電機設備,電視影像錄音機",上海,臺中港,961
100年12月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,32
100年12月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,1
100年12月,車輛航空器船舶運輸設備,上海,臺中港,2
100年12月,車輛航空器船舶運輸設備,福建廈門,臺中港,0
100年12月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,臺中港,1
100年12月,"家具玩具運動用品,雜項製品",上海,臺中港,0
101年01月,動物產品,福建廈門,臺中港,4
101年01月,"調製食品,飲料,煙酒類",上海,臺中港,2
101年01月,礦產品,遼寧鱍魚圈,臺中港,2670
101年01月,礦產品,天津新港,臺中港,20
101年01月,化學或有關工業產品,上海,臺中港,1
101年01月,化學或有關工業產品,山東青島,臺中港,5
101年01月,化學或有關工業產品,天津新港,臺中港,13
101年01月,塑膠橡膠及其製品,浙江寧波,臺中港,0
101年01月,塑膠橡膠及其製品,上海,臺中港,2
101年01月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,2
101年01月,"木及木製品,軟木及軟木製品",上海,臺中港,1
101年01月,紡織品及其製品,天津,臺中港,3
101年01月,"鞋帽傘,羽毛及其製品,人造花",廣東深圳,臺中港,0
101年01月,"石料水泥石棉等材料之製品,陶瓷,玻璃",天津新港,臺中港,1
101年01月,卑金屬及其製品,浙江寧波,臺中港,2
101年01月,卑金屬及其製品,上海,臺中港,3
101年01月,"機械用具電機設備,電視影像錄音機",遼寧大連,臺中港,0
101年01月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,9
101年01月,"機械用具電機設備,電視影像錄音機",上海,臺中港,731
101年01月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,0
101年01月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,1
101年01月,車輛航空器船舶運輸設備,上海,臺中港,2
101年01月,車輛航空器船舶運輸設備,廣東深圳,臺中港,0
101年01月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,臺中港,32
101年01月,"家具玩具運動用品,雜項製品",上海,臺中港,4
101年02月,礦產品,遼寧丹東,臺中港,3000
101年02月,化學或有關工業產品,廣東黃埔,臺中港,2
101年02月,化學或有關工業產品,上海,臺中港,3
101年02月,化學或有關工業產品,山東青島,臺中港,3
101年02月,塑膠橡膠及其製品,浙江寧波,臺中港,0
101年02月,塑膠橡膠及其製品,上海,臺中港,1
101年02月,塑膠橡膠及其製品,廣東深圳,臺中港,0
101年02月,塑膠橡膠及其製品,福建廈門,臺中港,1
101年02月,"皮革毛衣及其製品,旅行用物品",浙江寧波,臺中港,2
101年02月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,臺中港,1
101年02月,卑金屬及其製品,上海,臺中港,5
101年02月,卑金屬及其製品,福建廈門,臺中港,0
101年02月,卑金屬及其製品,江蘇張家港,臺中港,1995
101年02月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,6
101年02月,"機械用具電機設備,電視影像錄音機",上海,臺中港,209
101年02月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,0
101年02月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,0
101年02月,車輛航空器船舶運輸設備,上海,臺中港,0
101年02月,車輛航空器船舶運輸設備,廣東順德,臺中港,0
101年02月,車輛航空器船舶運輸設備,廣東深圳,臺中港,0
101年03月,動物產品,福建廈門,臺中港,0
101年03月,化學或有關工業產品,山東青島,臺中港,3
101年03月,化學或有關工業產品,天津新港,臺中港,0
101年03月,塑膠橡膠及其製品,上海,臺中港,3
101年03月,"珍珠寶石貴金屬,仿首飾",福建廈門,臺中港,2
101年03月,卑金屬及其製品,江蘇常熟,臺中港,884
101年03月,卑金屬及其製品,浙江寧波,臺中港,5
101年03月,卑金屬及其製品,上海,臺中港,917
101年03月,卑金屬及其製品,江蘇張家港,臺中港,2963
101年03月,"機械用具電機設備,電視影像錄音機",廣東江門,臺中港,1
101年03月,"機械用具電機設備,電視影像錄音機",上海,臺中港,196
101年03月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,1
101年03月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,1
101年03月,車輛航空器船舶運輸設備,上海,臺中港,5
101年03月,車輛航空器船舶運輸設備,廣東深圳,臺中港,0
101年03月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,臺中港,1
101年03月,"家具玩具運動用品,雜項製品",浙江寧波,臺中港,0
101年03月,"家具玩具運動用品,雜項製品",上海,臺中港,0
101年04月,動物產品,福建廈門,臺中港,1
101年04月,"調製食品,飲料,煙酒類",福建廈門,臺中港,0
101年04月,礦產品,遼寧鱍魚圈,臺中港,1275
101年04月,礦產品,遼寧丹東,臺中港,2916
101年04月,化學或有關工業產品,上海,臺中港,1
101年04月,化學或有關工業產品,山東青島,臺中港,7
101年04月,塑膠橡膠及其製品,浙江寧波,臺中港,0
101年04月,塑膠橡膠及其製品,上海,臺中港,3
101年04月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,0
101年04月,紡織品及其製品,福建廈門,臺中港,0
101年04月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,臺中港,4
101年04月,卑金屬及其製品,廣東廣州,臺中港,0
101年04月,卑金屬及其製品,浙江寧波,臺中港,0
101年04月,卑金屬及其製品,上海,臺中港,801
101年04月,卑金屬及其製品,江蘇張家港,臺中港,2966
101年04月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,1
101年04月,"機械用具電機設備,電視影像錄音機",上海,臺中港,24
101年04月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,6
101年04月,"機械用具電機設備,電視影像錄音機",天津新港,臺中港,0
101年04月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,1
101年04月,車輛航空器船舶運輸設備,浙江寧波,臺中港,3
101年04月,車輛航空器船舶運輸設備,上海,臺中港,4
101年04月,車輛航空器船舶運輸設備,廣東順德,臺中港,0
101年04月,車輛航空器船舶運輸設備,廣東深圳,臺中港,0
101年04月,"光學照相電影計量檢查儀器,鐘錶樂器",福建廈門,臺中港,0
101年04月,"家具玩具運動用品,雜項製品",上海,臺中港,2
101年05月,動物產品,福建廈門,臺中港,1
101年05月,"調製食品,飲料,煙酒類",福建廈門,臺中港,0
101年05月,礦產品,廣東沙田,臺中港,0
101年05月,化學或有關工業產品,廣東黃埔,臺中港,3
101年05月,化學或有關工業產品,山東青島,臺中港,4
101年05月,塑膠橡膠及其製品,上海,臺中港,15
101年05月,塑膠橡膠及其製品,湖北武漢,臺中港,10
101年05月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,1
101年05月,"木及木製品,軟木及軟木製品",上海,臺中港,2
101年05月,"木漿紙漿,紙及紙板及其製品",上海,臺中港,0
101年05月,紡織品及其製品,上海,臺中港,1
101年05月,紡織品及其製品,福建廈門,臺中港,0
101年05月,"鞋帽傘,羽毛及其製品,人造花",上海,臺中港,0
101年05月,卑金屬及其製品,浙江寧波,臺中港,4
101年05月,卑金屬及其製品,上海,臺中港,4
101年05月,卑金屬及其製品,廣東沙田,臺中港,29
101年05月,卑金屬及其製品,廣東深圳,臺中港,4
101年05月,卑金屬及其製品,福建廈門,臺中港,0
101年05月,卑金屬及其製品,江蘇張家港,臺中港,1330
101年05月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,0
101年05月,"機械用具電機設備,電視影像錄音機",上海,臺中港,14
101年05月,"機械用具電機設備,電視影像錄音機",廣東沙田,臺中港,24
101年05月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,0
101年05月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,3
101年05月,車輛航空器船舶運輸設備,福建廈門,臺中港,0
101年05月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,臺中港,1
101年05月,"光學照相電影計量檢查儀器,鐘錶樂器",廣東沙田,臺中港,19
101年05月,"家具玩具運動用品,雜項製品",上海,臺中港,2
101年05月,"家具玩具運動用品,雜項製品",福建廈門,臺中港,0
101年06月,動物產品,福建廈門,臺中港,0
101年06月,礦產品,遼寧鱍魚圈,臺中港,2150
101年06月,礦產品,遼寧丹東,臺中港,3245
101年06月,化學或有關工業產品,上海,臺中港,4
101年06月,化學或有關工業產品,山東青島,臺中港,10
101年06月,化學或有關工業產品,天津新港,臺中港,350
101年06月,塑膠橡膠及其製品,上海,臺中港,2
101年06月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,0
101年06月,紡織品及其製品,上海,臺中港,1
101年06月,紡織品及其製品,山東青島,臺中港,1
101年06月,紡織品及其製品,福建廈門,臺中港,0
101年06月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,臺中港,1
101年06月,"石料水泥石棉等材料之製品,陶瓷,玻璃",廣東汕頭,臺中港,4
101年06月,卑金屬及其製品,上海,臺中港,5
101年06月,卑金屬及其製品,天津新港,臺中港,24
101年06月,卑金屬及其製品,江蘇張家港,臺中港,1488
101年06月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,2
101年06月,"機械用具電機設備,電視影像錄音機",上海,臺中港,24
101年06月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,8
101年06月,"機械用具電機設備,電視影像錄音機",天津新港,臺中港,0
101年06月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,3
101年06月,車輛航空器船舶運輸設備,上海,臺中港,0
101年06月,車輛航空器船舶運輸設備,福建廈門,臺中港,0
101年06月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,臺中港,1
101年06月,"家具玩具運動用品,雜項製品",上海,臺中港,3
101年07月,動物產品,福建福州,臺中港,2
101年07月,動物產品,福建廈門,臺中港,0
101年07月,礦產品,遼寧鱍魚圈,臺中港,2100
101年07月,化學或有關工業產品,廣東深圳,臺中港,1
101年07月,化學或有關工業產品,山東青島,臺中港,8
101年07月,塑膠橡膠及其製品,浙江寧波,臺中港,1
101年07月,塑膠橡膠及其製品,上海,臺中港,28
101年07月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,0
101年07月,"木漿紙漿,紙及紙板及其製品",上海,臺中港,0
101年07月,紡織品及其製品,上海,臺中港,1
101年07月,紡織品及其製品,福建廈門,臺中港,0
101年07月,"鞋帽傘,羽毛及其製品,人造花",廣東深圳,臺中港,1
101年07月,卑金屬及其製品,浙江寧波,臺中港,1
101年07月,卑金屬及其製品,上海,臺中港,5
101年07月,卑金屬及其製品,福建廈門,臺中港,0
101年07月,卑金屬及其製品,江蘇張家港,臺中港,2171
101年07月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,2
101年07月,"機械用具電機設備,電視影像錄音機",上海,臺中港,82
101年07月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,4
101年07月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,7
101年07月,車輛航空器船舶運輸設備,浙江寧波,臺中港,4
101年07月,車輛航空器船舶運輸設備,上海,臺中港,4
101年07月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,臺中港,1
101年07月,"家具玩具運動用品,雜項製品",上海,臺中港,0
101年08月,動物產品,福建廈門,臺中港,0
101年08月,"調製食品,飲料,煙酒類",上海,臺中港,1
101年08月,礦產品,遼寧丹東,臺中港,3300
101年08月,化學或有關工業產品,上海,臺中港,5
101年08月,化學或有關工業產品,廣東深圳,臺中港,1
101年08月,化學或有關工業產品,山東青島,臺中港,3
101年08月,塑膠橡膠及其製品,浙江寧波,臺中港,2
101年08月,塑膠橡膠及其製品,上海,臺中港,4
101年08月,"木及木製品,軟木及軟木製品",上海,臺中港,2
101年08月,"木漿紙漿,紙及紙板及其製品",福建廈門,臺中港,0
101年08月,紡織品及其製品,上海,臺中港,0
101年08月,紡織品及其製品,山東青島,臺中港,1
101年08月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,臺中港,2
101年08月,卑金屬及其製品,上海,臺中港,3
101年08月,卑金屬及其製品,廣東深圳,臺中港,8
101年08月,"機械用具電機設備,電視影像錄音機",上海,臺中港,17
101年08月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,2
101年08月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,4
101年08月,車輛航空器船舶運輸設備,上海,臺中港,0
101年08月,車輛航空器船舶運輸設備,廣東深圳,臺中港,1
101年08月,"家具玩具運動用品,雜項製品",浙江寧波,臺中港,3
101年08月,"家具玩具運動用品,雜項製品",上海,臺中港,2
101年08月,"家具玩具運動用品,雜項製品",廣東深圳,臺中港,1
101年09月,動物產品,福建福州,臺中港,1
101年09月,動物產品,福建廈門,臺中港,1
101年09月,礦產品,遼寧丹東,臺中港,6441
101年09月,礦產品,遼寧大連,臺中港,300
101年09月,化學或有關工業產品,山東青島,臺中港,8
101年09月,塑膠橡膠及其製品,浙江寧波,臺中港,4
101年09月,塑膠橡膠及其製品,上海,臺中港,4
101年09月,塑膠橡膠及其製品,廣東深圳,臺中港,0
101年09月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,1
101年09月,"木及木製品,軟木及軟木製品",廣東深圳,臺中港,2
101年09月,紡織品及其製品,上海,臺中港,1
101年09月,紡織品及其製品,山東青島,臺中港,3
101年09月,"鞋帽傘,羽毛及其製品,人造花",廣東東莞,臺中港,0
101年09月,卑金屬及其製品,浙江寧波,臺中港,5
101年09月,卑金屬及其製品,上海,臺中港,6
101年09月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,3
101年09月,"機械用具電機設備,電視影像錄音機",上海,臺中港,4
101年09月,"機械用具電機設備,電視影像錄音機",廣東蛇口,臺中港,0
101年09月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,3
101年09月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,3
101年09月,"機械用具電機設備,電視影像錄音機",廣東中山,臺中港,0
101年09月,車輛航空器船舶運輸設備,上海,臺中港,2
101年09月,車輛航空器船舶運輸設備,廣東深圳,臺中港,0
101年09月,車輛航空器船舶運輸設備,福建廈門,臺中港,0
101年09月,"光學照相電影計量檢查儀器,鐘錶樂器",浙江寧波,臺中港,0
101年09月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,臺中港,0
101年09月,"家具玩具運動用品,雜項製品",上海,臺中港,6
101年09月,"家具玩具運動用品,雜項製品",山東青島,臺中港,2
101年10月,動物產品,福建廈門,臺中港,3
101年10月,礦產品,遼寧丹東,臺中港,3300
101年10月,礦產品,遼寧大連,臺中港,1200
101年10月,化學或有關工業產品,上海,臺中港,2
101年10月,化學或有關工業產品,山東青島,臺中港,3
101年10月,塑膠橡膠及其製品,上海,臺中港,1
101年10月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,0
101年10月,"木漿紙漿,紙及紙板及其製品",廣東東莞,臺中港,0
101年10月,"木漿紙漿,紙及紙板及其製品",上海,臺中港,0
101年10月,紡織品及其製品,上海,臺中港,1
101年10月,紡織品及其製品,廣東深圳,臺中港,0
101年10月,紡織品及其製品,山東青島,臺中港,3
101年10月,"鞋帽傘,羽毛及其製品,人造花",廣東東莞,臺中港,0
101年10月,卑金屬及其製品,浙江寧波,臺中港,4
101年10月,卑金屬及其製品,上海,臺中港,2
101年10月,卑金屬及其製品,江蘇張家港,臺中港,550
101年10月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,0
101年10月,"機械用具電機設備,電視影像錄音機",上海,臺中港,6
101年10月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,3
101年10月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,9
101年10月,車輛航空器船舶運輸設備,上海,臺中港,0
101年10月,車輛航空器船舶運輸設備,廣東中山,臺中港,1
101年10月,"光學照相電影計量檢查儀器,鐘錶樂器",浙江寧波,臺中港,0
101年10月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,臺中港,2
101年10月,"家具玩具運動用品,雜項製品",浙江寧波,臺中港,2
101年10月,"家具玩具運動用品,雜項製品",上海,臺中港,3
101年10月,"家具玩具運動用品,雜項製品",福建廈門,臺中港,2
101年11月,動物產品,福建廈門,臺中港,3
101年11月,礦產品,遼寧鱍魚圈,臺中港,3500
101年11月,化學或有關工業產品,浙江寧波,臺中港,5
101年11月,化學或有關工業產品,山東青島,臺中港,3
101年11月,塑膠橡膠及其製品,上海,臺中港,4
101年11月,塑膠橡膠及其製品,廣東深圳,臺中港,1
101年11月,塑膠橡膠及其製品,福建廈門,臺中港,0
101年11月,"木漿紙漿,紙及紙板及其製品",上海,臺中港,1
101年11月,紡織品及其製品,山東青島,臺中港,1
101年11月,"石料水泥石棉等材料之製品,陶瓷,玻璃",廣東東莞,臺中港,0
101年11月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,臺中港,0
101年11月,卑金屬及其製品,上海,臺中港,7
101年11月,卑金屬及其製品,福建廈門,臺中港,0
101年11月,卑金屬及其製品,廣東中山,臺中港,2
101年11月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,4
101年11月,"機械用具電機設備,電視影像錄音機",上海,臺中港,12
101年11月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,0
101年11月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,0
101年11月,車輛航空器船舶運輸設備,浙江寧波,臺中港,5
101年11月,車輛航空器船舶運輸設備,上海,臺中港,0
101年11月,車輛航空器船舶運輸設備,廣東深圳,臺中港,0
101年11月,車輛航空器船舶運輸設備,福建廈門,臺中港,0
101年11月,車輛航空器船舶運輸設備,廣東中山,臺中港,0
101年12月,動物產品,福建廈門,臺中港,1
101年12月,"調製食品,飲料,煙酒類",重慶,臺中港,17
101年12月,礦產品,遼寧鱍魚圈,臺中港,3080
101年12月,化學或有關工業產品,上海,臺中港,0
101年12月,塑膠橡膠及其製品,上海,臺中港,7
101年12月,"木及木製品,軟木及軟木製品",上海,臺中港,1
101年12月,紡織品及其製品,上海,臺中港,0
101年12月,"鞋帽傘,羽毛及其製品,人造花",廣東東莞,臺中港,0
101年12月,卑金屬及其製品,上海,臺中港,9
101年12月,"機械用具電機設備,電視影像錄音機",福建福州,臺中港,3
101年12月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,1
101年12月,"機械用具電機設備,電視影像錄音機",上海,臺中港,90
101年12月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,2
101年12月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,4
101年12月,"機械用具電機設備,電視影像錄音機",廣東中山,臺中港,0
101年12月,車輛航空器船舶運輸設備,浙江寧波,臺中港,1
101年12月,車輛航空器船舶運輸設備,上海,臺中港,0
101年12月,車輛航空器船舶運輸設備,福建廈門,臺中港,0
101年12月,車輛航空器船舶運輸設備,廣東中山,臺中港,3
101年12月,"光學照相電影計量檢查儀器,鐘錶樂器",浙江寧波,臺中港,0
101年12月,"家具玩具運動用品,雜項製品",上海,臺中港,0
102年01月,動物產品,福建廈門,臺中港,4
102年01月,礦產品,遼寧鱍魚圈,臺中港,330
102年01月,礦產品,遼寧丹東,臺中港,3300
102年01月,化學或有關工業產品,上海,臺中港,2
102年01月,塑膠橡膠及其製品,上海,臺中港,1
102年01月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,2
102年01月,紡織品及其製品,浙江寧波,臺中港,1
102年01月,紡織品及其製品,上海,臺中港,1
102年01月,紡織品及其製品,山東青島,臺中港,4
102年01月,紡織品及其製品,福建廈門,臺中港,0
102年01月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,臺中港,1
102年01月,卑金屬及其製品,浙江寧波,臺中港,6
102年01月,卑金屬及其製品,上海,臺中港,9
102年01月,卑金屬及其製品,廣東深圳,臺中港,3
102年01月,卑金屬及其製品,福建廈門,臺中港,2
102年01月,卑金屬及其製品,江蘇張家港,臺中港,1447
102年01月,"機械用具電機設備,電視影像錄音機",福建福州,臺中港,6
102年01月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,2
102年01月,"機械用具電機設備,電視影像錄音機",上海,臺中港,563
102年01月,"機械用具電機設備,電視影像錄音機",廣東深圳,臺中港,1
102年01月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,2
102年01月,"機械用具電機設備,電視影像錄音機",福建廈門,臺中港,1
102年01月,車輛航空器船舶運輸設備,廣東廣州,臺中港,0
102年01月,車輛航空器船舶運輸設備,上海,臺中港,7
102年01月,車輛航空器船舶運輸設備,廣東中山,臺中港,1
102年01月,"光學照相電影計量檢查儀器,鐘錶樂器",廣東東莞,臺中港,1
102年01月,"光學照相電影計量檢查儀器,鐘錶樂器",浙江寧波,臺中港,0
102年01月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,臺中港,4
102年01月,"家具玩具運動用品,雜項製品",上海,臺中港,0
102年02月,動物產品,福建廈門,臺中港,2
102年02月,礦產品,遼寧鱍魚圈,臺中港,3879
102年02月,化學或有關工業產品,上海,臺中港,4
102年02月,化學或有關工業產品,山東青島,臺中港,5
102年02月,塑膠橡膠及其製品,上海,臺中港,1
102年02月,"皮革毛衣及其製品,旅行用物品",福建廈門,臺中港,1
102年02月,"木漿紙漿,紙及紙板及其製品",上海,臺中港,1
102年02月,紡織品及其製品,山東青島,臺中港,2
102年02月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,臺中港,3
102年02月,卑金屬及其製品,遼寧鱍魚圈,臺中港,3991
102年02月,卑金屬及其製品,上海,臺中港,6
102年02月,"機械用具電機設備,電視影像錄音機",浙江寧波,臺中港,1
102年02月,"機械用具電機設備,電視影像錄音機",上海,臺中港,48
102年02月,"機械用具電機設備,電視影像錄音機",山東青島,臺中港,3
102年02月,車輛航空器船舶運輸設備,廣東深圳,臺中港,0
102年02月,"光學照相電影計量檢查儀器,鐘錶樂器",浙江寧波,臺中港,0
102年02月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,臺中港,2
102年02月,"家具玩具運動用品,雜項製品",上海,臺中港,1
102年03月,動物產品,福建福州,臺中港,16
102年03月,動物產品,福建廈門,臺中港,2
102年03月,植物產品,上海,臺中港,0
