時間,臺灣港口,貨物別,地區別,重量(公噸)
098年02月,基隆港,卑金屬及其製品,中國大陸,122
098年07月,基隆港,"木漿紙漿,紙及紙板及其製品",印尼,0
098年07月,基隆港,"機械用具電機設備,電視影像錄音機",印尼,3
098年07月,基隆港,車輛航空器船舶運輸設備,印尼,1
098年07月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",印尼,0
098年08月,基隆港,"木漿紙漿,紙及紙板及其製品",芬蘭,0
098年08月,基隆港,"機械用具電機設備,電視影像錄音機",芬蘭,0
098年09月,基隆港,卑金屬及其製品,中國大陸,39
098年12月,基隆港,植物產品,法國,0
098年12月,基隆港,紡織品及其製品,法國,0
098年12月,基隆港,卑金屬及其製品,中國大陸,160
099年03月,基隆港,車輛航空器船舶運輸設備,新加坡,0
099年05月,基隆港,化學或有關工業產品,中國大陸,0
099年06月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",日本,0
099年08月,基隆港,卑金屬及其製品,中國大陸,0
099年08月,基隆港,"機械用具電機設備,電視影像錄音機",馬來西亞,0
099年08月,基隆港,"機械用具電機設備,電視影像錄音機",新加坡,0
099年08月,基隆港,車輛航空器船舶運輸設備,馬來西亞,0
099年08月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",馬來西亞,0
099年09月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,2
099年09月,基隆港,塑膠橡膠及其製品,美國,0
099年09月,基隆港,"機械用具電機設備,電視影像錄音機",阿根廷,263
099年09月,基隆港,"機械用具電機設備,電視影像錄音機",印尼,0
099年09月,基隆港,"機械用具電機設備,電視影像錄音機",日本,1
099年09月,基隆港,車輛航空器船舶運輸設備,印尼,0
099年09月,基隆港,車輛航空器船舶運輸設備,日本,0
099年10月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,1
099年11月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,2
099年12月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,4
100年01月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,6
100年02月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,2
100年02月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,5
100年03月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,4
100年03月,基隆港,化學或有關工業產品,中國大陸,0
100年03月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,15
100年04月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,6
100年04月,基隆港,化學或有關工業產品,中國大陸,0
100年05月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,7
100年05月,基隆港,化學或有關工業產品,中國大陸,0
100年05月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,16
100年05月,基隆港,"機械用具電機設備,電視影像錄音機",奈及利亞,26
100年06月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,6
100年07月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,8
100年07月,基隆港,"機械用具電機設備,電視影像錄音機",日本,0
100年07月,基隆港,車輛航空器船舶運輸設備,日本,0
100年08月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,7
100年09月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,7
100年10月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,11
100年10月,基隆港,塑膠橡膠及其製品,韓國,0
100年11月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,8
100年11月,基隆港,化學或有關工業產品,中國大陸,1
100年11月,基隆港,塑膠橡膠及其製品,中國大陸,0
100年11月,基隆港,"皮革毛衣及其製品,旅行用物品",中國大陸,0
100年11月,基隆港,紡織品及其製品,中國大陸,0
100年11月,基隆港,卑金屬及其製品,中國大陸,0
100年11月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,6
100年11月,基隆港,"機械用具電機設備,電視影像錄音機",韓國,0
100年11月,基隆港,車輛航空器船舶運輸設備,中國大陸,2
100年12月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,8
100年12月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,2
100年12月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
100年12月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,0
101年01月,基隆港,動植物油脂及其分解物,中國大陸,0
101年01月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,6
101年01月,基隆港,"調製食品,飲料,煙酒類",中國大陸,0
101年01月,基隆港,化學或有關工業產品,中國大陸,0
101年01月,基隆港,塑膠橡膠及其製品,中國大陸,0
101年01月,基隆港,"皮革毛衣及其製品,旅行用物品",中國大陸,0
101年01月,基隆港,紡織品及其製品,中國大陸,0
101年01月,基隆港,卑金屬及其製品,中國大陸,0
101年01月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,7
101年01月,基隆港,"機械用具電機設備,電視影像錄音機",德國,0
101年01月,基隆港,車輛航空器船舶運輸設備,中國大陸,0
101年01月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,0
101年02月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,6
101年02月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
101年02月,基隆港,"機械用具電機設備,電視影像錄音機",韓國,0
101年03月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,7
101年03月,基隆港,化學或有關工業產品,中國大陸,0
101年03月,基隆港,塑膠橡膠及其製品,中國大陸,0
101年03月,基隆港,紡織品及其製品,中國大陸,0
101年03月,基隆港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,0
101年03月,基隆港,卑金屬及其製品,中國大陸,0
101年03月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,5
101年03月,基隆港,"機械用具電機設備,電視影像錄音機",德國,0
101年03月,基隆港,"機械用具電機設備,電視影像錄音機",韓國,0
101年03月,基隆港,"機械用具電機設備,電視影像錄音機",歐洲其他,0
101年03月,基隆港,車輛航空器船舶運輸設備,中國大陸,0
101年03月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,0
101年03月,基隆港,"家具玩具運動用品,雜項製品",中國大陸,2
101年04月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,9
101年04月,基隆港,"調製食品,飲料,煙酒類",中國大陸,0
101年04月,基隆港,化學或有關工業產品,中國大陸,1
101年04月,基隆港,塑膠橡膠及其製品,中國大陸,1
101年04月,基隆港,"皮革毛衣及其製品,旅行用物品",中國大陸,0
101年04月,基隆港,紡織品及其製品,中國大陸,0
101年04月,基隆港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,0
101年04月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,0
101年04月,基隆港,卑金屬及其製品,中國大陸,1
101年04月,基隆港,"機械用具電機設備,電視影像錄音機",亞洲其他,0
101年04月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,4
101年04月,基隆港,"機械用具電機設備,電視影像錄音機",德國,0
101年04月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
101年04月,基隆港,"機械用具電機設備,電視影像錄音機",韓國,0
101年04月,基隆港,"機械用具電機設備,電視影像錄音機",瑞典,0
101年04月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,0
101年04月,基隆港,"家具玩具運動用品,雜項製品",中國大陸,0
101年05月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,8
101年05月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,0
101年06月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,8
101年06月,基隆港,化學或有關工業產品,美國,4
101年06月,基隆港,"皮革毛衣及其製品,旅行用物品",中國大陸,1
101年06月,基隆港,紡織品及其製品,中國大陸,0
101年06月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,1
101年06月,基隆港,"機械用具電機設備,電視影像錄音機",法國,0
101年07月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,7
101年07月,基隆港,化學或有關工業產品,中國大陸,10
101年07月,基隆港,化學或有關工業產品,馬來西亞,5
101年07月,基隆港,塑膠橡膠及其製品,中國大陸,0
101年07月,基隆港,紡織品及其製品,中國大陸,0
101年07月,基隆港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,0
101年07月,基隆港,卑金屬及其製品,中國大陸,0
101年07月,基隆港,"機械用具電機設備,電視影像錄音機",亞洲其他,0
101年07月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,2
101年07月,基隆港,"機械用具電機設備,電視影像錄音機",德國,0
101年07月,基隆港,"機械用具電機設備,電視影像錄音機",韓國,0
101年07月,基隆港,車輛航空器船舶運輸設備,亞洲其他,0
101年07月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,0
101年08月,基隆港,植物產品,美國,0
101年08月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,8
101年08月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,0
101年08月,基隆港,"機械用具電機設備,電視影像錄音機",德國,0
101年08月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
101年08月,基隆港,"機械用具電機設備,電視影像錄音機",南美洲其他,0
101年08月,基隆港,"機械用具電機設備,電視影像錄音機",瑞典,0
101年08月,基隆港,"機械用具電機設備,電視影像錄音機",歐洲其他,0
101年08月,基隆港,車輛航空器船舶運輸設備,南美洲其他,0
101年09月,基隆港,動物產品,香港,0
101年09月,基隆港,植物產品,德國,1
101年09月,基隆港,植物產品,香港,1
101年09月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,7
101年09月,基隆港,"調製食品,飲料,煙酒類",香港,6
101年09月,基隆港,礦產品,香港,0
101年09月,基隆港,化學或有關工業產品,馬來西亞,4
101年09月,基隆港,化學或有關工業產品,新加坡,2
101年09月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,4
101年09月,基隆港,"機械用具電機設備,電視影像錄音機",韓國,0
101年09月,基隆港,"機械用具電機設備,電視影像錄音機",新加坡,0
101年10月,基隆港,植物產品,香港,1
101年10月,基隆港,動植物油脂及其分解物,香港,0
101年10月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,9
101年10月,基隆港,"調製食品,飲料,煙酒類",香港,3
101年10月,基隆港,紡織品及其製品,日本,0
101年10月,基隆港,紡織品及其製品,泰國,0
101年10月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,5
101年10月,基隆港,"機械用具電機設備,電視影像錄音機",德國,0
101年10月,基隆港,"機械用具電機設備,電視影像錄音機",韓國,0
101年10月,基隆港,"機械用具電機設備,電視影像錄音機",歐洲其他,0
101年11月,基隆港,植物產品,香港,1
101年11月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,7
101年11月,基隆港,"調製食品,飲料,煙酒類",香港,4
101年11月,基隆港,卑金屬及其製品,阿拉伯聯合大公國,0
101年11月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,9
101年11月,基隆港,"機械用具電機設備,電視影像錄音機",法國,0
101年11月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
101年11月,基隆港,"機械用具電機設備,電視影像錄音機",韓國,0
101年11月,基隆港,"機械用具電機設備,電視影像錄音機",新加坡,0
101年12月,基隆港,動物產品,香港,0
101年12月,基隆港,植物產品,香港,0
101年12月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,8
101年12月,基隆港,"調製食品,飲料,煙酒類",香港,5
101年12月,基隆港,"木漿紙漿,紙及紙板及其製品",香港,0
101年12月,基隆港,紡織品及其製品,中國大陸,0
101年12月,基隆港,紡織品及其製品,泰國,0
101年12月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,4
101年12月,基隆港,"機械用具電機設備,電視影像錄音機",香港,1
101年12月,基隆港,"機械用具電機設備,電視影像錄音機",瑞典,0
101年12月,基隆港,"家具玩具運動用品,雜項製品",中國大陸,0
102年01月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,8
102年01月,基隆港,"調製食品,飲料,煙酒類",中國大陸,0
102年01月,基隆港,礦產品,中國大陸,0
102年01月,基隆港,化學或有關工業產品,中國大陸,2
102年01月,基隆港,塑膠橡膠及其製品,中國大陸,1
102年01月,基隆港,"皮革毛衣及其製品,旅行用物品",中國大陸,0
102年01月,基隆港,"木及木製品,軟木及軟木製品",中國大陸,0
102年01月,基隆港,"木漿紙漿,紙及紙板及其製品",中國大陸,0
102年01月,基隆港,紡織品及其製品,中國大陸,1
102年01月,基隆港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,0
102年01月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,0
102年01月,基隆港,卑金屬及其製品,中國大陸,1
102年01月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,16
102年01月,基隆港,"機械用具電機設備,電視影像錄音機",德國,0
102年01月,基隆港,"機械用具電機設備,電視影像錄音機",法國,0
102年01月,基隆港,"機械用具電機設備,電視影像錄音機",香港,1
102年01月,基隆港,車輛航空器船舶運輸設備,中國大陸,8
102年01月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,1
102年01月,基隆港,"家具玩具運動用品,雜項製品",中國大陸,0
102年02月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,7
102年02月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
102年03月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,7
102年03月,基隆港,化學或有關工業產品,泰國,3
102年03月,基隆港,塑膠橡膠及其製品,中國大陸,41
102年03月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,0
102年03月,基隆港,"機械用具電機設備,電視影像錄音機",法國,0
102年03月,基隆港,車輛航空器船舶運輸設備,中國大陸,6
102年04月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,8
102年04月,基隆港,化學或有關工業產品,韓國,0
102年04月,基隆港,紡織品及其製品,中國大陸,0
102年04月,基隆港,紡織品及其製品,馬來西亞,0
102年04月,基隆港,紡織品及其製品,泰國,0
102年04月,基隆港,"機械用具電機設備,電視影像錄音機",德國,0
102年04月,基隆港,"機械用具電機設備,電視影像錄音機",法國,0
102年04月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
102年04月,基隆港,"機械用具電機設備,電視影像錄音機",日本,0
102年04月,基隆港,"機械用具電機設備,電視影像錄音機",新加坡,0
102年04月,基隆港,"機械用具電機設備,電視影像錄音機",歐洲其他,0
102年04月,基隆港,車輛航空器船舶運輸設備,香港,0
102年05月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,9
102年05月,基隆港,化學或有關工業產品,中國大陸,1
102年05月,基隆港,紡織品及其製品,日本,2
102年05月,基隆港,紡織品及其製品,泰國,1
102年05月,基隆港,"鞋帽傘,羽毛及其製品,人造花",日本,0
102年05月,基隆港,"機械用具電機設備,電視影像錄音機",亞洲其他,0
102年05月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,7
102年05月,基隆港,"機械用具電機設備,電視影像錄音機",德國,0
102年05月,基隆港,"機械用具電機設備,電視影像錄音機",秘魯,368
102年05月,基隆港,"機械用具電機設備,電視影像錄音機",新加坡,0
102年05月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,0
102年06月,基隆港,動物產品,香港,0
102年06月,基隆港,植物產品,中國大陸,4
102年06月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,7
102年06月,基隆港,"調製食品,飲料,煙酒類",香港,0
102年06月,基隆港,"調製食品,飲料,煙酒類",泰國,0
102年06月,基隆港,化學或有關工業產品,香港,0
102年06月,基隆港,塑膠橡膠及其製品,香港,0
102年06月,基隆港,"皮革毛衣及其製品,旅行用物品",香港,0
102年06月,基隆港,"木及木製品,軟木及軟木製品",香港,0
102年06月,基隆港,"木漿紙漿,紙及紙板及其製品",香港,0
102年06月,基隆港,"木漿紙漿,紙及紙板及其製品",泰國,0
102年06月,基隆港,紡織品及其製品,香港,0
102年06月,基隆港,"鞋帽傘,羽毛及其製品,人造花",香港,0
102年06月,基隆港,卑金屬及其製品,香港,0
102年06月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,0
102年06月,基隆港,"機械用具電機設備,電視影像錄音機",德國,0
102年06月,基隆港,"機械用具電機設備,電視影像錄音機",法國,0
102年06月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
102年06月,基隆港,"機械用具電機設備,電視影像錄音機",韓國,0
102年07月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,9
102年07月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,0
102年07月,基隆港,"機械用具電機設備,電視影像錄音機",香港,1
102年07月,基隆港,"機械用具電機設備,電視影像錄音機",韓國,0
102年07月,基隆港,"機械用具電機設備,電視影像錄音機",瑞典,0
102年08月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,10
102年08月,基隆港,礦產品,中國大陸,0
102年08月,基隆港,化學或有關工業產品,中國大陸,0
102年08月,基隆港,塑膠橡膠及其製品,中國大陸,0
102年08月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,0
102年08月,基隆港,卑金屬及其製品,中國大陸,0
102年08月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,2
102年08月,基隆港,"機械用具電機設備,電視影像錄音機",德國,0
102年08月,基隆港,"機械用具電機設備,電視影像錄音機",香港,1
102年08月,基隆港,"機械用具電機設備,電視影像錄音機",日本,0
102年08月,基隆港,"機械用具電機設備,電視影像錄音機",瑞典,0
102年08月,基隆港,車輛航空器船舶運輸設備,中國大陸,3
102年08月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,0
102年08月,基隆港,"家具玩具運動用品,雜項製品",中國大陸,0
102年09月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,7
102年09月,基隆港,化學或有關工業產品,中國大陸,15
102年09月,基隆港,"機械用具電機設備,電視影像錄音機",澳洲,376
102年09月,基隆港,"機械用具電機設備,電視影像錄音機",日本,0
102年10月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,12
102年10月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,0
102年10月,基隆港,"機械用具電機設備,電視影像錄音機",日本,0
102年11月,基隆港,植物產品,德國,0
102年11月,基隆港,植物產品,英國,0
102年11月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,9
102年11月,基隆港,塑膠橡膠及其製品,中國大陸,2
102年11月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,0
102年11月,基隆港,"機械用具電機設備,電視影像錄音機",亞洲其他,3
102年11月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,1
102年11月,基隆港,車輛航空器船舶運輸設備,中國大陸,4
102年11月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,0
102年12月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,8
102年12月,基隆港,"調製食品,飲料,煙酒類",新加坡,0
102年12月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,10
102年12月,基隆港,"機械用具電機設備,電視影像錄音機",德國,0
103年01月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,7
103年01月,基隆港,化學或有關工業產品,中國大陸,20
103年01月,基隆港,"機械用具電機設備,電視影像錄音機",非洲其他,0
103年02月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,6
103年02月,基隆港,化學或有關工業產品,中國大陸,40
103年02月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,2
103年02月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,0
103年02月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",香港,1
103年02月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",韓國,0
103年03月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,5
103年03月,基隆港,"調製食品,飲料,煙酒類",中國大陸,3
103年03月,基隆港,化學或有關工業產品,中國大陸,0
103年03月,基隆港,化學或有關工業產品,香港,0
103年03月,基隆港,塑膠橡膠及其製品,中國大陸,0
103年03月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",中國大陸,0
103年03月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,0
103年03月,基隆港,"機械用具電機設備,電視影像錄音機",香港,8
103年03月,基隆港,"機械用具電機設備,電視影像錄音機",瑞典,0
103年03月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
103年03月,基隆港,車輛航空器船舶運輸設備,中國大陸,2
103年03月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,0
103年03月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",韓國,1
103年04月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,9
103年04月,基隆港,化學或有關工業產品,香港,0
103年04月,基隆港,塑膠橡膠及其製品,香港,0
103年04月,基隆港,"石料水泥石棉等材料之製品,陶瓷,玻璃",香港,0
103年04月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
103年04月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
103年04月,基隆港,車輛航空器船舶運輸設備,中國大陸,12
103年04月,基隆港,車輛航空器船舶運輸設備,香港,7
103年05月,基隆港,動物產品,越南,21
103年05月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,10
103年05月,基隆港,塑膠橡膠及其製品,美國,0
103年05月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
103年05月,基隆港,車輛航空器船舶運輸設備,中國大陸,13
103年06月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,10
103年06月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,11
103年06月,基隆港,"機械用具電機設備,電視影像錄音機",德國,27
103年06月,基隆港,"機械用具電機設備,電視影像錄音機",日本,0
103年06月,基隆港,"機械用具電機設備,電視影像錄音機",荷蘭,0
103年06月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
103年06月,基隆港,車輛航空器船舶運輸設備,中國大陸,1
103年06月,基隆港,車輛航空器船舶運輸設備,西班牙,4
103年06月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,1
103年07月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,11
103年07月,基隆港,化學或有關工業產品,新加坡,1
103年07月,基隆港,"皮革毛衣及其製品,旅行用物品",中國大陸,0
103年07月,基隆港,"鞋帽傘,羽毛及其製品,人造花",中國大陸,1
103年07月,基隆港,卑金屬及其製品,非洲其他,0
103年07月,基隆港,"機械用具電機設備,電視影像錄音機",非洲其他,4
103年07月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
103年07月,基隆港,車輛航空器船舶運輸設備,非洲其他,29
103年07月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",中國大陸,2
103年08月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,10
103年08月,基隆港,化學或有關工業產品,中國大陸,2
103年08月,基隆港,化學或有關工業產品,印尼,2
103年08月,基隆港,化學或有關工業產品,馬來西亞,2
103年08月,基隆港,化學或有關工業產品,新加坡,2
103年08月,基隆港,塑膠橡膠及其製品,中國大陸,6
103年08月,基隆港,"機械用具電機設備,電視影像錄音機",印尼,20
103年08月,基隆港,"機械用具電機設備,電視影像錄音機",泰國,0
103年08月,基隆港,"機械用具電機設備,電視影像錄音機",歐洲其他,281
103年08月,基隆港,"機械用具電機設備,電視影像錄音機",美國,0
103年09月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,12
103年09月,基隆港,化學或有關工業產品,越南,5
103年09月,基隆港,"珍珠寶石貴金屬,仿首飾",香港,0
103年09月,基隆港,"機械用具電機設備,電視影像錄音機",俄羅斯,0
103年09月,基隆港,"機械用具電機設備,電視影像錄音機",新加坡,0
103年09月,基隆港,"機械用具電機設備,電視影像錄音機",歐洲其他,261
103年09月,基隆港,"機械用具電機設備,電視影像錄音機",美國,68
103年09月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",香港,0
103年10月,基隆港,植物產品,加拿大,0
103年10月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,11
103年10月,基隆港,紡織品及其製品,新加坡,1
103年10月,基隆港,"珍珠寶石貴金屬,仿首飾",香港,0
103年10月,基隆港,"機械用具電機設備,電視影像錄音機",澳洲,1
103年10月,基隆港,"機械用具電機設備,電視影像錄音機",中國大陸,0
103年10月,基隆港,"機械用具電機設備,電視影像錄音機",德國,0
103年10月,基隆港,"機械用具電機設備,電視影像錄音機",日本,0
103年10月,基隆港,"機械用具電機設備,電視影像錄音機",俄羅斯,0
103年10月,基隆港,"機械用具電機設備,電視影像錄音機",美國,27
103年10月,基隆港,"機械用具電機設備,電視影像錄音機",南非,0
103年10月,基隆港,車輛航空器船舶運輸設備,南美洲其他,8
103年10月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",香港,0
103年11月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,9
103年11月,基隆港,"珍珠寶石貴金屬,仿首飾",中國大陸,0
103年11月,基隆港,"珍珠寶石貴金屬,仿首飾",香港,0
103年11月,基隆港,"機械用具電機設備,電視影像錄音機",德國,4
103年11月,基隆港,"機械用具電機設備,電視影像錄音機",英國,0
103年11月,基隆港,"機械用具電機設備,電視影像錄音機",日本,0
103年11月,基隆港,"機械用具電機設備,電視影像錄音機",新加坡,0
103年11月,基隆港,"機械用具電機設備,電視影像錄音機",美國,27
103年11月,基隆港,"機械用具電機設備,電視影像錄音機",南非,0
103年11月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",香港,0
103年11月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",日本,0
103年11月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",南非,0
103年12月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,9
103年12月,基隆港,塑膠橡膠及其製品,香港,0
104年01月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,9
104年01月,基隆港,化學或有關工業產品,香港,0
104年01月,基隆港,化學或有關工業產品,新加坡,0
104年01月,基隆港,塑膠橡膠及其製品,美國,32
104年01月,基隆港,"家具玩具運動用品,雜項製品",香港,0
104年01月,基隆港,"家具玩具運動用品,雜項製品",新加坡,0
104年02月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,8
104年02月,基隆港,化學或有關工業產品,菲律賓,0
104年02月,基隆港,"機械用具電機設備,電視影像錄音機",印度,0
104年02月,基隆港,"家具玩具運動用品,雜項製品",菲律賓,0
104年03月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,9
104年03月,基隆港,"調製食品,飲料,煙酒類",中國大陸,0
104年03月,基隆港,化學或有關工業產品,中國大陸,0
104年03月,基隆港,化學或有關工業產品,巴基斯坦,2
104年03月,基隆港,塑膠橡膠及其製品,英國,0
104年03月,基隆港,"機械用具電機設備,電視影像錄音機",英國,0
104年03月,基隆港,"機械用具電機設備,電視影像錄音機",香港,0
104年03月,基隆港,"機械用具電機設備,電視影像錄音機",墨西哥,27
104年03月,基隆港,"機械用具電機設備,電視影像錄音機",美國,13
104年03月,基隆港,"光學照相電影計量檢查儀器,鐘錶樂器",香港,0
104年04月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,9
104年04月,基隆港,化學或有關工業產品,香港,0
104年05月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,10
104年05月,基隆港,塑膠橡膠及其製品,中國大陸,0
104年05月,基隆港,"機械用具電機設備,電視影像錄音機",印尼,5
104年05月,基隆港,車輛航空器船舶運輸設備,新加坡,0
104年06月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,12
104年06月,基隆港,化學或有關工業產品,新加坡,4
104年07月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,10
104年07月,基隆港,化學或有關工業產品,新加坡,8
104年07月,基隆港,"機械用具電機設備,電視影像錄音機",德國,0
104年07月,基隆港,"機械用具電機設備,電視影像錄音機",新加坡,0
104年08月,基隆港,"調製食品,飲料,煙酒類",亞洲其他,9
104年08月,基隆港,塑膠橡膠及其製品,中國大陸,0
104年08月,基隆港,卑金屬及其製品,澳洲,0
