時間,國內港,地區別,貨物別,價值(新臺幣千元),重量(公噸)
104年03月,麥寮港,科威特,礦產品,9840474,759069
104年03月,麥寮港,卡達,礦產品,2283078,143712
104年03月,麥寮港,阿曼,礦產品,3273259,276368
104年03月,麥寮港,阿拉伯聯合大公國,礦產品,3640293,215874
104年03月,麥寮港,亞洲其他地區,礦產品,6203191,545003
104年03月,麥寮港,南非共和國,礦產品,397714,164001
104年03月,麥寮港,非洲其他地區,礦產品,851165,51067
104年03月,麥寮港,墨西哥,礦產品,236426,157256
104年03月,麥寮港,澳洲,礦產品,1504229,688691
104年03月,麥寮港,日本,化學或有關工業產品,62919,3000
104年03月,麥寮港,韓國,化學或有關工業產品,83795,4005
104年03月,麥寮港,中國大陸,化學或有關工業產品,60351,2905
104年03月,麥寮港,汶萊,化學或有關工業產品,46077,5500
104年03月,麥寮港,印尼,化學或有關工業產品,45650,4750
104年03月,麥寮港,巴林,化學或有關工業產品,31071,3675
104年03月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,129426,14765
104年03月,麥寮港,紐西蘭,化學或有關工業產品,102135,12350
104年04月,麥寮港,日本,礦產品,431342,19700
104年04月,麥寮港,韓國,礦產品,1165212,50774
104年04月,麥寮港,中國大陸,礦產品,46876,30122
104年04月,麥寮港,俄羅斯,礦產品,1157590,131309
104年04月,麥寮港,菲律賓,礦產品,145056,6268
104年04月,麥寮港,印尼,礦產品,1615455,409321
104年04月,麥寮港,印度,礦產品,2274936,136021
104年04月,麥寮港,巴基斯坦,礦產品,764452,46222
104年04月,麥寮港,沙烏地阿拉伯,礦產品,9269147,754983
104年04月,麥寮港,科威特,礦產品,5934763,479551
104年04月,麥寮港,卡達,礦產品,3975625,236645
104年04月,麥寮港,阿拉伯聯合大公國,礦產品,3240018,192557
104年04月,麥寮港,亞洲其他地區,礦產品,2985069,268922
104年04月,麥寮港,非洲其他地區,礦產品,945614,57321
104年04月,麥寮港,澳洲,礦產品,1062592,488742
104年04月,麥寮港,日本,化學或有關工業產品,61493,3000
104年04月,麥寮港,韓國,化學或有關工業產品,41429,1951
104年04月,麥寮港,馬來西亞,化學或有關工業產品,256819,16497
104年04月,麥寮港,菲律賓,化學或有關工業產品,128262,5995
104年04月,麥寮港,印尼,化學或有關工業產品,127253,8263
104年04月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,265885,23504
104年04月,麥寮港,阿曼,化學或有關工業產品,83035,8250
104年04月,麥寮港,紐西蘭,化學或有關工業產品,105926,12350
104年05月,麥寮港,日本,礦產品,559838,21610
104年05月,麥寮港,韓國,礦產品,1388098,65757
104年05月,麥寮港,中國大陸,礦產品,13691,1944
104年05月,麥寮港,俄羅斯,礦產品,987490,53989
104年05月,麥寮港,泰國,礦產品,121049,4778
104年05月,麥寮港,菲律賓,礦產品,281565,11977
104年05月,麥寮港,印尼,礦產品,1640147,402254
104年05月,麥寮港,印度,礦產品,785642,47671
104年05月,麥寮港,巴林,礦產品,581734,33001
104年05月,麥寮港,沙烏地阿拉伯,礦產品,15130319,1138776
104年05月,麥寮港,科威特,礦產品,10626956,817754
104年05月,麥寮港,卡達,礦產品,1107596,65848
104年05月,麥寮港,阿曼,礦產品,3464682,268378
104年05月,麥寮港,阿拉伯聯合大公國,礦產品,2671707,159602
104年05月,麥寮港,亞洲其他地區,礦產品,3393633,272099
104年05月,麥寮港,南非共和國,礦產品,336515,164989
104年05月,麥寮港,非洲其他地區,礦產品,1415185,82620
104年05月,麥寮港,墨西哥,礦產品,344099,232356
104年05月,麥寮港,巴拿馬,礦產品,1262247,95889
104年05月,麥寮港,澳洲,礦產品,1086847,501701
104年05月,麥寮港,西班牙,礦產品,1072869,65515
104年05月,麥寮港,日本,化學或有關工業產品,70076,3000
104年05月,麥寮港,印尼,化學或有關工業產品,300867,24000
104年05月,麥寮港,印度,化學或有關工業產品,231597,5099
104年05月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,165519,16469
104年05月,麥寮港,阿曼,化學或有關工業產品,233309,23550
104年05月,麥寮港,紐西蘭,化學或有關工業產品,111587,12000
104年06月,麥寮港,日本,礦產品,334324,12370
104年06月,麥寮港,韓國,礦產品,1261282,57865
104年06月,麥寮港,中國大陸,礦產品,15147,2150
104年06月,麥寮港,俄羅斯,礦產品,1383945,75775
104年06月,麥寮港,菲律賓,礦產品,309921,12310
104年06月,麥寮港,印尼,礦產品,1650145,397159
104年06月,麥寮港,印度,礦產品,555959,31479
104年06月,麥寮港,沙烏地阿拉伯,礦產品,13927512,961331
104年06月,麥寮港,科威特,礦產品,6192619,441854
104年06月,麥寮港,卡達,礦產品,3408808,215481
104年06月,麥寮港,阿曼,礦產品,5453144,414850
104年06月,麥寮港,阿拉伯聯合大公國,礦產品,3688649,234480
104年06月,麥寮港,亞洲其他地區,礦產品,7172772,569084
104年06月,麥寮港,奈及利亞,礦產品,759658,45690
104年06月,麥寮港,非洲其他地區,礦產品,365430,23045
104年06月,麥寮港,美國,礦產品,738503,47124
104年06月,麥寮港,墨西哥,礦產品,205207,139296
104年06月,麥寮港,澳洲,礦產品,2164349,1075166
104年06月,麥寮港,西班牙,礦產品,486887,27492
104年06月,麥寮港,馬來西亞,化學或有關工業產品,52822,5241
104年06月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,348700,34617
104年06月,麥寮港,紐西蘭,化學或有關工業產品,120315,12000
104年07月,麥寮港,日本,礦產品,126352,4760
104年07月,麥寮港,韓國,礦產品,1085136,53293
104年07月,麥寮港,中國大陸,礦產品,15587,2200
104年07月,麥寮港,俄羅斯,礦產品,630625,35000
104年07月,麥寮港,菲律賓,礦產品,312881,12568
104年07月,麥寮港,印尼,礦產品,1818771,540625
104年07月,麥寮港,印度,礦產品,3042940,175994
104年07月,麥寮港,巴基斯坦,礦產品,610490,34403
104年07月,麥寮港,沙烏地阿拉伯,礦產品,5475349,378536
104年07月,麥寮港,科威特,礦產品,11036998,617126
104年07月,麥寮港,卡達,礦產品,1340178,76152
104年07月,麥寮港,阿曼,礦產品,3571729,261791
104年07月,麥寮港,阿拉伯聯合大公國,礦產品,4350246,247842
104年07月,麥寮港,亞洲其他地區,礦產品,3402763,271808
104年07月,麥寮港,美國,礦產品,787483,52895
104年07月,麥寮港,澳洲,礦產品,2086497,989927
104年07月,麥寮港,荷蘭,礦產品,349776,18985
104年07月,麥寮港,韓國,化學或有關工業產品,516022,20230
104年07月,麥寮港,伊朗,化學或有關工業產品,250603,25276
104年07月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,261948,26083
104年07月,麥寮港,阿曼,化學或有關工業產品,115405,7675
104年07月,麥寮港,美國,化學或有關工業產品,169802,4200
104年07月,麥寮港,澳洲,化學或有關工業產品,146092,10350
104年07月,麥寮港,紐西蘭,化學或有關工業產品,110076,10999
104年08月,麥寮港,日本,礦產品,505645,23330
104年08月,麥寮港,韓國,礦產品,591349,24318
104年08月,麥寮港,中國大陸,礦產品,81794,5048
104年08月,麥寮港,俄羅斯,礦產品,237078,15776
104年08月,麥寮港,菲律賓,礦產品,151268,6283
104年08月,麥寮港,印尼,礦產品,1897295,563741
104年08月,麥寮港,印度,礦產品,2206733,141989
104年08月,麥寮港,巴基斯坦,礦產品,502311,34455
104年08月,麥寮港,沙烏地阿拉伯,礦產品,15995145,1210602
104年08月,麥寮港,科威特,礦產品,9867014,776178
104年08月,麥寮港,卡達,礦產品,2081716,131768
104年08月,麥寮港,阿曼,礦產品,3328042,275367
104年08月,麥寮港,阿拉伯聯合大公國,礦產品,1283566,79478
104年08月,麥寮港,亞洲其他地區,礦產品,3513224,279819
104年08月,麥寮港,非洲其他地區,礦產品,414015,25800
104年08月,麥寮港,墨西哥,礦產品,208788,138259
104年08月,麥寮港,澳洲,礦產品,2477346,1227829
104年08月,麥寮港,西班牙,礦產品,994933,62500
104年08月,麥寮港,韓國,化學或有關工業產品,606077,25205
104年08月,麥寮港,中國大陸,化學或有關工業產品,273519,10459
104年08月,麥寮港,泰國,化學或有關工業產品,69659,2856
104年08月,麥寮港,馬來西亞,化學或有關工業產品,61625,6222
104年08月,麥寮港,巴林,化學或有關工業產品,142811,14489
104年08月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,295946,29921
104年08月,麥寮港,阿曼,化學或有關工業產品,92786,9625
104年08月,麥寮港,澳洲,化學或有關工業產品,349826,25590
104年08月,麥寮港,紐西蘭,化學或有關工業產品,121610,12348
104年09月,麥寮港,韓國,礦產品,484525,21157
104年09月,麥寮港,俄羅斯,礦產品,3537601,254775
104年09月,麥寮港,菲律賓,礦產品,269149,12011
104年09月,麥寮港,印尼,礦產品,1034289,479520
104年09月,麥寮港,印度,礦產品,983320,72752
104年09月,麥寮港,沙烏地阿拉伯,礦產品,9016301,809358
104年09月,麥寮港,科威特,礦產品,7997029,714369
104年09月,麥寮港,卡達,礦產品,1225298,94286
104年09月,麥寮港,阿曼,礦產品,1644805,129168
104年09月,麥寮港,阿拉伯聯合大公國,礦產品,2675675,188969
104年09月,麥寮港,亞洲其他地區,礦產品,2759697,267073
104年09月,麥寮港,墨西哥,礦產品,244596,157350
104年09月,麥寮港,澳洲,礦產品,1586534,751263
104年09月,麥寮港,印尼,化學或有關工業產品,226013,15201
104年09月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,132442,15223
104年09月,麥寮港,卡達,化學或有關工業產品,45043,4750
104年09月,麥寮港,阿曼,化學或有關工業產品,133514,15500
104年09月,麥寮港,中美洲其他地區,化學或有關工業產品,116773,12000
104年10月,麥寮港,日本,礦產品,659671,31524
104年10月,麥寮港,韓國,礦產品,370385,16186
104年10月,麥寮港,北韓,礦產品,10675,1700
104年10月,麥寮港,中國大陸,礦產品,15536,2090
104年10月,麥寮港,菲律賓,礦產品,295823,16871
104年10月,麥寮港,印尼,礦產品,387821,161528
104年10月,麥寮港,巴基斯坦,礦產品,855253,57749
104年10月,麥寮港,伊朗,礦產品,1506731,134993
104年10月,麥寮港,沙烏地阿拉伯,礦產品,7706547,697382
104年10月,麥寮港,科威特,礦產品,5838883,544933
104年10月,麥寮港,卡達,礦產品,1710908,124065
104年10月,麥寮港,阿曼,礦產品,2947015,274859
104年10月,麥寮港,阿拉伯聯合大公國,礦產品,4873289,367388
104年10月,麥寮港,亞洲其他地區,礦產品,2876076,274505
104年10月,麥寮港,南非共和國,礦產品,355848,159999
104年10月,麥寮港,美國,礦產品,295775,21813
104年10月,麥寮港,加拿大,礦產品,341029,164071
104年10月,麥寮港,墨西哥,礦產品,249215,158178
104年10月,麥寮港,澳洲,礦產品,784455,366664
104年10月,麥寮港,西班牙,礦產品,416631,28610
104年10月,麥寮港,巴林,化學或有關工業產品,81890,9646
104年10月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,198415,23231
104年10月,麥寮港,卡達,化學或有關工業產品,41670,4948
104年10月,麥寮港,阿曼,化學或有關工業產品,47059,5250
104年10月,麥寮港,紐西蘭,化學或有關工業產品,105711,12225
104年11月,麥寮港,日本,礦產品,448819,21951
104年11月,麥寮港,韓國,礦產品,518247,22864
104年11月,麥寮港,中國大陸,礦產品,33554,28535
104年11月,麥寮港,俄羅斯,礦產品,2106738,143571
104年11月,麥寮港,菲律賓,礦產品,310812,17674
104年11月,麥寮港,印尼,礦產品,659043,322300
104年11月,麥寮港,印度,礦產品,1351826,89672
104年11月,麥寮港,沙烏地阿拉伯,礦產品,5770429,518450
104年11月,麥寮港,科威特,礦產品,7755067,716102
104年11月,麥寮港,卡達,礦產品,1762885,154892
104年11月,麥寮港,阿曼,礦產品,161661,10642
104年11月,麥寮港,阿拉伯聯合大公國,礦產品,4790624,317525
104年11月,麥寮港,亞洲其他地區,礦產品,2557444,269254
104年11月,麥寮港,南非共和國,礦產品,577143,267135
104年11月,麥寮港,墨西哥,礦產品,204807,139355
104年11月,麥寮港,澳洲,礦產品,976888,472285
104年11月,麥寮港,馬來西亞,化學或有關工業產品,90980,10999
104年11月,麥寮港,伊朗,化學或有關工業產品,128510,15750
104年11月,麥寮港,巴林,化學或有關工業產品,65673,7873
104年11月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,102008,12259
104年11月,麥寮港,卡達,化學或有關工業產品,35084,2280
104年11月,麥寮港,阿曼,化學或有關工業產品,326289,21201
104年12月,麥寮港,日本,礦產品,382215,16845
104年12月,麥寮港,韓國,礦產品,886787,38360
104年12月,麥寮港,北韓,礦產品,9982,1600
104年12月,麥寮港,中國大陸,礦產品,9505,1440
104年12月,麥寮港,俄羅斯,礦產品,1382238,88300
104年12月,麥寮港,菲律賓,礦產品,168361,10938
104年12月,麥寮港,印尼,礦產品,320898,161500
104年12月,麥寮港,印度,礦產品,1533383,100955
104年12月,麥寮港,巴基斯坦,礦產品,846138,56066
104年12月,麥寮港,沙烏地阿拉伯,礦產品,9358263,946729
104年12月,麥寮港,科威特,礦產品,7420425,758578
104年12月,麥寮港,卡達,礦產品,2530362,176022
104年12月,麥寮港,阿曼,礦產品,4948637,524141
104年12月,麥寮港,阿拉伯聯合大公國,礦產品,3309454,267922
104年12月,麥寮港,亞洲其他地區,礦產品,2285895,269317
104年12月,麥寮港,南非共和國,礦產品,349939,164968
104年12月,麥寮港,美國,礦產品,120461,5125
104年12月,麥寮港,墨西哥,礦產品,229182,153820
104年12月,麥寮港,澳洲,礦產品,972213,486671
104年12月,麥寮港,荷蘭,礦產品,804166,54577
104年12月,麥寮港,西班牙,礦產品,291785,19570
104年12月,麥寮港,韓國,化學或有關工業產品,65418,3137
104年12月,麥寮港,馬來西亞,化學或有關工業產品,117627,14527
104年12月,麥寮港,巴林,化學或有關工業產品,52881,6299
104年12月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,155156,18519
104年12月,麥寮港,卡達,化學或有關工業產品,42082,5234
104年12月,麥寮港,中美洲其他地區,化學或有關工業產品,122291,14750
105年01月,麥寮港,日本,礦產品,682212,35391
105年01月,麥寮港,韓國,礦產品,980387,43688
105年01月,麥寮港,中國大陸,礦產品,4824,725
105年01月,麥寮港,俄羅斯,礦產品,810390,56682
105年01月,麥寮港,新加坡,礦產品,22126,874
105年01月,麥寮港,印尼,礦產品,1153325,392723
105年01月,麥寮港,印度,礦產品,1911216,135348
105年01月,麥寮港,巴基斯坦,礦產品,433419,29941
105年01月,麥寮港,伊朗,礦產品,1595927,268894
105年01月,麥寮港,巴林,礦產品,322428,21998
105年01月,麥寮港,沙烏地阿拉伯,礦產品,9013934,1136659
105年01月,麥寮港,科威特,礦產品,6250035,843079
105年01月,麥寮港,阿曼,礦產品,2353472,268520
105年01月,麥寮港,阿拉伯聯合大公國,礦產品,4849223,343936
105年01月,麥寮港,亞洲其他地區,礦產品,2179775,270523
105年01月,麥寮港,南非共和國,礦產品,695658,329961
105年01月,麥寮港,美國,礦產品,1073709,78269
105年01月,麥寮港,澳洲,礦產品,920242,366694
105年01月,麥寮港,日本,化學或有關工業產品,114708,5999
105年01月,麥寮港,韓國,化學或有關工業產品,185384,9407
105年01月,麥寮港,泰國,化學或有關工業產品,56136,2856
105年01月,麥寮港,印尼,化學或有關工業產品,30528,2300
105年01月,麥寮港,印度,化學或有關工業產品,46582,2024
105年01月,麥寮港,伊朗,化學或有關工業產品,93450,12944
105年01月,麥寮港,巴林,化學或有關工業產品,83194,10460
105年01月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,139611,18400
105年01月,麥寮港,中美洲其他地區,化學或有關工業產品,117411,14000
105年01月,麥寮港,澳洲,化學或有關工業產品,145206,10022
105年02月,麥寮港,日本,礦產品,382250,18760
105年02月,麥寮港,韓國,礦產品,1039301,48570
105年02月,麥寮港,北韓,礦產品,12524,2041
105年02月,麥寮港,菲律賓,礦產品,395503,31222
105年02月,麥寮港,印尼,礦產品,600517,326495
105年02月,麥寮港,印度,礦產品,2076601,177469
