時間,國內/國外,地區別,臺灣港口,船種,載貨噸數
107年07月,國外,比利時,高雄港,散裝輪,25989
107年07月,國外,巴西,高雄港,散裝輪,7
107年07月,國外,中國大陸,高雄港,散裝輪,19585
107年07月,國外,西班牙,高雄港,散裝輪,31706
107年07月,國外,英國,高雄港,散裝輪,20805
107年07月,國外,香港,高雄港,散裝輪,783
107年07月,國外,印度,高雄港,散裝輪,16481
107年07月,國外,義大利,高雄港,散裝輪,25722
107年07月,國外,日本,高雄港,散裝輪,12
107年07月,國外,斯里蘭卡,高雄港,散裝輪,16
107年07月,國外,緬甸,高雄港,散裝輪,3743
107年07月,國外,墨西哥,高雄港,散裝輪,14946
107年07月,國外,馬來西亞,高雄港,散裝輪,994
107年07月,國外,奈及利亞,高雄港,散裝輪,5952
107年07月,國外,菲律賓,高雄港,散裝輪,10377
107年07月,國外,巴基斯坦,高雄港,散裝輪,42988
107年07月,國外,沙烏地阿拉伯,高雄港,散裝輪,4068
107年07月,國外,新加坡,高雄港,散裝輪,18000
107年07月,國外,泰國,高雄港,散裝輪,7314
107年07月,國外,歐洲其他,高雄港,散裝輪,7421
107年07月,國外,美國,高雄港,散裝輪,29835
107年07月,國外,越南,高雄港,散裝輪,7885
107年07月,國內,馬公港,高雄港,乾貨輪,7733
107年07月,國內,金門港,高雄港,乾貨輪,14473
107年07月,國內,外島其他,高雄港,乾貨輪,222
107年07月,國外,亞洲其他,高雄港,乾貨輪,2657
107年07月,國外,澳洲,高雄港,乾貨輪,25900
107年07月,國外,加拿大,高雄港,乾貨輪,6709
107年07月,國外,中國大陸,高雄港,乾貨輪,66263
107年07月,國外,香港,高雄港,乾貨輪,2549
107年07月,國外,印尼,高雄港,乾貨輪,37050
107年07月,國外,日本,高雄港,乾貨輪,63361
107年07月,國外,高棉,高雄港,乾貨輪,70
107年07月,國外,韓國,高雄港,乾貨輪,7734
107年07月,國外,緬甸,高雄港,乾貨輪,1
107年07月,國外,馬來西亞,高雄港,乾貨輪,39303
107年07月,國外,菲律賓,高雄港,乾貨輪,8325
107年07月,國外,新加坡,高雄港,乾貨輪,10775
107年07月,國外,泰國,高雄港,乾貨輪,12346
107年07月,國外,歐洲其他,高雄港,乾貨輪,81
107年07月,國外,美國,高雄港,乾貨輪,15851
107年07月,國外,越南,高雄港,乾貨輪,56713
107年07月,國外,澳洲,高雄港,其他專用貨船,6305
107年07月,國外,中國大陸,高雄港,其他專用貨船,16613
107年07月,國外,香港,高雄港,其他專用貨船,1
107年07月,國外,美國,高雄港,其他專用貨船,22
107年08月,國內,馬公港,高雄港,客貨輪,3221
107年08月,國內,七美港,高雄港,客貨輪,57
107年08月,國外,亞洲其他,高雄港,貨櫃輪,10357
107年08月,國外,阿拉伯聯合大公國,高雄港,貨櫃輪,15496
107年08月,國外,安哥拉,高雄港,貨櫃輪,123
107年08月,國外,阿根廷,高雄港,貨櫃輪,1485
107年08月,國外,澳洲,高雄港,貨櫃輪,54077
107年08月,國外,孟加拉,高雄港,貨櫃輪,32550
107年08月,國外,比利時,高雄港,貨櫃輪,14521
107年08月,國外,巴林,高雄港,貨櫃輪,266
107年08月,國外,百慕達,高雄港,貨櫃輪,15
107年08月,國外,汶萊,高雄港,貨櫃輪,136
107年08月,國外,巴西,高雄港,貨櫃輪,10908
107年08月,國外,中美洲其他,高雄港,貨櫃輪,13018
107年08月,國外,加拿大,高雄港,貨櫃輪,42155
107年08月,國外,瑞士,高雄港,貨櫃輪,903
107年08月,國外,象牙海岸,高雄港,貨櫃輪,625
107年08月,國外,智利,高雄港,貨櫃輪,2915
107年08月,國外,中國大陸,高雄港,貨櫃輪,247417
107年08月,國外,德國,高雄港,貨櫃輪,34670
107年08月,國外,多明尼加,高雄港,貨櫃輪,4054
107年08月,國外,愛沙尼亞,高雄港,貨櫃輪,851
107年08月,國外,埃及,高雄港,貨櫃輪,8319
107年08月,國外,西班牙,高雄港,貨櫃輪,13187
107年08月,國外,非洲其他,高雄港,貨櫃輪,13465
107年08月,國外,芬蘭,高雄港,貨櫃輪,1749
107年08月,國外,法國,高雄港,貨櫃輪,12302
107年08月,國外,英國,高雄港,貨櫃輪,18268
107年08月,國外,香港,高雄港,貨櫃輪,47774
107年08月,國外,印尼,高雄港,貨櫃輪,34362
107年08月,國外,印度,高雄港,貨櫃輪,93900
107年08月,國外,伊朗,高雄港,貨櫃輪,11545
107年08月,國外,義大利,高雄港,貨櫃輪,32695
107年08月,國外,約旦,高雄港,貨櫃輪,2975
107年08月,國外,日本,高雄港,貨櫃輪,56711
107年08月,國外,高棉,高雄港,貨櫃輪,2528
107年08月,國外,韓國,高雄港,貨櫃輪,29706
107年08月,國外,科威特,高雄港,貨櫃輪,2179
107年08月,國外,寮國,高雄港,貨櫃輪,12
107年08月,國外,斯里蘭卡,高雄港,貨櫃輪,6886
107年08月,國外,馬紹爾群島,高雄港,貨櫃輪,328
107年08月,國外,緬甸,高雄港,貨櫃輪,3371
107年08月,國外,墨西哥,高雄港,貨櫃輪,27363
107年08月,國外,馬來西亞,高雄港,貨櫃輪,63805
107年08月,國外,奈及利亞,高雄港,貨櫃輪,2531
107年08月,國外,荷蘭,高雄港,貨櫃輪,32803
107年08月,國外,紐西蘭,高雄港,貨櫃輪,9122
107年08月,國外,阿曼,高雄港,貨櫃輪,507
107年08月,國外,大洋洲其他,高雄港,貨櫃輪,3629
107年08月,國外,巴拿馬,高雄港,貨櫃輪,1839
107年08月,國外,秘魯,高雄港,貨櫃輪,7084
107年08月,國外,菲律賓,高雄港,貨櫃輪,47307
107年08月,國外,巴基斯坦,高雄港,貨櫃輪,13597
107年08月,國外,波多黎各,高雄港,貨櫃輪,848
107年08月,國外,卡達,高雄港,貨櫃輪,2634
107年08月,國外,俄羅斯,高雄港,貨櫃輪,10276
107年08月,國外,南美洲其他,高雄港,貨櫃輪,13344
107年08月,國外,沙烏地阿拉伯,高雄港,貨櫃輪,10978
107年08月,國外,瑞典,高雄港,貨櫃輪,6229
107年08月,國外,新加坡,高雄港,貨櫃輪,18875
107年08月,國外,敘利亞,高雄港,貨櫃輪,1285
107年08月,國外,泰國,高雄港,貨櫃輪,52710
107年08月,國外,土耳其,高雄港,貨櫃輪,18464
107年08月,國外,歐洲其他,高雄港,貨櫃輪,40336
107年08月,國外,烏克蘭,高雄港,貨櫃輪,2281
107年08月,國外,美國,高雄港,貨櫃輪,265794
107年08月,國外,委內瑞拉,高雄港,貨櫃輪,182
107年08月,國外,越南,高雄港,貨櫃輪,95457
107年08月,國外,葉門,高雄港,貨櫃輪,419
107年08月,國外,南非,高雄港,貨櫃輪,10018
107年08月,國外,中美洲其他,高雄港,冷藏輪,18
107年08月,國外,中國大陸,高雄港,冷藏輪,0
107年08月,國外,非洲其他,高雄港,冷藏輪,116
107年08月,國外,日本,高雄港,冷藏輪,226
107年08月,國外,韓國,高雄港,冷藏輪,95
107年08月,國內,臺中港,高雄港,油輪,128395
107年08月,國內,花蓮港,高雄港,油輪,36437
107年08月,國內,臺北港,高雄港,油輪,13522
107年08月,國內,馬公港,高雄港,油輪,24501
107年08月,國內,金門港,高雄港,油輪,10601
107年08月,國內,馬祖港,高雄港,油輪,3956
107年08月,國內,小琉球,高雄港,油輪,349
107年08月,國內,環島其他,高雄港,油輪,4240
107年08月,國外,阿拉伯聯合大公國,高雄港,油輪,4508
107年08月,國外,澳洲,高雄港,油輪,6395
107年08月,國外,中美洲其他,高雄港,油輪,2001
107年08月,國外,中國大陸,高雄港,油輪,52058
107年08月,國外,非洲其他,高雄港,油輪,56718
107年08月,國外,印度,高雄港,油輪,5820
107年08月,國外,日本,高雄港,油輪,10459
107年08月,國外,韓國,高雄港,油輪,14067
107年08月,國外,馬來西亞,高雄港,油輪,17822
107年08月,國外,菲律賓,高雄港,油輪,15428
107年08月,國外,新加坡,高雄港,油輪,103491
107年08月,國外,泰國,高雄港,油輪,8829
107年08月,國外,美國,高雄港,油輪,6315
107年08月,國外,越南,高雄港,油輪,6576
107年08月,國外,紐西蘭,高雄港,木材輪,2416
107年08月,國外,大洋洲其他,高雄港,木材輪,312
107年08月,國內,臺北港,高雄港,散裝輪,12800
107年08月,國內,馬公港,高雄港,散裝輪,4200
107年08月,國內,金門港,高雄港,散裝輪,1400
107年08月,國外,加拿大,高雄港,散裝輪,5441
107年08月,國外,中國大陸,高雄港,散裝輪,10866
107年08月,國外,香港,高雄港,散裝輪,942
107年08月,國外,印度,高雄港,散裝輪,16060
107年08月,國外,義大利,高雄港,散裝輪,11012
107年08月,國外,墨西哥,高雄港,散裝輪,14099
107年08月,國外,馬來西亞,高雄港,散裝輪,14881
107年08月,國外,奈及利亞,高雄港,散裝輪,3861
107年08月,國外,菲律賓,高雄港,散裝輪,9644
107年08月,國外,巴基斯坦,高雄港,散裝輪,14611
107年08月,國外,泰國,高雄港,散裝輪,4437
107年08月,國外,美國,高雄港,散裝輪,24283
107年08月,國外,越南,高雄港,散裝輪,15144
107年08月,國內,馬公港,高雄港,乾貨輪,7051
107年08月,國內,金門港,高雄港,乾貨輪,12820
107年08月,國內,外島其他,高雄港,乾貨輪,118
107年08月,國外,澳洲,高雄港,乾貨輪,573
107年08月,國外,加拿大,高雄港,乾貨輪,9650
107年08月,國外,中國大陸,高雄港,乾貨輪,36690
107年08月,國外,香港,高雄港,乾貨輪,446
107年08月,國外,印尼,高雄港,乾貨輪,18927
107年08月,國外,日本,高雄港,乾貨輪,31852
107年08月,國外,高棉,高雄港,乾貨輪,516
107年08月,國外,韓國,高雄港,乾貨輪,7480
107年08月,國外,緬甸,高雄港,乾貨輪,1
107年08月,國外,馬來西亞,高雄港,乾貨輪,41658
107年08月,國外,紐西蘭,高雄港,乾貨輪,244
107年08月,國外,大洋洲其他,高雄港,乾貨輪,100
107年08月,國外,菲律賓,高雄港,乾貨輪,15846
107年08月,國外,巴基斯坦,高雄港,乾貨輪,4589
107年08月,國外,新加坡,高雄港,乾貨輪,4532
107年08月,國外,泰國,高雄港,乾貨輪,7916
107年08月,國外,美國,高雄港,乾貨輪,39450
107年08月,國外,越南,高雄港,乾貨輪,54159
107年08月,國外,中國大陸,高雄港,其他專用貨船,8441
107年08月,國外,俄羅斯,高雄港,其他專用貨船,1
107年08月,國外,美國,高雄港,其他專用貨船,675
107年09月,國內,馬公港,高雄港,客貨輪,4322
107年09月,國內,七美港,高雄港,客貨輪,40
107年09月,國外,亞洲其他,高雄港,貨櫃輪,11169
107年09月,國外,阿拉伯聯合大公國,高雄港,貨櫃輪,14833
107年09月,國外,安哥拉,高雄港,貨櫃輪,31
107年09月,國外,阿根廷,高雄港,貨櫃輪,2321
107年09月,國外,澳洲,高雄港,貨櫃輪,59434
107年09月,國外,孟加拉,高雄港,貨櫃輪,27589
107年09月,國外,比利時,高雄港,貨櫃輪,12476
107年09月,國外,巴林,高雄港,貨櫃輪,562
107年09月,國外,百慕達,高雄港,貨櫃輪,1
107年09月,國外,汶萊,高雄港,貨櫃輪,299
107年09月,國外,巴西,高雄港,貨櫃輪,11711
107年09月,國外,巴哈馬,高雄港,貨櫃輪,5
107年09月,國外,中美洲其他,高雄港,貨櫃輪,11303
107年09月,國外,加拿大,高雄港,貨櫃輪,37352
107年09月,國外,瑞士,高雄港,貨櫃輪,653
107年09月,國外,象牙海岸,高雄港,貨櫃輪,850
107年09月,國外,智利,高雄港,貨櫃輪,2031
107年09月,國外,中國大陸,高雄港,貨櫃輪,244671
107年09月,國外,德國,高雄港,貨櫃輪,33409
107年09月,國外,多明尼加,高雄港,貨櫃輪,4732
107年09月,國外,愛沙尼亞,高雄港,貨櫃輪,246
107年09月,國外,埃及,高雄港,貨櫃輪,7443
107年09月,國外,西班牙,高雄港,貨櫃輪,11865
107年09月,國外,非洲其他,高雄港,貨櫃輪,9747
107年09月,國外,芬蘭,高雄港,貨櫃輪,1435
107年09月,國外,法國,高雄港,貨櫃輪,12244
107年09月,國外,英國,高雄港,貨櫃輪,19397
107年09月,國外,香港,高雄港,貨櫃輪,54044
107年09月,國外,印尼,高雄港,貨櫃輪,42575
107年09月,國外,印度,高雄港,貨櫃輪,90694
107年09月,國外,伊朗,高雄港,貨櫃輪,6424
107年09月,國外,義大利,高雄港,貨櫃輪,30681
107年09月,國外,約旦,高雄港,貨櫃輪,2478
107年09月,國外,日本,高雄港,貨櫃輪,59902
107年09月,國外,高棉,高雄港,貨櫃輪,2018
107年09月,國外,韓國,高雄港,貨櫃輪,32861
107年09月,國外,科威特,高雄港,貨櫃輪,1568
107年09月,國外,寮國,高雄港,貨櫃輪,10
107年09月,國外,斯里蘭卡,高雄港,貨櫃輪,7706
107年09月,國外,馬紹爾群島,高雄港,貨櫃輪,449
107年09月,國外,緬甸,高雄港,貨櫃輪,2370
107年09月,國外,墨西哥,高雄港,貨櫃輪,26418
107年09月,國外,馬來西亞,高雄港,貨櫃輪,63393
107年09月,國外,奈及利亞,高雄港,貨櫃輪,1926
107年09月,國外,荷蘭,高雄港,貨櫃輪,29485
107年09月,國外,紐西蘭,高雄港,貨櫃輪,13562
107年09月,國外,阿曼,高雄港,貨櫃輪,692
107年09月,國外,大洋洲其他,高雄港,貨櫃輪,3782
107年09月,國外,巴拿馬,高雄港,貨櫃輪,1562
107年09月,國外,秘魯,高雄港,貨櫃輪,4155
107年09月,國外,菲律賓,高雄港,貨櫃輪,49310
107年09月,國外,巴基斯坦,高雄港,貨櫃輪,9887
107年09月,國外,波多黎各,高雄港,貨櫃輪,811
107年09月,國外,卡達,高雄港,貨櫃輪,4119
107年09月,國外,俄羅斯,高雄港,貨櫃輪,10165
107年09月,國外,南美洲其他,高雄港,貨櫃輪,9597
107年09月,國外,沙烏地阿拉伯,高雄港,貨櫃輪,10479
107年09月,國外,瑞典,高雄港,貨櫃輪,5268
107年09月,國外,新加坡,高雄港,貨櫃輪,20341
107年09月,國外,敘利亞,高雄港,貨櫃輪,1993
107年09月,國外,泰國,高雄港,貨櫃輪,60274
107年09月,國外,土耳其,高雄港,貨櫃輪,16458
107年09月,國外,歐洲其他,高雄港,貨櫃輪,33860
107年09月,國外,烏克蘭,高雄港,貨櫃輪,1627
107年09月,國外,美國,高雄港,貨櫃輪,263909
107年09月,國外,委內瑞拉,高雄港,貨櫃輪,170
107年09月,國外,越南,高雄港,貨櫃輪,113686
107年09月,國外,葉門,高雄港,貨櫃輪,347
107年09月,國外,南非,高雄港,貨櫃輪,12272
107年09月,國外,中國大陸,高雄港,冷藏輪,2
107年09月,國外,日本,高雄港,冷藏輪,58
107年09月,國外,韓國,高雄港,冷藏輪,58
107年09月,國外,大洋洲其他,高雄港,冷藏輪,467
107年09月,國外,新加坡,高雄港,冷藏輪,1
107年09月,國外,南非,高雄港,冷藏輪,41
107年09月,國內,臺中港,高雄港,油輪,162427
107年09月,國內,蘇澳港,高雄港,油輪,4042
107年09月,國內,馬公港,高雄港,油輪,14886
107年09月,國內,金門港,高雄港,油輪,9405
107年09月,國內,馬祖港,高雄港,油輪,2000
107年09月,國內,小琉球,高雄港,油輪,395
107年09月,國外,阿拉伯聯合大公國,高雄港,油輪,4275
107年09月,國外,澳洲,高雄港,油輪,23343
107年09月,國外,巴西,高雄港,油輪,3341
107年09月,國外,中美洲其他,高雄港,油輪,2503
107年09月,國外,中國大陸,高雄港,油輪,65096
107年09月,國外,印尼,高雄港,油輪,971
107年09月,國外,印度,高雄港,油輪,2099
107年09月,國外,日本,高雄港,油輪,8681
107年09月,國外,韓國,高雄港,油輪,18403
107年09月,國外,馬來西亞,高雄港,油輪,17414
107年09月,國外,菲律賓,高雄港,油輪,42462
107年09月,國外,沙烏地阿拉伯,高雄港,油輪,978
107年09月,國外,新加坡,高雄港,油輪,91844
107年09月,國外,泰國,高雄港,油輪,9005
107年09月,國外,越南,高雄港,油輪,9208
107年09月,國內,臺北港,高雄港,散裝輪,15000
107年09月,國內,馬公港,高雄港,散裝輪,1400
107年09月,國外,阿拉伯聯合大公國,高雄港,散裝輪,1495
107年09月,國外,澳洲,高雄港,散裝輪,22500
107年09月,國外,比利時,高雄港,散裝輪,22462
107年09月,國外,中國大陸,高雄港,散裝輪,21411
107年09月,國外,西班牙,高雄港,散裝輪,86754
107年09月,國外,非洲其他,高雄港,散裝輪,4708
107年09月,國外,英國,高雄港,散裝輪,35827
107年09月,國外,香港,高雄港,散裝輪,2132
107年09月,國外,印度,高雄港,散裝輪,16183
107年09月,國外,伊朗,高雄港,散裝輪,44
107年09月,國外,義大利,高雄港,散裝輪,16859
107年09月,國外,日本,高雄港,散裝輪,1174
107年09月,國外,墨西哥,高雄港,散裝輪,183
107年09月,國外,巴基斯坦,高雄港,散裝輪,18900
107年09月,國外,沙烏地阿拉伯,高雄港,散裝輪,1375
107年09月,國外,新加坡,高雄港,散裝輪,18000
107年09月,國外,土耳其,高雄港,散裝輪,3822
107年09月,國外,歐洲其他,高雄港,散裝輪,2733
107年09月,國外,美國,高雄港,散裝輪,37632
107年09月,國外,越南,高雄港,散裝輪,12592
107年09月,國內,馬公港,高雄港,乾貨輪,8326
107年09月,國內,金門港,高雄港,乾貨輪,12604
107年09月,國內,外島其他,高雄港,乾貨輪,302
107年09月,國外,亞洲其他,高雄港,乾貨輪,4
107年09月,國外,澳洲,高雄港,乾貨輪,31812
107年09月,國外,孟加拉,高雄港,乾貨輪,12088
107年09月,國外,加拿大,高雄港,乾貨輪,16345
107年09月,國外,中國大陸,高雄港,乾貨輪,73439
107年09月,國外,香港,高雄港,乾貨輪,2334
107年09月,國外,印尼,高雄港,乾貨輪,26588
107年09月,國外,印度,高雄港,乾貨輪,96
107年09月,國外,日本,高雄港,乾貨輪,62031
107年09月,國外,高棉,高雄港,乾貨輪,28
107年09月,國外,韓國,高雄港,乾貨輪,19171
107年09月,國外,緬甸,高雄港,乾貨輪,1
107年09月,國外,墨西哥,高雄港,乾貨輪,13439
107年09月,國外,馬來西亞,高雄港,乾貨輪,54879
107年09月,國外,菲律賓,高雄港,乾貨輪,34327
107年09月,國外,新加坡,高雄港,乾貨輪,4845
107年09月,國外,泰國,高雄港,乾貨輪,32717
107年09月,國外,美國,高雄港,乾貨輪,27944
107年09月,國外,越南,高雄港,乾貨輪,35440
107年09月,國外,澳洲,高雄港,其他專用貨船,4675
107年09月,國外,中國大陸,高雄港,其他專用貨船,13814
107年09月,國外,日本,高雄港,其他專用貨船,3150
107年09月,國外,美國,高雄港,其他專用貨船,12
107年10月,國內,馬公港,高雄港,客貨輪,4128
107年10月,國內,七美港,高雄港,客貨輪,22
107年10月,國外,亞洲其他,高雄港,貨櫃輪,9014
107年10月,國外,阿拉伯聯合大公國,高雄港,貨櫃輪,12664
107年10月,國外,安哥拉,高雄港,貨櫃輪,293
107年10月,國外,阿根廷,高雄港,貨櫃輪,1970
107年10月,國外,澳洲,高雄港,貨櫃輪,53286
107年10月,國外,孟加拉,高雄港,貨櫃輪,39794
107年10月,國外,比利時,高雄港,貨櫃輪,11752
107年10月,國外,巴林,高雄港,貨櫃輪,394
107年10月,國外,百慕達,高雄港,貨櫃輪,4
107年10月,國外,汶萊,高雄港,貨櫃輪,96
107年10月,國外,巴西,高雄港,貨櫃輪,16396
107年10月,國外,巴哈馬,高雄港,貨櫃輪,5
107年10月,國外,中美洲其他,高雄港,貨櫃輪,11307
107年10月,國外,加拿大,高雄港,貨櫃輪,34472
107年10月,國外,瑞士,高雄港,貨櫃輪,910
107年10月,國外,象牙海岸,高雄港,貨櫃輪,327
107年10月,國外,智利,高雄港,貨櫃輪,2329
107年10月,國外,中國大陸,高雄港,貨櫃輪,296427
107年10月,國外,德國,高雄港,貨櫃輪,32188
107年10月,國外,多明尼加,高雄港,貨櫃輪,4318
107年10月,國外,愛沙尼亞,高雄港,貨櫃輪,490
107年10月,國外,埃及,高雄港,貨櫃輪,5995
107年10月,國外,西班牙,高雄港,貨櫃輪,7918
107年10月,國外,非洲其他,高雄港,貨櫃輪,11978
107年10月,國外,芬蘭,高雄港,貨櫃輪,1745
107年10月,國外,法國,高雄港,貨櫃輪,9780
107年10月,國外,英國,高雄港,貨櫃輪,17987
107年10月,國外,赤道幾內亞,高雄港,貨櫃輪,38
107年10月,國外,香港,高雄港,貨櫃輪,51133
107年10月,國外,印尼,高雄港,貨櫃輪,49368
107年10月,國外,印度,高雄港,貨櫃輪,91347
107年10月,國外,伊朗,高雄港,貨櫃輪,5409
107年10月,國外,義大利,高雄港,貨櫃輪,24184
107年10月,國外,約旦,高雄港,貨櫃輪,2572
107年10月,國外,日本,高雄港,貨櫃輪,59103
107年10月,國外,高棉,高雄港,貨櫃輪,1785
107年10月,國外,韓國,高雄港,貨櫃輪,35871
107年10月,國外,科威特,高雄港,貨櫃輪,2235
107年10月,國外,寮國,高雄港,貨櫃輪,43
107年10月,國外,斯里蘭卡,高雄港,貨櫃輪,6730
107年10月,國外,馬紹爾群島,高雄港,貨櫃輪,375
107年10月,國外,緬甸,高雄港,貨櫃輪,4422
107年10月,國外,墨西哥,高雄港,貨櫃輪,27883
107年10月,國外,馬來西亞,高雄港,貨櫃輪,71571
107年10月,國外,奈及利亞,高雄港,貨櫃輪,4035
107年10月,國外,荷蘭,高雄港,貨櫃輪,27637
107年10月,國外,紐西蘭,高雄港,貨櫃輪,7684
107年10月,國外,阿曼,高雄港,貨櫃輪,670
107年10月,國外,大洋洲其他,高雄港,貨櫃輪,3797
107年10月,國外,巴拿馬,高雄港,貨櫃輪,1919
107年10月,國外,秘魯,高雄港,貨櫃輪,5055
107年10月,國外,菲律賓,高雄港,貨櫃輪,48587
107年10月,國外,巴基斯坦,高雄港,貨櫃輪,11375
107年10月,國外,波多黎各,高雄港,貨櫃輪,980
107年10月,國外,卡達,高雄港,貨櫃輪,1727
107年10月,國外,俄羅斯,高雄港,貨櫃輪,9772
107年10月,國外,南美洲其他,高雄港,貨櫃輪,9522
107年10月,國外,沙烏地阿拉伯,高雄港,貨櫃輪,8945
107年10月,國外,瑞典,高雄港,貨櫃輪,5121
107年10月,國外,新加坡,高雄港,貨櫃輪,20612
107年10月,國外,敘利亞,高雄港,貨櫃輪,1812
107年10月,國外,泰國,高雄港,貨櫃輪,57434
107年10月,國外,土耳其,高雄港,貨櫃輪,13620
107年10月,國外,歐洲其他,高雄港,貨櫃輪,31266
107年10月,國外,烏克蘭,高雄港,貨櫃輪,1661
107年10月,國外,美國,高雄港,貨櫃輪,287425
107年10月,國外,委內瑞拉,高雄港,貨櫃輪,145
107年10月,國外,越南,高雄港,貨櫃輪,114716
107年10月,國外,葉門,高雄港,貨櫃輪,91
107年10月,國外,南非,高雄港,貨櫃輪,9330
107年10月,國外,非洲其他,高雄港,冷藏輪,43
107年10月,國外,香港,高雄港,冷藏輪,5
107年10月,國外,日本,高雄港,冷藏輪,62
107年10月,國外,韓國,高雄港,冷藏輪,99
107年10月,國外,斯里蘭卡,高雄港,冷藏輪,4
107年10月,國外,大洋洲其他,高雄港,冷藏輪,195
107年10月,國外,新加坡,高雄港,冷藏輪,13
107年10月,國外,南非,高雄港,冷藏輪,346
107年10月,國內,基隆港,高雄港,油輪,4240
107年10月,國內,臺中港,高雄港,油輪,92992
107年10月,國內,花蓮港,高雄港,油輪,13992
107年10月,國內,蘇澳港,高雄港,油輪,2544
107年10月,國內,馬公港,高雄港,油輪,12196
107年10月,國內,金門港,高雄港,油輪,12354
107年10月,國內,馬祖港,高雄港,油輪,1973
107年10月,國內,小琉球,高雄港,油輪,334
107年10月,國內,環島其他,高雄港,油輪,2968
107年10月,國外,阿拉伯聯合大公國,高雄港,油輪,10951
107年10月,國外,澳洲,高雄港,油輪,6385
107年10月,國外,中美洲其他,高雄港,油輪,3062
107年10月,國外,中國大陸,高雄港,油輪,57670
107年10月,國外,印尼,高雄港,油輪,1815
107年10月,國外,印度,高雄港,油輪,12106
107年10月,國外,日本,高雄港,油輪,5716
107年10月,國外,韓國,高雄港,油輪,23867
107年10月,國外,墨西哥,高雄港,油輪,3002
107年10月,國外,馬來西亞,高雄港,油輪,5727
107年10月,國外,菲律賓,高雄港,油輪,86106
107年10月,國外,新加坡,高雄港,油輪,156333
107年10月,國外,泰國,高雄港,油輪,2449
107年10月,國外,美國,高雄港,油輪,6246
107年10月,國外,越南,高雄港,油輪,8540
107年10月,國外,紐西蘭,高雄港,木材輪,64
107年10月,國外,大洋洲其他,高雄港,木材輪,72
107年10月,國內,馬公港,高雄港,散裝輪,8400
107年10月,國內,金門港,高雄港,散裝輪,1400
107年10月,國外,澳洲,高雄港,散裝輪,5311
107年10月,國外,比利時,高雄港,散裝輪,26581
107年10月,國外,加拿大,高雄港,散裝輪,12001
107年10月,國外,中國大陸,高雄港,散裝輪,23600
107年10月,國外,西班牙,高雄港,散裝輪,63489
107年10月,國外,非洲其他,高雄港,散裝輪,4656
107年10月,國外,英國,高雄港,散裝輪,18354
107年10月,國外,香港,高雄港,散裝輪,1350
107年10月,國外,印度,高雄港,散裝輪,22039
107年10月,國外,義大利,高雄港,散裝輪,48552
107年10月,國外,日本,高雄港,散裝輪,4310
107年10月,國外,韓國,高雄港,散裝輪,4215
107年10月,國外,墨西哥,高雄港,散裝輪,12896
107年10月,國外,菲律賓,高雄港,散裝輪,14534
107年10月,國外,巴基斯坦,高雄港,散裝輪,32077
107年10月,國外,泰國,高雄港,散裝輪,3216
107年10月,國外,歐洲其他,高雄港,散裝輪,10656
107年10月,國外,美國,高雄港,散裝輪,13697
107年10月,國外,越南,高雄港,散裝輪,8722
107年10月,國外,南非,高雄港,散裝輪,3970
107年10月,國內,馬公港,高雄港,乾貨輪,7774
107年10月,國內,金門港,高雄港,乾貨輪,14433
107年10月,國內,外島其他,高雄港,乾貨輪,209
107年10月,國外,亞洲其他,高雄港,乾貨輪,10988
107年10月,國外,阿根廷,高雄港,乾貨輪,0
107年10月,國外,澳洲,高雄港,乾貨輪,152
107年10月,國外,孟加拉,高雄港,乾貨輪,17623
107年10月,國外,比利時,高雄港,乾貨輪,28486
107年10月,國外,汶萊,高雄港,乾貨輪,1
107年10月,國外,巴西,高雄港,乾貨輪,6
107年10月,國外,加拿大,高雄港,乾貨輪,11199
107年10月,國外,中國大陸,高雄港,乾貨輪,79991
107年10月,國外,法國,高雄港,乾貨輪,2
107年10月,國外,香港,高雄港,乾貨輪,5622
107年10月,國外,印尼,高雄港,乾貨輪,20598
107年10月,國外,印度,高雄港,乾貨輪,106
107年10月,國外,義大利,高雄港,乾貨輪,6199
107年10月,國外,日本,高雄港,乾貨輪,62435
107年10月,國外,高棉,高雄港,乾貨輪,361
107年10月,國外,韓國,高雄港,乾貨輪,9153
107年10月,國外,緬甸,高雄港,乾貨輪,4682
107年10月,國外,墨西哥,高雄港,乾貨輪,1190
107年10月,國外,馬來西亞,高雄港,乾貨輪,47501
107年10月,國外,紐西蘭,高雄港,乾貨輪,3565
107年10月,國外,大洋洲其他,高雄港,乾貨輪,388
107年10月,國外,菲律賓,高雄港,乾貨輪,12375
107年10月,國外,南美洲其他,高雄港,乾貨輪,1
107年10月,國外,新加坡,高雄港,乾貨輪,5668
107年10月,國外,泰國,高雄港,乾貨輪,23937
107年10月,國外,歐洲其他,高雄港,乾貨輪,4
107年10月,國外,烏克蘭,高雄港,乾貨輪,0
107年10月,國外,美國,高雄港,乾貨輪,20354
107年10月,國外,越南,高雄港,乾貨輪,50514
107年10月,國外,澳洲,高雄港,其他專用貨船,242
107年10月,國外,中國大陸,高雄港,其他專用貨船,16173
107年10月,國外,墨西哥,高雄港,其他專用貨船,77
107年10月,國外,美國,高雄港,其他專用貨船,2
107年11月,國內,馬公港,高雄港,客貨輪,3040
107年11月,國內,七美港,高雄港,客貨輪,56
107年11月,國外,亞洲其他,高雄港,貨櫃輪,10580
107年11月,國外,阿拉伯聯合大公國,高雄港,貨櫃輪,15944
